

    0.100915397310267340E-01    0.103860159496185446E+03    0.329878575155716334E+02   -0.224059267174631138E+01   -0.967580760243185622E+00    0.148682973498674076E+01    0.427463423483893123E+02    0.322950783069710159E-01
    0.100262892144781166E-01    0.103849323687488678E+03    0.318990738246764778E+02   -0.225225215076184737E+01   -0.987476989621722367E+00    0.150394724001095570E+01    0.421073664020808778E+02    0.297600041336425147E+00
    0.993272122470186328E-02    0.103844266330883272E+03    0.324566431593727742E+02   -0.221325901372329348E+01   -0.950924892847316183E+00    0.150385783519412719E+01    0.434684448006086654E+02    0.241680652391816464E+00
    0.983428286116997188E-02    0.103840376705276825E+03    0.328329279797288933E+02   -0.220736888842931389E+01   -0.942276060682015970E+00    0.154731735800080261E+01    0.434434804070978515E+02    0.279527259997660371E+00
    0.973362941901460312E-02    0.103837142565994270E+03    0.331512621303012978E+02   -0.222974756620723857E+01   -0.974666214263018027E+00    0.145626750480099187E+01    0.424755474477773376E+02    0.935371614579655619E-01
    0.969961348754103114E-02    0.103820334645854842E+03    0.327620519304543265E+02   -0.222411306232385808E+01   -0.952484877275360464E+00    0.149852615684489776E+01    0.432023480168081520E+02    0.213254661531164541E+00
    0.960016607746096672E-02    0.103817136402066367E+03    0.333926874010681729E+02   -0.223197322807037768E+01   -0.987855000844483300E+00    0.141142788185059387E+01    0.430791158505981215E+02    0.264153651880433604E+00
    0.948770169754817143E-02    0.103816894870797412E+03    0.328288887955448558E+02   -0.224568471299982564E+01   -0.970893866379428871E+00    0.146758706497820413E+01    0.432895955172013487E+02    0.278026125525604517E+00
    0.938432361634306683E-02    0.103814996957113422E+03    0.318193476383213003E+02   -0.223724399542189989E+01   -0.988951519614808205E+00    0.148638490419782965E+01    0.419781359551437561E+02    0.102157600685169700E+00
    0.929276794689520153E-02    0.103810795711714150E+03    0.328387304738806165E+02   -0.222341139833340051E+01   -0.963325503113336090E+00    0.144353442983158131E+01    0.432723604355553348E+02    0.543760709797962427E-01
    0.919405493672294065E-02    0.103808344957655521E+03    0.324561573518950794E+02   -0.222723311088298503E+01   -0.986011863493435392E+00    0.148261570362412476E+01    0.422009798406483299E+02    0.194313705448359297E+00
    0.909603740331168392E-02    0.103805971842135449E+03    0.325725885365950560E+02   -0.223495433804153887E+01   -0.988009019790217380E+00    0.148391969445609262E+01    0.424296100706513286E+02    0.165380043930232395E+00
    0.900502343948601444E-02    0.103802274892196976E+03    0.330712514944424214E+02   -0.225505152248937968E+01   -0.973797981407982238E+00    0.143163934539692472E+01    0.435259940616039813E+02    0.116509352397970223E+00
    0.890132154163906369E-02    0.103801631024440042E+03    0.341094154081457575E+02   -0.227674480351742226E+01   -0.999462710166109325E+00    0.139354008841366706E+01    0.424703952305187045E+02    0.108839091499239898E+00
    0.879697721825906109E-02    0.103801404678609217E+03    0.332172291760300311E+02   -0.221831204010676508E+01   -0.962757710247936771E+00    0.147146608323108596E+01    0.430507309175810420E+02    0.122098980145608160E+00
    0.871683206285679343E-02    0.103795899731161711E+03    0.326697988009589437E+02   -0.223982237068884560E+01   -0.992103353374054642E+00    0.152146709145053949E+01    0.415809339750010380E+02    0.218676073523884046E+00
    0.865581718626185631E-02    0.103786138756101380E+03    0.330609076972345832E+02   -0.224164818612128913E+01   -0.977388556802555541E+00    0.140539425619597935E+01    0.438150312086268343E+02    0.136187180744157393E+00
    0.855385463124029057E-02    0.103786028405447482E+03    0.340777523951927819E+02   -0.226489500094918483E+01   -0.983520165095896015E+00    0.136078749280170186E+01    0.439404134920793723E+02    0.110940479161914948E+00
    0.845845293888884166E-02    0.103784650334167097E+03    0.326286809841504493E+02   -0.224778534375133887E+01   -0.977237939696889768E+00    0.148206452661127219E+01    0.423737883861353453E+02    0.295811129205029666E+00
    0.837349900224914311E-02    0.103781029712588634E+03    0.327708026654495228E+02   -0.226417232605183649E+01   -0.999718581164547260E+00    0.142152436374334523E+01    0.428675876946797771E+02    0.236427486261117870E+00
    0.828108835573201744E-02    0.103779415057476015E+03    0.339563754190313034E+02   -0.225351891976703866E+01   -0.992678621494539115E+00    0.135706401140659527E+01    0.438729460427648235E+02    0.276776084722491655E+00
    0.822694706614811831E-02    0.103768724353034912E+03    0.337920137774238043E+02   -0.223631400332408958E+01   -0.986892269749027662E+00    0.140617185271090372E+01    0.433020039496376654E+02    0.274860187175992345E-01
    0.813676143413569718E-02    0.103766960331966132E+03    0.334919249042246889E+02   -0.223072097971119021E+01   -0.965824775694429150E+00    0.139835484127712162E+01    0.438653266079654856E+02    0.212569781491644350E+00
    0.806231608837770265E-02    0.103761533551188037E+03    0.319381232908245565E+02   -0.222964464261367423E+01   -0.968369328800745777E+00    0.150719252503482903E+01    0.426049457176446467E+02    0.154688823265875935E+00
    0.798084277715059749E-02    0.103758037735500238E+03    0.348561864009366360E+02   -0.226872762095958569E+01   -0.995853286347030409E+00    0.138752024562149634E+01    0.429403228073765462E+02    0.293632248941195384E+00
    0.789860481706897502E-02    0.103754943968920529E+03    0.337403698823625220E+02   -0.227081517428082602E+01   -0.100956457909410657E+01    0.138522077624021311E+01    0.421125556769911071E+02    0.329843885929559516E-01
    0.781092993476968211E-02    0.103753458668962807E+03    0.347260953783252404E+02   -0.227024266709053091E+01   -0.100101113156950428E+01    0.135194574457743077E+01    0.436942417354768722E+02    0.282303075768855438E+00
    0.882547674751898471E-02    0.103509174233615781E+03    0.344135728248023085E+02   -0.223900896428868412E+01   -0.979375317460736028E+00    0.138510529736867771E+01    0.433063682702639383E+02    0.210335060735675677E+00
    0.832872170810557665E-02    0.103625039505113264E+03    0.321820981924786054E+02   -0.224408608830018963E+01   -0.996566421288874071E+00    0.145501921361937492E+01    0.422137301361581265E+02    0.205370432943467740E+00
    0.102846210369694022E-01    0.103203160128621022E+03    0.326371834493276367E+02   -0.224219284873532754E+01   -0.986980228808478799E+00    0.147061724877552469E+01    0.421400343421595025E+02    0.205107356152218118E+00
    0.814697121439019595E-02    0.103669167025009685E+03    0.336538182788919329E+02   -0.224404474967881207E+01   -0.992677395362745241E+00    0.144898682708390925E+01    0.422912585865040000E+02    0.205417017737812430E+00
    0.790782835519167858E-02    0.103728753081376027E+03    0.335967502075708637E+02   -0.223109229789247365E+01   -0.957883463760381026E+00    0.143069920411201679E+01    0.438919025154571685E+02    0.172469060593863882E+00
    0.846424826043266389E-02    0.103592757069055011E+03    0.327095955174660133E+02   -0.224107853897480780E+01   -0.993349797870558326E+00    0.150146993951686092E+01    0.417565747187999179E+02    0.189954209006278074E+00
    0.876952910189516058E-02    0.103521893259608021E+03    0.325806525216554235E+02   -0.225158342170656756E+01   -0.983460989881096204E+00    0.149370209720764557E+01    0.422638743247320861E+02    0.191289108961202853E+00
    0.845879749445292185E-02    0.103594045434340359E+03    0.331059938595503098E+02   -0.223761264948743266E+01   -0.987662516289399051E+00    0.146191286712975610E+01    0.425550341703645216E+02    0.177736990691985092E+00
    0.882020096456801773E-02    0.103510370171384622E+03    0.322226881834228323E+02   -0.222567406918161925E+01   -0.964883213511403603E+00    0.153281638115529173E+01    0.428579023073549479E+02    0.192288781219722538E+00
    0.857130034998104459E-02    0.103567620573327659E+03    0.334027263479383265E+02   -0.223605330897506205E+01   -0.984561528624057658E+00    0.145913657615344761E+01    0.424545529498597460E+02    0.228309672297770383E+00
    0.819697455350790367E-02    0.103656929222500523E+03    0.320098888414274967E+02   -0.224323586052026380E+01   -0.978286417942785924E+00    0.148880073664474133E+01    0.425284979925234410E+02    0.202330756331997097E+00
    0.102790879750692885E-01    0.103204236405674024E+03    0.330667357113621136E+02   -0.226254809498390319E+01   -0.995506823698663279E+00    0.145162712676036021E+01    0.421941565627523971E+02    0.169968651176350460E+00
    0.108081466828677201E-01    0.103103859136580283E+03    0.329705560362903256E+02   -0.224862676187738586E+01   -0.986767716905778247E+00    0.141024983503001522E+01    0.429133347361997650E+02    0.183060640063824331E+00
    0.845515605972441131E-02    0.103594906601369814E+03    0.327014987477332468E+02   -0.223243830016467015E+01   -0.986898660636731595E+00    0.148099482913103309E+01    0.420001078730708386E+02    0.269966004920978719E+00
    0.860060026348956862E-02    0.103560795483291955E+03    0.327430504509475639E+02   -0.223255718846075624E+01   -0.988031194463475870E+00    0.146725690600899150E+01    0.423168871622478378E+02    0.257675071795908595E+00
    0.822790073307569890E-02    0.103649397666716908E+03    0.330574699026927590E+02   -0.223838071426304364E+01   -0.966515926486885224E+00    0.144537636286112026E+01    0.431445824118608812E+02    0.262681385024655156E+00
