log10_Xlan log10_mej log10_vej luminosity_distance timeshift Ebv log_likelihood log_prior
-3.3267208535006327 -1.7077647680304882 -0.7053469040315825 23.286032891522176 0.0 0.0 -171.32552971530157 -9.393825463463745
-3.1321557907216553 -1.4165651802111765 -0.6911035812971988 32.8624181923357 0.0 0.0 -171.31532472716177 -9.738301430008194
-3.5174181562834024 -1.6123671755576923 -0.7018593834481712 30.099447075577736 0.0 0.0 -171.30420450090344 -9.650478531351865
-3.1129306505062893 -1.8636629723316807 -0.6988516955040878 21.732923359753343 0.0 0.0 -171.29900708959178 -9.324800045619437
-3.375176272161955 -1.6192238519863849 -0.7046849228429877 32.86266322064846 0.0 0.0 -171.281726091368 -9.73830888616671
-3.307503323613319 -1.8073362783792541 -0.7056635688158703 26.306664819376916 0.0 0.0 -171.28051501998146 -9.515794051612842
-3.3170324113258642 -1.6857078691213285 -0.6871340325512794 24.565228337091504 0.0 0.0 -171.27845423695888 -9.447303690145802
-3.36372633427861 -1.8286499110351522 -0.693936838151175 20.803278267428706 0.0 0.0 -171.25750632554465 -9.281082312647165
-3.3159558224184096 -1.92389708158501 -0.6991458240438957 18.562490431552725 0.0 0.0 -171.24887129139447 -9.167114630438771
-3.3805616999183083 -1.6973105701921654 -0.7155265080816431 27.422892064433995 0.0 0.0 -171.24876444519722 -9.557349870729604
-3.106328224078897 -1.914744045661545 -0.7083138290105093 19.951352191742835 0.0 0.0 -171.21714376199344 -9.239268649421598
-3.1877912713597887 -1.3307447467125577 -0.6914611391551155 41.796517540087876 0.0 0.0 -171.21349277524692 -9.97878475296984
-3.1690408328685606 -2.05453617608366 -0.7084316544682674 16.432940302896068 0.0 0.0 -171.212067716853 -9.04525960478295
-3.323633559212774 -1.594506982965362 -0.7140221404601406 31.076472487712383 0.0 0.0 -171.17881489711414 -9.682422750584623
-3.2804097599661226 -1.7089675252556522 -0.6873912739270569 23.238924855652332 0.0 0.0 -171.16747351703344 -9.39180039759589
-3.271793143697014 -1.637821309782895 -0.7029517973574353 31.596663049103793 0.0 0.0 -171.16290762812994 -9.699023244652812
-3.1823006823634756 -1.7735558041264343 -0.7136140215586111 23.01297091813592 0.0 0.0 -171.1619051642321 -9.382029739277764
-3.2494998990503703 -2.0155910554074423 -0.6996899007397039 17.82598806366668 0.0 0.0 -171.16182483408988 -9.126629125453741
-3.2576888049059214 -1.7183138302736451 -0.7168583312220391 27.58543632172175 0.0 0.0 -171.1444392818828 -9.563259693301617
-3.0357833755114516 -1.5452269410760984 -0.6965314764759183 30.250735941830296 0.0 0.0 -171.10847293902302 -9.655492242184353
-3.3109588247140262 -1.687652971657187 -0.7024100382514125 23.4065425511081 0.0 0.0 -171.1043619639269 -9.398987308833016
-3.1090763145034277 -1.791635113453503 -0.6956321170257174 23.302368372106812 0.0 0.0 -171.10000072291967 -9.39452673162539
-3.254069579236747 -1.5864759890838354 -0.6874500044042811 26.300913523486013 0.0 0.0 -171.09033502249477 -9.515575402661684
-3.4007818429755057 -1.9107735799172723 -0.7082853963061195 22.322735871442774 0.0 0.0 -171.08818945183376 -9.351577434234745
-3.1889440230120547 -1.7182149050526383 -0.7156407870010439 26.52535104382664 0.0 0.0 -171.03676730530296 -9.524072648211888
-3.199746620143971 -1.8768609374392078 -0.7079777164849896 19.842505050418804 0.0 0.0 -171.0004577852323 -9.233798085856082
-3.334765677942576 -2.0486445779302906 -0.7053758181447907 16.574819061306563 0.0 0.0 -170.99714588926838 -9.05385634899864
-3.3106049619114675 -1.3968116780788677 -0.7029660270488676 38.32300947485313 0.0 0.0 -170.9781874309942 -9.892022214723106
-3.371799462188111 -1.4635079715175103 -0.6937799538472684 37.58760283045165 0.0 0.0 -170.96059892813656 -9.87264601342073
-3.2489168442333165 -1.6222437811202877 -0.6975260126548046 24.656768786134283 0.0 0.0 -170.95434181045505 -9.451023187928449
-3.4999258233646033 -1.5340596931231518 -0.6979256762362906 33.273980455374584 0.0 0.0 -170.9453041242115 -9.750747453200965
-3.097751015637032 -1.563378098973783 -0.7053500370248691 28.58154194026906 0.0 0.0 -170.9349145318813 -9.598732852118172
-3.4143586954270866 -1.8827036403579553 -0.7038793512622714 22.942009304718116 0.0 0.0 -170.93082558041291 -9.378941426782603
-3.437120421980765 -1.643608820048137 -0.6933247650012826 29.090315677054495 0.0 0.0 -170.91264493554166 -9.616377053533988
-3.103083455226127 -1.8537080045544299 -0.6979145258147978 19.9507121487754 0.0 0.0 -170.87979396059762 -9.239236568727126
-3.351462844820939 -1.764337356065535 -0.6998497348645627 26.921107737657966 0.0 0.0 -170.86314692375237 -9.538882382522164
-3.105992333382744 -1.5496414165276744 -0.6918934675850392 30.85475645377098 0.0 0.0 -170.85494651764395 -9.675262647839762
-3.354783418819162 -1.721905032273292 -0.7025564072629338 28.679153471837004 0.0 0.0 -170.82773051179265 -9.602142228320023
-3.336843500093141 -1.6867289770079834 -0.6914335674751291 27.354546841269546 0.0 0.0 -170.82087547598246 -9.554854490879986
-3.1583250434907395 -1.8195228737896656 -0.7109441834964689 24.27982421237803 0.0 0.0 -170.8099108677941 -9.435617455495603
-3.0353124758881 -1.564096321032142 -0.6957340497880764 27.380466012945565 0.0 0.0 -170.80406403667507 -9.55580156925859
-3.0871285332282863 -1.4945713143449053 -0.6902349623231403 29.758473986685257 0.0 0.0 -170.79205075502244 -9.639085660668933
-3.2567273382939783 -1.4790150266121582 -0.6884658233115033 34.275794702571275 0.0 0.0 -170.78920550183992 -9.78041114059812
-3.2252312585855574 -1.8398882504075291 -0.6917646043986776 21.661275225357677 0.0 0.0 -170.76214665529483 -9.321497843857944
-3.4146839003836007 -1.8125650973483065 -0.7080304058830664 25.691561355166208 0.0 0.0 -170.74962182228109 -9.492134315390707
-3.4062068220960713 -1.5230080194663516 -0.6922392849134267 29.95531106903264 0.0 0.0 -170.74025348620867 -9.645678369374433
-3.2829345864296346 -1.6950251501859852 -0.7056471106759004 29.58798715113964 0.0 0.0 -170.7401637060072 -9.633340168814248
-3.4368022383421675 -1.714417292007159 -0.7093376217765845 28.591669228595944 0.0 0.0 -170.7380150135919 -9.599087119028347
-3.3304007747548 -1.5073449777159178 -0.6881979513824998 32.99058873556068 0.0 0.0 -170.7302813049901 -9.742194060308524
-3.0547628072892516 -1.7577736810126523 -0.696695640813547 21.711227259598708 0.0 0.0 -170.72805757334018 -9.323801241331678
-3.4796163611466353 -1.7339140290529 -0.7078488198325159 26.14618015258754 0.0 0.0 -170.72798694944095 -9.50967483471807
-3.398315907583413 -1.8485986148938043 -0.6958190131033408 22.42434993581878 0.0 0.0 -170.71812897044367 -9.356119148503296
-3.388349362718766 -1.6168876449688256 -0.7088869289005144 28.253867508166955 0.0 0.0 -170.71744683218506 -9.587202080513952
-3.3428989787861427 -1.5122966143639154 -0.6958181449477507 36.119853980412955 0.0 0.0 -170.70547723455502 -9.83281441526428
-3.2764587210684777 -2.0362601500368642 -0.7016076082161558 16.781403369143675 0.0 0.0 -170.70334631419553 -9.066243060331091
-3.2504341281508413 -1.7605369161138436 -0.7156319719067128 24.270379535642963 0.0 0.0 -170.70026259060955 -9.435228387021112
-3.4443125474489085 -1.7141121478322319 -0.7048462249762808 28.566663586550973 0.0 0.0 -170.6928699345976 -9.598212158461491
-3.194092127449581 -1.7951968154215487 -0.6900339455147495 21.5638817847792 0.0 0.0 -170.6910163278733 -9.316991504858628
-3.38416871023359 -1.742164263150165 -0.7152545530885062 26.788312140724184 0.0 0.0 -170.68985800614584 -9.533937407587185
-3.147100365080579 -1.5291208525878388 -0.6900205681505047 27.676547025239998 0.0 0.0 -170.67578112123462 -9.56655710611793
-3.403382444126274 -1.4717879389962287 -0.6982840816118376 32.82156583311395 0.0 0.0 -170.66565278695145 -9.73705752359492
-3.399951866274729 -1.8574096508620808 -0.7090796132539219 24.10093637139395 0.0 0.0 -170.65496230786096 -9.428222422674532
-3.1116657333638473 -1.6980817617515456 -0.7035332318175229 22.910461651571143 0.0 0.0 -170.6324801371609 -9.377565376268116
-3.49367975007884 -1.5763744880513837 -0.6970080736764788 30.462752278153292 0.0 0.0 -170.61776999683434 -9.662476429862078
-3.3479758652324305 -1.732942388464255 -0.6986223961657823 27.6388950532955 0.0 0.0 -170.60585058748498 -9.565195751084158
-3.1522157190024 -1.689086989735065 -0.712261404064559 27.257406143309815 0.0 0.0 -170.59632559457546 -9.551296998605862
-3.2214360181241872 -1.7510104150274457 -0.7067346779661259 27.31561296933325 0.0 0.0 -170.58734618179716 -9.553430171702827
-3.141204177255206 -1.438968207636715 -0.6983684529448551 32.813658948064365 0.0 0.0 -170.58725734297553 -9.736816589397948
-3.3593598861640235 -1.7946449693977895 -0.7094808243162491 26.573368197327667 0.0 0.0 -170.5748655506491 -9.525881248015274
-3.2078530656123716 -1.7991992630775067 -0.6982993060938949 24.76669662169698 0.0 0.0 -170.5491792245254 -9.45547160189255
-3.1007148618579397 -1.5673710980813107 -0.6932922588598891 30.219079097800712 0.0 0.0 -170.53172126060235 -9.654445212458832
-3.39648372311028 -1.7173056390542571 -0.7127616672776926 28.305721779663497 0.0 0.0 -170.52244864099703 -9.58903569658783
-3.3062042403123053 -1.3580892965352014 -0.6955157746443927 39.83868646220581 0.0 0.0 -170.5080858578614 -9.930810191194597
-3.3688163229015817 -1.7360058552357636 -0.6972450711841889 27.164211076550966 0.0 0.0 -170.4819888314173 -9.547872067020984
-3.0721633187530326 -1.6452922843842597 -0.7026442322541409 27.683556037279182 0.0 0.0 -170.48174376371307 -9.56681032140074
-3.218328480070668 -1.4254059332458837 -0.7046585212525545 37.48410287824591 0.0 0.0 -170.48170463880035 -9.86988864919662
-3.2893597222670916 -1.7101540594034677 -0.7074502964123948 23.610067205950855 0.0 0.0 -170.45810619486772 -9.407644926944899
-3.477325117899701 -1.638869590411189 -0.7002538229503865 30.067306608756926 0.0 0.0 -170.43515838989296 -9.649410151626855
-3.0336714096611903 -1.7282174432003545 -0.6986849207512906 23.30321266964284 0.0 0.0 -170.41946443790854 -9.394562963231875
-3.1316236830122204 -1.8715223532559087 -0.6988736321502607 19.67316981060841 0.0 0.0 -170.41637982892792 -9.225227498262798
-3.4673640660286873 -1.6072946305123685 -0.6955904210628825 30.426385359365046 0.0 0.0 -170.41460627404376 -9.661281900771222
-3.2183072602041154 -1.6435461210697095 -0.6877089130294909 25.265165609841084 0.0 0.0 -170.40357808777836 -9.475398322981862
-3.2829362294376274 -1.3839179170162335 -0.6998820716581677 41.105833632486096 0.0 0.0 -170.39154585539788 -9.962121778307978
-3.447166698286079 -1.5532578051014116 -0.6944029582688822 29.749135711535953 0.0 0.0 -170.38207463001453 -9.638771809204446
-3.269041434932878 -1.9144399713963498 -0.6981888950373718 18.851986801477047 0.0 0.0 -170.36661970034035 -9.18259003829652
-3.0951133960012314 -1.7849811129341608 -0.6945676883737759 22.154802255164107 0.0 0.0 -170.36491099923578 -9.344026008442208
-3.1765552361397127 -1.5667932333603698 -0.7097893740995838 31.63168396388921 0.0 0.0 -170.34127350385359 -9.70013100470099
-3.1867873861721057 -1.9239781779181944 -0.7027679155972533 18.57809649980156 0.0 0.0 -170.33911575122121 -9.167955008604908
-3.310425619801194 -1.7852371625986008 -0.7157030167648641 25.867872477954837 0.0 0.0 -170.3339319961275 -9.498973483198224
-3.173562803994109 -1.4881349179927645 -0.7062149763350243 35.18214541791115 0.0 0.0 -170.32625509900015 -9.806510450820344
-3.257166898040648 -1.923909845036229 -0.7133829574618671 21.13474081895126 0.0 0.0 -170.31857208548823 -9.296889900171097
-3.343116942522456 -1.6101210673254895 -0.7059806029108247 32.76817271053716 0.0 0.0 -170.3075033506359 -9.735429429458357
-3.254491048858166 -1.706217282737764 -0.7144155470132603 28.024226049847037 0.0 0.0 -170.3045481427324 -9.579041081505402
-3.1110868852260154 -1.6334455118721771 -0.7080446666179878 27.276036710549242 0.0 0.0 -170.30363216930397 -9.551980269897358
-3.354177656350827 -1.9792802281702735 -0.7069878374316516 18.84409267134239 0.0 0.0 -170.3026374602665 -9.182171207990534
-3.1467905688021878 -1.8761303080868434 -0.7096445970437122 21.447265765855224 0.0 0.0 -170.28982473338115 -9.311568896473613
-3.1097374065870778 -1.8357978272267221 -0.6968364204759929 21.11635717935308 0.0 0.0 -170.28173014305588 -9.29601969127101
-3.2108331537240478 -1.3990109075592452 -0.7014361284665818 39.11762798854763 0.0 0.0 -170.2657600485027 -9.9125449384366
-3.1538682046775666 -1.8273807968655893 -0.6933113963347524 21.141832134310004 0.0 0.0 -170.26572520102923 -9.297225372747508
-3.243545899440793 -1.9945942803109409 -0.6987559268443297 17.418684043681356 0.0 0.0 -170.26177424844755 -9.103515155076114
-3.1765585219616312 -1.778280440632063 -0.694236681173898 20.79813164206361 0.0 0.0 -170.25812561561688 -9.280834887119878
-3.344976234408173 -1.7604575823262287 -0.6905382144865662 23.065486597181017 0.0 0.0 -170.23908403507235 -9.384309142912988
-3.2588103079738078 -1.9278298732095136 -0.709053269905213 21.603706475199974 0.0 0.0 -170.23493844012023 -9.318836625391162
-3.081341175621577 -1.624064625826727 -0.7014557959894936 28.532720661549362 0.0 0.0 -170.2308685320196 -9.597023251454988
-3.2846279392966657 -2.0025658118985117 -0.7003196628089545 17.67280995681149 0.0 0.0 -170.22705142283257 -9.11799902719108
-3.086983992212124 -1.6946373793913665 -0.7079563710900014 25.46193551610491 0.0 0.0 -170.21354295612218 -9.483156341429938
-3.110405144919481 -1.5751155215477728 -0.7059724674328618 30.40223951999632 0.0 0.0 -170.18741372088513 -9.660488003467616
-3.362026084488348 -1.8712337983950715 -0.7072408297615185 21.05240522408884 0.0 0.0 -170.1844260258041 -9.292986545375852
-3.1483756285598954 -1.7369526624668952 -0.7113252199099775 23.97645359810285 0.0 0.0 -170.18405938013035 -9.423043978023088
-3.467400011763961 -1.5412192785710674 -0.6991050779721677 33.87157346600441 0.0 0.0 -170.1750289436767 -9.768547851136447
-3.460335585850612 -1.7248717404604217 -0.6969411404411274 24.649517705549943 0.0 0.0 -170.17442049570337 -9.45072906394741
-3.28892354041822 -1.6744134430068036 -0.713428289051125 29.257251856029058 0.0 0.0 -170.16819066012417 -9.62209919899886
-3.2091106674234355 -1.889107608402968 -0.7110941597908453 22.29659584793997 0.0 0.0 -170.16109843998672 -9.350405743602632
-3.454473448299166 -1.7618192257894423 -0.6973472577952078 24.038713883753893 0.0 0.0 -170.15977505719195 -9.425637338571875
-3.4319305533138182 -1.488273003522075 -0.7002991921261912 36.681927066668386 0.0 0.0 -170.15714732850122 -9.848255912615349
-3.081316239846106 -1.6713726703093554 -0.7057398684953586 26.59129335592191 0.0 0.0 -170.15618529633912 -9.526555574108954
-3.058804618451326 -1.7365017388232644 -0.6969344081243725 23.58011523059021 0.0 0.0 -170.13507612752414 -9.406375511238656
-3.158916444101373 -1.5970427207404834 -0.6975399022022943 25.564879461662052 0.0 0.0 -170.1350164135327 -9.487191242893658
-3.257635464766709 -1.6140849181620651 -0.6979079523307794 31.367984593723847 0.0 0.0 -170.1295438690355 -9.691759503191534
-3.063339486017729 -1.7031924808181444 -0.6996675273643613 22.681133615717574 0.0 0.0 -170.12899721392074 -9.367505190014663
-3.299940458682597 -1.5367303042033158 -0.6911115437830762 33.07233791597105 0.0 0.0 -170.12191962728528 -9.744668949820104
-3.1412071985389334 -1.6364118543203907 -0.7053159659773309 29.477345846958055 0.0 0.0 -170.12038451271508 -9.62959376028745
-3.1176606644209697 -1.612476591866106 -0.6927363960526409 28.30694900135567 0.0 0.0 -170.11951175588698 -9.589079051606253
-3.341264841693836 -1.6284570456508303 -0.7094359605842513 27.670640552459766 0.0 0.0 -170.118264225822 -9.5663436725882
-3.1392006006669266 -1.625379595953754 -0.7008612632547135 29.765879689093484 0.0 0.0 -170.11711723905015 -9.639334489996397
-3.263538890428899 -1.820873626548123 -0.7140820871530755 24.774857996189425 0.0 0.0 -170.1099648675267 -9.455801077809452
-3.4504649597841324 -1.6608887857777228 -0.7013653053362621 29.67984437637112 0.0 0.0 -170.10331970860258 -9.636439904249603
-3.086121692538695 -1.4937455436906624 -0.6933254291848208 30.056311315732604 0.0 0.0 -170.09820941875378 -9.64904439542234
-3.3282501183499527 -1.7618494643775806 -0.7106792434369731 23.396005275708358 0.0 0.0 -170.0885413902227 -9.398537022424815
-3.189921145053157 -1.6184301746671577 -0.6948531751033524 24.734222095572655 0.0 0.0 -170.08782789791246 -9.454159523990775
-3.2807181314964105 -1.9898950998517897 -0.7089495549928484 19.24818672200152 0.0 0.0 -170.0837162587838 -9.203388589385279
-3.404582457660295 -1.6781133996890736 -0.7109910594140976 29.212823734836583 0.0 0.0 -170.08076714636178 -9.620579511216901
-3.1040389096542444 -1.7109538241418059 -0.6918866580904512 24.21665465377618 0.0 0.0 -170.07624923875647 -9.433012334637157
-3.191577121429056 -1.9295258148770658 -0.6981881126667522 18.655799802990693 0.0 0.0 -170.07496248656898 -9.17212880848663
-3.3404972349409343 -1.6359873960959868 -0.6894245590307562 27.55955744034707 0.0 0.0 -170.06291166727556 -9.56232111732186
-3.1893640393174785 -1.884780908027179 -0.7115227346619055 21.50059881446477 0.0 0.0 -170.05899911830736 -9.314052515929225
-3.191434276262787 -1.572766303961671 -0.6896675758750863 26.60839335676933 0.0 0.0 -170.0519162120294 -9.527198435091526
-3.2221362803076428 -1.8846267048615801 -0.6976155650246845 19.388786459324148 0.0 0.0 -170.05083969191034 -9.210666610740013
-3.3125941818081888 -1.67410382029643 -0.7063509087370143 30.138402433931724 0.0 0.0 -170.03877247984929 -9.65177191629511
-3.2416743274473214 -1.548638203824774 -0.6874218976413187 28.811469346226446 0.0 0.0 -170.02996412116423 -9.606745278401236
-3.259451636858371 -1.5210885867575072 -0.7077790905574324 31.565659263669282 0.0 0.0 -170.02843116039347 -9.698041526856844
-3.2330577474828566 -1.5060458767853517 -0.6921400522806236 34.29554934537712 0.0 0.0 -170.02736505321602 -9.780987318406114
-3.188102366348229 -1.862617919503299 -0.6990108516884332 22.314023420440506 0.0 0.0 -170.02727082631174 -9.351187063103367
-3.061647112862474 -1.7022816285315239 -0.7027600527978399 25.464250629627223 0.0 0.0 -170.019244818704 -9.483247261787385
-3.094387146399269 -1.6976579060888142 -0.7062586198410519 26.30334833681855 0.0 0.0 -170.00326987076983 -9.515667973614992
-3.1988536188304 -1.823016885973189 -0.7105450637912336 21.78997466742073 0.0 0.0 -169.99387044085304 -9.327421715725531
-3.061649393887458 -1.6090203578724034 -0.6938704562191964 27.094971781768844 0.0 0.0 -169.98014475972874 -9.545319896910135
-3.3853431729530925 -1.6513617972225982 -0.7041377449416162 30.827986121833067 0.0 0.0 -169.97210429380442 -9.674394647082957
-3.2433588905254567 -1.4804902824953645 -0.6956467229018208 30.449742323824385 0.0 0.0 -169.96837145766239 -9.662049261196216
-3.470548155256509 -1.6814455483389215 -0.7034220098168351 26.67034350418053 0.0 0.0 -169.96755111343768 -9.529523947255667
-3.4235730579111676 -1.4697998496742288 -0.695032241010348 35.837758321237075 0.0 0.0 -169.9619151040326 -9.824973768658005
-3.428728115150668 -1.780869134251569 -0.7075581482028606 26.030056441076255 0.0 0.0 -169.95775602170556 -9.505223616660746
