   -0.211392500977717201E+01   -0.141575093786080641E+01    0.439357130928273563E+02    0.107097297956972914E+01    0.344285872259281192E+02   -0.157162275770862578E+03
   -0.234132271171001483E+01   -0.147663218283236763E+01    0.314388209000356156E+02    0.130429182738568361E+01    0.277811197893702833E+02   -0.156947135626957078E+03
   -0.281654151808805020E+01   -0.107839315311656403E+01    0.412286360866708890E+02    0.200954239746044094E+00    0.553280452874593180E+02   -0.155850147763808422E+03
   -0.271559663848213972E+01   -0.132907096602663022E+01    0.387877808419513102E+02    0.656396955768477119E+00    0.437807933353097241E+02   -0.155634336868854604E+03
   -0.256452431638701484E+01   -0.118756504032124699E+01    0.541644818134329711E+02    0.274086797416776218E+00    0.556119676364989459E+02   -0.155114480596120245E+03
   -0.213512473405133285E+01   -0.966398403473875955E+00    0.658617828893841875E+02    0.912086029131172094E+00    0.478199202005180624E+02   -0.154924049506102534E+03
   -0.164839563350739815E+01   -0.119145072332575985E+01    0.506087135188027588E+02    0.117198707189882723E+01    0.330871044845287585E+02   -0.154874514528624047E+03
   -0.218815537322220077E+01   -0.109876891729220971E+01    0.422307196348330933E+02    0.119898124976286646E+01    0.458747477221887578E+02   -0.154836039212732658E+03
   -0.192867308257870795E+01   -0.121256717597179353E+01    0.641329340436467703E+02    0.109929756047953608E+01    0.355578161739864811E+02   -0.154823819894101433E+03
   -0.246044478872604255E+01   -0.116053672851345002E+01    0.421490571246362862E+02    0.974682732082179260E+00    0.504463853813612673E+02   -0.154710545330320372E+03
   -0.191217490434832671E+01   -0.133094528989826810E+01    0.400964266798324900E+02    0.804321774449216154E+00    0.389480819175049433E+02   -0.154669957770468216E+03
   -0.200379580015055003E+01   -0.105175671526253023E+01    0.509166414788109520E+02    0.139286958984895848E+01    0.394097426501494041E+02   -0.154589969118939763E+03
   -0.245424752189888196E+01   -0.142419036711689162E+01    0.348574060438503892E+02    0.120414381991799035E+01    0.318271339688211690E+02   -0.154572035626580941E+03
   -0.198278111824528858E+01   -0.114854999521358359E+01    0.498721778227238985E+02    0.124641802729173312E+01    0.382909406386562381E+02   -0.154451702595312895E+03
   -0.268543681068139106E+01   -0.121424111231998877E+01    0.702585897201945073E+02    0.245547329340385145E+00    0.449213126416875212E+02   -0.154311283390328782E+03
   -0.274434556557904807E+01   -0.115994570200223279E+01    0.582581475921162593E+02    0.427335149341868281E+00    0.445135456145388630E+02   -0.154242774627995260E+03
   -0.184928029307332942E+01   -0.955802472208152842E+00    0.416826078785511669E+02    0.113407528979463956E+01    0.492158764896443799E+02   -0.153960496232123035E+03
   -0.221319942598665209E+01   -0.113900890507554475E+01    0.487346151105318697E+02    0.784329670660884881E+00    0.413825835694736668E+02   -0.153952974178952104E+03
   -0.189421456969089785E+01   -0.139323019874423082E+01    0.551042777179519234E+02    0.101080447610572666E+01    0.311701978225604037E+02   -0.153928700772320497E+03
   -0.190854359951857289E+01   -0.121860871870042975E+01    0.476319247278333009E+02    0.134693693233342215E+01    0.323129604893298961E+02   -0.153837704801760566E+03
   -0.218047500539422767E+01   -0.134039373509310589E+01    0.502247363990831843E+02    0.532167656395522326E+00    0.431836325180673484E+02   -0.153715090566225143E+03
   -0.206195240225766963E+01   -0.127426906024334308E+01    0.279088372949492793E+02    0.129897796880893224E+01    0.355549001259173068E+02   -0.153704733688433578E+03
   -0.189792065589176762E+01   -0.139178628342087674E+01    0.443088759234497687E+02    0.951912831892351097E+00    0.324819526430211880E+02   -0.153678259564324691E+03
   -0.218078632438329212E+01   -0.126070404058958130E+01    0.621486346175589688E+02    0.451269884697167112E+00    0.468615273487991928E+02   -0.153607521838152564E+03
   -0.190157299210007968E+01   -0.103812922709554756E+01    0.555725425695300075E+02    0.639034278912932407E+00    0.571390612905289288E+02   -0.153602879755673769E+03
   -0.243571028550901358E+01   -0.983993120294656354E+00    0.478273043674633982E+02    0.455496010723917322E+00    0.679446535159142115E+02   -0.153539561525931845E+03
   -0.278251151675574393E+01   -0.120606436586931332E+01    0.513592864216358862E+02    0.771774307887379440E+00    0.427080043491340930E+02   -0.153459683669839706E+03
   -0.241782458001623901E+01   -0.129527140409057706E+01    0.297980013159302075E+02    0.947213304217988883E+00    0.418664792600347369E+02   -0.153435124366093362E+03
   -0.238114212695049021E+01   -0.129695821623109442E+01    0.347879638497217201E+02    0.112284251616232278E+01    0.350090110154908558E+02   -0.153417277742224343E+03
   -0.199309962163168497E+01   -0.103753018817833897E+01    0.600751450383449068E+02    0.235226393433607517E+00    0.502459662737851573E+02   -0.153412144551807501E+03
   -0.178541641974125609E+01   -0.106502473754899030E+01    0.429818208745929340E+02    0.102337271593095314E+01    0.458535323051709867E+02   -0.153382920645147891E+03
