KNphi log10_mej_dyn log10_mej_wind inclination_EM em_syserr luminosity_distance timeshift Ebv log_likelihood log_prior
36.14427271187583 -2.1163285885618768 -0.9493186430557978 1.4846348172985482 0.39134755311093594 40.0 0.0 0.0 -56.37734100270348 -7.129876220888272
32.89211530295508 -2.3783534196174276 -1.1788970399633676 1.2880214689715228 0.41578170253325897 40.0 0.0 0.0 -56.16523415257226 -7.227249313759208
40.5828483706473 -2.2849991597051784 -1.0952994686105508 1.2405858736774804 0.3160059774498967 40.0 0.0 0.0 -55.1959191722892 -6.967864858266079
36.82371527311189 -2.3129457985019455 -1.1004078068149699 1.4152706930114654 0.4415065785727683 40.0 0.0 0.0 -55.1014349333896 -7.258899772850342
34.88876830177808 -2.4556490680478973 -1.1090945431613908 1.389040483645204 0.4545315865131129 40.0 0.0 0.0 -54.94285141919597 -7.292440423024029
36.14317896143726 -2.464288359534345 -1.1138603297129261 1.374472255223437 0.3127518137954035 40.0 0.0 0.0 -54.87442735135804 -6.921370273052459
36.06024334067524 -2.480498418846157 -1.1702038574563844 1.3150199153286735 0.3875307244618434 40.0 0.0 0.0 -54.856231263018465 -7.149432603019667
40.372826256249894 -2.4466468116764135 -1.1491293183007785 1.1914919451183321 0.3341937191979535 40.0 0.0 0.0 -54.81595019077063 -7.042014532913704
32.7662355396901 -2.147519930142235 -1.0370149301243266 1.3913235279910052 0.37031255705385796 40.0 0.0 0.0 -54.80648665077075 -7.087103518558475
34.17876818765369 -2.3673847513174815 -1.0197922203725678 1.3977762846190012 0.37657665252313366 40.0 0.0 0.0 -54.6684998105745 -7.102728536401677
32.454403311774456 -2.191049653710473 -1.0362020904782947 1.5269333412880697 0.46016468902376184 40.0 0.0 0.0 -54.612136969238264 -7.28911040277788
35.19311991217315 -2.401409850202179 -1.0340546867637241 1.5473420860620897 0.38904982424765694 40.0 0.0 0.0 -54.37262321961121 -7.1205461626163675
34.21567484829173 -2.4614331736814354 -1.1403922838897211 1.4715215518146685 0.37336590990731494 40.0 0.0 0.0 -54.33547884915275 -7.084058454888869
37.22840643681765 -2.4181765001923696 -1.0707103679863736 1.352337779434863 0.43752364413156025 40.0 0.0 0.0 -54.33299976822274 -7.261748735351803
