KNphi log10_mej_dyn log10_mej_wind inclination_EM luminosity_distance em_syserr timeshift Ebv log_likelihood log_prior
57.07127593810423 -1.5574494251113309 -0.5858472370437027 0.577390527934503 69.33345865672335 0.4111412736528821 0.0 0.0 -48.75470634314622 -13.846761401369958
67.60134933668269 -1.5836310749842748 -1.3517589048049576 0.38483418836362543 27.050049367497433 0.8603872192822378 0.0 0.0 -46.23522352179149 -14.018286323993044
60.83673226729766 -2.691880674771353 -1.5446487397101074 0.8716591753543106 25.87547000501039 0.6287417232102309 0.0 0.0 -45.59448746942837 -12.947841933581914
21.683645254622867 -2.6940201647876734 -1.1755255745296995 1.0123896333691267 48.412947739937856 0.740337379920166 0.0 0.0 -45.575293971444246 -13.635095908604638
53.229313022360564 -1.4195697977184039 -0.7362452252066802 0.4752177753816455 75.09403405142966 0.5919821902741249 0.0 0.0 -45.16315236788688 -14.467592227525232
22.982165401021753 -1.8611999197554498 -1.10629220526188 1.435482606482299 32.261898118226846 0.7012686110790725 0.0 0.0 -45.12423179481831 -13.019427215454638
63.389616478217626 -1.6256424836317034 -0.9122355362669077 0.6751642617372366 53.490355058330096 0.9666718182032731 0.0 0.0 -44.9731934682338 -14.30678950116885
39.98473124670366 -2.106997913819725 -0.7000674475505533 0.7514419463725405 77.57333043573742 0.938910568917691 0.0 0.0 -44.95414790663353 -14.561120107133965
35.64325962348192 -2.224723169116763 -1.2653680212750458 1.295671361441002 38.464816956241876 0.7671263054899748 0.0 0.0 -44.95129294670505 -13.314195974491515
62.22517496383516 -1.8770902516529175 -1.335804755912878 0.8005204924325295 23.101936408643876 0.9186240752013111 0.0 0.0 -44.878659702528594 -13.277937430260373
67.34788722087694 -1.3845472105487917 -0.6999289770076147 0.4738145164008855 44.85161232586007 0.9943291752452573 0.0 0.0 -44.682052227588635 -14.473534295451342
17.18339575929616 -2.016454270655346 -0.8564153007898705 0.577082490923721 63.8775897941868 0.7280411439785717 0.0 0.0 -44.60989315419043 -14.336696082347828
35.547215391795966 -1.6877470454088883 -0.789478677870544 0.38278849147760585 80.4063861906163 1.053005219991612 0.0 0.0 -44.41006136235036 -15.314777662818528
34.92257934890384 -1.8292250958537992 -0.6373495246489655 0.9968332711769928 88.47497385536563 0.890992898723185 0.0 0.0 -44.40481475362473 -14.433166692532323
68.59010779089162 -1.3445439162133697 -0.8345674696736918 0.8071338371261675 33.37896747573386 0.7970602836051391 0.0 0.0 -44.364688055533314 -13.497626289229514
73.36674217926668 -1.525056026825802 -1.0233145784375428 0.5817330560335687 34.598845032558444 1.013242134068046 0.0 0.0 -44.209204159325566 -14.046993234745392
24.48228250080372 -1.1765862029794698 -0.7099445487642533 1.2081630600505049 62.90584025764724 0.6029497525912334 0.0 0.0 -44.15239431801081 -13.594184377156967
41.63455897274592 -1.8261921451081629 -0.6663278477079819 0.5271657179475573 97.00997036366644 0.5716786792886814 0.0 0.0 -44.02413425927055 -14.593851575564871
27.050884923587613 -2.314880379266329 -1.3570608159569026 1.1088402791323013 33.66824707989536 0.6099066370343643 0.0 0.0 -43.97417887070915 -13.024055177769585
22.54229905501703 -2.157947243877347 -1.0160597845858326 1.0386677195685916 59.577324930638476 1.0217575516867816 0.0 0.0 -43.96769975667471 -14.148835297420712
68.39611632140205 -1.4018454462725065 -1.0404165642311258 0.8289718028682997 29.15520931723956 0.6160978613036925 0.0 0.0 -43.879128260002595 -13.084351516416785
57.13559772682294 -1.721568155962207 -1.1275331289244908 1.3899060179476643 25.1768814306525 0.8661460833543714 0.0 0.0 -43.86376386796244 -12.989896747602899
38.34718793144174 -2.0254619721153615 -1.0776816229168291 0.25176787347423624 73.05917849228783 0.747062551353199 0.0 0.0 -43.84657674015625 -15.280719704748206
42.260795530609016 -1.9260706841045685 -0.7422004333144221 0.8057622873662236 64.97865461472738 0.9483362176760147 0.0 0.0 -43.838314537999715 -14.338852905023348
45.238185239787065 -1.5999109242440772 -1.136274588035299 0.6474462131336615 52.0186649185245 0.928400301224882 0.0 0.0 -43.7363146197478 -14.274118953401917
42.10810111555644 -2.1260945856304154 -1.135722725524506 0.278849216330961 64.88580138504727 0.8394666029569159 0.0 0.0 -43.7164786333258 -15.178939174454777
59.45434571841457 -2.140308748470899 -1.3563506664044165 0.9994029364255901 23.967737181294495 0.8006635983041873 0.0 0.0 -43.66205801611754 -13.018603225730498
71.91749434397181 -2.0881374229617338 -1.4598834586440705 0.9551591319457278 22.149201612217134 0.5804823847027158 0.0 0.0 -43.6518706350189 -12.647971173059238
34.61046570082154 -2.218789501717357 -0.9488408747803962 1.3303987197000617 49.432278584821205 0.7233464770182181 0.0 0.0 -43.55560480116557 -13.49713647341761
74.81095843696 -1.5873065912594497 -0.9725140339612417 0.85347481263026 31.766020799572857 0.5236813538943523 0.0 0.0 -43.51930216654246 -12.985681370261027
