log10_mej_dyn v_ej_dyn Ye_dyn log10_mej_wind v_ej_wind Ye_wind inclination_EM luminosity_distance timeshift em_syserr redshift Ebv log_likelihood log_prior
-1.7165229111704745 0.2623685012016882 0.3164856805097125 -1.0770388316631332 0.05260542325044326 0.23457630713829886 0.20415394209921683 63.83718448268165 0.0 1.0 0.009727 0.0 -169.87242114288165 0.2812926841256109
-1.4056717564395382 0.22199677777035248 0.31639207359747545 -0.9332608808822904 0.05214164816337277 0.29434919587843 0.31159914743983724 86.61173026156813 0.0 1.0 0.009727 0.0 -167.76987182213978 -0.02380672618252344
-1.3140239762014205 0.24836222751925344 0.34258857934524667 -1.2566500808883352 0.05413366788271203 0.24678121096886396 0.009163305282470195 65.19412638389115 0.0 1.0 0.009727 0.0 -166.0738006454711 0.2602591548417559
-1.4786841403478066 0.21441762023429134 0.29353904913804607 -0.9469461034855091 0.05538182059844076 0.23152949571203182 0.4115203730701086 74.92256170696787 0.0 1.0 0.009727 0.0 -166.06852546269405 0.121173464023415
-1.329219744310397 0.2119091064881032 0.3262680257888516 -1.1126491765517939 0.056660496028394076 0.2339512073800028 0.0448932134239447 77.7339028578958 0.0 1.0 0.009727 0.0 -166.0536079174527 0.08433704115302199
-1.3032438396210202 0.21381834617095363 0.31474986485336354 -1.010633513819351 0.0556016745733569 0.25872815126474563 0.3591333170332889 68.82299322219669 0.0 1.0 0.009727 0.0 -165.88567050955095 0.20609064066308225
-1.4601486644165973 0.21843247297397206 0.32932437995335107 -1.0074290762983449 0.05032224375887585 0.3147418829312557 0.0331667991901804 70.02086610551262 0.0 1.0 0.009727 0.0 -165.82938291100257 0.18883524872792545
-1.4458084721151925 0.21169762907182466 0.33180954617911285 -1.1491523922122995 0.05301581683013571 0.2367800957398884 0.0638062187572073 74.18263967421218 0.0 1.0 0.009727 0.0 -165.39790632980745 0.13109837743567976
-1.3241678698506283 0.2502112578458462 0.31029414518374654 -1.259135636943935 0.0509840704055936 0.233140569937018 0.16085222063102783 81.6154637875536 0.0 1.0 0.009727 0.0 -164.696129515282 0.035609782363472675
-1.4795446340744833 0.26283025148571837 0.3186043622124446 -1.269043756694458 0.05167799308047155 0.24700697589670584 0.010019614081767622 56.44214919340969 0.0 1.0 0.009727 0.0 -164.41545333341875 0.4044123280605456
-1.4640395845297847 0.22767779473712219 0.3423577329580115 -1.0301974919533865 0.05410972328924318 0.24463911477785993 0.08739861849841736 71.71328562953492 0.0 1.0 0.009727 0.0 -164.3432327802352 0.16495250844543818
-1.5203303923089253 0.26306043546723556 0.3407430230079332 -1.0125174569757391 0.05446002668792081 0.2378960804885423 0.24180108641926468 70.1355454935493 0.0 1.0 0.009727 0.0 -164.14921495435038 0.18719879967332176
-1.4164974569987794 0.16941038927902036 0.33892882998179047 -0.9607547880893545 0.051190717605824144 0.3454432648168685 0.9357693104735344 66.97208897571676 0.0 1.0 0.009727 0.0 -164.14640836332535 0.23335258343532228
-1.3063226500741254 0.27208501092233095 0.33252672445691434 -0.9653426125015117 0.054159979772632476 0.23702127027621467 0.05933114139950069 71.30600484155809 0.0 1.0 0.009727 0.0 -163.90629139056034 0.17064799032903544
-1.3858550564942484 0.2178342168437393 0.3385000216344883 -1.1858246737461604 0.05276618711050812 0.25389701336917986 0.42227910499562915 59.39578466994191 0.0 1.0 0.009727 0.0 -163.83593259291635 0.353405274881764
-1.4234133477610673 0.24137617783154589 0.3106090457960883 -1.0179450309003129 0.05519838022922481 0.23905389271304175 0.13466648615400326 78.75900097276102 0.0 1.0 0.009727 0.0 -163.82629306788365 0.07123596433870194
-1.4343634942822916 0.24646955721235492 0.33167151667799527 -1.0361576490511437 0.05168724515930899 0.22454328486437297 0.3351073673289161 66.77212957223372 0.0 1.0 0.009727 0.0 -163.80891879900148 0.23634276207097749
-1.3078009428002983 0.23988291287630115 0.32773494293570027 -0.9566028866961875 0.05430569532348182 0.2418183134949083 0.4695628507826694 81.99136676899847 0.0 1.0 0.009727 0.0 -163.80886374737372 0.031014575163044178
-1.3456115289420247 0.21008267694943533 0.3396234089973974 -1.0465964465660345 0.05122370860820374 0.28994243149201976 0.8226481161461621 66.09969595082175 0.0 1.0 0.009727 0.0 -163.78875248789765 0.24646438656894532
-1.4373793031713682 0.2021274946388234 0.3356183687837144 -0.9519913758230845 0.05114912718051936 0.32379660074049577 0.4792037183668021 65.23710755464921 0.0 1.0 0.009727 0.0 -163.78068129586026 0.25960009226884306
-1.5401777539520485 0.21421771417430469 0.3183804211909242 -1.235054620967584 0.050760519088587475 0.2440722376047049 0.47115127901696635 57.912243536564056 0.0 1.0 0.009727 0.0 -163.62558542367333 0.37869971131101465
-1.4044670847223761 0.21618398257023086 0.3455302774988686 -0.9970724047590109 0.050559591473220096 0.25660067712565315 0.024354794962136044 68.5219756532251 0.0 1.0 0.009727 0.0 -163.61319637148685 0.21047402730501652
-1.5292136505415528 0.22981715894507718 0.30910591051744857 -0.9811861762816334 0.05644047668754934 0.2328500756091995 0.03099168087617411 72.71552990763459 0.0 1.0 0.009727 0.0 -163.61301837316526 0.15107355551687007
-1.371757956327851 0.18879209932067645 0.343271519581475 -1.082556400676964 0.05014597728349243 0.2836732535562668 0.6739622157470506 66.33109540408677 0.0 1.0 0.009727 0.0 -163.57869209936 0.24296973571930103
-1.3574973088365974 0.21773100027952041 0.30016880678562274 -1.1774696265703462 0.05284149424820323 0.23792666615609567 0.2903453496891842 79.41022600874997 0.0 1.0 0.009727 0.0 -163.56673404596125 0.0630013825772977
-1.3099525984765321 0.23009308988384408 0.32818063279348597 -0.9729882407941892 0.05125788960890853 0.26327192107430103 0.3600272104562769 75.24476757947568 0.0 1.0 0.009727 0.0 -163.45502936914534 0.11688216619589387
-1.4215117580579562 0.2390969375730787 0.33208682358032027 -1.2131670516519477 0.05002075410311928 0.22786526279101624 0.3358255075955256 70.88711490579807 0.0 1.0 0.009727 0.0 -163.37682417078548 0.17653985272411976
-1.4083954217597365 0.2654882740784118 0.32987829486625225 -0.9629026968987981 0.05155881706210527 0.22826169510870475 0.5871467812367691 75.32775952407805 0.0 1.0 0.009727 0.0 -163.34970574362268 0.11577981433127427
-1.353752524241632 0.2623714202393968 0.30697775557456775 -1.1402306419229173 0.0501803643447166 0.2467115797158488 0.5991983470642177 59.189699066459866 0.0 1.0 0.009727 0.0 -163.33908116375588 0.3568810090856589
-1.3626928354122618 0.24432636492775084 0.3113858232479789 -1.170067072284005 0.05468558488634117 0.22816988615691886 0.10417382786503607 64.15764684918831 0.0 1.0 0.009727 0.0 -163.30129171452012 0.276285246984763
-1.612371068892033 0.27295448969162084 0.3277782807764633 -1.1168782691832848 0.051052255018232656 0.24387952868180265 0.1259741064061963 65.89816663616192 0.0 1.0 0.009727 0.0 -163.24842145873882 0.24951791285033753
-1.436547432990381 0.2463134751727305 0.3337161272441119 -0.8903972161416434 0.05460841577433838 0.24171847356438259 0.09982702288066553 86.94391726344551 0.0 1.0 0.009727 0.0 -163.24543455367797 -0.02763474805635191
-1.4167718538928762 0.25228054581559695 0.3087933933334409 -1.2097903344929493 0.053501284010233005 0.2325041238250324 0.3306406497478133 62.156682062284894 0.0 1.0 0.009727 0.0 -163.24462846111498 0.30797020632132455
-1.5425978176084307 0.2295404354470375 0.31309705815520417 -1.0038999435832427 0.05530965417868499 0.23758964803652458 0.19675332405940307 68.15494311612655 0.0 1.0 0.009727 0.0 -163.1704570943504 0.2158448451823629
-1.3620382333283525 0.226212249112352 0.32425622480221616 -0.9322635439621316 0.05151125875770908 0.24316691906545818 0.638333657266395 67.41639206614855 0.0 1.0 0.009727 0.0 -163.11867687996315 0.22674033950197536
-1.391607505098267 0.2673404032265246 0.33760744246125934 -0.9835023175162843 0.05543575753926149 0.2589806491433212 0.18531050216562245 74.86183242446388 0.0 1.0 0.009727 0.0 -163.11758673780824 0.12198435338453706
-1.508211548551976 0.2417426463578554 0.31532673111863113 -0.995120288248956 0.051690175616752744 0.24806751174139774 0.27457287580880796 69.8316576515263 0.0 1.0 0.009727 0.0 -163.07903953127976 0.1915410786170746
-1.3548970455697533 0.1691380961019494 0.34282456700491354 -0.9159553885674501 0.052354685586312615 0.3149604290116464 0.8359273028515298 69.72406413483428 0.0 1.0 0.009727 0.0 -163.0610102225968 0.19308302238881758
-1.3410593340053911 0.2058251658379133 0.32941734473175077 -0.9635553219527526 0.05087618383944358 0.32061169771231884 0.14086994441809156 80.40547427175694 0.0 1.0 0.009727 0.0 -163.00504426471392 0.05054627175550763
-1.306859191258166 0.21867321598314726 0.3308360917000216 -0.9367748805155824 0.05232389290005593 0.2212923718360613 0.33842900319883956 72.65920718593586 0.0 1.0 0.009727 0.0 -162.99415346898604 0.15184841813251904
-1.3169248421819728 0.2775157415063789 0.31205583994978614 -1.0229802078698405 0.05169488532299768 0.2363299470852379 0.03985832490814444 74.20454779114367 0.0 1.0 0.009727 0.0 -162.92670158767098 0.13080309429884185
-1.3767423546433257 0.2784455102762152 0.34790109595568136 -1.0974708675644171 0.051174113147496564 0.240829094727315 0.8168846375430747 58.68608875842037 0.0 1.0 0.009727 0.0 -162.91882829841956 0.36542582361525167
-1.3104332853817593 0.22042004337438598 0.34338342636589697 -1.0124205550927785 0.053387739265335896 0.227852828557231 0.1981997630165674 84.7172288714252 0.0 1.0 0.009727 0.0 -162.88685993667409 -0.001690457917669086
-1.3654196916915764 0.2367653986903427 0.3310216237688274 -1.119344069329884 0.05820502239281854 0.2358902500842164 0.09661171702096247 64.3993590901093 0.0 1.0 0.009727 0.0 -162.84972420269702 0.27252485253587455
-1.3156119751439321 0.24165647698212167 0.3287732835895173 -1.1682180893774552 0.05520764531886184 0.2437810121087389 0.1006446114554004 62.816207830337795 0.0 1.0 0.009727 0.0 -162.84288553849464 0.2974154069338084
-1.3998989676738156 0.2167803638468878 0.2948860630008382 -1.1342342773652208 0.05534585551843139 0.23887406214106197 0.3047603479905597 69.8511871920386 0.0 1.0 0.009727 0.0 -162.8305051132088 0.1912614517142659
-1.332836161323105 0.2023673141300541 0.3120761012357991 -1.0522237381002357 0.05070679441256978 0.23807070742348346 0.05174458070679583 75.4674427147916 0.0 1.0 0.009727 0.0 -162.81268278018766 0.11392719264846907
-1.5606679612824434 0.2579429960497976 0.3370037892102919 -1.008383170372045 0.05037107610792048 0.2532399701532561 0.09195794009341314 67.15910044039497 0.0 1.0 0.009727 0.0 -162.7466564728056 0.23056409573651848
-1.3349344783787978 0.25339350017848955 0.3045856443800319 -1.0230934127352294 0.05272002517805866 0.23198433399119106 0.3561713428409446 77.1837240983571 0.0 1.0 0.009727 0.0 -162.74371993547555 0.09143992651777477
-1.3447403981353987 0.2676799513267345 0.3330819975089224 -0.9471558274347809 0.05357500277144285 0.2481538889605068 0.8001762861621037 67.40215337292773 0.0 1.0 0.009727 0.0 -162.69760032456745 0.2269515670185962
-1.5847628947641619 0.2334391441725583 0.3148429820958167 -0.9712781083743118 0.05119566399052906 0.23430000348474 0.1433338177206163 76.40398303426436 0.0 1.0 0.009727 0.0 -162.68311068116398 0.10159370480983743
-1.4283379269377465 0.23851352898356745 0.3126519663639862 -1.0748087128156247 0.052081653828776095 0.24476114234149324 0.28958178531676126 62.21701034930095 0.0 1.0 0.009727 0.0 -162.67458597099892 0.30700009293837915
-1.3994734135018907 0.2574657222754783 0.325305969458062 -0.9154254382839553 0.05169404272333799 0.23497289821471876 0.5968221692340243 82.90489214536855 0.0 1.0 0.009727 0.0 -162.6402802095161 0.01993446056965631
-1.559137727054582 0.26239710160591356 0.33490389308594776 -1.103582521241461 0.0501461227277626 0.23458971112080174 0.4830934941869136 62.70039929521588 0.0 1.0 0.009727 0.0 -162.60322421464627 0.2992607176163764
-1.5103683667430363 0.2697691707642079 0.3328576237641441 -1.247792166983467 0.05128877773775494 0.23751092642208488 0.48786943923534526 59.310279303518826 0.0 1.0 0.009727 0.0 -162.57214176052364 0.3548458985255625
-1.4028031322957497 0.23850503250750016 0.32902286682090043 -0.9990386844204755 0.05052720861615744 0.23783845452322994 0.37230329255980854 85.55053731350252 0.0 1.0 0.009727 0.0 -162.5563072169088 -0.011478747434283676
-1.5543488391970879 0.21020721063350783 0.30922383336402637 -1.0990680111103062 0.05069407349914794 0.24699520781739318 0.402514583298315 67.88812919948472 0.0 1.0 0.009727 0.0 -162.51526880156246 0.21976734199458203
-1.403203072082718 0.24944245184059363 0.31681880810892127 -1.0367062212490326 0.05399270119941142 0.23585992773004652 0.2965476448555104 79.89042370322369 0.0 1.0 0.009727 0.0 -162.501887723056 0.056972541517115616
-1.4224920839610402 0.2337728347472714 0.302255394238643 -0.9054904555711902 0.05073799408628654 0.2283466074387259 0.22300126697233436 90.92656362125155 0.0 1.0 0.009727 0.0 -162.4836483479254 -0.07242365396978734
-1.3400788915410857 0.20415129585821717 0.3307932652454044 -0.9289630099445509 0.05113338080704243 0.2738015624083564 0.3372784468788024 71.60269249992379 0.0 1.0 0.009727 0.0 -162.4785787414829 0.16649585557262636
-1.4297706415301021 0.2640362811626876 0.3199043119132445 -1.0630630401302268 0.05682558366206859 0.23585180138178266 0.039173590665698865 71.09192973423328 0.0 1.0 0.009727 0.0 -162.43976238764273 0.17365470906043878
-1.3130093566415486 0.20981087822138778 0.3106796306202886 -1.1478742524538976 0.05204087422842739 0.23325844815274727 0.06791315961524082 69.22816677185249 0.0 1.0 0.009727 0.0 -162.4208859048495 0.20022071949675446
-1.4591683201581018 0.21647513530268464 0.3380482715189795 -0.9292615040505907 0.051069189461150154 0.23359790616804463 0.4914020602044622 72.3724985710941 0.0 1.0 0.009727 0.0 -162.38935009634017 0.1558021603412687
-1.334174257966975 0.19225905812114036 0.3213555545967814 -0.9032663587682137 0.0527594764238649 0.25690522426348716 0.40112365104970854 77.27465605567355 0.0 1.0 0.009727 0.0 -162.3671361262011 0.09026249648476536
-1.3187817042463141 0.255394314278573 0.31393882070434453 -1.0533832192977937 0.0511132492720556 0.24797471775734664 0.5757056971942476 74.19831688439574 0.0 1.0 0.009727 0.0 -162.36638226216172 0.13088706716237386
-1.390520141518214 0.20867571393793416 0.33854795472250016 -0.9193951760025605 0.05321622578873873 0.29969618498557266 0.32143932126226904 79.86253553484369 0.0 1.0 0.009727 0.0 -162.36550000575457 0.05732168270105742
-1.3288469294972134 0.24757691996566114 0.3010136725582412 -1.0420024131276335 0.051878717501648644 0.23675292295135644 0.1753165325167262 86.06339504944536 0.0 1.0 0.009727 0.0 -162.3525843311388 -0.017455642848624997
-1.3876394306105464 0.20516288459023455 0.3240718166753142 -1.0200389894133082 0.05175122322001629 0.24721724869963485 0.14154546065450643 71.653864027465 0.0 1.0 0.009727 0.0 -162.278258949249 0.16578145155569324
-1.3602020653840887 0.18393905357792886 0.33507221736365966 -0.9830928279208793 0.05039427889721874 0.3506633682578596 0.9956957492344122 62.288218838667945 0.0 1.0 0.009727 0.0 -162.2678048241877 0.30585622938187385
-1.3982397634510322 0.24608989034414566 0.34137833742913753 -0.9740636667327998 0.050101732042493255 0.34971216058071264 1.0300203092656472 58.38684744243893 0.0 1.0 0.009727 0.0 -162.26171146911315 0.3705378841369864
-1.3929442078547238 0.2536428307922952 0.32342574686558156 -0.9673637892425757 0.054299475963347804 0.25830040156869494 0.029741768723036764 77.99146791822648 0.0 1.0 0.009727 0.0 -162.24790660886558 0.08102909853694396
-1.3675685481621969 0.2590635102711491 0.3488707346407265 -1.0350161903741504 0.05284377022867824 0.25539641282631464 0.32052543533809463 66.45516600926148 0.0 1.0 0.009727 0.0 -162.23055323554345 0.24110100863925332
-1.409857472410794 0.1984988664205633 0.33784307236965766 -0.9751903425656256 0.052804064637345174 0.31676692828609415 0.7798845851805403 66.52758756753616 0.0 1.0 0.009727 0.0 -162.22243174764176 0.24001182130500975
-1.341504088098868 0.20837188495420797 0.3218811266083529 -1.289632829812288 0.0501883550016981 0.23700907197212862 0.1012737136996317 70.73209395862266 0.0 1.0 0.009727 0.0 -162.21208339820862 0.1787291180128454
-1.4029823498437588 0.21869669881608236 0.346735011237135 -1.161831296208685 0.050242885987007546 0.27084120049216165 0.09871395559048605 61.78810303896529 0.0 1.0 0.009727 0.0 -162.210873709944 0.3139176951081275
-1.306250711214111 0.27383035571076975 0.3224832565998421 -1.0808402930411227 0.051431705230034416 0.25629642600552327 0.17610326073277588 85.7533898378348 0.0 1.0 0.009727 0.0 -162.1998471627838 -0.01384708332152762
-1.3088021420738167 0.2712897636544586 0.34075695429573694 -1.1558765867090135 0.05728600690093445 0.24116191326555744 0.018435634428680583 69.44618112749123 0.0 1.0 0.009727 0.0 -162.18312050953796 0.19707645325636935
-1.4777535816943428 0.24732749412234134 0.34883297135451297 -1.1387517457888825 0.052625156736606164 0.23479680535794842 0.4148589089605552 64.73951845959891 0.0 1.0 0.009727 0.0 -162.1793353239069 0.26725672317541616
-1.5781273161406275 0.2514580658318116 0.3438035934223165 -1.2617005627209088 0.050838946854109446 0.23188436719617914 0.1788286155311421 62.964480518204 0.0 1.0 0.009727 0.0 -162.1753876488537 0.2950577674822572
-1.3090745563165007 0.2688682511701032 0.3199666332440114 -1.0526222332151685 0.05668882868368856 0.23602200365816495 0.11691877307194937 72.56668206762004 0.0 1.0 0.009727 0.0 -162.16462617628957 0.15312264177556756
-1.3717715182755195 0.2670069382457484 0.32049746501028825 -0.9946718325908048 0.056021726030443086 0.24122767514424717 0.2175336378712 73.11335326278318 0.0 1.0 0.009727 0.0 -162.15897789568234 0.1456175123328345
-1.39369222347874 0.2602071964716799 0.29845494384840876 -1.2601223238581771 0.05021807031255886 0.23911257989157794 0.2755675286615319 59.11074876793899 0.0 1.0 0.009727 0.0 -162.13845635004768 0.35821575145878093
-1.3235819329941467 0.26717456090873193 0.34804645850904325 -1.0408903173480186 0.05801683182467745 0.24505986185364356 0.6237056943800127 67.16219669407171 0.0 1.0 0.009727 0.0 -162.11655119276486 0.23051799353614744
-1.3083569395188595 0.22161094310978674 0.34758031447247184 -0.8919589220108131 0.05097981770076378 0.27007549638529876 0.763427370268109 71.1149217583354 0.0 1.0 0.009727 0.0 -162.1047573640232 0.173331348771379
-1.481972169537665 0.2280230576270706 0.31547604322318445 -1.1004177945488187 0.05613635626678689 0.24465526391899017 0.10209677701220721 63.36061745036815 0.0 1.0 0.009727 0.0 -162.06764569296894 0.2887860410079037
-1.36326640710869 0.25613839571035024 0.3110335894568002 -0.9171131897993468 0.05262136766665842 0.2480242273883831 0.4149798005653212 80.90210806907274 0.0 1.0 0.009727 0.0 -162.02640191189812 0.044388652140649576
-1.3812251454928324 0.2198220669020948 0.32192527255388664 -0.9523151806947885 0.05015920439683275 0.2235848375963089 0.21849446528359115 68.40417189203963 0.0 1.0 0.009727 0.0 -162.0157939998934 0.21219471823751235
-1.4064253653275116 0.1979917970933469 0.3207947159133502 -0.9313239021123869 0.0502066681961064 0.23123529324922223 0.5241897720805883 80.64361020532316 0.0 1.0 0.009727 0.0 -161.99733909962154 0.04758896084753683
-1.3549980095312846 0.2195653444629289 0.3154933135171991 -0.9842412121927002 0.05140771724528354 0.22623413309635776 0.04937752488266225 94.85748143807027 0.0 1.0 0.009727 0.0 -161.96913902802436 -0.11474703621227267
-1.5969515182619254 0.24636104226758593 0.320249152452384 -1.0875980068801554 0.050486120310388426 0.231616702993586 0.23456241507399914 67.51681665140903 0.0 1.0 0.009727 0.0 -161.9524955046723 0.22525183115392444
-1.5401572474174985 0.23388510539937546 0.3437059071317433 -1.3496778087525034 0.0502871738594501 0.2330402935734825 0.19672023996638208 56.3754727006982 0.0 1.0 0.009727 0.0 -161.914559829754 0.4055943508572559
-1.3588160533113398 0.2619405182997798 0.33881108008010974 -1.1299460556310854 0.05386776094156972 0.23502958014409725 0.7767701168770881 64.54905993386969 0.0 1.0 0.009727 0.0 -161.90997099389605 0.27020297977236574
-1.334366156490239 0.22679306183901754 0.33383433904341975 -0.990571293839648 0.050365393534767634 0.21567341278540975 0.142680663896663 78.20987311824054 0.0 1.0 0.009727 0.0 -161.89710903785965 0.07823263928895585
-1.3558244485787987 0.27257608887539 0.3477759789134612 -0.95855718824653 0.050172706817889996 0.2385905693820839 0.7493373612992538 68.84955464110445 0.0 1.0 0.009727 0.0 -161.870788097203 0.20570477696476974
-1.3663674424895085 0.2635832562502411 0.3439760128126337 -1.0535247562901127 0.05573759097985902 0.24215211849094107 0.053180086308342985 79.56740751679105 0.0 1.0 0.009727 0.0 -161.86778431590932 0.06102397788492642
-1.4778823781276713 0.22516609839439772 0.3419988091601431 -1.123324889767476 0.05216058024522458 0.23998726814179155 0.387960176112213 72.52614774163412 0.0 1.0 0.009727 0.0 -161.85750295100752 0.1536813782354427
-1.4610343128303036 0.268794513739508 0.34544423160733745 -1.1092083910461017 0.05053368063769479 0.23219412167071798 0.4846903605531294 72.03373658619853 0.0 1.0 0.009727 0.0 -161.8383462774684 0.16049396060815724
-1.372842327780395 0.1905387414588673 0.3452244007242309 -0.9420394342200595 0.05202418872244967 0.29252217170187134 0.2323549140632742 87.60016836380669 0.0 1.0 0.009727 0.0 -161.83807876096014 -0.03515438632203782
-1.3353603863185803 0.2418781476715617 0.31606737888843783 -1.233266852596505 0.05203743109247267 0.24997697013647632 0.08208425931343173 67.74816332005018 0.0 1.0 0.009727 0.0 -161.82761426268732 0.22183118385454392
-1.4211966149016815 0.27390259846598064 0.31702880506341047 -1.1458770769868165 0.05207455914550283 0.23598587283916023 0.36657953731475657 71.10458156547995 0.0 1.0 0.009727 0.0 -161.8117104433017 0.17347676051353833
-1.5205645054960903 0.2682764994156423 0.3194442759614202 -1.0033070183224182 0.05099283823468558 0.2336874377854136 0.10334396458098424 75.26998113223486 0.0 1.0 0.009727 0.0 -161.76238725465058 0.11654713520111315
-1.3499312770672258 0.25121412413326505 0.3044129047638331 -0.9953046038934437 0.0514431658421216 0.23354748551724266 0.24608089457087437 77.19865216053695 0.0 1.0 0.009727 0.0 -161.7607735273124 0.0912465357618073
-1.393635678872205 0.23581676498186793 0.3213569376856967 -1.104335012413613 0.0512743518961463 0.25041910483172003 0.47149962513010213 59.47218899709308 0.0 1.0 0.009727 0.0 -161.7582264667686 0.35211974211265495
-1.4575646217718898 0.22634680168417404 0.342207038390995 -0.9491798652030181 0.05302505325296577 0.23615485572602496 0.3893373906203379 73.22019661056 0.0 1.0 0.009727 0.0 -161.73290827749094 0.1441572406882896
