Nested Sampling Global Log-Evidence           :   -0.119112589741269417E+03  +/-    0.865300632519299118E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.119112589741269417E+03 +/-    0.865300632519299118E-01
Local Log-Evidence   -0.119112589741269417E+03 +/-    0.865300632519299118E-01

Dim No.       Mean        Sigma
   1    0.411618421270958521E+02    0.478386069384944257E+01
   2   -0.227725217882950348E+01    0.477959850104321612E-01
   3   -0.104131867297637792E+01    0.282259508480048743E-01
   4    0.115804731203933664E+01    0.137768190925894818E+00
   5    0.431906177073408983E+02    0.233365983761428541E+01
   6    0.482756222505296928E+00    0.324398352571493437E-01
   7    0.147992760580775956E+00    0.851813963396772789E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.441859236992549995E+02
   2   -0.230652144372529078E+01
   3   -0.105080529605770190E+01
   4    0.104486519829701763E+01
   5    0.449100799585179757E+02
   6    0.465796706632621016E+00
   7    0.884619832936092004E-01

MAP Parameters
Dim No.        Parameter
   1    0.441859236992549995E+02
   2   -0.230652144372529078E+01
   3   -0.105080529605770190E+01
   4    0.104486519829701763E+01
   5    0.449100799585179757E+02
   6    0.465796706632621016E+00
   7    0.884619832936092004E-01
