log10_mej_dyn vej_dyn Yedyn log10_mej_wind vej_wind inclination_EM luminosity_distance timeshift em_syserr Ebv log_likelihood log_prior
-2.189709527626194 0.1284849898959347 0.22334639603795753 -1.0486117886748942 0.12459638510447424 0.3854978149296219 42.81639908710966 0.0 1.0 0.0 -54.972860097349376 1.7167814478319894
-2.5728964274578083 0.130341621572725 0.2631200312674205 -0.9648662151675402 0.07936464328812765 0.35219327417437574 41.0462660642156 0.0 1.0 0.0 -54.33346595419702 1.6727797858626157
-2.7633532595446253 0.1261476124171335 0.2827226618572757 -1.2527771639822798 0.03376144194004674 0.3432522241057271 40.01373591159822 0.0 1.0 0.0 -53.95108634026472 1.673587076840064
-2.185505805494231 0.1415643578926141 0.2389119341317152 -1.0433108362579135 0.1181737228430249 0.40273807985371135 39.462228856931375 0.0 1.0 0.0 -53.352864972496384 1.839820833083865
-1.8441017578389645 0.13046767850118357 0.27194298315046017 -1.2305282908599784 0.07944538589024996 0.37899866079808586 47.868374872604505 0.0 1.0 0.0 -53.00972159211303 1.5890810036150795
-2.036237445263751 0.15268360103332224 0.18577876566084767 -0.9391544808015486 0.03050401639265847 0.39017548287197446 45.50689463278112 0.0 1.0 0.0 -52.44078235567206 1.6672889813975753
-1.9914874788995054 0.12095648894835011 0.15283901259461075 -0.9731398115741636 0.06403044780160375 0.4006011023528227 46.37676428714455 0.0 1.0 0.0 -52.215468563681 1.673335247343954
-2.743739012957628 0.14698262709070692 0.2794829252328396 -0.9411170796190131 0.132470870497899 0.40554369885293656 39.912894369596714 0.0 1.0 0.0 -52.20243798669126 1.8350254498947733
-1.9197771603806177 0.1424068657199013 0.20335359910934586 -0.9186996041931663 0.09493731600381924 0.3586989885682055 41.899746331139674 0.0 1.0 0.0 -52.0292465592021 1.6697259673325084
-2.6866477503672703 0.12955818816003062 0.2915848432570337 -0.9081190894032574 0.10021252361770192 0.4028702040831683 38.717491321498066 0.0 1.0 0.0 -51.950807855624696 1.859183422117285
-2.2810120584269353 0.1260179087594784 0.22302485885256645 -1.0305127757755093 0.09541820900171788 0.41506261410704587 40.652657996859375 0.0 1.0 0.0 -51.85240198233828 1.8385446886160426
-2.5567914139994685 0.13178786437629847 0.26063039103775415 -1.1902618185899436 0.03274583400875307 0.40439986487070945 41.864026329716616 0.0 1.0 0.0 -51.79547548657757 1.78462963247147
-2.9639366168995362 0.15351981380562696 0.2605210706192914 -0.9223939351941701 0.1237214345854108 0.3693107500643528 41.81333738023623 0.0 1.0 0.0 -51.75673404910953 1.6996461421354478
