log10_Xlan log10_mej log10_vej luminosity_distance timeshift em_syserr Ebv log_likelihood log_prior
-3.477004307010933 -1.585070559965796 -0.9897464930705145 38.934566496224235 0.0 1.0 0.0 -230.95716814047577 -6.3735355584519855
-3.327588305365687 -1.4369025217301759 -0.990708761484973 39.59138826168854 0.0 1.0 0.0 -230.94754488234713 -6.390264729994811
-3.385016413348427 -1.5779552249110034 -0.9756685925879672 38.463360251450744 0.0 1.0 0.0 -230.94667456554473 -6.3613592098997955
-3.5345527210742747 -1.5443201070599728 -0.9801414040883956 40.60517977586893 0.0 1.0 0.0 -230.91581490759327 -6.4155487426795705
-3.732138108901731 -1.5138059520175657 -0.9704825748172188 39.17424134947003 0.0 1.0 0.0 -230.85796090165468 -6.379672525897339
-3.4999410042742385 -1.4213243055699896 -0.9714494491127538 38.992922260224134 0.0 1.0 0.0 -230.85684881749242 -6.3750332526761735
-3.4735921130206506 -1.4110788561629999 -1.0036306207243457 39.65071212112781 0.0 1.0 0.0 -230.84823435279066 -6.391762011622523
-3.660232400916869 -1.5215610308142429 -1.0135057180007738 39.43961275335654 0.0 1.0 0.0 -230.84792701140162 -6.38642381458255
-3.6505761930750635 -1.4614574527931663 -0.989823451675225 41.294278989804894 0.0 1.0 0.0 -230.8470003234959 -6.432377070645659
-3.4406012440586657 -1.5722273812702223 -0.9868099321907691 39.083549148321346 0.0 1.0 0.0 -230.8417989440222 -6.377354744084883
-3.4470437230781332 -1.4399210983749269 -0.9634773413920984 39.412725277637136 0.0 1.0 0.0 -230.8284749668126 -6.3857418442711325
-3.433045089410218 -1.5427070970414372 -0.950452160996194 38.07936191849586 0.0 1.0 0.0 -230.806861995902 -6.3513255569639355
-3.748434262710056 -1.4917363701110542 -0.9905235613351724 39.517321416753354 0.0 1.0 0.0 -230.80601872982433 -6.38839219618966
-3.6451968551035163 -1.4311086618160331 -0.9943041959735842 39.80676563935255 0.0 1.0 0.0 -230.7934147022293 -6.395689992305256
-3.7740206982201645 -1.513161309359342 -0.9771718867350553 38.48400122966633 0.0 1.0 0.0 -230.78414633856622 -6.361895705974861
-3.420814460658881 -1.5248974793089731 -0.9722556976014862 40.28352873254036 0.0 1.0 0.0 -230.77455549073403 -6.407595772614404
-3.5881791310779603 -1.532089864270274 -0.9588319842729146 39.73440004611888 0.0 1.0 0.0 -230.76207259374783 -6.393870415924244
-3.615586167464693 -1.5243116445631655 -1.0130097109646656 39.62912952878795 0.0 1.0 0.0 -230.75378357008375 -6.391217545528145
-3.442805608582641 -1.5681171284388498 -0.9886019915762138 39.15129766683585 0.0 1.0 0.0 -230.74753692660795 -6.379086671434579
-3.586280346007987 -1.496010834285114 -1.0238590462969794 39.14534105357863 0.0 1.0 0.0 -230.7215219748892 -6.378934516415767
-3.3867922070855707 -1.4275435634221987 -0.9755295017921413 40.17713333703766 0.0 1.0 0.0 -230.72126702338647 -6.404951114845534
-3.406420604448403 -1.5702239301943948 -0.9704456645555377 38.820607171987774 0.0 1.0 0.0 -230.7087409575999 -6.370604321842084
-3.3847831291737336 -1.469392030112202 -0.9576115069465727 38.48982497019402 0.0 1.0 0.0 -230.695564030306 -6.362047023398623
-3.4606533427210557 -1.4527284058127732 -0.9586811803451092 38.17042714514863 0.0 1.0 0.0 -230.69347493454453 -6.353714160816306
-3.5109049311340677 -1.5960771541474896 -0.9735946482147122 38.90334641923867 0.0 1.0 0.0 -230.66100340779198 -6.372733376649047
-3.6759598094902595 -1.5074638811708314 -1.021063999623908 38.738613894447084 0.0 1.0 0.0 -230.6522627221388 -6.368489981162568
-3.421908732710052 -1.46589942205647 -1.012738473579188 39.62437063233148 0.0 1.0 0.0 -230.6380816153378 -6.391097452498752
-3.5080138693291394 -1.4822063782134216 -1.0011998123688155 41.175561406190795 0.0 1.0 0.0 -230.63742093533395 -6.429498014131232
-3.535762243161189 -1.4957281840973877 -1.0265149975510814 38.776649771875235 0.0 1.0 0.0 -230.61238445410666 -6.369471358988866
-3.564088734200854 -1.6315669898684075 -0.972717160497627 38.005076906758354 0.0 1.0 0.0 -230.6044893637808 -6.349372857134936
-3.6088394271929563 -1.5378880176611927 -1.0249734053684922 38.31105187649458 0.0 1.0 0.0 -230.5990970534885 -6.35739151882812
-3.4626988027158214 -1.4395755182602854 -0.9828596909282926 41.783278207618814 0.0 1.0 0.0 -230.5916232094327 -6.444149320135459
-3.743451252841427 -1.5022631369650221 -0.9724909027859787 38.698821830961315 0.0 1.0 0.0 -230.5898730298739 -6.367462259451088
-3.4407413292468823 -1.4496429378918911 -1.0144911562779397 39.551177696227086 0.0 1.0 0.0 -230.58694460652993 -6.389248574694948
-3.3478092890099873 -1.518039187545178 -0.9827342042539365 39.41638592948031 0.0 1.0 0.0 -230.58158707636656 -6.385834719905267
-3.6897932986213346 -1.5360452382010727 -0.9771595662377082 39.96048899291029 0.0 1.0 0.0 -230.57238228177326 -6.399544294288478
-3.4059856785016347 -1.5152039901074805 -0.9559325769340499 38.898271723343605 0.0 1.0 0.0 -230.5617047884637 -6.372602924454776
-3.563007743355092 -1.54308705556371 -1.0179774741066994 38.78039139292785 0.0 1.0 0.0 -230.54311598166225 -6.369567845935745
-3.4509327795576006 -1.5934213063251081 -0.9811253695376069 38.56105795446867 0.0 1.0 0.0 -230.53711264935293 -6.363896009467693
-3.589897354503359 -1.4996460209374152 -1.0262888753565675 38.757807398560395 0.0 1.0 0.0 -230.53641435187112 -6.3689853202810855
-3.608617478356689 -1.4253201378074802 -0.9838989810287051 38.40334418173343 0.0 1.0 0.0 -230.52762346860982 -6.35979764739089
-3.606584018909289 -1.4544865416544308 -1.0086352884294572 40.44070273773939 0.0 1.0 0.0 -230.5010891570455 -6.411489874817726
-3.5581017755678426 -1.558540432443328 -0.9856054490253526 40.03373569440755 0.0 1.0 0.0 -230.48281705577548 -6.401375594541813
-3.4433355115559836 -1.4664402819394469 -1.0093451660835804 40.15304897989926 0.0 1.0 0.0 -230.47901246298994 -6.404351480756194
-3.5517626772216317 -1.5454647506393537 -0.9943754726796129 40.138803370851704 0.0 1.0 0.0 -230.4640394474197 -6.403996635058157
-3.480552373246203 -1.6018577517268793 -0.9625775465349576 38.216277979331466 0.0 1.0 0.0 -230.46317498339454 -6.3549146534835765
-3.3437661480343976 -1.5355944989001005 -0.9637532509018619 38.43414250551755 0.0 1.0 0.0 -230.46182185830222 -6.360599295824781
-3.5337138099532845 -1.4107852140163173 -0.9920328218246884 39.52819402736216 0.0 1.0 0.0 -230.45402498048935 -6.388667293660182
-3.4640228614608777 -1.573639382175826 -0.984248685063475 39.18729506095322 0.0 1.0 0.0 -230.44289761022065 -6.380005692198101
-3.465831730513112 -1.5915250593609183 -0.9944288532822997 38.344517817762885 0.0 1.0 0.0 -230.43928127435765 -6.358264669821009
-3.596523124838008 -1.4915297577455635 -1.0231170988718579 39.084256682926465 0.0 1.0 0.0 -230.41422389099046 -6.377372847051894
-3.5270955232677155 -1.539429725368053 -0.9880688154544042 40.443060005210995 0.0 1.0 0.0 -230.40544660992654 -6.411548162597432
-3.466113122484291 -1.5420651499569997 -1.0134733241212 38.614669425117 0.0 1.0 0.0 -230.40163846185055 -6.365285344718355
-3.65695001698914 -1.5586418701113502 -0.9900242466361249 39.62283688328342 0.0 1.0 0.0 -230.3697863942262 -6.391058744534235
-3.582718515945345 -1.5764360751915731 -0.9752852881610033 39.50601757103241 0.0 1.0 0.0 -230.3574401397512 -6.3881061073975935
-3.588322607795087 -1.5760203781819841 -0.9620722185460248 38.9818734724561 0.0 1.0 0.0 -230.3573289977229 -6.374749858850305
-3.639809221766467 -1.5399698807157787 -1.0169021692061069 38.748043843383726 0.0 1.0 0.0 -230.3475463572956 -6.3687333765872385
-3.530559980830141 -1.486698549042487 -1.0207207307234483 39.34280118924976 0.0 1.0 0.0 -230.29843713890224 -6.38396611855643
-3.669577730143887 -1.537320006223918 -1.0220707081728464 38.154231464496334 0.0 1.0 0.0 -230.2672579318408 -6.353289771603425
-3.382323677040186 -1.5042609428170985 -0.9695387761754078 39.94630082094501 0.0 1.0 0.0 -230.265571091926 -6.399189176227861
-3.5285941755513015 -1.5758340681666105 -1.0056900719329807 38.56828542818886 0.0 1.0 0.0 -230.26213804757637 -6.364083421247033
-3.4157569477521132 -1.565159434564836 -0.9732580754554163 38.97962269616366 0.0 1.0 0.0 -230.2521915033106 -6.3746921181346
-3.482873006531518 -1.4469728958032562 -0.9748193001170861 41.47100005312676 0.0 1.0 0.0 -230.22920409668683 -6.436647492589012
-3.6151108758829062 -1.5292662746205483 -0.9655000960659322 40.05906556247351 0.0 1.0 0.0 -230.2284884255278 -6.40200810753956
-3.5566017678429613 -1.5466135664324838 -0.9680871694674743 40.07900580201227 0.0 1.0 0.0 -230.22370725377286 -6.4025057546531166
-3.696611359764809 -1.4683824564090018 -0.9814950925502914 39.80499729830219 0.0 1.0 0.0 -230.21494527960328 -6.395645568190391
-3.717592428246327 -1.4971093092525454 -0.9773121579815502 39.62211828968937 0.0 1.0 0.0 -230.20534839110675 -6.391040608525641
-3.7389181252266113 -1.533702384170557 -0.980726531192592 39.16086217190967 0.0 1.0 0.0 -230.20483574835276 -6.3793309375904625
-3.365056773651774 -1.4743389370465496 -1.0155652103294581 38.057289768850794 0.0 1.0 0.0 -230.14769712481908 -6.350745753419275
-3.6221532645505157 -1.5591882128236483 -0.9654767153948778 39.377849825923306 0.0 1.0 0.0 -230.14601617838892 -6.384856574581308
-3.727428319381411 -1.5286953494077231 -0.986445408490948 39.459860461206276 0.0 1.0 0.0 -230.12847333113808 -6.386937067902737
-3.670775019232443 -1.5246959026519904 -0.964443918620869 39.30838934386264 0.0 1.0 0.0 -230.12614120075577 -6.3830910689265465
-3.630454128252893 -1.4469924695484742 -0.9870089980126536 40.7827555156944 0.0 1.0 0.0 -230.11491502893747 -6.419912436658776
-3.7761061630942097 -1.5181873927839757 -0.9808190530101341 38.23373019982792 0.0 1.0 0.0 -230.11292081194009 -6.355371219054079
-3.6379494979276723 -1.4557576801516365 -0.9729976942160227 39.80275134787371 0.0 1.0 0.0 -230.11288771095138 -6.395589142767809
-3.5061810485748426 -1.4118563843309073 -0.9983427764191294 38.995780239865525 0.0 1.0 0.0 -230.11257762205503 -6.3751065448210875
-3.51400846835741 -1.4862148151263086 -1.015210052305518 39.77633709836934 0.0 1.0 0.0 -230.10815528527718 -6.394925293734348
-3.662042705232788 -1.4971546323174745 -0.963633091711024 39.127278795634425 0.0 1.0 0.0 -230.09873285719763 -6.378472994665259
-3.364404386716844 -1.5499400710428275 -0.9630526395278256 38.27222434032248 0.0 1.0 0.0 -230.09732764573812 -6.356377523569181
-3.598625025660251 -1.5099762495172184 -0.9546820260693372 38.412674613544056 0.0 1.0 0.0 -230.0963040939239 -6.3600405767174255
-3.397499702414459 -1.4890281771040685 -0.9910657388419457 40.39093270971257 0.0 1.0 0.0 -230.07575068180364 -6.410258425421933
-3.5213852226921967 -1.541652710468718 -0.9924070433545901 40.11475163910772 0.0 1.0 0.0 -230.06270680963715 -6.403397241487092
-3.635564175858881 -1.4726194955320402 -0.9685575764593477 39.935297456522875 0.0 1.0 0.0 -230.03654590761462 -6.398913684381704
-3.4367466526553816 -1.5529645895945947 -1.008961155905129 38.258667312681396 0.0 1.0 0.0 -230.02714161228457 -6.3560232345366074
-3.545969848829591 -1.5039248088598782 -1.0136610106441029 39.73821123216302 0.0 1.0 0.0 -230.0183527771747 -6.393966327861345
-3.5661955628371453 -1.4341346880749328 -0.9843300986861642 41.10041806357809 0.0 1.0 0.0 -230.01713000153387 -6.42767139683685
-3.5819154465848433 -1.4532615334950183 -1.0206482342219996 38.74905408040673 0.0 1.0 0.0 -230.01354829691465 -6.368759448196373
-3.5286867446717105 -1.4960128445911134 -0.9885034693957989 41.335148815450665 0.0 1.0 0.0 -230.00422300044463 -6.433366302449974
-3.5574204728647114 -1.4934231078914921 -0.9583827881455026 39.53472702938747 0.0 1.0 0.0 -229.99587739850662 -6.388832554491754
-3.544649585122496 -1.476486956220291 -0.9588689990913919 39.25479818355003 0.0 1.0 0.0 -229.99160465396324 -6.381726786994728
-3.5225459914500608 -1.4165340476475254 -0.982742667822692 38.76617649140823 0.0 1.0 0.0 -229.9869183975072 -6.369201230054046
-3.3797122922886516 -1.4985221416339973 -0.9685834884643156 39.819211716709624 0.0 1.0 0.0 -229.98607260555838 -6.396002605798282
-3.442447472078002 -1.590946852439727 -0.9830453827307977 38.376671038893164 0.0 1.0 0.0 -229.97361706793896 -6.359102853469929
-3.6189701244648234 -1.5182885693279315 -1.0241260217362527 38.44334919473672 0.0 1.0 0.0 -229.9733595858289 -6.360838811684614
-3.365500090098375 -1.4997509853707904 -0.9709466601199868 39.69944543190203 0.0 1.0 0.0 -229.97195151308605 -6.392990322149036
-3.738490792030647 -1.536148745130634 -1.0082766458633865 38.28919976316564 0.0 1.0 0.0 -229.9676259102262 -6.35682096942511
-3.6147501261780475 -1.438470330353863 -0.9794126949391667 39.84398270201705 0.0 1.0 0.0 -229.967530486556 -6.396624498663274
-3.7034683648768665 -1.4796052089746583 -0.9844457156982472 39.89856217269168 0.0 1.0 0.0 -229.9584965333561 -6.397993390997556
-3.6544568688822467 -1.4661927496321212 -0.974956751129075 40.11028917608264 0.0 1.0 0.0 -229.95778112333275 -6.403285992854885
-3.365543166903114 -1.4893239988335902 -0.958046235594 38.21766897988046 0.0 1.0 0.0 -229.9531441138133 -6.3549510509379665
-3.457279931308852 -1.590068160027136 -0.9622664841441447 38.2027996403843 0.0 1.0 0.0 -229.94275621335467 -6.354561905465497
-3.630035343623164 -1.4549425073088869 -0.9850999159092845 40.898137806254304 0.0 1.0 0.0 -229.9312307656518 -6.422737635125966
-3.5578216999356167 -1.4956657099218305 -1.003598270313759 40.62725017644585 0.0 1.0 0.0 -229.93103012886377 -6.416092131597837
-3.5904145767327966 -1.5425511747371798 -1.010805708164407 39.13378151371627 0.0 1.0 0.0 -229.91960136657568 -6.378639174833816
-3.549946800096852 -1.4481860497528327 -0.9892367608816286 41.554683656169516 0.0 1.0 0.0 -229.90390591803535 -6.438663341845349
-3.655408116127507 -1.4771696848247542 -0.9844880556735949 40.80859733675634 0.0 1.0 0.0 -229.9001489882015 -6.420545881773304
-3.3490241665254246 -1.5338585562426816 -0.9608664174651902 38.0823859522646 0.0 1.0 0.0 -229.89718082742567 -6.351404967792989
-3.4191292069288535 -1.4661630871897295 -0.9675713067829312 40.356411599114104 0.0 1.0 0.0 -229.8867789423068 -6.40940338522223
-3.4080557883922156 -1.5557306173327587 -0.9936058101674015 38.70383849878944 0.0 1.0 0.0 -229.88175691580713 -6.367591884655539
-3.542923301453164 -1.4697893751153335 -1.0253379180980937 38.52396030352169 0.0 1.0 0.0 -229.87310671384824 -6.362933496786257
-3.6197741261161696 -1.4630083074002775 -0.988051422369474 41.1675971089625 0.0 1.0 0.0 -229.86913084599266 -6.4293045725048295
-3.6527631752386442 -1.5316451248923881 -0.9631255752283908 39.22030649375043 0.0 1.0 0.0 -229.86205145467264 -6.380847738991861
-3.5298791331994783 -1.4473693113339579 -0.9677588901662073 40.09591247178262 0.0 1.0 0.0 -229.85963000314837 -6.40292749926814
-3.5205982465109003 -1.5286040851807257 -1.022051389104975 38.37051817128893 0.0 1.0 0.0 -229.84740232035105 -6.358942512285301
-3.446562999528931 -1.5145044869495559 -0.9566982479788427 39.065019604655575 0.0 1.0 0.0 -229.83027883593695 -6.376880530818826
-3.514661931388561 -1.455489907759402 -0.9631304781506669 39.43059674555777 0.0 1.0 0.0 -229.8232668424865 -6.386195185600952
-3.539491424633317 -1.4507229133729709 -0.9763556156858645 41.33371993089338 0.0 1.0 0.0 -229.81341371547018 -6.433331733583142
-3.6869341174223926 -1.5037758556419445 -0.9639703477681677 38.39178894768577 0.0 1.0 0.0 -229.81269084247717 -6.359496710764727
-3.3778718129118372 -1.5248046598677973 -0.9807363804422232 39.474651629470905 0.0 1.0 0.0 -229.80491387172455 -6.3873118385333765
-3.5910449538585762 -1.5412014979140634 -0.9667642377763264 39.88784260692054 0.0 1.0 0.0 -229.80251155566523 -6.39772468442116
-3.435656159787672 -1.5332037565066865 -0.9841441594929528 39.91624010599745 0.0 1.0 0.0 -229.79729536271347 -6.398436364809182
-3.41769481082805 -1.4454232609201338 -0.9660644473746437 39.18255575407022 0.0 1.0 0.0 -229.79662210242174 -6.379884745001201
-3.3803669287973284 -1.4807853966412345 -0.9587615277455759 38.359813202645846 0.0 1.0 0.0 -229.7797320104781 -6.358663483939644
-3.546502930243971 -1.4656001281013453 -0.973803031468621 41.31040631285792 0.0 1.0 0.0 -229.77042156782304 -6.432767540585684
-3.526624646325444 -1.5926427321877559 -0.9686126300170322 38.690640830060744 0.0 1.0 0.0 -229.7664539844242 -6.367250835294627
-3.653681544125595 -1.508665475547879 -0.9615975781535524 38.86361352886292 0.0 1.0 0.0 -229.76543144621706 -6.371711531540029
-3.4503092652028 -1.563515358382228 -0.9858354086296064 39.14198711744517 0.0 1.0 0.0 -229.75558702544603 -6.378848833682332
-3.4863523302739523 -1.4278365865092622 -0.9742105024222185 39.83558337696856 0.0 1.0 0.0 -229.7535359714354 -6.3964136710824295
-3.6004552029415935 -1.49301667221747 -0.9963522471498398 40.90531573634732 0.0 1.0 0.0 -229.7511036581502 -6.4229131272305295
-3.430687317962361 -1.5103649355840907 -0.9716105424220147 40.30117990196962 0.0 1.0 0.0 -229.7378344327571 -6.408033850011733
-3.439666386627155 -1.5445949423765173 -1.0001530820799658 38.99528238645583 0.0 1.0 0.0 -229.7288977292092 -6.375093777886187
