KNphi log10_mej_dyn log10_mej_wind inclination_EM luminosity_distance timeshift em_syserr Ebv log_likelihood log_prior
22.335764576638788 -1.265378132166826 -0.6136901696376831 0.23349650246937476 34.95179018776474 0.0 0.2 0.0 63.584935545939246 -13.241493531003126
23.328552814840002 -1.2338370477693004 -0.6427271520084306 0.461189697015254 34.007158895203155 0.0 0.2 0.0 63.602251293319085 -12.560053312222442
37.58849427077895 -1.6172226458290873 -0.7410075312627753 0.3593401653034251 40.90639890404779 0.0 0.2 0.0 64.5959912692589 -12.980218916521396
29.65537669523374 -1.6397610578004638 -0.7189379486341441 0.3681398781137042 41.62785165563616 0.0 0.2 0.0 64.60653717231271 -12.974584841869769
24.635068682377263 -1.3964216397726905 -0.6588585752379252 0.05789328320973442 39.25606202731543 0.0 0.2 0.0 64.69051211471009 -14.743650775343035
29.054080082027077 -1.5216746733590576 -0.7580275440076578 0.34917608700987357 41.23441531787804 0.0 0.2 0.0 65.21465454352129 -13.01568837610638
27.051262298560047 -1.4467378111224551 -0.6964426480075279 0.4755250929308788 37.08091543009734 0.0 0.2 0.0 65.25932470194584 -12.618245944373186
31.028453301846156 -1.4066115460824187 -0.6598589003189876 0.478714194813959 37.19647858840519 0.0 0.2 0.0 65.32320162486535 -12.615188577205153
16.59363718223583 -1.280226596623997 -0.6310636652025314 0.35634876357246165 35.65560683631091 0.0 0.2 0.0 65.51947037241446 -12.850838470931848
17.749327296591666 -1.2720922880536876 -0.5586769834514596 0.2072528926095712 35.93910853900048 0.0 0.2 0.0 65.59033206432949 -13.386643164116471
24.538085677010734 -1.3525915672671722 -0.6086973957985098 0.24548009935286547 37.650954094838035 0.0 0.2 0.0 65.70944935406115 -13.266793677402177
24.577451716655844 -1.4210963878702356 -0.8070428859377157 0.43798236113688055 35.70540967497688 0.0 0.2 0.0 65.91159741727249 -12.65688955592122
23.83647836336445 -1.2807984207661063 -0.6192509938948199 0.3377600116838706 35.69789944134448 0.0 0.2 0.0 65.9516165377508 -12.903430298487471
32.24857667129197 -1.4478536589668667 -0.7090564998856808 0.3522472152547873 39.09134815201995 0.0 0.2 0.0 65.96143357626958 -12.953921415706555
24.81324518186836 -1.488976070549516 -0.6981111871638532 0.4030609586594674 40.47469716897528 0.0 0.2 0.0 65.96883550961039 -12.860401317683829
25.493177682373155 -1.5733558304997854 -0.7785031498137496 0.3009315644666702 41.37491602865257 0.0 0.2 0.0 65.97480441511757 -13.16251865204562
27.369458459527113 -1.4127588865003708 -0.8118922041043222 0.3749276902918969 35.11915711805923 0.0 0.2 0.0 66.01721238466367 -12.787140417695863
31.459020615394788 -1.403107152381951 -0.6907694237624487 0.3964582858555924 37.484606941351046 0.0 0.2 0.0 66.05165648210303 -12.799282303749138
21.62943108633241 -1.4154328655793793 -0.7090398258783601 0.40565962567260305 36.657469870394564 0.0 0.2 0.0 66.07151430403233 -12.755269033614496
25.507556039925454 -1.426505643240848 -0.7074837971617582 0.428463586597257 36.75158950884846 0.0 0.2 0.0 66.09193448498242 -12.706349607861853
36.56959751312503 -1.5022625516934838 -0.780231503469917 0.40042994362324924 37.698346082745054 0.0 0.2 0.0 66.18487605264946 -12.79553332372046
24.17797941206161 -1.4073508680385338 -0.6505842080501201 0.5087814682268094 37.57104240408607 0.0 0.2 0.0 66.18643583562175 -12.569324217910397
22.354189814825816 -1.3008442945779353 -0.6427649542572293 0.42039023114080964 35.30298539912561 0.0 0.2 0.0 66.2026164514037 -12.684001876978652
21.353129264104364 -1.5056494507498877 -0.6637440928799032 0.14641987853106067 40.550908228281166 0.0 0.2 0.0 66.24863283228255 -13.851243090293435
22.72828999244955 -1.4180326243663437 -0.7871350742551009 0.3425931239177353 35.718343947616646 0.0 0.2 0.0 66.36992217737203 -12.890347259259695
23.348196093374824 -1.5415743847642358 -0.7745269472923919 0.31287913064428846 39.980853371018895 0.0 0.2 0.0 66.42135745678861 -13.090540452951855
19.0190918816906 -1.341726610150765 -0.6505421026886151 0.08257219185654112 37.56873374809983 0.0 0.2 0.0 66.42463794570727 -14.345223411021502
20.225564242064586 -1.3686388491716945 -0.7743222365222433 0.20750916928207247 35.302723087246854 0.0 0.2 0.0 66.45769948978794 -13.36755917911764
18.334731511815185 -1.2689086400532292 -0.7151840363312223 0.2334421884803158 34.24146608917007 0.0 0.2 0.0 66.50151252161041 -13.221189606930276
21.189914746811866 -1.3449408468976636 -0.6596975818217077 0.45624521223349457 36.707990990627586 0.0 0.2 0.0 66.62219013286332 -12.64648889732014
19.483336726199894 -1.3208531313446281 -0.7301899649867547 0.36813647697110363 34.88141817586636 0.0 0.2 0.0 66.62279804091082 -12.797778462180847
17.299968331242436 -1.2683073987743305 -0.5944985351806653 0.1882926600220716 35.94295583445833 0.0 0.2 0.0 66.63620406445973 -13.481439286725108
26.175796023587722 -1.4705452796046456 -0.8458257860350873 0.28516477580182026 36.50333115189791 0.0 0.2 0.0 66.66175884822987 -13.089514033443118
20.937533220004248 -1.2840173759645535 -0.6852827665721479 0.39905791300551285 35.40714150817815 0.0 0.2 0.0 66.69813093569365 -12.736078117192688
24.771566073803655 -1.3024358293595988 -0.6869595928034924 0.46051597595690047 35.29592074256651 0.0 0.2 0.0 66.6983594292971 -12.598606561394789
24.07783121122734 -1.351423351472733 -0.6479668433715773 0.46632426612449934 36.1928040670965 0.0 0.2 0.0 66.70510098084357 -12.612076126768663
30.751293787497307 -1.6823494766183542 -0.7896839885691644 0.29232683175132945 41.61715181771912 0.0 0.2 0.0 66.71313379420539 -13.196510809622664
28.791125499810782 -1.431416919533141 -0.7409726611793208 0.3721900034784717 38.862150157074765 0.0 0.2 0.0 66.80899308214212 -12.895399008239243
19.559448362739307 -1.2532949897098686 -0.6182159206718207 0.11028749657125946 34.826082792866 0.0 0.2 0.0 66.81325014723792 -13.980891694467903
31.717010029512846 -1.5250445796296999 -0.7817784154963165 0.4599022482483041 39.10829130921885 0.0 0.2 0.0 66.81550618102854 -12.702411742514588
25.830253056644775 -1.3830178777294755 -0.8038170329125718 0.27796185937271856 36.55978290922376 0.0 0.2 0.0 66.96339761315723 -13.115962960948991
25.131174903789326 -1.4371781920394904 -0.6599784409711793 0.2174239420685116 40.06575925423631 0.0 0.2 0.0 67.00441499641025 -13.448151902130814
32.7276946638672 -1.5307301057188787 -0.7865711743012471 0.3206763714615415 38.058544736621265 0.0 0.2 0.0 67.01000931813246 -13.017478822994875
