KNphi log10_mej_dyn log10_mej_wind inclination_EM luminosity_distance timeshift Ebv log_likelihood log_prior
68.14322069337999 -2.6187733801664588 -1.1822739173778076 0.6179340542944903 40.0 0.0 0.0 -155.31424506331055 -6.719630294241132
51.682396621088046 -2.59664845551697 -1.2673847340202606 0.789008448433631 40.0 0.0 0.0 -155.21977236480555 -6.516762412045271
39.15466067542022 -1.9864877681366526 -1.0869597264766504 1.1024282051811214 40.0 0.0 0.0 -155.19946477701006 -6.287732084895124
42.99199668773528 -2.4952222853836274 -1.269966006193874 0.7949179624859697 40.0 0.0 0.0 -155.18815670490704 -6.510929951927401
40.26311918338428 -2.682064109255419 -1.1565857579146075 1.1618341869022284 40.0 0.0 0.0 -155.11492018804168 -6.259851714245534
68.35598609220224 -2.2310171491351745 -1.248741573139273 0.08223325478089508 40.0 0.0 0.0 -155.08226511488436 -8.673108908779133
34.749766886799996 -2.5633106676972375 -1.220240332890926 1.4040750025195683 40.0 0.0 0.0 -155.06278885377384 -6.187748969988091
53.65427794521688 -2.482892550074204 -1.0750743859125116 1.462065662095805 40.0 0.0 0.0 -155.0549170691784 -6.179708966821566
49.00042354605933 -2.5423687161387156 -1.0788882518610527 1.5194123567030589 40.0 0.0 0.0 -154.96597833933708 -6.175106841439948
55.88185805624528 -2.535985449702024 -1.1107688630828894 1.2337600127593733 40.0 0.0 0.0 -154.89197381911663 -6.231691870695581
59.122573437472724 -2.5155243456788483 -1.16344147672504 0.6040121904496082 40.0 0.0 0.0 -154.88861143108505 -6.739509187379178
56.980933748067976 -2.3380458497497534 -1.0821103018818874 1.2899794940096663 40.0 0.0 0.0 -154.877111199137 -6.213744532479622
47.51561060842218 -2.5265081619821945 -1.245753679191455 0.7291859532303506 40.0 0.0 0.0 -154.84231095743095 -6.579857184627896
23.31130339799444 -2.24365634673461 -1.140031305105687 1.266496328187562 40.0 0.0 0.0 -154.8132428382795 -6.220818043930822
53.95149292568686 -2.43186515051523 -1.1618201709927893 1.1739088981080912 40.0 0.0 0.0 -154.81310349650644 -6.254704853881581
36.7793333530426 -2.0056992769241333 -1.07231605052948 1.3265610422592482 40.0 0.0 0.0 -154.80158604468153 -6.203912863700991
55.30319484117568 -2.372617959238843 -1.2019075899773173 0.6561649347738868 40.0 0.0 0.0 -154.72166311199516 -6.667946895733252
34.00402112428157 -2.2817502319540957 -1.248621242386483 1.1259538666217834 40.0 0.0 0.0 -154.65578480049965 -6.2761749632462465
36.97097115820991 -2.338969430289975 -1.176042414760218 1.419553686999563 40.0 0.0 0.0 -154.6494253376895 -6.1852671427166035
27.102449046400494 -2.4184521050802457 -1.0338708025079608 1.4583561799071263 40.0 0.0 0.0 -154.63639828554795 -6.18012086230275
40.71699851306876 -2.548504048816126 -1.2307716152583352 0.8578229524598333 40.0 0.0 0.0 -154.63159316703593 -6.452944102092389
45.42718808911799 -2.038892021050658 -1.0006308410285512 1.5401296452647704 40.0 0.0 0.0 -154.63005617410963 -6.174256400301583
52.5662237914168 -2.5809308949477368 -1.1240043825912585 1.2527478531300758 40.0 0.0 0.0 -154.62958306030805 -6.22523994269146
54.441531987678815 -2.317282402684226 -1.1742640793143768 0.708293096909451 40.0 0.0 0.0 -154.6004083855917 -6.603741098422693
74.07480051612583 -2.3889625484758374 -1.118540815481469 0.6750742364791696 40.0 0.0 0.0 -154.5871867640652 -6.643861300602897
58.23514643850971 -2.6050546269582306 -1.2325013658456272 0.7862397431937306 40.0 0.0 0.0 -154.58626091373694 -6.519518822245145
44.50600809788149 -2.6696464945431755 -1.163576844256166 1.191614345679253 40.0 0.0 0.0 -154.53347743089944 -6.247467365037888
59.60439745728788 -2.5921137679587565 -1.1783951124770502 0.9588293352237848 40.0 0.0 0.0 -154.49822952221894 -6.374044030983806
55.722190738214664 -2.146856427809893 -1.066620703863647 1.1528525667148612 40.0 0.0 0.0 -154.49416919620998 -6.263792365392656
53.94484385926073 -2.4747298792898125 -1.2581822601899417 0.8616663013578066 40.0 0.0 0.0 -154.47326021234554 -6.449633591810477
46.914807638912635 -2.3051759034417287 -1.0041725358141886 1.3952927525581187 40.0 0.0 0.0 -154.4713136225029 -6.189266572763724
30.36868248891041 -2.466621687757926 -1.2187312150875795 1.0653207818786445 40.0 0.0 0.0 -154.45021293278012 -6.307381151913669
56.90591035218028 -2.0785974733969983 -1.1155773605903507 0.9894403879695773 40.0 0.0 0.0 -154.44869522395427 -6.35324919688426
73.29183509556387 -2.4803944832287197 -1.1606968238274507 0.4717647150678227 40.0 0.0 0.0 -154.38469703721003 -6.962433806985613
74.43713849428158 -2.3695654889440982 -1.1447343211799432 0.1812370324298938 40.0 0.0 0.0 -154.2888014200702 -7.8872161204215505
50.9028096497838 -2.437395502999556 -1.0317817101364515 1.3686877743631753 40.0 0.0 0.0 -154.2678980751695 -6.194350616696682
31.305410445222766 -2.2190269710560937 -1.2078891368868214 1.2336008130504665 40.0 0.0 0.0 -154.25680347337394 -6.231747669430333
40.395303863553195 -2.239787927266023 -1.1254918447150246 1.4588582051060535 40.0 0.0 0.0 -154.2442517837915 -6.180064303037195
51.21994814734592 -2.2672540539035935 -1.0264559608932482 1.482230965665036 40.0 0.0 0.0 -154.24180325642362 -6.177713153378106
46.96591256050704 -2.6138958098839455 -1.1290060757514533 1.0151453070511727 40.0 0.0 0.0 -154.23978640030194 -6.336826098899513
41.32316936090159 -2.659961602007594 -1.187279143884036 1.256520257046436 40.0 0.0 0.0 -154.22363919708857 -6.224005853412306
65.61051354517578 -2.4154625100400007 -1.194492683775132 0.8432973122719104 40.0 0.0 0.0 -154.21702554504557 -6.465690542845557
59.207329311231646 -2.4371786012711234 -1.2005031271528221 0.5866885438710462 40.0 0.0 0.0 -154.1962695594462 -6.765087501254382
66.26002952570505 -2.4508292651606443 -1.0938596031040857 0.8691212773458217 40.0 0.0 0.0 -154.19564167045834 -6.443285136595746
66.44225779294352 -2.4659660754852872 -1.2244537095140382 0.6619706447433618 40.0 0.0 0.0 -154.14910625865238 -6.6604518512603015
61.07449375579949 -2.572520225880206 -1.178900599058362 0.9181000326554889 40.0 0.0 0.0 -154.14014958457412 -6.403892406251659
28.11537609485361 -2.474275125620342 -1.094140727032372 1.5031206871497034 40.0 0.0 0.0 -154.12270289798823 -6.1760778501679034
51.35877123962408 -2.020938227684903 -1.0335298718523598 1.1243863749772185 40.0 0.0 0.0 -154.11797954866736 -6.276923710334406
35.910275904536064 -2.0251145017530696 -1.0883358958838778 1.141041921904077 40.0 0.0 0.0 -154.09530669553266 -6.269121369960743
43.4805810526888 -2.614500411167151 -1.1907445991253325 0.9306096318073511 40.0 0.0 0.0 -154.06271518638107 -6.394452412977313
63.32727319426603 -2.43977702280933 -1.2014482396532302 0.5253816161062701 40.0 0.0 0.0 -154.0491646049575 -6.863851658107521
55.7833578974867 -2.408123301826392 -1.137698830937459 0.7004428006311032 40.0 0.0 0.0 -154.0437493501303 -6.612979214943003
67.58992016276193 -2.29175737373114 -1.1684284150141748 0.8169409445092031 40.0 0.0 0.0 -154.04235577051838 -6.489791577652948
71.52347581951437 -2.4172946873495613 -1.120534715966157 0.4969450250012319 40.0 0.0 0.0 -154.04234854344386 -6.914565262746258
49.57833233205327 -2.393920227411337 -1.2672590398658352 0.8523383838359855 40.0 0.0 0.0 -154.02496750452707 -6.457713044176228
43.49134640000919 -2.6017881013086264 -1.0975324225049425 1.188138506464473 40.0 0.0 0.0 -154.01833184355158 -6.248859369942192
39.89509536955018 -2.6024147310984973 -1.2402349668706072 1.139762558655111 40.0 0.0 0.0 -154.01088507033077 -6.269708723276313
55.417925114145845 -2.4632257385005576 -1.0556980476971896 1.1138068322140657 40.0 0.0 0.0 -154.00854300227135 -6.282056467769432
50.59952767625202 -2.4979271736615125 -1.0685075495019953 1.3919488437979257 40.0 0.0 0.0 -153.98993145285257 -6.189865310309752
50.20377629425314 -2.56942314151612 -1.2082007579880665 1.1132793342112173 40.0 0.0 0.0 -153.97484481741284 -6.282316013889717
20.837757526098713 -2.184860206563054 -1.0451419293434965 1.4584560709442986 40.0 0.0 0.0 -153.96785200462705 -6.180109588018344
49.21264080286095 -2.337621448436285 -1.0199900828048787 1.3765365643087182 40.0 0.0 0.0 -153.94499857274008 -6.1927744121543755
48.796328992927414 -2.401299309323657 -1.2683892994063062 0.8782226325718667 40.0 0.0 0.0 -153.92240073131234 -6.4356637132728824
48.83805295618372 -2.439186721504768 -1.01331909243703 1.1892476225457818 40.0 0.0 0.0 -153.92024455253562 -6.24841366762969
28.382180909920805 -2.3195243206720413 -1.0106494509129107 1.2881086433517972 40.0 0.0 0.0 -153.91373116513094 -6.214286054923674
48.75168708117401 -2.586115247962459 -1.227019121234914 1.0450927695389283 40.0 0.0 0.0 -153.91349413873752 -6.3188452921853635
62.78328097947791 -2.40305386138337 -1.2016052043873269 0.8283997144820593 40.0 0.0 0.0 -153.89166973067728 -6.479156451891621
60.779810389666764 -2.522489530688348 -1.2321981867619596 0.7477292325469761 40.0 0.0 0.0 -153.881591004008 -6.55948460185236
24.846332004729174 -2.034542440460089 -1.079496507636184 1.4284882063402644 40.0 0.0 0.0 -153.87651103732688 -6.183946267468801
48.815606341465745 -2.61206250277172 -1.142901624255873 0.9813201580852754 40.0 0.0 0.0 -153.86855249468277 -6.358632439996892
27.498202437216236 -2.381921241459519 -1.2217684964016198 1.285891657522499 40.0 0.0 0.0 -153.85142992029162 -6.2149326810506365
51.00850495339253 -2.5336873940211553 -1.250202787243999 0.7680042101401162 40.0 0.0 0.0 -153.83696865828352 -6.5380597675107115
62.51468631836375 -2.4759782447938052 -1.183687749962905 0.9225917216523433 40.0 0.0 0.0 -153.83161576715955 -6.400474601794831
28.53656957449921 -2.34392953447853 -1.2311894083730328 1.2100630118579823 40.0 0.0 0.0 -153.82968746695457 -6.240312472455051
52.10899542901258 -2.5993963286151933 -1.2116629812982533 0.9861239784932578 40.0 0.0 0.0 -153.81946796770674 -6.355436321857354
36.19894729389178 -2.593874473773073 -1.1216023071389247 1.4564682118314516 40.0 0.0 0.0 -153.8121225151557 -6.180335850068664
68.65055380170168 -2.4502505934634575 -1.1739753965569486 0.47521496719209816 40.0 0.0 0.0 -153.80378068600115 -6.955699789071368
26.953023243106955 -2.369152482458822 -1.0480634062174512 1.3111556318381423 40.0 0.0 0.0 -153.79830252525912 -6.207878412297269
62.574551980866815 -2.312481983540244 -1.1817048993392447 0.702838411950997 40.0 0.0 0.0 -153.75443493863762 -6.610144493434129
47.61408825958715 -2.4695334780288523 -1.137915700102439 1.5414829340506935 40.0 0.0 0.0 -153.73282203421394 -6.174215802942586
22.66848203965358 -2.076000855504802 -1.0160925875594935 1.4134301231914603 40.0 0.0 0.0 -153.719582186289 -6.186219610109303
59.31187868363645 -2.1885363704776197 -1.1696230555644678 0.6967258485662401 40.0 0.0 0.0 -153.71256494120468 -6.617404848606128
27.229018345908045 -2.333605684028651 -1.0043301765058559 1.3896667745716633 40.0 0.0 0.0 -153.69319574953835 -6.190280550487038
60.36449806628066 -2.196809990179899 -1.0367164689676989 1.0157225458154608 40.0 0.0 0.0 -153.6927202125966 -6.336467917766064
46.943822358970635 -2.589040544258027 -1.1398510230859802 1.3527380854026607 40.0 0.0 0.0 -153.69109379624837 -6.197751638375008
69.18374285384682 -2.5018960931471748 -1.149024151365727 0.7326821539348234 40.0 0.0 0.0 -153.68951115087796 -6.575957781783919
43.75032378791643 -2.5041375670405155 -1.2201768238043083 1.2244142490221377 40.0 0.0 0.0 -153.6877488242166 -6.2350158226592525
27.390123133254544 -2.4010414279531163 -1.0303385145990565 1.5262781969811445 40.0 0.0 0.0 -153.6819112039769 -6.1747773633314536
61.453400206500554 -2.488647332653929 -1.2019466734800734 0.8738259635455078 40.0 0.0 0.0 -153.67262483143935 -6.439327865590805
39.700859797423284 -2.6047989437518924 -1.1194273482403005 1.4206713348302507 40.0 0.0 0.0 -153.67169764588442 -6.185097444946436
46.228297372315126 -2.598698518923201 -1.120862379390761 1.3219531620967113 40.0 0.0 0.0 -153.67017870823227 -6.205072479221888
48.193294457183384 -2.5293237480196815 -1.0660961511883342 1.1153207537731624 40.0 0.0 0.0 -153.6646988813557 -6.28131348753873
39.26867871009045 -2.5194093703562217 -1.1975403445557797 1.4061908796872036 40.0 0.0 0.0 -153.66268673676421 -6.187395204250542
42.00794581202986 -2.5296257334389476 -1.2138518510255722 1.284444198055777 40.0 0.0 0.0 -153.6432777750468 -6.215357739279023
38.26462948210939 -2.549294744393732 -1.1770115681120557 1.5032349546863335 40.0 0.0 0.0 -153.6212121211737 -6.176070111770207
30.6613573459129 -2.322352582799756 -1.1467405818483936 1.467780451392954 40.0 0.0 0.0 -153.61973258469627 -6.179101650863165
21.205219093405347 -2.247164206963372 -1.1295556261847048 1.4779348524088418 40.0 0.0 0.0 -153.61748499505774 -6.1781039416097645
51.471558292647515 -2.530217617228245 -1.2491060966816647 0.7942190007229298 40.0 0.0 0.0 -153.5984628018252 -6.511616210478652
39.65735921329588 -2.232998315133741 -1.212022864299096 1.0308299487443557 40.0 0.0 0.0 -153.5705709877082 -6.327256720036023
31.66117416413818 -2.5180883080502348 -1.1361380928628952 1.5539048024578284 40.0 0.0 0.0 -153.56860241838265 -6.173928772483797
24.326493420969648 -2.2139709160167156 -1.0361164466740789 1.3274306214068088 40.0 0.0 0.0 -153.55506206229205 -6.203696557121976
46.38951081699204 -2.116989394719842 -1.0151598492608243 1.5014445674679615 40.0 0.0 0.0 -153.55256212475464 -6.176192867379904
50.759424195108316 -2.34974234433085 -1.02514748349227 1.335948924072227 40.0 0.0 0.0 -153.54933528181763 -6.201620037533362
35.61849905057232 -2.280270821257691 -1.232133387777884 1.1380961030694363 40.0 0.0 0.0 -153.53138163508626 -6.2704767639580075
24.965770380015677 -2.395284807798975 -1.1097060370079759 1.5456548451769756 40.0 0.0 0.0 -153.5223916013518 -6.174102184251767
55.99931520825534 -2.565351259139434 -1.2234839487705196 0.8400807406938008 40.0 0.0 0.0 -153.52064762876708 -6.468563946618055
46.28556155914998 -2.184443798692685 -1.0486759363832965 1.5261291688343788 40.0 0.0 0.0 -153.51302345432725 -6.174784013298957
36.99244943062213 -2.342218574835159 -1.2005987958910451 1.2962727112897414 40.0 0.0 0.0 -153.51097452337024 -6.211950747759802
47.45095936466753 -2.517118900429416 -1.0968480861589764 1.5405142812915587 40.0 0.0 0.0 -153.50897820990875 -6.174244675133441
37.10515277797168 -1.9953719345908714 -1.0373858178385746 1.1654030321877276 40.0 0.0 0.0 -153.50660181451482 -6.258312541132419
62.538833113910705 -2.4446666526358323 -1.1826893669881922 0.9003950310670433 40.0 0.0 0.0 -153.49857175951803 -6.417677914698704
54.24369447480267 -2.0169662851302648 -1.0678266666923557 0.9285858251455438 40.0 0.0 0.0 -153.4972847395257 -6.39596300032162
23.1979238384419 -2.28987685921529 -1.154866819786879 1.4685672951045348 40.0 0.0 0.0 -153.4544656988127 -6.179020618365782
50.30079008813072 -2.337012512084958 -1.1595866752494495 0.7935700180005449 40.0 0.0 0.0 -153.45227024730312 -6.512254257928706
52.7502649299245 -2.543369856380016 -1.1175570714089271 1.190963058716639 40.0 0.0 0.0 -153.4395845226107 -6.247727125584238
62.32429270822409 -2.199373295822606 -1.047726629675434 0.9549374604943611 40.0 0.0 0.0 -153.4314712965382 -6.376786870727094
28.2349638041035 -2.2696595826568506 -1.1510655071745213 1.4251388689664282 40.0 0.0 0.0 -153.43015124556516 -6.184431875231537
60.202224254608154 -2.2393734455108643 -1.086777925491333 1.0202326786133762 40.0 0.0 0.0 -153.4257375768184 -6.3336852035107425
22.12995445106381 -2.3163582696444434 -1.0865148971569953 1.4910661972865638 40.0 0.0 0.0 -153.39514971732405 -6.176967923905155
36.236591906315596 -2.5700354218788717 -1.0937925273148332 1.4078306671887102 40.0 0.0 0.0 -153.38337972534143 -6.18712420307448
24.123133875410087 -2.3623585957334194 -1.070582031552446 1.4864791899345022 40.0 0.0 0.0 -153.3790088508854 -6.177345013628338
34.14391630809845 -2.222851626769007 -1.119254532806767 1.5277853703260198 40.0 0.0 0.0 -153.36121880976916 -6.174711360421456
32.50034540472695 -2.5811340093779194 -1.165364317965245 1.2058174641550716 40.0 0.0 0.0 -153.353821589739 -6.241924370037594
52.6497396690457 -2.209777377140681 -1.2068673462702288 0.884738330207144 40.0 0.0 0.0 -153.3480703636265 -6.430293530900082
44.252011106371356 -2.3594618933557094 -1.2097071104809922 1.0854716632341732 40.0 0.0 0.0 -153.34540610297265 -6.2964922539007695
55.78962832099464 -2.229952678033535 -1.0187958816068894 1.1360416216165503 40.0 0.0 0.0 -153.34275321754828 -6.27142827740614
65.71898080391304 -2.3331482706841165 -1.194915549527805 0.6675442322047366 40.0 0.0 0.0 -153.33658020471464 -6.653340424231117
43.81175793792971 -2.367989218832675 -1.1368780040694975 1.5138613484623376 40.0 0.0 0.0 -153.32659182774293 -6.175407776198249
49.508427335977 -2.1810704483070675 -1.0663660169363958 0.8985328402751069 40.0 0.0 0.0 -153.3217523290848 -6.419157286606996
25.528920082002088 -2.1411625365381384 -1.1402464377101944 1.344520313712684 40.0 0.0 0.0 -153.31770377194383 -6.199608011307563
55.04336576827119 -2.0412466142325214 -1.0431111946058524 0.9927400740978243 40.0 0.0 0.0 -153.315468252776 -6.351088729645478
47.374333878349915 -2.5333396341802557 -1.1025613615590244 0.9844782443328426 40.0 0.0 0.0 -153.28770426046202 -6.356527527761449
52.9240460462395 -2.4586465832607236 -1.168829792619737 0.7413481649633022 40.0 0.0 0.0 -153.28090625139546 -6.566409704260726
53.58339112202982 -2.4882140482005703 -1.1115700285139969 1.2284326543380748 40.0 0.0 0.0 -153.27888917926947 -6.233574560799907
48.54859251259206 -2.17717600775182 -1.0950344252307374 1.2188665752704257 40.0 0.0 0.0 -153.25572507426506 -6.237035582497081
42.12652485437246 -2.1861536704482205 -1.0734750041925574 1.5233211754871818 40.0 0.0 0.0 -153.2478189513526 -6.174913472487404
45.86949131305171 -2.303095406949221 -1.0673262762478608 0.937509624687285 40.0 0.0 0.0 -153.2470936320742 -6.389349948704766
55.814583588157596 -2.5234663779486115 -1.1120220934172236 0.8839863435655881 40.0 0.0 0.0 -153.2401423871929 -6.430909677647165
35.24053990759526 -2.5836151790492212 -1.1144955811250066 1.362831430725765 40.0 0.0 0.0 -153.23163897075008 -6.195568500451634
26.76003493866781 -2.387384143932074 -1.1640581796103606 1.471649747826692 40.0 0.0 0.0 -153.22639200077592 -6.178709199614626
25.877457339566696 -2.2947606369033204 -1.0149375904099327 1.3636305354220914 40.0 0.0 0.0 -153.22596646043058 -6.195400210193894
22.07052258646467 -2.280341570016616 -1.0506744596547908 1.550762370837067 40.0 0.0 0.0 -153.20878085977347 -6.173986797023147
61.323048203017144 -2.3363125823506334 -1.056575802883417 0.9425049683153556 40.0 0.0 0.0 -153.20643315598917 -6.385701718179514
35.63847532674451 -2.302214597973436 -1.2327430339021703 1.1325576163553166 40.0 0.0 0.0 -153.1965200271913 -6.273053595089097
48.700814395729445 -2.4150936858938286 -1.2566712899174513 0.8720904391907236 40.0 0.0 0.0 -153.18966595454728 -6.440783276027616
69.9792810375414 -2.3112033163040184 -1.0934734771218682 0.6708748726855852 40.0 0.0 0.0 -153.18946824329788 -6.649129575220892
54.0563323663605 -2.281359625150812 -1.0464597888858287 0.8615709853337333 40.0 0.0 0.0 -153.17965560635545 -6.449715382475532
40.9982375055096 -2.5075582254524273 -1.1677205815006797 1.5050753020518655 40.0 0.0 0.0 -153.1763045481597 -6.17594728690386
45.55223756771182 -2.3621256495362237 -1.2362022607209355 1.0134306802717716 40.0 0.0 0.0 -153.16360112885127 -6.337892761755065
28.238797159878608 -2.4402359832229283 -1.2100965320449037 1.2975149493981328 40.0 0.0 0.0 -153.16133843160262 -6.211601723388955
35.055027537352046 -2.5553590106342097 -1.2230442121524927 1.2691210042198557 40.0 0.0 0.0 -153.1603936954584 -6.219997536000591
51.75083689889181 -2.4384458414805574 -1.066668035819382 1.3464911775853874 40.0 0.0 0.0 -153.15641083684696 -6.199156326219133
49.9018801044452 -2.4426986091264955 -1.0290835630625168 1.1750472757740773 40.0 0.0 0.0 -153.12470038809536 -6.254228488241122
59.78670364641251 -2.1816022723286905 -1.065020254544475 1.012676734399896 40.0 0.0 0.0 -153.11273026017216 -6.338363080228469
64.59131604343563 -2.426193035624933 -1.113259333839565 0.903038605970865 40.0 0.0 0.0 -153.10735796503562 -6.415587487326982
37.788886558790665 -2.568952278205529 -1.164632202206963 1.0478217197991533 40.0 0.0 0.0 -153.10334767964366 -6.317267035879055
55.42176272937116 -2.443010014024958 -1.1395187098895476 0.7413586211162848 40.0 0.0 0.0 -153.10022853241466 -6.566398283939922
52.76999229928718 -2.4403133579934355 -1.081947610139881 0.8801926992014601 40.0 0.0 0.0 -153.09903562488728 -6.434032476649737
48.08559664549817 -2.0939441074409255 -1.041233456430454 0.9873359814488404 40.0 0.0 0.0 -153.0929589308059 -6.354635192835627
61.27722429552031 -2.4965931523325984 -1.136127555558091 0.720499130746212 40.0 0.0 0.0 -153.09005522583462 -6.589665494123797
51.21223550666813 -2.5051917624122675 -1.0705495371275962 1.0922388230530746 40.0 0.0 0.0 -153.08820585259798 -6.292952467154427
32.291299103588656 -2.2080091573354075 -1.1659258721660002 1.1442399088449933 40.0 0.0 0.0 -153.08348146798124 -6.267661838106752
66.36963743168899 -2.4717804155896874 -1.1389195818196272 0.6388300932682652 40.0 0.0 0.0 -153.06586756964373 -6.690870178203619
39.48746632092734 -2.502105383096189 -1.0537565884548448 1.5567120652196955 40.0 0.0 0.0 -153.05036842334422 -6.173885290393272
23.791663847748815 -2.128951402613013 -1.1001524432757268 1.566478614245391 40.0 0.0 0.0 -153.04986184856972 -6.173795425251729
55.75213867768243 -2.3729967205587497 -1.11695396726936 1.0893413131970102 40.0 0.0 0.0 -153.048742694795 -6.294460966597839
57.44750973612183 -2.5508720481206293 -1.2099203568910595 0.7821094213557632 40.0 0.0 0.0 -153.0479878435269 -6.523659275839694
44.88386091659807 -2.355441545325931 -1.2591244705476448 0.9466679560780371 40.0 0.0 0.0 -153.04527147950176 -6.382690515532914
35.701872295505574 -2.2174671286541168 -1.1886726319480556 1.1049913155469753 40.0 0.0 0.0 -153.04185076636116 -6.2864394917687925
39.688898551835564 -2.4627059325380602 -1.2590485336674093 0.9908203311462102 40.0 0.0 0.0 -153.03424359003827 -6.352343787402351
31.511148173057695 -2.5315922767264163 -1.1662500731222236 1.1655917881440088 40.0 0.0 0.0 -153.02760137230052 -6.258231554743153
45.699781221737226 -2.256530330026013 -1.0093086787531318 1.377625277582101 40.0 0.0 0.0 -153.01158941418754 -6.192560833329674
53.20538878440857 -2.367938280105591 -1.0671796798706055 1.2960127477233674 40.0 0.0 0.0 -153.00596607791408 -6.212023998909121
50.031861844425414 -2.519757494411804 -1.1982174808036876 0.7925605199330332 40.0 0.0 0.0 -152.99937502529914 -6.513248393789917
52.48126481709916 -2.389725373880868 -1.2301035281546322 0.7893848464721009 40.0 0.0 0.0 -152.99259865282735 -6.516388862674988
50.38366257504672 -2.1646586174411366 -1.0847848267368416 0.8765342583212983 40.0 0.0 0.0 -152.96698823666745 -6.437066919068275
32.83752832243235 -2.066329492455722 -1.1040291176744468 1.3230084458600555 40.0 0.0 0.0 -152.96388443446017 -6.204804913699747
45.149946289985 -2.535103552309209 -1.2098517820714603 1.1860953158144454 40.0 0.0 0.0 -152.95487382531243 -6.249684176540684
40.49899368686084 -2.036758898993387 -1.0747869396064065 1.1168937287520375 40.0 0.0 0.0 -152.9469460136782 -6.280544536188726
45.26394285685192 -2.4506069489628945 -1.0214897413297201 1.209146826908933 40.0 0.0 0.0 -152.92548747876094 -6.24065857386917
48.27406093018105 -2.2013909959244673 -1.1637644118321724 0.8594178962782374 40.0 0.0 0.0 -152.91261406720992 -6.451567155966708
