em_syserr luminosity_distance log10_mej_dyn vej_dyn Yedyn log10_mej_wind vej_wind Yewind inclination_EM timeshift Ebv log_likelihood log_prior
0.844725488071166 66.72788697393081 -2.5552861570288137 0.2310712973097323 0.23172288707897326 -1.0102212937408503 0.031186754037923557 0.252324311130515 0.3647794718559907 0.0 0.0 -158.9121978379619 -1.3795387996743753
0.7819352392134165 64.45443292315963 -2.2155021806648283 0.2258943877845787 0.2953878208621726 -1.0464087450078603 0.03232631350062524 0.2792117934708574 0.4219170891257931 0.0 0.0 -157.4069564483472 -1.129689243186413
0.7822545407796979 66.62037015725167 -2.8026942570186577 0.2191831095144754 0.2757360934980095 -1.0115609292126102 0.03587421352553827 0.28013219698758557 0.4277754614292699 0.0 0.0 -155.80474581210427 -1.1501995713430195
0.6680657333345907 79.72472182622766 -2.5839793425320416 0.23492574137555525 0.24804116495513617 -0.9285144150385973 0.03527579095445222 0.2533000538173261 0.437683470383896 0.0 0.0 -155.54957972867814 -1.1505250773556348
0.7459603078304282 73.21244947921146 -2.6090151243361497 0.22765730821442381 0.26770244600257387 -0.8962293374710111 0.03788545801182729 0.32465203229658407 0.3776545945345472 0.0 0.0 -155.1205173383881 -1.3148629714742257
0.8113556406123141 74.3583668501696 -2.7854688345871055 0.22813711050135677 0.2889007483126831 -0.9456275069857574 0.04033578174015984 0.25973500472446576 0.4257954597245201 0.0 0.0 -154.8891865151368 -1.3009658600796175
0.8321569626097376 65.91417825599073 -2.6943323456123247 0.22344686744605285 0.28396842936696653 -1.0199719338361002 0.036611826312982695 0.2993680930332208 0.16402263415079862 0.0 0.0 -154.51893107240326 -2.133778711322516
0.8383834554082403 72.25270301616003 -2.7043984164193002 0.2415905991052747 0.27653360537424465 -0.9848542704615104 0.04077391606441832 0.2614082363975835 0.34673374475896035 0.0 0.0 -154.3339466204981 -1.5001270026342768
0.711159508900086 69.12110029860698 -2.4435170814190834 0.2394897108749009 0.29545150102092854 -1.087324404319062 0.037933841221764644 0.2671832276249933 0.16179219963989247 0.0 0.0 -154.28325112098918 -2.0377311619223732
0.6901860888809082 78.49567545324591 -2.4787618124990978 0.21640150401085512 0.2847952952752887 -0.910550037800745 0.04082326432758186 0.23732548008593154 0.2933156625994897 0.0 0.0 -154.25924440358435 -1.5500563377144088
0.6802047031428782 68.35896578849123 -2.736076035488622 0.24582595839531757 0.250131216756189 -1.0542119270627874 0.03425782996412698 0.30720621865041103 0.3082899935466776 0.0 0.0 -154.07999984501527 -1.348937145267402
0.7719137672298244 75.90572487899102 -2.569163717081958 0.20661291801663087 0.26973060124374537 -0.9129433847605266 0.04169381369791415 0.2526681999247608 0.12173457934252056 0.0 0.0 -153.9880429307626 -2.495913526021549
0.7122344086761807 70.5666084922449 -2.8540371556342055 0.20800867559206618 0.2536447057338104 -0.9307084028788251 0.04015142768146627 0.26725609536548955 0.2902494300160263 0.0 0.0 -153.92718442647828 -1.4852244850384844
0.6164205838178067 72.79254541252197 -2.610391361690443 0.22236792773958158 0.2806891194283519 -0.9298932173679326 0.04180449845018502 0.24111232183964715 0.22436516131921416 0.0 0.0 -153.9127029133993 -1.6235927812387831
0.6204933612279615 66.47409712131936 -2.511896476731249 0.23002020896582426 0.2600447241625041 -1.0443376020027086 0.03455109071333019 0.275247993692393 0.17756163030328043 0.0 0.0 -153.83441231561505 -1.7701902851609985
0.6349764159320946 70.70656649965784 -2.5094360625334757 0.23677920319300771 0.2532741876797595 -0.9751694553569183 0.0361650813570197 0.2409199958809692 0.28993346942351 0.0 0.0 -153.75629958758776 -1.3734450925877413
0.704991294069995 72.35558518704246 -2.2283832933839864 0.22236079383961754 0.26762180356163506 -1.0047080493694005 0.03762886384525197 0.2578984288320552 0.1427820442213768 0.0 0.0 -153.7251854738334 -2.198779461136242
