luminosity_distance log10_mej_dyn vej_dyn Yedyn log10_mej_wind vej_wind Yewind inclination_EM timeshift em_syserr Ebv log_likelihood log_prior
70.0289333900894 -2.817309953065183 0.23240817551579857 0.2753292488175393 -0.9511427623129696 0.042739531853136614 0.27536888594838227 0.3994088120451289 0.0 0.6 0.0 -159.58382211731495 -0.4131408822664746
73.71936407186901 -2.702532502748173 0.23210769257662317 0.26616455111262494 -0.9095833499434218 0.03332907215450624 0.3043726121191665 0.32007396846954567 0.0 0.6 0.0 -154.37191556183237 -0.6763337767000284
73.34171344021539 -2.7240826707002728 0.2150068346771126 0.2762505659231358 -0.9054081210714353 0.040226915802594035 0.24861482490149436 0.24613139946648277 0.0 0.6 0.0 -154.18309007696885 -0.92686837612699
66.91189534122987 -2.563552427793002 0.23700124285814084 0.23647020736570978 -0.9494026925765324 0.03597061702177657 0.3335301198260511 0.1139460515186234 0.0 0.6 0.0 -153.92967585650783 -1.5973036856672558
69.34119616203816 -2.6626965166766694 0.2453285415688304 0.28700235792233697 -1.0354915550012416 0.03595909002268131 0.293666032210024 0.3155344194021086 0.0 0.6 0.0 -153.7171490382793 -0.6289076451651026
71.2793124281828 -2.545377179050635 0.2336601355608052 0.27782456524040183 -0.9163492805771134 0.03686505605673518 0.31205406697218346 0.4211490178279807 0.0 0.6 0.0 -153.44446594872517 -0.3808443960799601
66.18396257130362 -2.683372653957651 0.2434444326657888 0.28500023847422346 -1.0243062757573078 0.03818781824526742 0.29109041557939347 0.3065551167993608 0.0 0.6 0.0 -153.22157525421335 -0.6102397855856385
68.93478522299195 -2.447777475034635 0.2354862848960722 0.29945196332833063 -0.9892168717877587 0.036246680757762675 0.3148816660742275 0.2535253186939517 0.0 0.6 0.0 -153.15357063272998 -0.8359199245611026
81.08841798461009 -2.81023840614977 0.21365946798601004 0.23003042776942823 -0.9021075376327234 0.03372532208474997 0.2910072918988522 0.20587641997168146 0.0 0.6 0.0 -152.89782299735734 -1.2028253874165478
72.15769235737244 -2.8774631941364333 0.22842417010098223 0.2039438426680544 -0.9308550726779841 0.036197820162472534 0.26586161739211256 0.12236600845231525 0.0 0.6 0.0 -152.74952725273843 -1.601821235917572
73.51582629949934 -2.808554341954152 0.24061762435148154 0.25475045002490976 -0.9300011337200851 0.03656530491294685 0.276257679032083 0.5179234363611959 0.0 0.6 0.0 -152.73502615070697 -0.22027457181433263
69.10378278484892 -2.9141405691088034 0.2492865702440224 0.2535539870518572 -0.9342938117724942 0.03317198539191651 0.2790949380309115 0.5545824089237161 0.0 0.6 0.0 -152.72000409630775 -0.0966775045074475
73.43293957922367 -2.8905480739733536 0.20809446092010248 0.22374266889843036 -0.9877884959399705 0.036092070550070035 0.22740890911024692 0.17700844192192455 0.0 0.6 0.0 -152.70884314087158 -1.252889782853939
74.30532406987852 -2.8344191091630497 0.24522730410220941 0.239254172615585 -0.9921650588131712 0.03117428961930225 0.2808154265204602 0.3573188407728293 0.0 0.6 0.0 -152.67256787284228 -0.5784120171539233
73.68122900985598 -2.7989747860113208 0.2335213345872565 0.23272700196267235 -1.0053891138001887 0.03154362872637761 0.29319502725180113 0.24933681509139827 0.0 0.6 0.0 -152.64973394748375 -0.9188135933325021
79.59000981301007 -2.6034568385654713 0.23129090741189196 0.21599858385039308 -0.9356762758023442 0.03719899459690252 0.25840658060498684 0.14624855829716482 0.0 0.6 0.0 -152.6158384722718 -1.5226354131802318
79.21310250158201 -2.6103269997053307 0.24580413875891996 0.2585945252255092 -0.9260392485721305 0.03396724129575989 0.27372564106012476 0.38096293805953985 0.0 0.6 0.0 -152.53968166195676 -0.5812336717837598
73.99989884614496 -2.5205996875261363 0.24922395243423026 0.22445672057809485 -0.9612545298058544 0.0315669259494264 0.28633690185188837 0.2891287278432064 0.0 0.6 0.0 -152.47591650022213 -0.7786504560183305
71.26060827028675 -2.648033883343038 0.24784537842566062 0.2801551777309724 -1.0120727162844885 0.03670136577291932 0.25966567422622977 0.297947660612936 0.0 0.6 0.0 -152.4592672393373 -0.7117525010796362
76.6644211923428 -2.8033391428054117 0.24982397177512497 0.21477477308229598 -0.9694393517931914 0.035519167253804024 0.25308773401242 0.35812729474205485 0.0 0.6 0.0 -152.37408776039916 -0.6075043755657368
80.4628355756311 -2.65114043666947 0.2392606572981964 0.2674009165323471 -0.9146167189521259 0.03445547079110633 0.2960135552772576 0.38462101823805367 0.0 0.6 0.0 -152.1945766005434 -0.5878023582299767
61.60478461200342 -2.8147125649750917 0.24407853774985488 0.24209516116891816 -1.0946809020920818 0.03844619449324161 0.2321826449467256 0.24876859063157383 0.0 0.6 0.0 -152.11595819647957 -0.7420392361354924
