

    0.627111513170808548E-03    0.963769175942556160E+02   -0.226568113126457193E+01    0.120200380319284025E+00    0.208472506269059527E+00   -0.107877460509199929E+01    0.300017268993106115E-01    0.340492265835053709E+00    0.450589499234153195E+02
    0.623288858093239313E-03    0.963759011787106772E+02   -0.293360735045051513E+01    0.122692769223152712E+00    0.298331304355180182E+00   -0.115450940842113869E+01    0.342031058598940563E-01    0.344839845338960171E+00    0.442541485689389091E+02
    0.626037410507673938E-03    0.963538560205451802E+02   -0.284143756916693935E+01    0.154328860387566685E+00    0.263062773797453020E+00   -0.981019155890408889E+00    0.308194022127270262E-01    0.415406280485989710E+00    0.477009099457832164E+02
    0.626725844198934676E-03    0.963384128585906865E+02   -0.284379714134995387E+01    0.133242831531781958E+00    0.288282348828386326E+00   -0.107354432170041458E+01    0.314711817214620854E-01    0.364199376253872609E+00    0.452244367956978550E+02
    0.653671441444378322E-03    0.962409765311217740E+02   -0.288917549636447779E+01    0.130517049195849860E+00    0.283292047450224183E+00   -0.111062279746857606E+01    0.325350530870986976E-01    0.369684039394461428E+00    0.433454365773582353E+02
    0.680124921834107362E-03    0.961483882024703576E+02   -0.269775757724405141E+01    0.130604859037950882E+00    0.273798743104880782E+00   -0.117563354779172879E+01    0.306756860854354996E-01    0.382151121435899521E+00    0.423371270053669235E+02
    0.680815100495615823E-03    0.961331146340532001E+02   -0.261582474322831882E+01    0.132838556106672501E+00    0.240605979196002018E+00   -0.112241371960863034E+01    0.317688693310815770E-01    0.400925704974868846E+00    0.459966521280201164E+02
    0.679464545537303549E-03    0.961238410061028503E+02   -0.271200822623688254E+01    0.120625094334149086E+00    0.235560826656895844E+00   -0.106641973348389185E+01    0.310418777162609939E-01    0.336665915506446645E+00    0.436557368085983342E+02
    0.684164005802723554E-03    0.960968107559941132E+02   -0.268997957511507790E+01    0.139148511516865692E+00    0.282302337645262358E+00   -0.117991019668247565E+01    0.323932718207987705E-01    0.404495670333569646E+00    0.464492232486770575E+02
    0.684894738311305883E-03    0.960814307302638326E+02   -0.206096176292191435E+01    0.137882529580045959E+00    0.185859443621990916E+00   -0.102077968751991977E+01    0.303559493551799169E-01    0.407770611674116046E+00    0.472792452877939269E+02
    0.701237211159693309E-03    0.960210235777318530E+02   -0.292787011023155630E+01    0.124148810827004061E+00    0.181465431312423264E+00   -0.102148047763721883E+01    0.319466718610936160E-01    0.395968760922049967E+00    0.429622098197663576E+02
    0.700428568578587759E-03    0.960100862064956004E+02   -0.255325511686440842E+01    0.139832274783630334E+00    0.170507406152061752E+00   -0.922500760861261204E+00    0.310862206792987712E-01    0.408455145040680312E+00    0.460871170426464545E+02
    0.697905673876819330E-03    0.960040580386006894E+02   -0.241406064721205027E+01    0.138542657749986642E+00    0.185715139679001162E+00   -0.991615187975734669E+00    0.307673304694338901E-01    0.410852126640886994E+00    0.461049989776340396E+02
    0.694603718981252156E-03    0.960002979284657840E+02   -0.253636812784850374E+01    0.149454156756969991E+00    0.221129646547776587E+00   -0.981676393689936644E+00    0.300151301020749710E-01    0.418409243113538887E+00    0.463279516194081253E+02
    0.692711970069726088E-03    0.959925073138362421E+02   -0.226967339292806258E+01    0.129466933674591167E+00    0.160198447324313764E+00   -0.965685137817602790E+00    0.321611471945113525E-01    0.363120829361243458E+00    0.460808097261470522E+02
    0.744353963739882935E-03    0.958354574922769444E+02   -0.293397529555547454E+01    0.141899651609322108E+00    0.200596337788038981E+00   -0.920235281907368474E+00    0.316915821868377218E-01    0.402965987627331712E+00    0.462466656815286896E+02
    0.743911281206526584E-03    0.958234022539215005E+02   -0.289972943612101508E+01    0.137807712801170046E+00    0.257048544820526970E+00   -0.101336007842839937E+01    0.315045748399147355E-01    0.390574730633541811E+00    0.454053588224498199E+02
    0.751573445337941717E-03    0.957896629127310320E+02   -0.277961660510412623E+01    0.129207035629823497E+00    0.168866887373284896E+00   -0.942810460624541102E+00    0.308073143325301585E-01    0.409766366086670275E+00    0.431833740323294251E+02
