2023-02-25T07:12:00.000 ps1::g 18.194477226199314 0.05
2023-02-25T09:36:00.000 ps1::g 17.83195247182665 0.05
2023-03-01T04:48:00.000 ps1::g 19.902754301232374 0.05
2023-03-02T09:36:00.000 ps1::g 20.4180210112182 0.05
2023-03-02T16:48:00.000 ps1::g 20.3513549829405 0.05
2023-03-03T00:00:00.000 ps1::g 20.578222155255418 0.05
2023-03-03T14:24:00.000 ps1::g 20.885873949263512 0.05
2023-03-04T02:24:00.000 ps1::g 20.895777911787572 0.05
2023-03-06T09:36:00.000 ps1::g 21.766142312491233 0.05
2023-03-07T02:24:00.000 ps1::g 22.08499603046007 0.05
2023-03-07T16:48:00.000 ps1::g 22.398997451537966 0.05
2023-03-07T19:12:00.000 ps1::g 22.312770491905567 0.05
2023-03-09T00:00:00.000 ps1::g 23.081249863198344 0.05
2023-03-11T09:36:00.000 ps1::g 23.994972681793058 0.05
2023-02-25T07:12:00.000 ps1::r 19.860649307823685 0.05
2023-02-28T16:48:00.000 ps1::r 18.796249481176375 0.05
2023-03-01T02:24:00.000 ps1::r 19.158012716074566 0.05
2023-03-01T09:36:00.000 ps1::r 19.32315830780083 0.05
2023-03-02T07:12:00.000 ps1::r 19.668216519080218 0.05
2023-03-02T19:12:00.000 ps1::r 19.752225405836896 0.05
2023-03-03T02:24:00.000 ps1::r 19.852247063711033 0.05
2023-03-03T19:12:00.000 ps1::r 19.966973375809566 0.05
2023-03-05T14:24:00.000 ps1::r 20.395286470200734 0.05
2023-03-06T07:12:00.000 ps1::r 20.597082062681814 0.05
2023-03-06T16:48:00.000 ps1::r 20.77694741365945 0.05
2023-03-07T02:24:00.000 ps1::r 20.84764579390889 0.05
2023-03-08T21:36:00.000 ps1::r 21.586136684734722 0.05
2023-03-09T04:48:00.000 ps1::r 21.641045951317032 0.05
2023-03-11T21:36:00.000 ps1::r 22.998252833907706 0.05
2023-02-26T21:36:00.000 ps1::i 14.489095601054519 0.05
2023-02-27T07:12:00.000 ps1::i 15.206531323564711 0.05
2023-02-27T14:24:00.000 ps1::i 15.802111710208468 0.05
2023-02-27T21:36:00.000 ps1::i 16.13162830269624 0.05
2023-02-28T16:48:00.000 ps1::i 16.958845876812447 0.05
2023-03-01T12:00:00.000 ps1::i 17.9060353679385 0.05
2023-03-02T07:12:00.000 ps1::i 18.40129577315165 0.05
2023-03-02T14:24:00.000 ps1::i 18.446729723771035 0.05
2023-03-03T14:24:00.000 ps1::i 19.165720629149416 0.05
2023-03-05T09:36:00.000 ps1::i 19.886743389609755 0.05
2023-03-05T12:00:00.000 ps1::i 20.000654173173178 0.05
2023-03-05T14:24:00.000 ps1::i 20.098687885692797 0.05
2023-03-07T14:24:00.000 ps1::i 20.98395653753716 0.05
2023-03-09T12:00:00.000 ps1::i 21.820158511337837 0.05
2023-03-10T16:48:00.000 ps1::i 22.359912061178 0.05
2023-02-27T02:24:00.000 ps1::z 16.8310533079957 0.05
2023-02-27T04:48:00.000 ps1::z 16.89428693371109 0.05
2023-02-27T07:12:00.000 ps1::z 16.954464052348584 0.05
2023-02-28T07:12:00.000 ps1::z 17.652281515558244 0.05
2023-03-01T09:36:00.000 ps1::z 18.03967796762659 0.05
2023-03-02T04:48:00.000 ps1::z 18.196696558479516 0.05
2023-03-03T02:24:00.000 ps1::z 18.375981667369807 0.05
2023-03-03T21:36:00.000 ps1::z 18.49757073911826 0.05
2023-03-05T09:36:00.000 ps1::z 18.78870599909169 0.05
2023-03-06T00:00:00.000 ps1::z 18.964458716646302 0.05
2023-03-09T09:36:00.000 ps1::z 19.8791982216595 0.05
2023-03-09T21:36:00.000 ps1::z 19.974165839476388 0.05
