ps1__g,ps1__r,ps1__i,ps1__z,ps1__y
21.52482071661454,21.47730911537129,18.751292673950175,21.212603598290173,24.951889223744296
20.079779478713526,20.09503629338777,18.41048799156017,20.277526476062867,22.104018774579522
18.575825380638328,18.6629893782427,17.557749878745902,19.255183051318348,19.27118474017616
18.32841613003366,18.20921801666878,17.391576004006104,18.790880705880923,18.69518355426238
18.07491264269261,17.774708607991524,16.831142200058146,18.2968347797258,18.19243326550331
18.040288368972185,17.637138856470017,16.762716871470776,18.114705648736756,17.96997985956771
18.004710308634913,17.51394581806987,16.486192716859833,17.90843125894765,17.762191550332126
18.032149764747324,17.467369202144404,16.36892756503263,17.816862720307512,17.643529097094614
18.04800707727214,17.422229869123484,16.241344282457774,17.719542086609245,17.53284346050404
18.104669313594428,17.434813679716264,16.113507366004146,17.77588443837815,17.502331555392704
18.165142009817753,17.447460749997546,15.985808089667163,17.838711027829703,17.480769424458494
18.225410620535634,17.465545695566185,15.963663204359719,17.859485120963853,17.407791183808392
18.28565617923045,17.47847846762275,15.940467278264336,17.875595725123837,17.32981986575158
18.30500758979702,17.47392797293199,15.941965338390517,17.68243609083936,17.25472001875427
18.3187855951003,17.467093563549305,15.93434454481265,17.455698139361637,17.179997368183763
18.354556996612395,17.493558945866504,15.979317015626137,17.333144414374438,17.13258007159987
18.393861063825504,17.525373071546127,16.033039906830087,17.224852791141338,17.089998358607083
18.46761427635522,17.575805542361046,16.11769300277342,17.168685011734254,17.07203701149878
18.547775872174583,17.62857412609236,16.208099873023077,17.119760342358486,17.059081122053477
18.638487337804108,17.69892790480076,16.29497194776993,17.106889669159237,17.074081768989927
18.731441301051216,17.77094732573761,16.381092660591342,17.101790074570875,17.095213422525823
18.8293021912121,17.864388291501307,16.47780520891728,17.1327192569455,17.117740463963628
18.928342282360152,17.963092427509448,16.57706311875,17.17230664232742,17.14079402776705
19.04155709445416,18.064926212967485,16.694018108932177,17.22038303503816,17.18190984994508
19.158590087565372,18.16760301806348,16.81574008228868,17.270746073585627,17.227877133257053
19.27271699276381,18.277842609361564,16.945924321004522,17.323851041916903,17.276588583725804
19.38597262053095,18.390349607955443,17.078645640857125,17.37756787046048,17.32644951904107
19.489976015973532,18.49279386048927,17.15231761569623,17.438671658051742,17.38095335510873
19.590909955081408,18.59189976628091,17.206399789960273,17.500197119829526,17.43738354127429
19.695381267978174,18.690382056420155,17.32154332657312,17.566303811807998,17.492032146621895
19.793047392158453,18.78863653698258,17.458992850957664,17.634345020117372,17.546640627939446
19.889974881957123,18.879683706133633,17.55591483025706,17.70299819128349,17.598134716280704
19.96934982123418,18.967843697700573,17.63660187630179,17.771896508710334,17.64827938244862
20.043634186049708,19.049429195092348,17.736325670486586,17.840104893120294,17.709732859967644
20.11908241894026,19.125424714965973,17.844382763260214,17.902317577619442,17.776525642414516
20.191248149526587,19.20184034576836,17.898259357461512,17.96422836466632,17.824077350548773
20.261848352138685,19.27904754148149,17.926295577974862,18.02169575792631,17.862367611962405
20.343540881870343,19.35718382645389,18.018594740013988,18.087028109270125,17.910694622694415
20.430982676736292,19.432222534168496,18.144202033445104,18.157865168112266,17.964223781929235
20.498036812012078,19.4995834810668,18.256368985210965,18.219763154770177,18.010425657224456
20.553631566540464,19.558597324037798,18.34961076498879,18.275677073061143,18.052509054077515
20.625288739215467,19.619371940913247,18.434047489740237,18.3380365279803,18.089916623733835
20.702671655839477,19.681446871405292,18.51717355389173,18.40186446677174,18.124479249648836
20.77279301849255,19.742656078076998,18.607569845145882,18.447061775502803,18.167104207568087
20.839822826112695,19.802661204075577,18.6787871167575,18.479362692335968,18.21503123536036
20.900687891510273,19.857203094691677,18.73194748123536,18.524535715650416,18.25501836710114
20.94819622599133,19.905802312995526,18.783913019687816,18.57972382636994,18.289368666711212
21.010254281277255,19.959903122236984,18.849556748934898,18.63154782027818,18.32868072067062
21.066944796693242,20.013074133654168,18.92567317024507,18.679486490416064,18.371791736508357
21.130019681044516,20.071511632169987,19.00338722799939,18.729155944108953,18.41432008602662
21.2116244364951,20.13003774468222,19.08241951565148,18.778728946129377,18.45655713325675
21.288419046378337,20.18932561646544,19.14430478822044,18.83026667039092,18.49639044379557
21.36161604043918,20.252556036967395,19.190951147918,18.881408227272736,18.53412628024372
21.425086901728825,20.308967490856425,19.22671517661079,18.925037934078112,18.568303592666588
21.479250599575295,20.358009008891152,19.252065648786648,18.964970738928436,18.599463256377092
21.533309686116766,20.40578704019905,19.32876552287581,18.995710610635562,18.63046675965554
21.58060744427153,20.453090807572853,19.444264938849187,19.016979593586036,18.661276601482662
21.63936540019263,20.5009482438224,19.540143936972388,19.054847010009624,18.69780742888976
21.715738867353124,20.54888668141927,19.618614130058596,19.11112632286688,18.74005716674421
21.787426564552504,20.601740617646918,19.680405713669415,19.158259216149045,18.777950179526286
21.8554928427386,20.662032577078286,19.735065133532196,19.194465115209276,18.810638323965982
21.922999691954566,20.718640876847594,19.803174019718767,19.231559079952625,18.84672582954523
21.99318721180139,20.7731120717066,19.87842906380765,19.26902698254112,18.887599104477605
22.06264370814031,20.82973016516159,19.935650794303914,19.306882742503674,18.922976590390412
22.128304320342362,20.888929251456663,19.9770452813967,19.345968054899508,18.950221196626806
22.19772745771453,20.93912046814664,20.019372439802453,19.385366443601896,18.977836530880722
22.261137782121843,20.988064595072892,20.071995860069848,19.420443539510472,19.005553474665106
22.304397189685382,21.031206220301527,20.091658070615996,19.453741747895016,19.037531189569176
22.358999273246674,21.0733020082493,20.15609464249426,19.494164913960134,19.07644025083463
22.42166598288965,21.12110722327727,20.227227139520384,19.526307005254107,19.11171446553466
22.490714257539338,21.185938962206535,20.280609063696275,19.56187444096448,19.139956219404112
22.556431625701656,21.245716502833616,20.31383163428515,19.599792320794585,19.169917794678568
22.638875518056494,21.297123993858214,20.399632914950402,19.641338444436997,19.202880900129127
22.706318625006748,21.346009918553257,20.46037720738753,19.676195339023614,19.236141458302917
22.76946130329899,21.38855896769167,20.504677695145034,19.699742098792477,19.26896615055962
22.82044327539779,21.43544354382913,20.540144380939047,19.724343786123985,19.30208446729567
22.885540511891172,21.49708434695397,20.599150210299605,19.75564488643233,19.3343339709976
22.936784460095065,21.546863088666633,20.655254379082727,19.78722737576186,19.364837643529093
23.027843647886353,21.589847190432195,20.73556961530012,19.818198086443026,19.39121706546101
23.096289809283476,21.63753174108287,20.773303662297877,19.845338608517828,19.422233940752253
23.174255452283205,21.69924445934517,20.78966364452255,19.873702541910223,19.46462171464207
23.252626446320985,21.75750446018114,20.81483690356147,19.899550543689955,19.504359217113095
23.326253424558214,21.80673552162076,20.890324646756852,19.93787963110055,19.536257923736372
23.384641538682185,21.855332587051773,20.895378124316302,19.975983099580453,19.567033771582615
23.44727239329227,21.9079599086197,20.975822350437788,20.012322292981803,19.5941383881553
23.496088703794534,21.960466716815553,21.049103521641626,20.04368234639405,19.621802029435393
23.56883446286433,22.013951773808998,21.09369060900056,20.069626672326166,19.651537902726474
23.631060579907675,22.060433927405363,21.13618539533319,20.09622969633843,19.682098443001266
23.722133364436267,22.11995551554685,21.194610296183342,20.12819027936976,19.715383102764456
23.786827454627073,22.175779962485617,21.2075478961206,20.159496145490863,19.748568443715975
23.84155606386897,22.22218831721656,21.325253637225885,20.18650619475192,19.781466857251324
23.876254654967724,22.266648989218375,21.32735132529096,20.20919631766231,19.81465187750483
23.98067436169916,22.323635214409833,21.371093438605346,20.240425475907546,19.845005892307363
24.03124208427407,22.37163044229378,21.392991788917687,20.26381064464459,19.875125279104232
24.10829641347491,22.43585321772952,21.473662290861334,20.302999878826434,19.90382645221493
24.157803592317407,22.488010750505325,21.48608145212342,20.33374613054778,19.93330826997385
24.240017786761072,22.546198688604214,21.55817484219172,20.365403452474677,19.968334830316493
24.321719928508188,22.59931700692877,21.629366458959353,20.38732439766266,20.00288474305996
24.398039598547733,22.64298683861408,21.68983294694597,20.411852337408618,20.033082785014017
24.464261070857106,22.687419640526556,21.724525300844427,20.43750559008346,20.06374295337072
24.52237453207256,22.73838751611616,21.783807962222077,20.474579115296404,20.09897589320351
24.548241885486178,22.77256945481936,21.774952450901125,20.50646151261716,20.1346192565188
24.638774608071472,22.822688962791215,21.866770700939018,20.539648004264272,20.164342384085238
24.67106674752855,22.85576631301338,21.85222847311211,20.558292775539357,20.194940426405545
24.764059325698973,22.921408463269437,21.931447319740016,20.597104668782745,20.225770771697995
24.822154975519986,22.967510619390424,21.929904341234504,20.627425341690813,20.257104976843912
24.905926456214928,23.03546980400933,22.05076752474023,20.65362855955741,20.28313299669012
24.952284988155007,23.088455461175926,22.027772597363622,20.679923942024068,20.30920570918963
25.061902979688035,23.139620558481084,22.172317818125812,20.713318586636618,20.338729195837303
25.106958967342692,23.190578417251785,22.167217572337442,20.742028825985482,20.36827215258466
25.15100034452293,23.236392163635784,22.23948409789771,20.778193427052106,20.401137733322322
25.167371236015832,23.275210623033125,22.25639568616254,20.800370915883036,20.43404149749835
25.296581323323608,23.326102356051283,22.33547453954329,20.832900362817917,20.46485073688784
25.34342509306709,23.368951767807363,22.35472357929882,20.859943598586522,20.49560820258561
25.46207968726093,23.42838415697551,22.37697390111663,20.891356592067115,20.526007894715505
25.526450324463525,23.48225610547447,22.398638110872383,20.92297270035532,20.556651064210634
25.626684176211615,23.538102658897774,22.44974912384726,20.966326670719045,20.58745435662926
25.671601529717645,23.583271322975417,22.391072897212972,20.999130613731616,20.618267134586127
25.722589838943538,23.63882389851982,22.443595524458466,21.0345651947611,20.644282160198898
25.76444367489077,23.67857019845766,22.49471689786109,21.062740465133757,20.67047056596013
25.80263309724153,23.73138867056052,22.59406366491997,21.09140909115376,20.699883334266147
25.80349380751009,23.776797412476952,22.599161969969362,21.119100092372562,20.730320321378287
25.913252697726545,23.823579333207146,22.644989176050316,21.154143488310986,20.754947112334946
25.90858245727504,23.86241007593727,22.64597925236305,21.187875715821612,20.778797882556557
26.068215264177613,23.90327843639211,22.761165593599166,21.220924103414227,20.80142988984911
26.05572559037165,23.935926756852957,22.81450868233732,21.252142097967862,20.824356972867058
26.22351740541822,23.99717709081616,22.883481174331596,21.28622930490411,20.851032024900768
26.172118801779632,24.038441051902993,22.920372370140925,21.315563319049698,20.878370823341854
26.32730423297417,24.099570325869045,22.979982888890135,21.353670801963908,20.90392010777784
26.373945633058362,24.14335677216884,23.012773017467993,21.384072560155033,20.929178354565934
26.443385062015423,24.186472715162743,23.0780167626251,21.410508842103738,20.9583484341605
26.49145292841596,24.230597997368477,23.10931358785398,21.436519182906956,20.988480028497985
26.570856800164236,24.27048883001686,23.146638188741413,21.47194292755943,21.012044878061605
26.598237505961603,24.282504625397316,23.139396991206553,21.5072531100554,21.033875287995578
26.64003753919633,24.341318794045563,23.189753477060897,21.53750131100769,21.056802093480044
26.653350982374498,24.383434352184167,23.24203834807837,21.564362759716452,21.080170422504118
26.744752291372635,24.436291525490844,23.290254818912494,21.596487636742488,21.10330929898055
26.803280349091523,24.4709786204019,23.316038286054738,21.630229176262006,21.126477963691634
26.86413864122445,24.52571758070743,23.359835122338836,21.66065546866013,21.15087787339026
26.830465204577425,24.546043552208253,23.38734527319326,21.689629018512925,21.176102769983842
26.921815113744646,24.60549174036084,23.454171556830083,21.718260216001926,21.19587509900004
26.972701059175222,24.64570183181605,23.481296296391385,21.746801263607257,21.2136221505855
27.091291341047224,24.697407767408706,23.52913653114074,21.782687008839666,21.23525555517076
27.136820779968424,24.72858836212897,23.539509946479516,21.818395566449645,21.25906904900205
27.219727569389626,24.777689999880785,23.57149945842834,21.84698345088107,21.28454369258086
27.231042528699763,24.81886572374148,23.57837233290735,21.87293448452637,21.310684024580965
27.238220322551882,24.870876205472634,23.631303033027383,21.904250958017794,21.333991669991928
27.255961613260446,24.922539741673567,23.67581853607308,21.93270698498467,21.356058364518038
27.34682653621793,24.963461018847337,23.75290157304959,21.961177840196864,21.3766525978727
