2massj,2massh,2massks
16.51684742527525,22.32454329189425,23.877386225471124
17.537340161428645,21.45569490116441,22.2825879905078
17.79372347602456,20.584741878380445,20.65344202448508
17.756208466805333,20.300907896117153,20.00565014190233
17.353678837656943,19.49247695127641,19.349521087692523
17.26177760699342,19.227238255745075,19.076685182036623
16.816316524702383,18.976894853747474,18.816747849499645
16.710164932602023,18.825340789804812,18.79799593951725
16.477432031333972,18.67517405775967,18.79025288615274
16.349411028122244,18.439996427120832,18.627342443191907
16.231965671392043,18.19577703374658,18.4319215105045
16.20156723797209,18.02176389270087,18.138046776162046
16.00530890128699,17.85294798965304,17.82387261798814
16.0732670327544,17.70127058032267,17.619603415997766
16.027594082091344,17.548677435990612,17.421174229374905
15.96190052988306,17.40431416643267,17.352511840300608
15.872182103136833,17.261351389955546,17.3014269834605
15.965586010847336,17.17323799193896,17.272829049075618
16.093842703064634,17.089882434722334,17.24345711965615
16.129796903066953,17.055573376284265,17.2460054891217
16.14613113404458,17.02744724205816,17.251930842658773
16.214955583059982,17.020019676043912,17.253153837879015
16.296394142294428,17.01354180302988,17.24953041507245
16.331001748701436,17.024347370122353,17.282422810620673
16.352994711350373,17.04010126195614,17.319382217187805
16.408807167543454,17.05860292879848,17.35201910367746
16.474759083500825,17.077928409105212,17.381445993918412
16.52866954324318,17.113045070525562,17.418435260320024
16.578585213105445,17.15278705612282,17.45509522486396
16.660839187431424,17.203524141459326,17.48637398689924
16.754906488486082,17.25813545842346,17.513064962934408
16.781320950137466,17.309397990201965,17.549452075014457
16.780634354226816,17.35867785624533,17.58521484900421
16.878153833138423,17.41647550889501,17.63153816458877
16.981484786389313,17.476482355137613,17.683128466404433
17.045235090972948,17.529369984479928,17.71972566374336
17.098212734678476,17.57922045048824,17.745326724479952
17.142978179180353,17.632897582124055,17.7821422003585
17.18003825209579,17.685815895632796,17.82544752883863
17.25930717222823,17.740526349262353,17.85444926466936
17.348603199948307,17.795235966020773,17.875191517315773
17.41168944793276,17.849447421629407,17.914575971475493
17.453015986241542,17.903744070934945,17.96104895510719
17.50209116404767,17.953713289851365,18.001375557017457
17.538148396335608,18.000326928114916,18.039477369621537
17.594539709150347,18.048645827226387,18.077369910573733
17.643984257310148,18.097875097615997,18.11511388167517
17.68271730949303,18.14753619190059,18.153848976504108
17.73154230569484,18.196654724172156,18.190607381200287
17.788727996208053,18.247635979943546,18.224701857719328
17.85281220061517,18.300761958377723,18.255747519906215
17.915967348004664,18.352154485658158,18.286845933533133
17.97387617350264,18.402149239421533,18.320004229091445
18.03558552871346,18.44802270574774,18.353883728400604
18.09417326088707,18.489952415940202,18.388453364410843
18.129640160469137,18.531051948117604,18.419187500803787
18.146030591724152,18.571296201190243,18.44597016821118
18.170810462882095,18.614047352107633,18.479829879156018
18.2122014725459,18.658992409379692,18.521141299124942
18.26567860423347,18.698794190272366,18.559815223080392
18.32458527532771,18.73269493003278,18.595225212216988
18.378356664369306,18.769768724745383,18.627257119155495
18.43626249726345,18.811826861105878,18.65569546281113
18.490530014077265,18.84905585098318,18.685909543575946
18.54301460886977,18.879046687568824,18.719145479691466
18.573179303990422,18.91028087659606,18.75232777648671
18.57742195691818,18.944022457047417,18.785429711669412
18.595049776356515,18.976162405434497,18.816596395847206
18.634346993406048,19.00699691175825,18.8446155602497
18.690580915206645,19.03589074705856,18.873651065767554
18.772348236525847,19.06138472314529,18.90450992881804
18.831245865156127,19.088676065125057,18.935690141479107
18.857119646903094,19.119059297413017,18.96748063397383
18.88002112374908,19.149254935580316,18.99871223801459
18.91280278268507,19.179809804416124,19.02848180020995
18.95043379694238,19.207681807528978,19.057253972443952
18.99895870161529,19.232264389516452,19.08527974608611
19.040586270557483,19.25648159577257,19.113417742953242
19.06529235825272,19.27969257312122,19.141831061085153
19.08904873404802,19.30348605670411,19.169217239689637
19.110251932942543,19.329500925848887,19.193842087288925
19.14759425440051,19.353833733615808,19.219487616503166
19.229827401918016,19.37404678783813,19.248152049648713
19.30123919038015,19.394570139170035,19.278883474060848
19.364259688031435,19.416108019199672,19.3163730083398
19.40814809159,19.437393526906156,19.350385834588565
19.406434020886113,19.457761742342132,19.371761944722582
19.418398141112355,19.478260251223453,19.39459951418059
19.48600668685468,19.49928880855575,19.42338246522553
19.53543187885567,19.520061984435742,19.45134721448334
19.50137764782906,19.539662709040044,19.4755556152654
19.485275892847522,19.55955622235887,19.50005935657542
19.56314000936115,19.580982234406846,19.526108953177406
19.636124281070003,19.60082394645235,19.552516486078453
19.679612232981658,19.61108932535668,19.580994473005717
19.720880749439424,19.62264096822368,19.608479211411
19.746397813895786,19.643321295159225,19.63315199687539
19.776620066695806,19.664252905482556,19.657580479398504
19.84692749475223,19.68732528848126,19.685220493881605
19.91316152365117,19.70962486687171,19.712376672348377
19.936430122934883,19.723773051127008,19.73442944172085
19.95885388868281,19.738403494398376,19.75642371399352
19.969724706841575,19.759628743511435,19.777618048882623
19.980323666479443,19.780346594029304,19.79867593536318
19.98572354045171,19.791360835646763,19.81712435070175
19.99275676789675,19.802675057068143,19.835718017813193
20.050442793301443,19.823292112599173,19.858816165324715
20.107588472298914,19.843815681697436,19.881943286093495
20.12301418862063,19.8571211950561,19.90730742221997
20.13843990494234,19.870426708414765,19.932671558346442
20.2006977456866,19.886772888859404,19.9500154789386
20.23497068724113,19.90313639728386,19.967313694384814
20.25101776951666,19.91792472730653,19.986975947884858
20.266624952927224,19.932421638970858,20.006696628946045
20.30696560504396,19.951569519325428,20.024993787404966
20.321212636778956,19.970676922469707,20.043227649540768
20.36978701868871,19.986458528368196,20.06378032839486
20.38612420362317,20.002024869269658,20.08448370764805
20.4218865826075,20.019220072128753,20.100477557305958
20.425672913792663,20.036555908916824,20.113614491167382
20.453152044725996,20.05463354453069,20.128886741908588
20.483561279088107,20.072791710357233,20.144416696514934
20.516234664791938,20.085037551616235,20.156923424675018
20.549206263663066,20.093916270161593,20.16903196128429
20.56319516917219,20.111323785663522,20.181605013937286
20.574225652755626,20.128255374666928,20.194250460661156
20.63345709860315,20.145287768344605,20.20854567168214
20.655157509127072,20.162395179479667,20.223139552781532
20.682680249086708,20.177527131067635,20.23326495423004
20.713271460427624,20.192249470976016,20.24246381610061
20.757320694546788,20.205367883955688,20.254840070698297
20.80453069641341,20.218109596688294,20.267463416151926
20.832766051647624,20.23104500684909,20.27964924019565
20.850183302738703,20.2436910032064,20.290137149007904
20.884092040181752,20.259580131005308,20.295405869849006
20.923322354376317,20.27611758774667,20.299273278853995
20.97439534948147,20.289002025212724,20.313050234524134
21.012699963113903,20.300406583879205,20.33005244263463
21.033192753087246,20.317094993137427,20.33877921300693
21.04933492235114,20.333503817557585,20.34453757726134
21.073226367220066,20.34764848245698,20.35592136198639
21.08060682755212,20.35999622501388,20.368249858795085
21.118098695852492,20.37451510948623,20.376489659554373
21.172018535085623,20.38928617443065,20.381958014348292
21.207538037047932,20.400558522586735,20.390179484921088
21.23442397763071,20.410203921455242,20.399953580671156
21.2572707425158,20.42161540283798,20.409406978357655
21.275976243616547,20.43397163131572,20.418696772625772
21.29520336953998,20.44579704854025,20.424002531609982
