    0.464059290976272365E+02   -0.223038737880532567E+01   -0.100438124722990851E+01    0.107738236470949689E+01    0.451874649082031894E+02    0.423782755101442879E-01   -0.172543855985177004E+03
    0.359506046789008309E+02   -0.232327564119504171E+01   -0.103743394821862678E+01    0.128001852462771581E+01    0.406945745428588168E+02    0.129122687775745371E+00   -0.171757673217351112E+03
    0.480761848085421875E+02   -0.227222158691167087E+01   -0.104561696680427318E+01    0.932244775889774058E+00    0.463756996529836059E+02    0.392604771471952510E-01   -0.171630034329362701E+03
    0.365264671542393700E+02   -0.222497041353051728E+01   -0.105900579435441777E+01    0.137792168214394994E+01    0.387243036277582746E+02    0.264723620013711580E+00   -0.170614643634559201E+03
    0.322530195968846840E+02   -0.218194541452729629E+01   -0.103929103961809144E+01    0.136852982600163742E+01    0.403567916951217498E+02    0.198741180977520887E+00   -0.170434598057821972E+03
    0.443835266439158644E+02   -0.226939464842173955E+01   -0.101402696865912567E+01    0.112538823374739971E+01    0.433803853109001381E+02    0.236147495373761118E+00   -0.170182539869373443E+03
    0.356148464234841384E+02   -0.222473718453862634E+01   -0.101991869593978635E+01    0.131755032315333609E+01    0.399869209545505555E+02    0.504856615469837858E-01   -0.170162140812200732E+03
    0.444731967624387892E+02   -0.230933204082066368E+01   -0.101422160423119423E+01    0.102717938561362132E+01    0.469692430525997509E+02    0.281744445382819952E-01   -0.170022592314409593E+03
    0.329122031403427258E+02   -0.225343977536145212E+01   -0.999951505773885252E+00    0.129550659100038845E+01    0.440788742699596554E+02    0.165111234747185170E+00   -0.169934475326763248E+03
    0.469986819019097695E+02   -0.231032650127522743E+01   -0.106421081623924696E+01    0.100070604958834752E+01    0.461173542820908011E+02    0.106241913400918056E+00   -0.169920946642951151E+03
    0.427164571616063142E+02   -0.227006724867501131E+01   -0.104218561644329100E+01    0.122673867403052350E+01    0.417319979831519063E+02    0.190821891075807770E+00   -0.169895198362365164E+03
    0.358591399484249109E+02   -0.221752866478956712E+01   -0.100718413226989290E+01    0.127670802914061010E+01    0.414289016339912166E+02    0.106330890668262734E+00   -0.169833233724108510E+03
    0.344969288655781980E+02   -0.222002295054981857E+01   -0.101828567612389120E+01    0.137001905382740419E+01    0.417121128195545836E+02    0.176283894016839721E+00   -0.169812022379463258E+03
    0.369834249197305667E+02   -0.219460629666108575E+01   -0.997199334437929075E+00    0.122861767697199409E+01    0.442350239433529495E+02    0.236730270445864033E+00   -0.169791750778039159E+03
    0.371723483397736914E+02   -0.217932569806244558E+01   -0.104073128230015000E+01    0.129020102321587982E+01    0.402195577412103518E+02    0.286070481544429100E+00   -0.169764136557708582E+03
    0.330735411522762277E+02   -0.227495537890848754E+01   -0.106475299999533002E+01    0.135491946590719192E+01    0.390562803417229745E+02    0.130801287696446361E+00   -0.169746560786823380E+03
    0.436921693106727105E+02   -0.226975972618356581E+01   -0.107683803778739229E+01    0.106124907972973381E+01    0.443747045121233512E+02    0.287878118032513952E+00   -0.169595798797118363E+03
    0.363061498178502973E+02   -0.223364171869609818E+01   -0.109492193457203646E+01    0.134740275261719766E+01    0.370412746242314412E+02    0.214690764771501980E+00   -0.169538968517249344E+03
    0.351260262979730271E+02   -0.225514804381451484E+01   -0.110819123831276078E+01    0.139539238162879009E+01    0.371255171849512351E+02    0.245530543204060897E+00   -0.169512334953416683E+03
    0.439672606399147128E+02   -0.233434337167622452E+01   -0.103688480347250711E+01    0.113320045391383539E+01    0.423338733565606091E+02    0.182508356013529133E+00   -0.169508531416124157E+03
    0.338333050008283465E+02   -0.229221763225573039E+01   -0.101102350996819390E+01    0.131015199949604821E+01    0.434876219149778365E+02    0.291298239032051043E+00   -0.169479750522576666E+03
    0.459790892983828456E+02   -0.225682420551429797E+01   -0.106496277649236504E+01    0.975114619129997640E+00    0.453479032771530797E+02    0.260804489270917428E+00   -0.169456544161389161E+03
    0.418386049164129687E+02   -0.229610013914792743E+01   -0.105377648392238110E+01    0.125830530748742420E+01    0.404982381750757838E+02    0.768977461578543159E-01   -0.169432946283364771E+03
    0.410655083277447233E+02   -0.226336241771753155E+01   -0.101642562270913039E+01    0.122669797418785409E+01    0.436405601483762098E+02    0.275022322388063067E+00   -0.169310729731352154E+03
