

    0.475159470378693936E-06    0.368868792000366795E+03   -0.360296071988714228E+01   -0.256197104718016311E+01   -0.123937095704293077E+01    0.819030474696257293E+01
    0.475452023201151974E-06    0.368866284667156549E+03   -0.370530317490085004E+01   -0.258459725647504923E+01   -0.151651583978480842E+01    0.907986122236255966E+01
    0.475209920217908231E-06    0.368866027014181952E+03   -0.366215111369290103E+01   -0.271634188626698148E+01   -0.133652346138773725E+01    0.680002138513007370E+01
    0.475027061458095183E-06    0.368865520429610285E+03   -0.366710480478902223E+01   -0.321959204193680515E+01   -0.145636113911539589E+01    0.386255054222496241E+01
    0.477971196647619509E-06    0.368851886707996130E+03   -0.333400826562726849E+01   -0.268945041338939506E+01   -0.173792650672460014E+01    0.705563874648992506E+01
    0.479029887600444063E-06    0.368846185346462789E+03   -0.374412479997945091E+01   -0.248847402516268001E+01   -0.154682294808767140E+01    0.100266307914321171E+02
    0.478769578256463308E-06    0.368845996136477822E+03   -0.377306914522547210E+01   -0.308251617144462031E+01   -0.175511217559875909E+01    0.462500870916563311E+01
    0.481982802565684686E-06    0.368831341812490336E+03   -0.331954293787022081E+01   -0.311384016456638513E+01   -0.175886851859050042E+01    0.385440566041207244E+01
    0.481715934251670187E-06    0.368831173171901185E+03   -0.375559285164900558E+01   -0.263323509471797390E+01   -0.156455600638875558E+01    0.882275485624659161E+01
    0.482001682364431123E-06    0.368828710823443089E+03   -0.369118051596923102E+01   -0.260621990862609998E+01   -0.129344419710671321E+01    0.785670379884708048E+01
    0.485224685400398722E-06    0.368814105603054259E+03   -0.311784745213390213E+01   -0.281170316230503081E+01   -0.179663018191818402E+01    0.480101712308158568E+01
    0.493936549486165746E-06    0.368777239250719049E+03   -0.350867398978212197E+01   -0.294420399777040531E+01   -0.166967038869040829E+01    0.567187510068108480E+01
    0.496167126803258475E-06    0.368766951421397607E+03   -0.418158189623601650E+01   -0.243930483760433869E+01   -0.173274612431474884E+01    0.970141786442742671E+01
    0.497615383873327509E-06    0.368759845821369652E+03   -0.366110942892485447E+01   -0.260131141907482144E+01   -0.151780237029844800E+01    0.871776530774773306E+01
    0.497496861556143672E-06    0.368759045915067816E+03   -0.326024245638989107E+01   -0.302610580572491017E+01   -0.174446899363056573E+01    0.458403584156113020E+01
    0.498756743993710034E-06    0.368752711107370260E+03   -0.320666178052995754E+01   -0.305721519153270238E+01   -0.179251980948028677E+01    0.418498609224402962E+01
    0.499317466220356647E-06    0.368749187566374189E+03   -0.358491781865988202E+01   -0.263207434503264626E+01   -0.152990460231319680E+01    0.784147600252268440E+01
    0.502339519605179139E-06    0.368735842988894717E+03   -0.362992885420225697E+01   -0.290445100212802876E+01   -0.176719893803190820E+01    0.432694035170387092E+01
