timeshift log10_mej log10_vej log10_Xlan luminosity_distance em_syserr Ebv log_likelihood log_prior
-0.07628633607663254 -2.729128642564585 -1.6679540528445405 -3.8944078899380177 6.090588616834215 1.0 0.0 -164.895806668363 -6.189944041537155
-0.0975215727826624 -2.3705513493863544 -1.7903170562541089 -4.211817145319576 11.028110194608557 1.0 0.0 -164.87121969129083 -6.783646796843885
-0.06775559675323636 -2.7060468054220865 -1.6241297594061805 -3.704144259671364 6.532979888653693 1.0 0.0 -164.85742679171597 -6.260062488904927
-0.060812668651655605 -2.6880511289575257 -1.7557216692150472 -3.5735102314546756 6.404957616320871 1.0 0.0 -164.8567986290821 -6.240271629522095
-0.06358950678771341 -2.610152443313602 -1.68908605059075 -4.071844553020891 8.144946733861437 1.0 0.0 -164.85008478674138 -6.4805970137734
-0.07712137102790645 -2.991881605572715 -1.6402613503125247 -3.6553394565112045 4.925434261537703 1.0 0.0 -164.8144451840284 -5.977611757143791
-0.06288647940549903 -2.6010423979002946 -1.6639531496716415 -3.987591326558502 8.352886508851956 1.0 0.0 -164.79993567031306 -6.505806480284127
-0.0927188990627287 -2.3580484335558958 -1.7721328914168533 -4.183714724319054 9.568958820736597 1.0 0.0 -164.7962970053643 -6.6417237148602615
-0.07326916132322055 -2.9446343666352583 -1.6028150457974333 -3.813720671455476 5.108271339528294 1.0 0.0 -164.77740358255363 -6.014060368737653
-0.07365098524085908 -2.8095938642632867 -1.6556506511047369 -3.710280739972406 6.628697344595637 1.0 0.0 -164.77452714002726 -6.2746076174238095
-0.07192039597356639 -2.9839541654754944 -1.6617925097628001 -3.805066643515678 4.845782087928198 1.0 0.0 -164.75893777253603 -5.961307965448068
-0.07291330846656674 -2.3977423446571478 -1.7172763378304097 -3.811968354034155 9.188705120128107 1.0 0.0 -164.7481618170895 -6.601174336950142
-0.07045648101927901 -2.638958936088861 -1.7575103366219613 -3.5072180148681493 6.845330634132695 1.0 0.0 -164.7423299404508 -6.306766072063537
-0.0782868350011829 -2.302685086670133 -1.772692300385464 -3.8238329221996157 11.208713285217762 1.0 0.0 -164.74190557715394 -6.799890759207625
-0.09951933449054656 -2.5140224617547484 -1.7848188368914633 -3.736366525521503 7.169922462344482 1.0 0.0 -164.74058127104792 -6.353094151850565
-0.060829636696282594 -2.6526235640122096 -1.7139747144857378 -3.8565662293419862 6.594873617376757 1.0 0.0 -164.73569343053575 -6.269491934061026
-0.054631574151292925 -2.537814759275403 -1.7999805498381498 -3.7755658323792396 7.405967846990331 1.0 0.0 -164.72694184888198 -6.385485452476216
-0.07695293331209561 -2.373998330101822 -1.7471851393898326 -3.8732085301445487 9.17924623932193 1.0 0.0 -164.71148126589358 -6.60014440373035
-0.08137424261272834 -2.5112207738685406 -1.7829476597042824 -3.793094486728875 7.350402356537376 1.0 0.0 -164.70543358026748 -6.377954365587879
-0.03826355049628635 -2.764997930440695 -1.667400015524419 -3.8554013842539847 6.625354990115548 1.0 0.0 -164.70100259876932 -6.274103265325819
-0.08213067540081932 -2.817358031162321 -1.7870282750810922 -3.614974640177701 6.265913634131142 1.0 0.0 -164.6915092401891 -6.218323720656528
-0.07022074022448746 -2.557885400225804 -1.7483747518646944 -3.6474829620722797 7.183024389039188 1.0 0.0 -164.67881866335603 -6.354919829945738
-0.07849930998901614 -2.331401731642046 -1.7582876703974304 -4.0196525878877365 10.957601843509677 1.0 0.0 -164.65739218496464 -6.777232759154145
-0.060365162232510705 -2.803836431161006 -1.6920455246902706 -4.028825151109156 6.215289572401658 1.0 0.0 -164.6477534973928 -6.210211627854961
-0.05074405806596285 -2.520834644825145 -1.7446635448049244 -4.024491678965043 8.749502822598084 1.0 0.0 -164.64411995160495 -6.552196189956091
-0.07436717245928934 -2.3807861319918584 -1.7588040965868557 -3.6147421973532463 9.242677362445658 1.0 0.0 -164.62052136906567 -6.607030912997742
-0.054937572440654135 -2.840561541851287 -1.7516187132912955 -3.9593991726043107 6.104746574383189 1.0 0.0 -164.61975404710543 -6.192265907018917
-0.07917608106029897 -2.7395672698908937 -1.6568183732806792 -3.901403730359636 6.081140136356972 1.0 0.0 -164.61699598479038 -6.188391512300482
-0.05502031839403196 -2.7539518603256905 -1.6334316736944259 -3.7019706779219677 6.542555501732306 1.0 0.0 -164.5955329769993 -6.261527150122161
-0.07870308620093618 -2.922320918878928 -1.7470899877788448 -3.8300514659707634 5.238173235019383 1.0 0.0 -164.59503251432488 -6.039172129755421
-0.09483972971335343 -2.910477329840817 -1.7635384415026443 -3.9497765725083234 5.776151853572119 1.0 0.0 -164.57722521560484 -6.13693700315873
-0.049962536407708674 -2.6427810485674676 -1.7259667665587304 -3.861963644239667 6.7943774523085585 1.0 0.0 -164.5747582819174 -6.299294736383645
-0.06899356923226739 -2.4564445044528522 -1.6962409317146872 -3.745774141573503 9.452256883196428 1.0 0.0 -164.5617729933564 -6.629452848085906
-0.05514737330176738 -2.6700224120256677 -1.7654620563092167 -3.9650158099030763 7.7077229481367855 1.0 0.0 -164.5368165331854 -6.425422117963899
-0.04542050027553599 -2.678499783396784 -1.7972078793430049 -3.713409622249621 7.156680259147627 1.0 0.0 -164.5006139972303 -6.351245533971584
-0.04714821036439151 -2.490866453920234 -1.7735353736629649 -3.7447476324271687 8.719017364894585 1.0 0.0 -164.49848780594053 -6.54870585553449
-0.08054051291742345 -2.7590099528704335 -1.6946005648274094 -3.901536303733006 7.290609864599845 1.0 0.0 -164.4974526183846 -6.369786511692315
-0.08691489505613949 -2.783517884423388 -1.6406811673190291 -3.8585102488645058 7.075144610782518 1.0 0.0 -164.49204792818702 -6.339787194482394
-0.06885103949454895 -2.6135954075633787 -1.6627383804901557 -3.8522895847732146 8.419584506473935 1.0 0.0 -164.4908190030322 -6.513759792487613
-0.095105273971935 -2.6360112766364012 -1.7454245215431663 -4.203231444040759 8.166211664403141 1.0 0.0 -164.48762563089176 -6.483204424242983
-0.06993968133296571 -2.3934669111840035 -1.7930212811185062 -3.5814214008917356 8.946379034605105 1.0 0.0 -164.48177956225854 -6.574448184759664
-0.09544936011487415 -2.526777878233115 -1.7397557399347354 -3.458480625117099 8.038082081202683 1.0 0.0 -164.47899211523557 -6.467389819095298
-0.08818861809478465 -2.59668993054779 -1.7402518733987444 -4.161184808361288 7.259997365576005 1.0 0.0 -164.4662079834832 -6.365578777443726
-0.07706178940023731 -2.635238467709493 -1.7612012689777516 -3.978054355457674 6.652259477799036 1.0 0.0 -164.46330915481522 -6.27815587953164
-0.09911196294727696 -2.609105472089283 -1.6251567138556222 -3.9352232060593924 7.185587399662127 1.0 0.0 -164.451377106651 -6.35527658127117
-0.07162726643570033 -2.4713826586017618 -1.706097542789173 -3.6513761069363664 8.940923530292416 1.0 0.0 -164.442926959262 -6.573838198490123
-0.08584184496723225 -2.982983427540366 -1.624699863301271 -3.6864323864189092 5.177903062533127 1.0 0.0 -164.43901083817906 -6.027599471604622
-0.07857981076209358 -2.817322575129696 -1.6292348420421299 -3.9622175295065674 6.019788296042138 1.0 0.0 -164.41560545381626 -6.178251403407361
-0.08071870744993037 -2.8621222966468767 -1.6323858720311937 -3.6606048229465937 5.999600876115502 1.0 0.0 -164.36483955784874 -6.174892257843448
-0.06287428948133891 -2.584641114741167 -1.773780444441112 -3.691237928454915 7.000110719620527 1.0 0.0 -164.364660059553 -6.329125277494277
-0.08548786244757753 -2.4513750047527827 -1.6663263106068 -3.7051075991243962 9.460021520822433 1.0 0.0 -164.34206406146635 -6.630273969464981
-0.04815248849427805 -2.7909738751856845 -1.7335595506295673 -3.716960626804311 6.4598535218734865 1.0 0.0 -164.32962786995304 -6.248805954380256
-0.049735609460586416 -2.789210634279672 -1.6964144867726043 -3.908619880367853 6.65101324138498 1.0 0.0 -164.32743767072458 -6.277968521662038
-0.05833383948340563 -2.4766822403959994 -1.7716257523053025 -3.9267267439484543 9.39208674039176 1.0 0.0 -164.2997384807482 -6.623066810079802
-0.08468327086530555 -2.3836942029972605 -1.770549774085781 -4.204538320548262 10.210292244103599 1.0 0.0 -164.28980808905962 -6.706595566562967
-0.09042249284426448 -2.269684792711236 -1.7974826011838387 -3.5658950089194885 10.399315246355822 1.0 0.0 -164.26642110128068 -6.724939273758518
-0.06423072739025268 -2.729091133953714 -1.7468452691936374 -3.582421269634138 6.236645631376381 1.0 0.0 -164.25034504945913 -6.213641790245765
-0.08832689506202392 -2.738550803870204 -1.6132606476420017 -3.8180283044589265 7.364815029164022 1.0 0.0 -164.23744564521297 -6.37991324622927
-0.0562820296041103 -2.7447774582930005 -1.7565983169330266 -3.6865987762392667 6.829933215416404 1.0 0.0 -164.22427294616026 -6.304514206886785
-0.09545417176150812 -2.781819293636995 -1.5843078194526852 -3.818331342066026 6.900539525158736 1.0 0.0 -164.21580511176643 -6.314798912073771
-0.06217747993283847 -2.8851137027058473 -1.677525470712761 -3.8663380571313866 5.3729472314591025 1.0 0.0 -164.2054725174062 -6.064575902116559
-0.09773101475681062 -2.677047587910854 -1.720563249743025 -3.732246192972827 6.1687555315310245 1.0 0.0 -164.19824747326788 -6.202696432376749
-0.09938076602820743 -2.344658424813721 -1.7852743681996361 -3.9601644241159093 11.469951958165806 1.0 0.0 -164.19750857906118 -6.8229300541306515
-0.08233858774711976 -2.7007192827518325 -1.6554027290929985 -3.922866196823919 7.763711925810093 1.0 0.0 -164.19728806766727 -6.4326598722568775
-0.0768206807523188 -2.5559221285338696 -1.6580486627875572 -4.050245472297017 8.39069893913599 1.0 0.0 -164.195315318168 -6.5103231346988135
-0.08804598314295413 -2.851767873743665 -1.6824803210353776 -4.047293567221644 5.855390907721921 1.0 0.0 -164.18645832082416 -6.150562071065321
-0.08652450062009451 -2.9297857922663617 -1.6389590331681303 -3.6337583323868934 5.31225502425039 1.0 0.0 -164.18210912430996 -6.053215731580421
-0.06575721219639533 -2.4350477380214617 -1.7461744541361512 -3.9949514898426806 8.904062265386488 1.0 0.0 -164.17260792311333 -6.569706918392133
-0.0841958186337131 -2.64234047249891 -1.6292566451129296 -3.8115318353511487 6.887196115235902 1.0 0.0 -164.13011109111258 -6.312863363781201
-0.09006877819076332 -2.747432561567845 -1.6466462352599687 -4.057688284795874 6.805344736111468 1.0 0.0 -164.1286552683556 -6.30090760553324
-0.08339899136951855 -2.9379161545232058 -1.68225153539249 -3.9115872440945827 5.1590334101835555 1.0 0.0 -164.1205335610122 -6.023948549813781
-0.06195693174284954 -2.6664753374336247 -1.7211242484717117 -3.88195223412246 6.5580580502778565 1.0 0.0 -164.11790009692047 -6.263893841685134
-0.08686569855637566 -2.4752490681563 -1.7311858613685875 -3.9114312472871307 7.9624217946131335 1.0 0.0 -164.112762510733 -6.457932510612817
-0.06591411840663007 -2.666920338394248 -1.6415544270971367 -3.7337932100731894 7.539969250977061 1.0 0.0 -164.10480888338202 -6.403417415367201
-0.0907610135138604 -2.761916519407429 -1.7953622180312923 -3.8718458016243096 5.867300090252292 1.0 0.0 -164.0932607441421 -6.1525938889524365
-0.09967442236336851 -2.659887973590654 -1.6344331108509635 -4.022362946551475 8.098579136897337 1.0 0.0 -164.0849160105065 -6.474887942568894
-0.07034697699393144 -2.5314285627892397 -1.7248388318910952 -4.01336867558927 9.13932355084078 1.0 0.0 -164.0830151663533 -6.59578568444777
-0.04739546855142333 -2.5088504805194725 -1.7674355681421483 -3.9446646809022425 8.35538169526388 1.0 0.0 -164.04373361400005 -6.506105157130822
-0.03781568333026289 -2.6850522253822016 -1.7647149364759094 -3.8433664189603176 6.88009430515127 1.0 0.0 -164.02202599641157 -6.311831670470796
-0.09024358325441131 -2.6221998712362486 -1.621443871916172 -3.8375293499431447 8.467105113183786 1.0 0.0 -164.01191411383564 -6.519387980512696
-0.05005703587970944 -2.6426312996857755 -1.68577894012926 -3.9108036021357044 7.721598631965468 1.0 0.0 -163.98916571087832 -6.427220730754139
-0.0892060803586699 -2.647179470028266 -1.5910283094783515 -3.763244744184748 7.898241921767415 1.0 0.0 -163.97195889432936 -6.449839504633909
-0.05922874079355106 -2.4696422680951096 -1.7907280486050225 -3.922132302985637 8.237572000241974 1.0 0.0 -163.97136682049623 -6.491904951811141
-0.08130595352011402 -2.731772587564595 -1.7104774154721836 -4.109456374846711 7.0875551152362695 1.0 0.0 -163.95636052549128 -6.34153975689922
-0.09295363207449962 -2.6233998526692126 -1.7893474809390653 -3.7902622486241206 6.518176634388989 1.0 0.0 -163.9535532988563 -6.25779399100027
-0.09915217583018217 -2.623980199699007 -1.695459278179686 -3.6777562810094304 6.644303102691825 1.0 0.0 -163.93448927770413 -6.27695912269939
-0.08591096762991801 -2.3887562130640148 -1.747437417158837 -3.914872790557216 8.958520961956417 1.0 0.0 -163.9180373640841 -6.575804453626271
-0.07402906303431421 -2.6396323379682967 -1.643495281633458 -3.797361783970109 6.960397729473051 1.0 0.0 -163.91539993454853 -6.32343592922825
-0.0677674295078163 -2.5869059962784955 -1.7548404639934676 -3.652086419080719 7.056107462128173 1.0 0.0 -163.90304235065085 -6.337092859957371
-0.06184255170501102 -2.6964056861742556 -1.6862502956194332 -3.710720473519868 6.443260409356121 1.0 0.0 -163.90113014086995 -6.246233998222587
-0.053872340865397494 -2.623313054706077 -1.6973407805798795 -3.9852329531070145 7.469813554815058 1.0 0.0 -163.89939598151264 -6.394069351113874
-0.07441912034825067 -2.7650709703766188 -1.7801466442355438 -3.577631290710819 6.330322228902661 1.0 0.0 -163.89446192320176 -6.228550451375788
-0.0998565724086682 -2.7445996809370303 -1.6556678669553069 -3.9767554567681653 7.417141364342431 1.0 0.0 -163.8931100459414 -6.386993033552367
-0.07062160634300252 -2.8763205215096663 -1.6278158337036903 -3.7365669258610135 5.4144181637565625 1.0 0.0 -163.8808496137693 -6.072264737172214
-0.08236879616245404 -2.351221998820234 -1.7858015532518803 -3.744355843427585 9.15738870130602 1.0 0.0 -163.8650781323635 -6.597760373242843
-0.08937060908754683 -2.7935721023767393 -1.794546572421068 -3.8825510135215664 6.748440994566416 1.0 0.0 -163.8641477193731 -6.2925108259156675
-0.09923619396673157 -2.233092983669647 -1.7939364263412314 -3.8933543716282664 12.245875111297451 1.0 0.0 -163.8559075042192 -6.888388466152973
-0.053123792058953886 -2.785421103103392 -1.6845547557983716 -3.9482776271986006 6.2913213766192255 1.0 0.0 -163.85305775563728 -6.222370435899051
-0.08852140595279562 -2.4861407683233776 -1.6525278926445321 -4.03902527457741 9.145798699941272 1.0 0.0 -163.8274707572556 -6.59649392684094
-0.09064863249425475 -2.471351368778883 -1.6865431329242577 -3.9314344095102802 8.32192893792474 1.0 0.0 -163.82490872045747 -6.502093382937542
-0.08743571836032811 -2.4945113124990503 -1.6799875761578713 -3.632978994800454 8.622983268524742 1.0 0.0 -163.81718922912097 -6.5376304231125895
-0.06416906470515256 -2.5979246752049856 -1.7127312481135994 -3.6544487994212247 7.249492422057826 1.0 0.0 -163.805104060401 -6.364130767140478
-0.09676848112662342 -2.65433549784604 -1.585599734133854 -3.9428467984008666 7.714674525384874 1.0 0.0 -163.8011758237913 -6.426323609153037
-0.0917146600985449 -2.3782320341034637 -1.7229471553723774 -4.064663965776895 9.664528389526424 1.0 0.0 -163.7904763694921 -6.651661627241729
-0.06612448178560795 -2.7470313983603307 -1.7002546083194723 -4.047406620221942 6.708173191776492 1.0 0.0 -163.7850388299832 -6.286525973793664
-0.09555243511516281 -2.2566618432308285 -1.756122780144389 -3.897281484653039 11.271886934027586 1.0 0.0 -163.77795782186456 -6.805511055328396
-0.06048309080361858 -2.7343885741532437 -1.707616429568893 -3.993514204428056 6.435747346482691 1.0 0.0 -163.77720998274586 -6.245067283539576
-0.06639790041564464 -2.8246748991310033 -1.6509236539903436 -3.6637807608773203 6.003480442217617 1.0 0.0 -163.7771317729236 -6.1755386862286805
-0.08946236735227173 -2.754117643883937 -1.7313142945964761 -3.7449204097443536 7.1613338986122015 1.0 0.0 -163.77427157798567 -6.351895573785369
-0.045174670431495756 -2.709880897951555 -1.7509917252046285 -3.9200173654727575 7.034217463319768 1.0 0.0 -163.77280386203344 -6.3339857610742945
-0.06279178117205919 -2.7366966773052464 -1.793125120852791 -3.9812867849338494 6.917878263333663 1.0 0.0 -163.75936846707077 -6.317308424745882
-0.05485032454327304 -2.5288948813513246 -1.7023339501704953 -3.809554134728991 8.3198696306174 1.0 0.0 -163.74887780786574 -6.50184589678881
-0.07529217426598105 -2.6635576983402274 -1.7554224083856085 -3.5668769156891296 6.586439586134989 1.0 0.0 -163.74774045740492 -6.268212238743492
-0.057189274924823286 -2.8262225414535598 -1.7315616583160267 -3.6699734284754317 5.894903683371097 1.0 0.0 -163.74637856750775 -6.157287506632551
-0.05864692459549538 -2.6746271636886636 -1.7137054788437855 -4.030251744992056 7.005044127052451 1.0 0.0 -163.73516550168148 -6.329829790609624
-0.09794292418306752 -2.9189910995447086 -1.7425967101664463 -3.9417212483002277 5.524727095590403 1.0 0.0 -163.7341466822887 -6.0924331631960005
