KNphi log10_mej_dyn log10_mej_wind inclination_EM luminosity_distance timeshift em_syserr Ebv log_likelihood log_prior
57.00642740673459 -2.7720639602121744 -1.8141635861151337 0.9417477794144724 29.186625651067445 0.0 1.0 0.0 -97.81004792647569 -11.810009050430734
29.54790237570533 -2.2076589680537717 -1.317345569093223 1.569082458577441 47.87164349759685 0.0 1.0 0.0 -97.74222310667207 -12.09235712482197
59.45077264934972 -2.2397901949012384 -1.5131610153762232 1.1082757428391905 44.99451027276975 0.0 1.0 0.0 -97.56237642389347 -12.141381865909404
64.01887809896849 -2.3250100047472406 -1.7403641463724944 0.7734645143952763 42.190503700651526 0.0 1.0 0.0 -97.55602144221928 -12.324678283686612
26.42454065364206 -1.8381036044355674 -1.224943241389322 0.6808447482731373 99.2053906824521 0.0 1.0 0.0 -96.38678255230587 -13.283934083553259
41.306154571432884 -2.273746939988488 -1.1238433609309095 0.43160749485231825 105.1938818826843 0.0 1.0 0.0 -96.36765789339347 -13.75111874993
44.73935308920252 -1.7128249518405114 -1.2729625019882083 1.342077565874089 56.24918096032943 0.0 1.0 0.0 -96.23342369159369 -12.280011217347226
25.990996566826453 -2.7618368267809337 -1.2787270639651902 1.0974555448543457 67.65573126715572 0.0 1.0 0.0 -96.07423844824778 -12.55474166822761
65.31432075672042 -2.7531549944093676 -1.346293025026377 1.400907127352382 60.01750906252674 0.0 1.0 0.0 -96.01628975527677 -12.332969786798984
31.449583041928385 -2.6642874612279956 -1.8866687439799033 1.397688761116901 33.05106361676116 0.0 1.0 0.0 -96.01333457350576 -11.736944618005143
25.782330528166035 -1.7420036911106271 -1.1530340492335434 1.0737769172827485 84.87748163149266 0.0 1.0 0.0 -95.97672819514179 -12.794002842771913
45.48752161511861 -2.3564815442757157 -1.8030006098627684 0.6876607636110668 41.524675733995984 0.0 1.0 0.0 -95.78108216858058 -12.404673662100347
24.17372213116392 -2.751060682831973 -1.8461975364078242 0.4660720827502712 31.870652999449625 0.0 1.0 0.0 -95.68748849493824 -12.485402595090285
69.01369798542194 -2.6575118611856245 -1.4056786212969299 1.015883695892799 53.52098942489386 0.0 1.0 0.0 -95.66264378705931 -12.366488124856577
61.67560910550036 -2.7107763916932366 -1.4132563250235293 1.4144586915431174 62.371550139382926 0.0 1.0 0.0 -95.64162988089521 -12.369212402027816
27.234444875097417 -2.183159689346495 -1.6344741357006327 0.5895389878336402 57.586017351853044 0.0 1.0 0.0 -95.59599590502742 -12.864138856375778
42.59927781074427 -2.7218688656797685 -1.432693161472885 0.4500053120039864 72.20812559833507 0.0 1.0 0.0 -95.53310741354115 -13.335862389647499
56.61092350391146 -2.4255329421992844 -1.644647241886373 1.161646122168056 46.414820641669394 0.0 1.0 0.0 -95.5173618238713 -12.147598277630209
69.00100654942418 -2.163070667812496 -1.6108752300151015 1.061746221123957 42.85203498563158 0.0 1.0 0.0 -95.38097609564345 -12.117167142246473
23.927529722885637 -2.2219849496826405 -1.6681989228369765 0.4257022037288779 46.08488943746275 0.0 1.0 0.0 -95.34089592243488 -12.938720977641825
48.54719667945815 -2.694596880875748 -1.4727029215990073 1.5406799394611166 45.44939549471653 0.0 1.0 0.0 -95.28140342291174 -12.040885407868835
51.40949102434641 -2.3408041941514326 -1.4194772912816958 1.1907997830364732 55.80144784113007 0.0 1.0 0.0 -95.26990678725294 -12.319638356797686
54.06565532761681 -2.3472599132946974 -1.7749774102649298 0.7418450972633771 38.752282833881495 0.0 1.0 0.0 -95.22544885474566 -12.27310309734154
58.09358824372234 -2.9515371791239384 -1.458841967705946 1.0286266235864143 55.459030562097325 0.0 1.0 0.0 -95.16710053494248 -12.394271436984187
64.49091887511307 -2.6182768425744896 -1.4430907037457188 0.8549763264679154 50.86351900260118 0.0 1.0 0.0 -95.11981885500012 -12.434604871056848
28.980567308805803 -2.1101967195131435 -1.3322613349502177 0.7756992626871284 61.17649092169959 0.0 1.0 0.0 -95.10489158299254 -12.69396247513416
43.603055896814986 -2.7905228721043995 -1.7219696863064282 0.28587565103020834 42.76738485046921 0.0 1.0 0.0 -95.10104575588812 -13.245464559703882
46.91773553573867 -1.9843806641104673 -1.4491643080077308 1.3399100912894206 51.817236222066306 0.0 1.0 0.0 -94.94353960706661 -12.198449625060116
55.19433615530248 -2.6458810258365197 -1.3866390540856695 1.1044238004096034 64.81007007415434 0.0 1.0 0.0 -94.93009064481161 -12.508232193789176
57.12574670658386 -2.0766431920574684 -1.5398351094686011 0.8930175152096602 54.58204126945196 0.0 1.0 0.0 -94.90073935016386 -12.473323231180125
22.057701093288642 -2.5509054948028913 -1.7669271569632787 0.5484392892076395 35.364474535685254 0.0 1.0 0.0 -94.86391515553031 -12.440862168769119
58.75955699059268 -2.8634439868815242 -1.7290995789696364 1.018926647885651 37.210605857783875 0.0 1.0 0.0 -94.8383987873598 -12.00112816711451
36.17315804591827 -2.3166488770713403 -1.6304984766890795 0.8231182439359417 56.52070968043254 0.0 1.0 0.0 -94.76284659658864 -12.568681270819155
50.762116744603404 -2.189620514515657 -1.6505049307860893 1.3139132806041678 42.55289737546638 0.0 1.0 0.0 -94.7167067576161 -12.007944110856396
51.547497204347835 -2.446380983859541 -1.8154525595742363 0.9511116472924512 35.29345848593551 0.0 1.0 0.0 -94.71246222799277 -11.993249160734681
28.533462261771547 -2.330222548084455 -1.2679579920302413 1.4146805172102714 66.62079659869656 0.0 1.0 0.0 -94.64573819722096 -12.435085008100069
21.014680705211155 -2.3166456155981194 -1.472555505843461 0.6347957529087256 71.16061840341357 0.0 1.0 0.0 -94.59119558084322 -13.011310716299526
49.448896880894644 -2.5209084151897185 -1.7198473286313036 0.6658304208297443 37.47866783923391 0.0 1.0 0.0 -94.5799610893936 -12.329336549305612
35.24809968194227 -2.8511613373372007 -1.4173521705509515 1.3606502247035897 56.44031063489472 0.0 1.0 0.0 -94.55234401333094 -12.279261102608235
21.97706895400065 -2.0463823427801016 -1.2979780593781673 1.428451974046686 48.36460631502106 0.0 1.0 0.0 -94.48396461838902 -12.112765948022197
33.403023774862575 -1.5337234257384535 -1.231509669450955 1.2476053821115554 58.34624070309463 0.0 1.0 0.0 -94.46552389512755 -12.343388791710268
53.36242208887746 -1.8122743678611752 -1.448546893709613 0.9780789193063292 53.26779640418285 0.0 1.0 0.0 -94.43118477069306 -12.386185955366384
46.304113730149375 -2.2816910050771337 -1.6053798466261937 0.606729583279967 46.27854991480029 0.0 1.0 0.0 -94.33961525742649 -12.62030738498672
65.22015550017842 -2.469018424702125 -1.5995716937470912 1.1163571972792234 41.705635137117135 0.0 1.0 0.0 -94.27043602874495 -12.06148894777549
52.487163259041054 -2.959049829506021 -1.3104242950224652 0.49818414214449713 63.32646693189061 0.0 1.0 0.0 -94.2084327024528 -13.11063346224308
56.804681469936796 -2.347458303279071 -1.6785917229050895 0.754284641908203 40.87326941734028 0.0 1.0 0.0 -94.19040093405718 -12.312984498222601
27.6779520003932 -2.6424883443573886 -1.7198749783757588 0.7665567031093328 36.38174084561177 0.0 1.0 0.0 -94.15612878013468 -12.183673940462832
22.105587625550598 -2.512238343515006 -1.9131488984138068 0.85575100321202 31.70208253372962 0.0 1.0 0.0 -94.11627285781542 -11.961168088142667
43.93915732749197 -2.4414068007434935 -1.1452234441161433 0.7751431930946322 85.15137469974742 0.0 1.0 0.0 -94.10254260558568 -13.025197323663416
41.659022962217236 -2.393107618275296 -1.6731123176717873 0.42032482979567987 45.29680837035413 0.0 1.0 0.0 -94.07328121893345 -12.93341723026948
73.43818158758785 -2.200264590667678 -1.5688619392395304 0.32833830031448696 50.400069613595775 0.0 1.0 0.0 -94.06709484894407 -13.275568362103105
37.10462080381828 -2.7623564466430603 -1.338971493334832 0.6898844337324241 77.04465229126829 0.0 1.0 0.0 -94.00886384372394 -13.02006996024436
52.96884721188761 -2.62563680887909 -1.7034433425214819 0.3621424115884006 40.128674328806966 0.0 1.0 0.0 -93.95963961334832 -12.953595423573155
27.820552742917336 -1.9569716811934286 -1.403687235378102 0.7846101715546389 59.555604038109166 0.0 1.0 0.0 -93.95931476699636 -12.658104922004235
22.077055492797854 -2.7894499679511724 -1.4443009330333438 0.19044133916525238 56.21351604031666 0.0 1.0 0.0 -93.9351328963219 -13.917452585510116
47.76856309885599 -2.8848689001839323 -1.3627671718651553 1.176767048291438 62.42314649468358 0.0 1.0 0.0 -93.84515069157196 -12.43749407917963
31.545940049876013 -1.76166502990845 -1.6398209662153935 1.3388540191797096 38.03988009684202 0.0 1.0 0.0 -93.83671936194845 -11.889610719463416
41.552547720945306 -1.7542873452282857 -1.4979678474384266 1.4367178473634525 37.10717967061898 0.0 1.0 0.0 -93.81108125449731 -11.846658374122951
42.88825277074993 -2.629881460570472 -1.4130506841222759 1.2474451350726639 63.28031488701293 0.0 1.0 0.0 -93.80285712024954 -12.424621847821168
55.45865234087614 -2.8154484283899244 -1.678008570964767 1.067692653231904 39.02461984895384 0.0 1.0 0.0 -93.80021821634153 -12.020311091910123
45.309931215021926 -2.330927192298649 -1.0352222474554327 0.6501187120559729 95.29692703300125 0.0 1.0 0.0 -93.78183281868218 -13.282892506676868
67.6725214313995 -2.52422433178485 -1.5133241934569708 0.9318700812322271 54.064098515462376 0.0 1.0 0.0 -93.77649039872635 -12.433731390703027
31.456711625037798 -2.693396111028892 -1.7458641335565925 1.0551209702266025 32.873057840762144 0.0 1.0 0.0 -93.77523290246222 -11.855793907540129
61.308315918419346 -2.758667441013794 -1.5569487691562676 0.6090163619761347 45.0944201395852 0.0 1.0 0.0 -93.76137435860244 -12.59110058179898
57.157985109845214 -2.557115546445802 -1.6934150488336441 0.6014277294242807 46.60884820190244 0.0 1.0 0.0 -93.7508352731818 -12.635101544127103
47.24279715875423 -2.6725979539592477 -1.8212801125575884 0.5662905980606383 37.326525885050934 0.0 1.0 0.0 -93.73171494450261 -12.46621520696457
49.99362354792367 -2.892837168105592 -1.3784482296297909 0.31989897176973003 71.26756967150253 0.0 1.0 0.0 -93.72351340303847 -13.64713820137088
43.39689207000731 -2.2657210017692444 -1.4677902642515381 1.3617287123395658 49.78539147071925 0.0 1.0 0.0 -93.70214996419398 -12.153569640575954
35.40959915030679 -2.3894441158128026 -1.4252061852736353 1.5155225064083235 57.0414509447703 0.0 1.0 0.0 -93.68170869022867 -12.269138910015922
38.513646944810404 -2.2886243652051643 -1.5640964996489797 0.4550800942721128 62.701758727477085 0.0 1.0 0.0 -93.6781825078923 -13.184261435261615
54.50717533140888 -2.454489672674982 -1.662583029958642 0.7495367799448408 40.39035728221846 0.0 1.0 0.0 -93.64913106538906 -12.306176298517157
55.6062072944695 -2.6028179674550453 -1.611783085008489 1.0688417861997836 49.513819710939515 0.0 1.0 0.0 -93.6440661563671 -12.257738630293044
39.4528578746064 -2.303313436842078 -1.6518304805923796 0.3812304092950154 51.885843681580624 0.0 1.0 0.0 -93.64342745903605 -13.161570864342387
20.46284228561465 -2.1044924456550964 -1.122809319977982 1.1261730629915687 80.01282515130943 0.0 1.0 0.0 -93.64330630549243 -12.708303652799351
23.055283659412268 -2.09129623492619 -1.1933605944517867 1.1849835570775882 79.69798365567144 0.0 1.0 0.0 -93.62388309000681 -12.678425521467037
32.77386974855912 -2.499132588503397 -1.2200909744977448 1.1203157471373544 68.5730582492433 0.0 1.0 0.0 -93.61056049061017 -12.556828189020827
46.822872926006326 -2.485044016467195 -1.5096045719377238 0.22590049597770692 65.82563290292741 0.0 1.0 0.0 -93.59888962114843 -13.90702198802753
48.25697625264274 -2.086691431267096 -1.6464439980307162 0.6480930476405601 51.39054804066572 0.0 1.0 0.0 -93.59191065042803 -12.668018791831404
40.59421912736891 -1.6473170463041764 -1.3485701645083257 1.2435304332368562 54.096038602993886 0.0 1.0 0.0 -93.55551103575125 -12.269128904852414
61.67351730438523 -1.8798575444998122 -1.259862985249717 0.5901936085587811 78.24878232207298 0.0 1.0 0.0 -93.54164939763385 -13.169774363164711
36.928354571815824 -2.4219123590613196 -1.6847839924192962 0.5945011935098681 50.899780750398016 0.0 1.0 0.0 -93.53634145162975 -12.733338734335435
33.14215519811273 -1.8840877007124017 -1.2884307927182663 0.3887572117244442 88.4983688698297 0.0 1.0 0.0 -93.49806419104556 -13.676933527036983
27.773095754153026 -2.0684204929618386 -1.0687744592406498 1.066601762415436 89.84450931849516 0.0 1.0 0.0 -93.48307759881624 -12.85480000435312
39.703173255934175 -2.523645520571387 -1.2777683334597487 0.9954052513139057 66.2569809419854 0.0 1.0 0.0 -93.47074162975687 -12.592942090610343
57.837961463189245 -2.6542432988766347 -1.7788363210329141 0.3135503744377994 38.1388278632442 0.0 1.0 0.0 -93.45980916818647 -13.041300110912642
39.820913037625715 -1.64102038659766 -1.3372675182122764 1.4334537851782203 42.76959185255756 0.0 1.0 0.0 -93.4421767291765 -11.98912098802394
30.39111792102008 -2.4282116186687444 -1.6667646062160646 0.3966792042996131 51.368983083958526 0.0 1.0 0.0 -93.4346393650761 -13.113858924143967
71.56839690636451 -2.7357614791603906 -1.5894889561235102 0.38386344222820984 43.85750654439936 0.0 1.0 0.0 -93.43258000277861 -12.986926909764868
28.71155983067541 -2.712285235904692 -1.520878309862151 0.24566135282830778 57.83723788048773 0.0 1.0 0.0 -93.42190962417479 -13.695345010620166
50.479053302506976 -2.512822653394196 -1.4528393246202316 1.4650141067843034 52.965632071198876 0.0 1.0 0.0 -93.39763364407625 -12.19908097727158
41.25859573196485 -2.721389594764733 -1.4292066596187054 1.5409731498274555 49.83455271591058 0.0 1.0 0.0 -93.37030217408413 -12.132985670776204
40.44131983733625 -2.6276003261471494 -1.451291257576242 1.11027627653518 47.71492433723009 0.0 1.0 0.0 -93.35851837034504 -12.199090652407211
43.42464576072228 -2.189649103473567 -1.5526586781405223 0.743630820990173 61.565303046739515 0.0 1.0 0.0 -93.34272678797475 -12.734066907313084
30.549774204676822 -2.780163521316381 -1.7946593341252797 0.988780505525397 36.064786519181396 0.0 1.0 0.0 -93.33806746802176 -11.98904628635285
50.973153087363265 -2.1633445085230436 -1.5915658304480413 0.9173262567135094 50.881170869170425 0.0 1.0 0.0 -93.30214524114837 -12.384023555486467
49.339878561958486 -2.7756687484797617 -1.5685143454538952 1.1951470394624761 49.415782683835346 0.0 1.0 0.0 -93.29518804228942 -12.19638301348284
22.613305639595524 -1.8416334832573413 -1.2503731668280826 0.7989283951513658 87.73120117172091 0.0 1.0 0.0 -93.28619853821314 -13.031334724998267
51.47982285108212 -2.0634327342802985 -1.580145473528906 0.8624036608529343 52.703345593272715 0.0 1.0 0.0 -93.27941114703022 -12.463726550735295
30.22171298510592 -1.4264612070024107 -1.3617771194776758 1.423342028375934 50.06857079284567 0.0 1.0 0.0 -93.26751640289869 -12.148136813239589
23.616148205860206 -2.612098928012949 -1.2962345659981682 1.0117827956359038 65.27382214070343 0.0 1.0 0.0 -93.26482394698886 -12.56755903805896
22.036145923224474 -2.4422461561869633 -1.5121437245805773 0.6147884888226302 64.87825892975394 0.0 1.0 0.0 -93.24011901652877 -12.946629288987996
49.26432058540848 -2.1702403535533348 -1.699257479759957 1.0088427459777471 38.81308084436803 0.0 1.0 0.0 -93.23933745342055 -12.049570538893944
45.10413790341075 -2.120706959911323 -1.4783703978652314 0.9722692355016892 59.917962336299794 0.0 1.0 0.0 -93.22841589450829 -12.507767742763995
36.97183896898243 -2.113280702892029 -1.672422010467333 1.0893341783441395 47.56952105668925 0.0 1.0 0.0 -93.22621974468223 -12.206703153445737
50.11439024959214 -2.7927798285917964 -1.3944696068960032 1.2217217699748502 61.167521602590774 0.0 1.0 0.0 -93.21505099106624 -12.399654301978764
