log10_mej_dyn vej_dyn Yedyn log10_mej_wind vej_wind inclination_EM luminosity_distance timeshift em_syserr Ebv log_likelihood log_prior
-2.5324080646405798 0.12152638841011541 0.15466280574431557 -0.9250896643025923 0.10190365619576565 1.291281473358803 79.9632005341288 0.36669097940539386 1.0 0.0 -119.57881417860057 -1.4387805708921169
-1.7811817851906393 0.12216426309486961 0.19201507707952611 -1.0782597791285924 0.06445398213517617 1.4235592801121884 54.77579874073351 0.20452417304155013 1.0 0.0 -116.88823843702421 -1.4100755318301494
-1.9539220352185311 0.12881952423932694 0.29209232031600263 -0.9130452358673398 0.05317376573110133 0.8601916864913368 83.68746922616303 -0.3213120634252691 1.0 0.0 -116.67818473078928 -1.6763113878851914
-1.8027796071268076 0.24607206364194764 0.2425262834187883 -1.0307824582410219 0.05590946784243145 0.45309512321295226 97.64129215378894 -0.32542270034473475 1.0 0.0 -116.3702190723269 -2.2253030664552886
-1.8038544615140195 0.13047421856898211 0.24768376940151102 -1.0021299343544219 0.07181272378617629 1.4478650050227475 65.95350690238745 -0.4545938847043125 1.0 0.0 -116.08239359381263 -1.4067719292615128
-1.9604637463256385 0.20168637696777125 0.28316026722376697 -0.9781580066755853 0.07190449399234869 0.7607696704986825 90.08056220124429 -0.6707269279268024 1.0 0.0 -115.82292052100009 -1.7710156224287485
-2.1113200397839043 0.14259866787053904 0.2079857760816101 -0.8961084041939493 0.0510661722770704 0.4517197880045199 87.03198175135677 -0.283915852706758 1.0 0.0 -115.52103072811084 -2.2281328150801087
-1.85790851035072 0.13762366590660202 0.2683016106922321 -1.3402533340649583 0.030087182840459307 0.9969707218264866 53.71773275697461 -1.5748018216252684 1.0 0.0 -115.46948222225875 -1.5737520777217495
-1.7510795939454094 0.2451651554566919 0.24329065456239224 -1.1272475386581209 0.03804881548453242 0.5104738371770531 71.48622540240545 -0.8317113143482775 1.0 0.0 -115.43005863768386 -2.115426857112328
-2.287810256940357 0.18470458857972122 0.18478674348879504 -0.9583032453616613 0.0439338483369437 0.23546077343938474 91.59810596142201 0.39357274603604386 1.0 0.0 -115.4249312908238 -2.8546651454392373
-2.4194956373276852 0.15513073365912428 0.2808199990413028 -1.0681012975973467 0.03854894432197215 0.7067747936460838 56.65658994509035 -1.1762934840659227 1.0 0.0 -115.1702737670147 -1.8309270359524665
-1.9793805933094686 0.12305049698750173 0.24334126696886 -1.114242594947244 0.036926686524478704 0.670829136463672 54.13765883861872 -1.22617825437007 1.0 0.0 -115.1230561219344 -1.874597865560309
-1.8083035648934036 0.13490769816545978 0.2379149440578368 -1.0354307979968627 0.05711573760496807 0.8425584783558474 63.301684650991085 -1.0114632040970648 1.0 0.0 -115.06656245317238 -1.6917595696139667
-2.028277641269333 0.2063433060447643 0.23664088864556893 -0.9778078644839823 0.03497539176733086 0.6031130549681144 78.37932398446866 -0.08785789025280177 1.0 0.0 -115.06544477545303 -1.9662241171366508
-2.921190484210429 0.1958573464112064 0.28102192883799715 -0.9308364563005342 0.1310593676906443 0.952790213636284 84.8690569014504 0.33684352005522866 1.0 0.0 -115.02772180311581 -1.6037205505086758
-2.1504879777298713 0.17915682950770415 0.24782727309099595 -1.0892933450180786 0.03729253834229469 0.5682687214980625 70.05721328848982 -0.8328100839652741 1.0 0.0 -114.94918968662056 -2.018770719626689
-2.073307979741351 0.20433223325408661 0.24356115592506386 -0.9701960901906488 0.033932979616640324 0.5725272450008115 68.33583496669478 -0.5178200385323088 1.0 0.0 -114.93534928259491 -2.012132613316086
-1.9683119682266481 0.1344081773976128 0.2963086932611574 -0.9952016508106567 0.05443994016363418 0.9394633930595537 61.26068965667919 -1.769823108727897 1.0 0.0 -114.81577639545945 -1.6133291651708885
-2.6969513622162697 0.22151404068446925 0.2625484609201183 -1.1815149538535907 0.0359406020224749 0.5711120243898621 48.242696271924984 -1.0085732752154424 1.0 0.0 -114.67070261605194 -2.014331737114448
-1.704211271254199 0.23858383870544908 0.24273599796411752 -1.0213832128236509 0.06458899785925017 0.32274242519246965 92.60904038083152 -0.6674730351450644 1.0 0.0 -114.54153783707613 -2.5475186093676445
-1.9965889654513929 0.2215757053649475 0.24656287616530398 -0.9462054161047786 0.07063917557909014 0.5244120771350551 99.40729491924529 0.2703562319380941 1.0 0.0 -114.51637608949261 -2.0909365886095657
-2.5499774192102533 0.18099346816327658 0.24132198831893564 -0.9046468134688463 0.09512702000982845 0.5494510947798555 85.35793726807863 0.2983172608075706 1.0 0.0 -114.46096656638035 -2.0488646313018766
-2.3076646005767487 0.14873621292108 0.2593157290692032 -0.953838026422321 0.05253711937530382 0.6449036256483389 77.40770766134445 -0.3406295708148477 1.0 0.0 -114.34520878166063 -1.9081550958663784
-1.866935360624944 0.24089466116773917 0.29952140773095565 -1.2038430713123145 0.03420253557169907 0.7208203685291176 69.32655257037753 -1.7055387630180883 1.0 0.0 -114.29685550095772 -1.814710379951867
-2.8641500490103597 0.14808213756522154 0.2060832503892388 -0.9687358055429862 0.0393698495388531 0.3565111043183292 88.6669035972224 0.2278482454079387 1.0 0.0 -114.16194989234775 -2.451860496839539
-1.7251971274245657 0.1831897811588736 0.2698798788952169 -1.2934069425835237 0.04311430384018618 0.45760923244618135 82.76733027424861 -0.9400773050274986 1.0 0.0 -114.14224938800442 -2.216084371441333
-2.0056350804229495 0.12974338533573185 0.29481189153640713 -1.0159902528552658 0.055061884793981 0.983738651923595 68.94830904742722 -0.6374385098958253 1.0 0.0 -114.10657413960239 -1.582429848161661
-2.2932030208585092 0.1671890529722485 0.29734881105550715 -0.8912986272596508 0.09180685179672315 0.6648301988766802 96.06490450674752 0.004315873886075572 1.0 0.0 -114.09756768835484 -1.8822037666051317
-1.8688334116315952 0.13317809796180496 0.2988836074775085 -1.1548393626230418 0.04855283481391687 0.5144138112716025 74.41760360745997 -1.05845360933857 1.0 0.0 -114.08509380760994 -2.1084233120955993
-2.045233597228517 0.13669620559702209 0.18998709753230697 -0.8955478528240979 0.14727776431309086 0.9262467926912171 68.70575689348816 0.18887784124384543 1.0 0.0 -114.0791311148318 -1.6231274954494805
-1.9309591396627874 0.2207817496092356 0.2694028109987503 -1.0898600763135033 0.04543007967221324 0.4579649670749599 86.38459930563735 -0.7578094445110086 1.0 0.0 -114.058740332931 -2.2153623544640846
-2.308279365183459 0.13248684137373384 0.27060534794825 -1.0282845254194064 0.035977017788459756 0.7452630569106784 77.49310569818086 -0.10500117991878621 1.0 0.0 -114.03016783494573 -1.787561192341706
-1.7474724471291359 0.23982901355466898 0.2720106577609077 -0.905851627989668 0.06980638604762114 0.9820410973418966 72.22385514920336 -0.7044366612603006 1.0 0.0 -114.02779027179324 -1.5835613158582242
-1.8520244393845422 0.1721495424119523 0.2867754929142946 -1.1055439962493179 0.03876459455106218 0.8992337419636355 72.80083490330814 -0.732334646151815 1.0 0.0 -114.01487304252264 -1.6440104705620822
-2.0239780280539623 0.12058139126503731 0.28574779000641215 -0.904263871896283 0.04994594866951224 0.6843400138918544 81.41695814510408 -1.690106475861914 1.0 0.0 -113.9835705132963 -1.857806721596807
-2.0030977387888536 0.21158868464541827 0.23055434929200294 -1.207426567293647 0.031614861656397514 0.37527754816471093 50.667708422308365 -1.453435583092876 1.0 0.0 -113.96485169874073 -2.4028695553546884
-1.820024899427348 0.12129030177251393 0.27447794441839934 -0.9473541783367321 0.09738709140878771 1.1088005459306278 98.57826026135592 -1.4801039614572047 1.0 0.0 -113.9252397823476 -1.5099443319416375
-1.7394457485698456 0.12691480781981715 0.2837637687485136 -1.9490871402045946 0.09334755367488914 0.9517768397624223 63.06115111114471 -1.6331153551637976 1.0 0.0 -113.9002679192337 -1.6044417345467925
-1.7406826205689598 0.16059634961355634 0.2642126958269524 -1.316044234824832 0.04188778977625593 0.37430182617406527 81.4895390552328 -0.9439950062112732 1.0 0.0 -113.82373636012943 -2.4053498883626103
-1.8040186220876013 0.12738546622033198 0.2951456945568877 -1.7020951954402 0.10318899810055661 1.4490713691192054 69.03668994299261 -1.4635929162351182 1.0 0.0 -113.78729652424026 -1.4066236164355501
-2.715857842018731 0.1377772900803128 0.23206546279391985 -1.357310378169077 0.030549816021982472 0.4092347970116168 58.44106762669203 0.11340054962876511 1.0 0.0 -113.69536668477897 -2.320732660278413
-1.9763324344915885 0.12996150668629522 0.2866970036480039 -1.0759959137367647 0.08233733888628295 1.0900822353910253 82.48744143957563 -0.899940666161466 1.0 0.0 -113.67429589717025 -1.5194848745574905
-2.5119022217936977 0.2062725137616848 0.28183192129904955 -0.9328662308887896 0.031901097918072274 0.7753229449382435 74.86301836316395 -0.0139608281887873 1.0 0.0 -113.6398785760993 -1.755947773484763
-1.7468884619105027 0.20437523509204658 0.27489452046366053 -0.9122115253008312 0.04147490212311033 0.8290951643856396 83.50291264621801 -0.37138345042723797 1.0 0.0 -113.61347708823627 -1.7039294880860305
-1.783805225195796 0.1233243799669651 0.2780146182167237 -1.1923123397402329 0.0704978917723777 1.1522464826809344 76.36274672547869 -0.8829907611867764 1.0 0.0 -113.59482677924423 -1.4894724144484524
-2.1818089539603185 0.2120010315913175 0.17449405955021982 -0.9448235011250801 0.036829849541677284 0.12986926485893513 92.46801566615682 -0.19781400616600386 1.0 0.0 -113.56987903201092 -3.44323634179269
-2.0143693714113073 0.1299961544905814 0.29043955976127556 -0.9827781131946445 0.1079905964578858 1.101140027603936 84.50901029103161 -1.4745340878810556 1.0 0.0 -113.51294980918628 -1.5137954973654428
-1.9142769234829926 0.22441618833638627 0.28385606127435065 -0.942576530670427 0.08250390921751685 0.6400406000823997 91.07111166416838 -0.4235021974783637 1.0 0.0 -113.49273858331739 -1.9146530848193046
-2.0484726532294837 0.22551873177807602 0.295774046591634 -1.4165075103815763 0.0317015574218507 0.16481832053797218 73.5877123272317 -0.33854518298604774 1.0 0.0 -113.49044376244915 -3.2066398852191433
-2.253958817732334 0.16956418565741732 0.2227757546445251 -0.9611536791071038 0.036502245890430135 0.47315144533460785 75.68850925454669 0.041883691604994056 1.0 0.0 -113.47379302636195 -2.185131038865931
-2.6765382160075286 0.136319756622613 0.27938274557199905 -0.9082412411211471 0.03772586074715748 0.38512424720887345 58.78943224224717 -1.0156418929681736 1.0 0.0 -113.44105334694898 -2.378229537694703
-2.700097321422107 0.22322315613555854 0.25308382565640714 -1.0240725936193442 0.03177717949157825 0.4729862693680687 75.06605718399612 -0.6366691632286985 1.0 0.0 -113.39431503679141 -2.185453753660399
-1.8485878338164996 0.19438978580375804 0.28495182240163996 -0.9001754289324855 0.08829869277589572 0.7394577713950167 93.99224322885246 -0.5534131795472201 1.0 0.0 -113.31351011863181 -1.7938890195750952
-1.9518009480478316 0.16062673034444858 0.25497764100693976 -1.4140034460366047 0.030142259146534844 0.2891692772709459 77.10059403901542 -0.4959375077860151 1.0 0.0 -113.30013152384429 -2.6539153249076852
-1.7359894651753067 0.24005859557795342 0.2976816425909599 -1.0940743916357718 0.036759445171477695 0.7566122462320584 94.76833704165732 -0.8150851487734596 1.0 0.0 -113.28848812515753 -1.775401275670587
-2.651635204042873 0.14869188689809096 0.22990792311254465 -0.9678475038820271 0.037030477486853716 0.6715446226139403 63.59400602282752 -0.8884541435306037 1.0 0.0 -113.28494005735132 -1.873696962531065
-1.8702355511207933 0.13552521737914947 0.23650646954982835 -0.9867160374429096 0.036126736677338046 0.8242270702980667 61.26338664234968 -0.6908912130512392 1.0 0.0 -113.21567278000131 -1.7084115644350566
-2.5520605707005206 0.23329163336210496 0.24010930722566892 -0.9261665681933469 0.045845176106550145 0.28998375655077485 66.5362105344435 -0.6185384529665507 1.0 0.0 -113.20613691244571 -2.651181727591694
-2.5076134505066605 0.19393179847945102 0.2609701171707556 -0.9184326484663059 0.05928499357673164 0.08819621305657058 79.86160027849574 -0.6776898407750844 1.0 0.0 -113.1622334932254 -3.8286847836908295
-1.908037518956871 0.17363689789331743 0.2892291606629983 -0.9214404479001401 0.06786169462352207 0.26488709259383053 99.64588898172057 -0.5478632198865316 1.0 0.0 -113.1621844103716 -2.7393700440621895
-1.9364703127334215 0.12173107997608984 0.26861202181371996 -0.9645960012709496 0.033174821799764095 0.43415976556523306 74.79602885627739 -1.227749857616599 1.0 0.0 -113.14737535978992 -2.2651550253854733
-2.0510558541437525 0.24677882454336506 0.27840475142447424 -0.9820405725644505 0.06493981531200366 0.46181824709168295 92.14550174014265 -0.7493928026309049 1.0 0.0 -113.14390558043957 -2.207582832870866
-2.8141748047524238 0.22039052771386192 0.26008335879375605 -0.9873866313738153 0.03664108112884097 0.6734339664297079 69.6286277283668 -0.41416977755857376 1.0 0.0 -113.13574249688942 -1.8713243489300984
-1.8651152283725752 0.19004307690138472 0.24089433020948492 -0.8923361348210552 0.047051053582331935 0.43482195344627106 71.97035148151136 -1.765243928091335 1.0 0.0 -113.13202916842455 -2.2637281042775026
-1.8933726516782627 0.20451053828524163 0.21198394576145746 -1.0236071534372213 0.030794056183202762 0.3922205967322241 88.30282828784175 -0.1010019539225313 1.0 0.0 -113.12014726180968 -2.360899892059974
-2.5248347587905102 0.18188413791873093 0.16602605432936723 -1.0474522803620503 0.03035244502031392 0.26195912692208795 68.31801022446481 0.11664193890115326 1.0 0.0 -113.07283521491452 -2.7502269308376297
-2.8442592776355693 0.16130118580103348 0.24348129063456636 -0.9212025876317693 0.03003507821133395 0.8115867579608047 66.28953403174994 -0.010796262638801846 1.0 0.0 -113.06826735981844 -1.7202559355872002
-1.8159548187881558 0.12508440553397304 0.28007501141972707 -1.6077235465844446 0.06580044540224873 0.8608928499913951 58.23927599757297 -1.308439676269803 1.0 0.0 -113.06255734573485 -1.675708407905227
-1.8168201360207283 0.23178522599244633 0.26970435980483604 -1.1210268446266705 0.04952277334865435 0.37939888024736995 86.19301116164489 -0.9081461427658533 1.0 0.0 -113.05176764334183 -2.392470697017302
-1.783971316953639 0.12212575027955437 0.2592946337202794 -1.8066494036613991 0.0642249388497321 0.7783711204720092 62.941882338569876 -0.8914331315260853 1.0 0.0 -113.04521496201922 -1.7528470114571666
-2.054494944896634 0.245428205833345 0.2921682913194482 -0.9084351608191676 0.056958559619429736 0.482811604301607 79.87399524975154 -0.7314242047388779 1.0 0.0 -113.04463697537763 -2.1664831251515366
-1.8247020134832745 0.1244964920147438 0.2782574673722443 -1.867307935208603 0.07741864574483681 1.0204939552840422 66.39200084364003 -0.9290747512994701 1.0 0.0 -113.04449901251566 -1.5589355197698758
-2.673358070850372 0.13995975255966187 0.22948270440101623 -0.9052506095170976 0.04179868698120117 0.39007102582407494 73.08844327926636 -0.1407068371772766 1.0 0.0 -113.03972711844868 -2.3661123141395457
-2.852287979344779 0.17793555149897777 0.2931069119323161 -1.0907924518435375 0.03342344508565472 0.39552694137004035 66.72778556759835 -0.7194608660874511 1.0 0.0 -113.02305116552472 -2.352944066867874
-1.9801802037963854 0.15831490177763002 0.291592189410755 -1.0085240629077594 0.052489335338855955 0.5960235936432707 85.23940862606008 -0.8963110220450798 1.0 0.0 -112.99061582787367 -1.9765964954694641
