   -0.269379712366245183E+01    0.163455998150901727E+00    0.288992953646403428E+00   -0.943028395543586084E+00    0.310611048175409125E-01    0.387649405731323116E+00    0.785805568154797669E+02    0.508903362004690107E+00   -0.226944553256422559E+02
   -0.181541220243586299E+01    0.162372237853773582E+00    0.296535971600611625E+00   -0.964948758755555636E+00    0.340519521871298220E-01    0.363600150332155758E+00    0.105497050290640701E+03    0.486126163956650370E+00   -0.224571819734442286E+02
   -0.202494815440335918E+01    0.212833596906395639E+00    0.292942669543546530E+00   -0.942014710775735731E+00    0.318404840447503862E-01    0.409064234147457684E+00    0.875516366016651801E+02    0.481587243859403824E+00   -0.220846872758021604E+02
   -0.227583133034983609E+01    0.210131180580415911E+00    0.291222863015642097E+00   -0.894481710648337147E+00    0.308041722249818607E-01    0.372145018509386527E+00    0.833913294615042844E+02    0.530331293554868632E+00   -0.210881734768241387E+02
   -0.182279094734788094E+01    0.173422133603180345E+00    0.284001474307989776E+00   -0.893534400093976000E+00    0.325959189372097072E-01    0.338713533962661684E+00    0.112275413202698672E+03    0.324246633006346985E+00   -0.208028644623227628E+02
   -0.196970025190920306E+01    0.221164682576379973E+00    0.285564175755890659E+00   -0.941104619996530500E+00    0.304054811268284451E-01    0.370729694913342234E+00    0.880301618315121601E+02    0.474177555006224272E+00   -0.207548813057019856E+02
   -0.192112993157417167E+01    0.173472520038834899E+00    0.289216843952728508E+00   -0.103346476260368414E+01    0.308477415330130900E-01    0.341561494431379065E+00    0.892716100900939864E+02    0.499010425363484000E+00   -0.206547159132112697E+02
   -0.235549978260678916E+01    0.227438867874916295E+00    0.295249078278109756E+00   -0.941954942278220519E+00    0.314978787550399889E-01    0.407308586430181307E+00    0.774379466794395626E+02    0.424940260776018763E+00   -0.203646326255442105E+02
   -0.172319154048436451E+01    0.203651500732901031E+00    0.288295051351966147E+00   -0.945170465371768076E+00    0.324942309758095571E-01    0.334142330836065260E+00    0.115000918604472560E+03    0.461472989799824818E+00   -0.203474787878873009E+02
   -0.188493594425467670E+01    0.190293206226128581E+00    0.293127658387283385E+00   -0.930971280128798595E+00    0.312178456687871378E-01    0.336247718094168591E+00    0.110837062672202023E+03    0.529979471020919690E+00   -0.202001845581774475E+02
