    0.289339466904232268E+02   -0.273245959707700203E+01   -0.141878501568832327E+01    0.130347896944138814E+00   -0.107044146250256563E+04
    0.296724429035777817E+02   -0.263081012904106082E+01   -0.143490730053165416E+01    0.947653883658852170E-01   -0.106912595386826274E+04
    0.298743428078763671E+02   -0.270062749302787175E+01   -0.139498417163102628E+01    0.737275585037057840E-01   -0.106886204465639753E+04
    0.295374098440377679E+02   -0.272088961586950306E+01   -0.141574020909602893E+01    0.651723748116443541E-01   -0.106875208201190389E+04
    0.293163203595982438E+02   -0.273119174898914974E+01   -0.141661750352390303E+01    0.112669820710239260E+00   -0.106871914393872271E+04
    0.287960608180010738E+02   -0.270870619092633280E+01   -0.141695244756337813E+01    0.123526106367971830E+00   -0.106835001879864444E+04
    0.293883865347124882E+02   -0.271343983504124875E+01   -0.141078579877118804E+01    0.791997839944804244E-01   -0.106810196638773414E+04
    0.292842682588527019E+02   -0.267647680352959672E+01   -0.139839172006460455E+01    0.116691050738665911E+00   -0.106786484982591469E+04
    0.291447417957011758E+02   -0.272198219624015270E+01   -0.140870956142039794E+01    0.113889963933633556E+00   -0.106786122561635466E+04
    0.298567418892736640E+02   -0.264845508957063247E+01   -0.143708718637654220E+01    0.848402666788025811E-01   -0.106771355073346990E+04
    0.292209062441772076E+02   -0.268673172111737379E+01   -0.140561924744026001E+01    0.942916857290554689E-01   -0.106770810255731772E+04
    0.294886023779548090E+02   -0.262463867822500241E+01   -0.141382567335188813E+01    0.124832086397390851E+00   -0.106768810889826796E+04
    0.296367447366871133E+02   -0.270307885111916857E+01   -0.142617154855874251E+01    0.733403270563022375E-01   -0.106764305767823157E+04
    0.294960493240247885E+02   -0.270566749597312217E+01   -0.141973341794927199E+01    0.672427022393214668E-01   -0.106762625756924035E+04
    0.294474894199508910E+02   -0.264881020236415665E+01   -0.142467093193745797E+01    0.801797520716806544E-01   -0.106761967925297381E+04
    0.292554292036268038E+02   -0.268166249950390911E+01   -0.141745384664560570E+01    0.750119510692020264E-01   -0.106750983449099363E+04
    0.294150511682087199E+02   -0.263062069283333511E+01   -0.142721384385591676E+01    0.115968775986074163E+00   -0.106747331519686509E+04
    0.296297823913828680E+02   -0.268329084742056789E+01   -0.139869452471762257E+01    0.936364322110096459E-01   -0.106740533388903623E+04
    0.296144614768775369E+02   -0.266517556433549441E+01   -0.143612986760174488E+01    0.111541042016405939E+00   -0.106721247428698007E+04
    0.296504217695990491E+02   -0.268269470781574793E+01   -0.140073057352561059E+01    0.847441355104720934E-01   -0.106716783270006545E+04
    0.292242711087524256E+02   -0.267875488419334307E+01   -0.142868378260630902E+01    0.113836323386178995E+00   -0.106709883085833872E+04
    0.294110018522722960E+02   -0.271888902705900426E+01   -0.140837850814883181E+01    0.988873740768019677E-01   -0.106707652723609453E+04
    0.296772979161490760E+02   -0.265799101526237092E+01   -0.139571578338973490E+01    0.127654434228667235E+00   -0.106706831116715216E+04
    0.295710481699454135E+02   -0.267055770972654738E+01   -0.143561597127392337E+01    0.115835918528952392E+00   -0.106706468665748366E+04
    0.292227014491170891E+02   -0.269537593162678535E+01   -0.141725497493312469E+01    0.923119761878365003E-01   -0.106705919933506561E+04
    0.289898451885579433E+02   -0.269048332542622459E+01   -0.141410377650807906E+01    0.108144581787642746E+00   -0.106701974252531340E+04
    0.297821559147111010E+02   -0.266444910206306673E+01   -0.140071384891474304E+01    0.922559603683761609E-01   -0.106699862093545903E+04
    0.292036961754494087E+02   -0.263375219928411797E+01   -0.141581722885165417E+01    0.130068021122281774E+00   -0.106690470755561546E+04
    0.294382157111859115E+02   -0.270148261000540257E+01   -0.142725395896369411E+01    0.111594793713818280E+00   -0.106679747790752003E+04
    0.298547527274530253E+02   -0.272229992259768672E+01   -0.141108479685218180E+01    0.557696941355476788E-01   -0.106670471434751153E+04
    0.289857018946841620E+02   -0.266174880689208715E+01   -0.142153852895693733E+01    0.119332793840415230E+00   -0.106661670159395908E+04
    0.293781530809228499E+02   -0.266704195352204021E+01   -0.143264353138140432E+01    0.120322995429949675E+00   -0.106658994166273715E+04
    0.291367837088106114E+02   -0.267695430520595501E+01   -0.142928637611636011E+01    0.127600625621116764E+00   -0.106654663075844041E+04
    0.295574067020477571E+02   -0.264249325773585397E+01   -0.142035395712388102E+01    0.910924002679995709E-01   -0.106648442536262019E+04
    0.291965191202931678E+02   -0.272715645934914663E+01   -0.140584206989905058E+01    0.128713373977755174E+00   -0.106644657373863379E+04
    0.299451743735411071E+02   -0.267154489683810903E+01   -0.140073237407208784E+01    0.753656474719260477E-01   -0.106642532234172677E+04
    0.295925798830890656E+02   -0.265289494747247812E+01   -0.142200807767862236E+01    0.696065403600244215E-01   -0.106642031013176961E+04
    0.294252974453011440E+02   -0.270505632424783826E+01   -0.142907960872623674E+01    0.128888356930502573E+00   -0.106641650455974809E+04
    0.287839639423203408E+02   -0.268232097567526928E+01   -0.140779822148097078E+01    0.129842593510247684E+00   -0.106641468643170515E+04
    0.295801063813086884E+02   -0.261954099874324919E+01   -0.142247372468738398E+01    0.128480469561113086E+00   -0.106638158758174791E+04
    0.291279841043410883E+02   -0.271674073267118787E+01   -0.141864472518475226E+01    0.129508496436641585E+00   -0.106638090093606002E+04
