isot,filter,mag,err
2023-03-01T12:00:00.000,ps1__g,20.839822826112695,0.05
2023-03-02T02:24:00.000,ps1__g,21.2116244364951,0.05
2023-03-02T04:48:00.000,ps1__g,21.288419046378337,0.05
2023-03-03T04:48:00.000,ps1__r,20.718640876847594,0.05
2023-03-09T07:12:00.000,ps1__r,23.823579333207146,0.05
2023-02-27T02:24:00.000,ps1__i,16.381092660591342,0.05
2023-03-02T07:12:00.000,ps1__i,19.190951147918,0.05
2023-03-03T09:36:00.000,ps1__i,19.935650794303914,0.05
2023-03-04T09:36:00.000,ps1__i,20.46037720738753,0.05
2023-03-08T07:12:00.000,ps1__i,22.33547453954329,0.05
2023-02-26T00:00:00.000,ps1__z,17.77588443837815,0.05
2023-02-26T04:48:00.000,ps1__z,17.859485120963853,0.05
2023-03-07T12:00:00.000,ps1__z,20.597104668782745,0.05
2023-03-09T00:00:00.000,ps1__z,21.062740465133757,0.05
2023-03-09T19:12:00.000,ps1__z,21.315563319049698,0.05
2023-02-28T12:00:00.000,2massj,16.981484786389313,0.05
2023-03-01T00:00:00.000,2massj,17.25930717222823,0.05
2023-03-03T00:00:00.000,2massj,18.26567860423347,0.05
2023-03-04T16:48:00.000,2massj,18.99895870161529,0.05
2023-03-11T14:24:00.000,2massj,21.23442397763071,0.05
2023-02-25T02:24:00.000,2massh,22.32454329189425,0.05
2023-02-25T09:36:00.000,2massh,20.300907896117153,0.05
2023-02-28T07:12:00.000,2massh,17.35867785624533,0.05
2023-03-11T00:00:00.000,2massh,20.333503817557585,0.05
2023-03-11T21:36:00.000,2massh,20.44579704854025,0.05
2023-02-25T21:36:00.000,2massks,18.79025288615274,0.05
2023-02-26T00:00:00.000,2massks,18.627342443191907,0.05
2023-03-02T16:48:00.000,2massks,18.44597016821118,0.05
2023-03-02T21:36:00.000,2massks,18.521141299124942,0.05
2023-03-06T12:00:00.000,2massks,19.580994473005717,0.05
