isot,filter,mag,err
2023-02-25T04:48:00.000,ps1__g,20.079779478713526,0.05
2023-02-25T09:36:00.000,ps1__g,18.32841613003366,0.05
2023-02-26T16:48:00.000,ps1__g,18.393861063825504,0.05
2023-02-27T19:12:00.000,ps1__g,19.489976015973532,0.05
2023-03-03T21:36:00.000,ps1__g,22.358999273246674,0.05
2023-03-04T04:48:00.000,ps1__g,22.556431625701656,0.05
2023-03-05T09:36:00.000,ps1__g,23.384641538682185,0.05
2023-02-25T14:24:00.000,ps1__r,17.637138856470017,0.05
2023-02-25T21:36:00.000,ps1__r,17.422229869123484,0.05
2023-02-26T14:24:00.000,ps1__r,17.493558945866504,0.05
2023-02-27T16:48:00.000,ps1__r,18.390349607955443,0.05
2023-02-28T12:00:00.000,ps1__r,19.125424714965973,0.05
2023-03-03T07:12:00.000,ps1__r,20.7731120717066,0.05
2023-03-06T04:48:00.000,ps1__r,22.266648989218375,0.05
2023-03-06T14:24:00.000,ps1__r,22.488010750505325,0.05
2023-03-07T04:48:00.000,ps1__r,22.77256945481936,0.05
2023-03-07T12:00:00.000,ps1__r,22.921408463269437,0.05
2023-03-08T02:24:00.000,ps1__r,23.236392163635784,0.05
2023-03-09T09:36:00.000,ps1__r,23.86241007593727,0.05
2023-02-25T14:24:00.000,ps1__i,16.762716871470776,0.05
2023-02-28T12:00:00.000,ps1__i,17.844382763260214,0.05
2023-03-04T00:00:00.000,ps1__i,20.227227139520384,0.05
2023-03-04T02:24:00.000,ps1__i,20.280609063696275,0.05
2023-03-04T07:12:00.000,ps1__i,20.399632914950402,0.05
2023-03-04T12:00:00.000,ps1__i,20.504677695145034,0.05
2023-03-05T00:00:00.000,ps1__i,20.773303662297877,0.05
2023-03-05T02:24:00.000,ps1__i,20.78966364452255,0.05
2023-03-05T19:12:00.000,ps1__i,21.13618539533319,0.05
2023-03-06T07:12:00.000,ps1__i,21.371093438605346,0.05
2023-03-06T09:36:00.000,ps1__i,21.392991788917687,0.05
2023-03-06T19:12:00.000,ps1__i,21.629366458959353,0.05
2023-03-07T07:12:00.000,ps1__i,21.866770700939018,0.05
2023-03-07T14:24:00.000,ps1__i,21.929904341234504,0.05
2023-03-11T14:24:00.000,ps1__i,23.57837233290735,0.05
2023-02-25T07:12:00.000,ps1__z,19.255183051318348,0.05
2023-02-25T16:48:00.000,ps1__z,17.90843125894765,0.05
2023-02-26T00:00:00.000,ps1__z,17.77588443837815,0.05
2023-02-26T12:00:00.000,ps1__z,17.455698139361637,0.05
2023-02-27T09:36:00.000,ps1__z,17.22038303503816,0.05
2023-02-28T02:24:00.000,ps1__z,17.634345020117372,0.05
2023-03-01T07:12:00.000,ps1__z,18.40186446677174,0.05
2023-03-02T04:48:00.000,ps1__z,18.83026667039092,0.05
