isot,filter,mag,err
2023-02-25T02:24:00.000,ps1__g,21.52482071661454,0.05
2023-02-26T09:36:00.000,ps1__g,18.30500758979702,0.05
2023-02-26T21:36:00.000,ps1__g,18.547775872174583,0.05
2023-02-27T04:48:00.000,ps1__g,18.8293021912121,0.05
2023-02-28T14:24:00.000,ps1__g,20.191248149526587,0.05
2023-03-01T07:12:00.000,ps1__g,20.702671655839477,0.05
2023-03-02T16:48:00.000,ps1__g,21.58060744427153,0.05
2023-03-03T02:24:00.000,ps1__g,21.8554928427386,0.05
2023-03-04T09:36:00.000,ps1__g,22.706318625006748,0.05
2023-03-05T16:48:00.000,ps1__g,23.56883446286433,0.05
2023-02-25T12:00:00.000,ps1__r,17.774708607991524,0.05
2023-02-25T21:36:00.000,ps1__r,17.422229869123484,0.05
2023-02-28T02:24:00.000,ps1__r,18.78863653698258,0.05
2023-03-02T14:24:00.000,ps1__r,20.40578704019905,0.05
2023-03-02T16:48:00.000,ps1__r,20.453090807572853,0.05
2023-03-03T02:24:00.000,ps1__r,20.662032577078286,0.05
2023-03-03T04:48:00.000,ps1__r,20.718640876847594,0.05
2023-03-03T12:00:00.000,ps1__r,20.888929251456663,0.05
2023-03-03T14:24:00.000,ps1__r,20.93912046814664,0.05
2023-03-05T12:00:00.000,ps1__r,21.9079599086197,0.05
2023-03-08T02:24:00.000,ps1__r,23.236392163635784,0.05
2023-03-08T09:36:00.000,ps1__r,23.368951767807363,0.05
2023-03-09T12:00:00.000,ps1__r,23.90327843639211,0.05
2023-02-25T14:24:00.000,ps1__i,16.762716871470776,0.05
2023-02-28T16:48:00.000,ps1__i,17.926295577974862,0.05
2023-03-02T19:12:00.000,ps1__i,19.540143936972388,0.05
2023-03-03T09:36:00.000,ps1__i,19.935650794303914,0.05
2023-03-04T02:24:00.000,ps1__i,20.280609063696275,0.05
2023-03-04T21:36:00.000,ps1__i,20.73556961530012,0.05
2023-03-05T02:24:00.000,ps1__i,20.78966364452255,0.05
2023-03-05T09:36:00.000,ps1__i,20.895378124316302,0.05
2023-03-05T19:12:00.000,ps1__i,21.13618539533319,0.05
2023-03-06T07:12:00.000,ps1__i,21.371093438605346,0.05
2023-03-07T00:00:00.000,ps1__i,21.724525300844427,0.05
2023-03-08T21:36:00.000,ps1__i,22.443595524458466,0.05
2023-03-09T07:12:00.000,ps1__i,22.644989176050316,0.05
2023-03-09T14:24:00.000,ps1__i,22.81450868233732,0.05
2023-03-11T16:48:00.000,ps1__i,23.631303033027383,0.05
2023-02-27T00:00:00.000,ps1__z,17.106889669159237,0.05
