isot,filter,mag,err
2023-02-25T02:24:00.000,ps1__g,21.52482071661454,0.05
2023-02-25T14:24:00.000,ps1__g,18.040288368972185,0.05
2023-03-02T04:48:00.000,ps1__g,21.288419046378337,0.05
2023-03-02T14:24:00.000,ps1__g,21.533309686116766,0.05
2023-02-25T16:48:00.000,ps1__r,17.51394581806987,0.05
2023-02-27T02:24:00.000,ps1__r,17.77094732573761,0.05
2023-02-27T04:48:00.000,ps1__r,17.864388291501307,0.05
2023-02-28T04:48:00.000,ps1__r,18.879683706133633,0.05
2023-02-28T19:12:00.000,ps1__r,19.35718382645389,0.05
2023-03-05T19:12:00.000,ps1__r,22.060433927405363,0.05
2023-03-06T04:48:00.000,ps1__r,22.266648989218375,0.05
2023-02-27T19:12:00.000,ps1__i,17.15231761569623,0.05
2023-02-28T00:00:00.000,ps1__i,17.32154332657312,0.05
2023-02-28T02:24:00.000,ps1__i,17.458992850957664,0.05
2023-03-05T14:24:00.000,ps1__i,21.049103521641626,0.05
2023-03-05T19:12:00.000,ps1__i,21.13618539533319,0.05
2023-03-07T16:48:00.000,ps1__i,22.05076752474023,0.05
2023-03-09T09:36:00.000,ps1__i,22.64597925236305,0.05
2023-03-10T02:24:00.000,ps1__i,23.0780167626251,0.05
2023-02-25T12:00:00.000,ps1__z,18.2968347797258,0.05
2023-03-02T14:24:00.000,ps1__z,18.995710610635562,0.05
2023-03-03T21:36:00.000,ps1__z,19.494164913960134,0.05
2023-03-04T00:00:00.000,ps1__z,19.526307005254107,0.05
2023-03-07T00:00:00.000,ps1__z,20.43750559008346,0.05
2023-03-09T02:24:00.000,ps1__z,21.09140909115376,0.05
2023-03-11T07:12:00.000,ps1__z,21.782687008839666,0.05
2023-03-11T21:36:00.000,ps1__z,21.961177840196864,0.05
2023-02-25T07:12:00.000,2massj,17.79372347602456,0.05
2023-02-25T16:48:00.000,2massj,16.816316524702383,0.05
2023-02-28T07:12:00.000,2massj,16.780634354226816,0.05
2023-03-02T21:36:00.000,2massj,18.2122014725459,0.05
2023-03-03T14:24:00.000,2massj,18.573179303990422,0.05
2023-03-07T04:48:00.000,2massj,19.95885388868281,0.05
2023-03-07T07:12:00.000,2massj,19.969724706841575,0.05
2023-03-07T09:36:00.000,2massj,19.980323666479443,0.05
2023-02-26T04:48:00.000,2massh,18.02176389270087,0.05
2023-02-26T07:12:00.000,2massh,17.85294798965304,0.05
2023-02-27T09:36:00.000,2massh,17.024347370122353,0.05
2023-02-28T14:24:00.000,2massh,17.529369984479928,0.05
2023-03-01T07:12:00.000,2massh,17.903744070934945,0.05
2023-03-01T21:36:00.000,2massh,18.196654724172156,0.05
2023-03-04T14:24:00.000,2massh,19.207681807528978,0.05
2023-03-06T14:24:00.000,2massh,19.62264096822368,0.05
2023-02-25T04:48:00.000,2massks,22.2825879905078,0.05
2023-02-27T07:12:00.000,2massks,17.24953041507245,0.05
2023-03-02T14:24:00.000,2massks,18.419187500803787,0.05
2023-03-04T04:48:00.000,2massks,18.935690141479107,0.05
2023-03-05T02:24:00.000,2massks,19.193842087288925,0.05
2023-03-07T16:48:00.000,2massks,19.858816165324715,0.05
2023-03-10T21:36:00.000,2massks,20.33877921300693,0.05
2023-03-11T19:12:00.000,2massks,20.418696772625772,0.05
