isot,filter,mag,err
2023-02-26T12:00:00.000,ps1__g,18.3187855951003,0.05
2023-02-26T16:48:00.000,ps1__g,18.393861063825504,0.05
2023-02-27T16:48:00.000,ps1__g,19.38597262053095,0.05
2023-02-28T00:00:00.000,ps1__g,19.695381267978174,0.05
2023-02-28T14:24:00.000,ps1__g,20.191248149526587,0.05
2023-03-01T07:12:00.000,ps1__g,20.702671655839477,0.05
2023-03-04T02:24:00.000,ps1__g,22.490714257539338,0.05
2023-03-04T07:12:00.000,ps1__g,22.638875518056494,0.05
2023-03-06T07:12:00.000,ps1__g,23.98067436169916,0.05
2023-02-25T14:24:00.000,ps1__r,17.637138856470017,0.05
2023-02-25T21:36:00.000,ps1__r,17.422229869123484,0.05
2023-02-27T12:00:00.000,ps1__r,18.16760301806348,0.05
2023-03-03T04:48:00.000,ps1__r,20.718640876847594,0.05
2023-03-04T02:24:00.000,ps1__r,21.185938962206535,0.05
2023-03-04T04:48:00.000,ps1__r,21.245716502833616,0.05
2023-03-04T16:48:00.000,ps1__r,21.49708434695397,0.05
2023-03-06T00:00:00.000,ps1__r,22.175779962485617,0.05
2023-03-07T14:24:00.000,ps1__r,22.967510619390424,0.05
2023-03-08T02:24:00.000,ps1__r,23.236392163635784,0.05
2023-03-08T07:12:00.000,ps1__r,23.326102356051283,0.05
2023-03-08T16:48:00.000,ps1__r,23.538102658897774,0.05
2023-03-09T09:36:00.000,ps1__r,23.86241007593727,0.05
2023-03-09T16:48:00.000,ps1__r,23.99717709081616,0.05
2023-02-25T19:12:00.000,ps1__i,16.36892756503263,0.05
2023-02-26T07:12:00.000,ps1__i,15.940467278264336,0.05
2023-02-27T04:48:00.000,ps1__i,16.47780520891728,0.05
2023-02-27T07:12:00.000,ps1__i,16.57706311875,0.05
2023-02-28T04:48:00.000,ps1__i,17.55591483025706,0.05
2023-02-28T09:36:00.000,ps1__i,17.736325670486586,0.05
2023-03-02T21:36:00.000,ps1__i,19.618614130058596,0.05
2023-03-03T02:24:00.000,ps1__i,19.735065133532196,0.05
2023-03-04T12:00:00.000,ps1__i,20.504677695145034,0.05
2023-03-06T09:36:00.000,ps1__i,21.392991788917687,0.05
2023-03-07T14:24:00.000,ps1__i,21.929904341234504,0.05
2023-03-08T21:36:00.000,ps1__i,22.443595524458466,0.05
2023-03-09T00:00:00.000,ps1__i,22.49471689786109,0.05
2023-03-10T04:48:00.000,ps1__i,23.10931358785398,0.05
2023-03-11T02:24:00.000,ps1__i,23.454171556830083,0.05
2023-02-27T16:48:00.000,ps1__z,17.37756787046048,0.05
2023-02-28T12:00:00.000,ps1__z,17.902317577619442,0.05
2023-02-28T16:48:00.000,ps1__z,18.02169575792631,0.05
2023-03-01T21:36:00.000,ps1__z,18.679486490416064,0.05
2023-03-03T00:00:00.000,ps1__z,19.158259216149045,0.05
2023-03-03T02:24:00.000,ps1__z,19.194465115209276,0.05
2023-03-04T21:36:00.000,ps1__z,19.818198086443026,0.05
2023-03-06T14:24:00.000,ps1__z,20.33374613054778,0.05
2023-03-06T21:36:00.000,ps1__z,20.411852337408618,0.05
2023-03-07T00:00:00.000,ps1__z,20.43750559008346,0.05
2023-03-07T09:36:00.000,ps1__z,20.558292775539357,0.05
2023-03-07T14:24:00.000,ps1__z,20.627425341690813,0.05
2023-03-09T02:24:00.000,ps1__z,21.09140909115376,0.05
2023-03-09T19:12:00.000,ps1__z,21.315563319049698,0.05
2023-03-11T16:48:00.000,ps1__z,21.904250958017794,0.05
2023-02-25T04:48:00.000,2massj,17.537340161428645,0.05
