isot,filter,mag,err
2023-02-26T07:12:00.000,ps1__g,18.28565617923045,0.05
2023-02-28T02:24:00.000,ps1__g,19.793047392158453,0.05
2023-03-02T12:00:00.000,ps1__g,21.479250599575295,0.05
2023-03-02T14:24:00.000,ps1__g,21.533309686116766,0.05
2023-03-03T14:24:00.000,ps1__g,22.19772745771453,0.05
2023-03-06T02:24:00.000,ps1__g,23.84155606386897,0.05
2023-02-25T07:12:00.000,ps1__r,18.6629893782427,0.05
2023-02-27T04:48:00.000,ps1__r,17.864388291501307,0.05
2023-03-03T09:36:00.000,ps1__r,20.82973016516159,0.05
2023-03-03T16:48:00.000,ps1__r,20.988064595072892,0.05
2023-03-07T02:24:00.000,ps1__r,22.73838751611616,0.05
2023-03-08T19:12:00.000,ps1__r,23.583271322975417,0.05
2023-02-25T07:12:00.000,ps1__i,17.557749878745902,0.05
2023-02-25T21:36:00.000,ps1__i,16.241344282457774,0.05
2023-02-28T16:48:00.000,ps1__i,17.926295577974862,0.05
2023-02-28T19:12:00.000,ps1__i,18.018594740013988,0.05
2023-03-02T14:24:00.000,ps1__i,19.32876552287581,0.05
2023-03-05T09:36:00.000,ps1__i,20.895378124316302,0.05
2023-03-06T16:48:00.000,ps1__i,21.55817484219172,0.05
2023-03-09T12:00:00.000,ps1__i,22.761165593599166,0.05
2023-02-25T09:36:00.000,ps1__z,18.790880705880923,0.05
2023-03-01T09:36:00.000,ps1__z,18.447061775502803,0.05
2023-03-08T02:24:00.000,ps1__z,20.778193427052106,0.05
2023-03-08T09:36:00.000,ps1__z,20.859943598586522,0.05
2023-03-08T21:36:00.000,ps1__z,21.0345651947611,0.05
2023-03-09T16:48:00.000,ps1__z,21.28622930490411,0.05
2023-03-10T04:48:00.000,ps1__z,21.436519182906956,0.05
2023-03-11T04:48:00.000,ps1__z,21.746801263607257,0.05
2023-02-26T14:24:00.000,2massj,15.96190052988306,0.05
2023-03-01T21:36:00.000,2massj,17.73154230569484,0.05
2023-03-02T14:24:00.000,2massj,18.129640160469137,0.05
2023-03-02T21:36:00.000,2massj,18.2122014725459,0.05
2023-03-06T07:12:00.000,2massj,19.56314000936115,0.05
2023-03-07T19:12:00.000,2massj,20.107588472298914,0.05
2023-03-08T21:36:00.000,2massj,20.4218865826075,0.05
2023-03-11T00:00:00.000,2massj,21.04933492235114,0.05
2023-02-27T16:48:00.000,2massh,17.077928409105212,0.05
2023-02-27T21:36:00.000,2massh,17.15278705612282,0.05
2023-03-01T16:48:00.000,2massh,18.097875097615997,0.05
2023-03-02T02:24:00.000,2massh,18.300761958377723,0.05
2023-03-04T07:12:00.000,2massh,19.119059297413017,0.05
2023-03-06T09:36:00.000,2massh,19.60082394645235,0.05
2023-03-06T19:12:00.000,2massh,19.664252905482556,0.05
2023-03-07T04:48:00.000,2massh,19.738403494398376,0.05
2023-02-26T21:36:00.000,2massks,17.24345711965615,0.05
2023-03-03T07:12:00.000,2massks,18.65569546281113,0.05
2023-03-03T14:24:00.000,2massks,18.75232777648671,0.05
2023-03-04T19:12:00.000,2massks,19.113417742953242,0.05
2023-03-05T04:48:00.000,2massks,19.219487616503166,0.05
2023-03-05T19:12:00.000,2massks,19.39459951418059,0.05
2023-03-11T04:48:00.000,2massks,20.368249858795085,0.05
2023-03-11T12:00:00.000,2massks,20.390179484921088,0.05
