isot,filter,mag,err
2023-02-25T09:36:00.000,ps1__g,18.32841613003366,0.05
2023-02-25T19:12:00.000,ps1__g,18.032149764747324,0.05
2023-02-26T09:36:00.000,ps1__g,18.30500758979702,0.05
2023-02-28T00:00:00.000,ps1__g,19.695381267978174,0.05
2023-02-28T04:48:00.000,ps1__g,19.889974881957123,0.05
2023-03-01T16:48:00.000,ps1__g,20.94819622599133,0.05
2023-03-02T12:00:00.000,ps1__g,21.479250599575295,0.05
2023-03-03T21:36:00.000,ps1__g,22.358999273246674,0.05
2023-03-04T19:12:00.000,ps1__g,22.936784460095065,0.05
2023-03-05T12:00:00.000,ps1__g,23.44727239329227,0.05
2023-02-26T02:24:00.000,ps1__r,17.447460749997546,0.05
2023-03-01T00:00:00.000,ps1__r,19.4995834810668,0.05
2023-03-01T12:00:00.000,ps1__r,19.802661204075577,0.05
2023-03-02T00:00:00.000,ps1__r,20.071511632169987,0.05
2023-03-02T07:12:00.000,ps1__r,20.252556036967395,0.05
2023-03-03T02:24:00.000,ps1__r,20.662032577078286,0.05
2023-03-04T00:00:00.000,ps1__r,21.12110722327727,0.05
2023-03-04T04:48:00.000,ps1__r,21.245716502833616,0.05
2023-03-06T16:48:00.000,ps1__r,22.546198688604214,0.05
2023-03-06T21:36:00.000,ps1__r,22.64298683861408,0.05
2023-03-07T16:48:00.000,ps1__r,23.03546980400933,0.05
2023-03-08T07:12:00.000,ps1__r,23.326102356051283,0.05
2023-03-08T21:36:00.000,ps1__r,23.63882389851982,0.05
2023-03-09T00:00:00.000,ps1__r,23.67857019845766,0.05
2023-02-26T02:24:00.000,ps1__i,15.985808089667163,0.05
2023-02-26T07:12:00.000,ps1__i,15.940467278264336,0.05
2023-02-28T14:24:00.000,ps1__i,17.898259357461512,0.05
2023-03-01T09:36:00.000,ps1__i,18.607569845145882,0.05
2023-03-02T07:12:00.000,ps1__i,19.190951147918,0.05
2023-03-04T04:48:00.000,ps1__i,20.31383163428515,0.05
2023-03-04T14:24:00.000,ps1__i,20.540144380939047,0.05
2023-03-04T21:36:00.000,ps1__i,20.73556961530012,0.05
2023-03-06T02:24:00.000,ps1__i,21.325253637225885,0.05
2023-03-06T16:48:00.000,ps1__i,21.55817484219172,0.05
2023-03-07T07:12:00.000,ps1__i,21.866770700939018,0.05
2023-03-07T09:36:00.000,ps1__i,21.85222847311211,0.05
2023-03-07T14:24:00.000,ps1__i,21.929904341234504,0.05
2023-03-08T12:00:00.000,ps1__i,22.37697390111663,0.05
2023-03-10T07:12:00.000,ps1__i,23.146638188741413,0.05
2023-02-26T04:48:00.000,ps1__z,17.859485120963853,0.05
2023-02-26T07:12:00.000,ps1__z,17.875595725123837,0.05
2023-02-26T14:24:00.000,ps1__z,17.333144414374438,0.05
2023-02-28T19:12:00.000,ps1__z,18.087028109270125,0.05
2023-03-01T21:36:00.000,ps1__z,18.679486490416064,0.05
2023-03-02T00:00:00.000,ps1__z,18.729155944108953,0.05
2023-03-03T00:00:00.000,ps1__z,19.158259216149045,0.05
2023-03-04T19:12:00.000,ps1__z,19.78722737576186,0.05
2023-03-05T00:00:00.000,ps1__z,19.845338608517828,0.05
2023-03-07T16:48:00.000,ps1__z,20.65362855955741,0.05
2023-03-08T09:36:00.000,ps1__z,20.859943598586522,0.05
2023-03-08T12:00:00.000,ps1__z,20.891356592067115,0.05
2023-03-08T21:36:00.000,ps1__z,21.0345651947611,0.05
2023-03-09T07:12:00.000,ps1__z,21.154143488310986,0.05
2023-03-10T07:12:00.000,ps1__z,21.47194292755943,0.05
2023-02-26T16:48:00.000,2massj,15.872182103136833,0.05
2023-02-28T04:48:00.000,2massj,16.781320950137466,0.05
2023-02-28T12:00:00.000,2massj,16.981484786389313,0.05
2023-03-01T12:00:00.000,2massj,17.538148396335608,0.05
2023-03-03T12:00:00.000,2massj,18.54301460886977,0.05
2023-03-04T02:24:00.000,2massj,18.772348236525847,0.05
2023-03-04T21:36:00.000,2massj,19.06529235825272,0.05
2023-03-05T09:36:00.000,2massj,19.30123919038015,0.05
2023-03-07T09:36:00.000,2massj,19.980323666479443,0.05
2023-03-08T00:00:00.000,2massj,20.13843990494234,0.05
2023-03-08T04:48:00.000,2massj,20.23497068724113,0.05
2023-03-08T07:12:00.000,2massj,20.25101776951666,0.05
2023-03-09T21:36:00.000,2massj,20.682680249086708,0.05
2023-03-10T04:48:00.000,2massj,20.80453069641341,0.05
2023-03-10T14:24:00.000,2massj,20.923322354376317,0.05
2023-02-25T16:48:00.000,2massh,18.976894853747474,0.05
2023-02-26T21:36:00.000,2massh,17.089882434722334,0.05
2023-02-28T16:48:00.000,2massh,17.57922045048824,0.05
2023-03-01T16:48:00.000,2massh,18.097875097615997,0.05
2023-03-02T00:00:00.000,2massh,18.247635979943546,0.05
2023-03-02T02:24:00.000,2massh,18.300761958377723,0.05
2023-03-02T04:48:00.000,2massh,18.352154485658158,0.05
2023-03-02T12:00:00.000,2massh,18.489952415940202,0.05
2023-03-03T07:12:00.000,2massh,18.811826861105878,0.05
2023-03-05T04:48:00.000,2massh,19.353833733615808,0.05
