isot,filter,mag,err
2023-02-25T14:24:00.000,ps1__g,18.040288368972185,0.05
2023-02-27T02:24:00.000,ps1__g,18.731441301051216,0.05
2023-03-01T16:48:00.000,ps1__g,20.94819622599133,0.05
2023-03-02T00:00:00.000,ps1__g,21.130019681044516,0.05
2023-03-02T04:48:00.000,ps1__g,21.288419046378337,0.05
2023-03-03T16:48:00.000,ps1__g,22.261137782121843,0.05
2023-03-05T02:24:00.000,ps1__g,23.174255452283205,0.05
2023-03-05T07:12:00.000,ps1__g,23.326253424558214,0.05
2023-02-25T09:36:00.000,ps1__r,18.20921801666878,0.05
2023-02-26T21:36:00.000,ps1__r,17.62857412609236,0.05
2023-02-27T00:00:00.000,ps1__r,17.69892790480076,0.05
2023-02-27T04:48:00.000,ps1__r,17.864388291501307,0.05
2023-02-27T21:36:00.000,ps1__r,18.59189976628091,0.05
2023-03-01T07:12:00.000,ps1__r,19.681446871405292,0.05
2023-03-01T12:00:00.000,ps1__r,19.802661204075577,0.05
2023-03-01T19:12:00.000,ps1__r,19.959903122236984,0.05
2023-03-02T19:12:00.000,ps1__r,20.5009482438224,0.05
2023-03-04T19:12:00.000,ps1__r,21.546863088666633,0.05
2023-03-06T09:36:00.000,ps1__r,22.37163044229378,0.05
2023-03-06T16:48:00.000,ps1__r,22.546198688604214,0.05
2023-03-07T19:12:00.000,ps1__r,23.088455461175926,0.05
2023-03-09T02:24:00.000,ps1__r,23.73138867056052,0.05
2023-02-26T04:48:00.000,ps1__i,15.963663204359719,0.05
2023-02-26T21:36:00.000,ps1__i,16.208099873023077,0.05
2023-02-27T02:24:00.000,ps1__i,16.381092660591342,0.05
2023-02-27T09:36:00.000,ps1__i,16.694018108932177,0.05
2023-02-28T07:12:00.000,ps1__i,17.63660187630179,0.05
2023-02-28T12:00:00.000,ps1__i,17.844382763260214,0.05
2023-03-01T09:36:00.000,ps1__i,18.607569845145882,0.05
2023-03-01T21:36:00.000,ps1__i,18.92567317024507,0.05
2023-03-02T00:00:00.000,ps1__i,19.00338722799939,0.05
2023-03-02T04:48:00.000,ps1__i,19.14430478822044,0.05
2023-03-03T00:00:00.000,ps1__i,19.680405713669415,0.05
2023-03-05T09:36:00.000,ps1__i,20.895378124316302,0.05
2023-03-06T14:24:00.000,ps1__i,21.48608145212342,0.05
2023-03-07T21:36:00.000,ps1__i,22.172317818125812,0.05
2023-03-09T09:36:00.000,ps1__i,22.64597925236305,0.05
2023-02-26T12:00:00.000,ps1__z,17.455698139361637,0.05
2023-02-28T12:00:00.000,ps1__z,17.902317577619442,0.05
2023-03-03T04:48:00.000,ps1__z,19.231559079952625,0.05
2023-03-04T12:00:00.000,ps1__z,19.699742098792477,0.05
2023-03-04T14:24:00.000,ps1__z,19.724343786123985,0.05
2023-03-05T02:24:00.000,ps1__z,19.873702541910223,0.05
2023-03-05T04:48:00.000,ps1__z,19.899550543689955,0.05
2023-03-07T14:24:00.000,ps1__z,20.627425341690813,0.05
2023-03-07T16:48:00.000,ps1__z,20.65362855955741,0.05
2023-03-07T21:36:00.000,ps1__z,20.713318586636618,0.05
2023-03-09T04:48:00.000,ps1__z,21.119100092372562,0.05
2023-03-09T14:24:00.000,ps1__z,21.252142097967862,0.05
2023-03-09T16:48:00.000,ps1__z,21.28622930490411,0.05
2023-03-10T04:48:00.000,ps1__z,21.436519182906956,0.05
2023-03-10T09:36:00.000,ps1__z,21.5072531100554,0.05
2023-02-26T12:00:00.000,2massj,16.027594082091344,0.05
2023-02-27T02:24:00.000,2massj,16.14613113404458,0.05
2023-02-27T04:48:00.000,2massj,16.214955583059982,0.05
2023-02-28T16:48:00.000,2massj,17.098212734678476,0.05
