    0.286407364228596037E+02   -0.277454355333374680E+01   -0.138002555016217165E+01    0.125728796645292601E+00   -0.264315016586976583E+03
    0.263020187413007491E+02   -0.265922173472824941E+01   -0.140028940541170543E+01    0.503139186939211003E-01   -0.263901871214396863E+03
    0.273546116689162524E+02   -0.275691178654825597E+01   -0.140208371428303513E+01    0.936689376971120563E-01   -0.263527944921980236E+03
    0.262868312143326008E+02   -0.261148437266451605E+01   -0.143976621414497585E+01    0.611570874192502861E-01   -0.263514378331633054E+03
    0.291897954416854404E+02   -0.268070978832784990E+01   -0.137293216109214011E+01    0.125954634246295410E+00   -0.262674688025456476E+03
    0.266278225988862758E+02   -0.263452856239507227E+01   -0.139809347965273068E+01    0.128245947774594526E+00   -0.262619674628386122E+03
    0.278999789685480479E+02   -0.254523722315623768E+01   -0.143948993601376252E+01    0.130293733312238147E+00   -0.262424607743871491E+03
    0.273828292739505237E+02   -0.275033930594280296E+01   -0.141513076601217169E+01    0.104592158045144948E+00   -0.262302124052020361E+03
    0.299670244501596272E+02   -0.251978115371408329E+01   -0.142234636089028488E+01    0.108364670821897630E+00   -0.262274357231033378E+03
    0.286459160795715917E+02   -0.255565130857497014E+01   -0.145759714320593115E+01    0.938032371359750899E-01   -0.262186812112078314E+03
    0.279489143408698055E+02   -0.275079270756034377E+01   -0.141381767532489988E+01    0.406677466135401885E-01   -0.262053262092118928E+03
    0.285367937408613415E+02   -0.258196407734703381E+01   -0.146277682109671892E+01    0.120220656648062307E+00   -0.261995105995177141E+03
    0.279175994841067556E+02   -0.255963106520379302E+01   -0.143854599467472966E+01    0.102077526839744623E+00   -0.261926154167442974E+03
    0.279067525250699404E+02   -0.265247490811990172E+01   -0.139132594152394251E+01    0.965553009459346190E-01   -0.261879059407766420E+03
    0.273847353529725659E+02   -0.265098605687338829E+01   -0.144798762550665461E+01    0.845375824556146155E-01   -0.261849684484127579E+03
    0.292173598010648590E+02   -0.278463378509088821E+01   -0.142789565048782263E+01    0.107082941968029269E+00   -0.261840475861746768E+03
    0.293741827984034245E+02   -0.270906416934809435E+01   -0.137923368508381650E+01    0.840411901784523796E-01   -0.261810347901085379E+03
    0.278553851391716734E+02   -0.272738662449577163E+01   -0.139172036658381604E+01    0.109756407944986881E+00   -0.261807805529636482E+03
    0.295218366605540119E+02   -0.254491068684959432E+01   -0.146661848577527887E+01    0.112476065501961112E+00   -0.261807110200478007E+03
    0.284290570695656513E+02   -0.276641899998564744E+01   -0.142379555116183987E+01    0.990637233412109131E-01   -0.261802968439881170E+03
    0.264725724614405742E+02   -0.271827776923387399E+01   -0.140985319360885586E+01    0.129694348082742161E+00   -0.261709180070083050E+03
    0.263695827533448224E+02   -0.263657657833998194E+01   -0.141617591901343243E+01    0.101209126774132741E+00   -0.261691633204077903E+03
    0.279655928114733356E+02   -0.275621469492084881E+01   -0.141211127519242607E+01    0.989954073368042725E-01   -0.261637748594268771E+03
    0.271893500402262447E+02   -0.258284139230106780E+01   -0.142600321125458196E+01    0.117833820666505176E+00   -0.261627866010418359E+03
    0.264631567670721388E+02   -0.261160742620622255E+01   -0.142979016108707135E+01    0.120966224296073857E+00   -0.261585192141134485E+03
    0.297344486266713730E+02   -0.252136229945087642E+01   -0.144353138213124010E+01    0.720007731530488554E-01   -0.261505473403951839E+03
    0.290060266585347257E+02   -0.257013256863074036E+01   -0.146436335099727311E+01    0.122449716504158160E+00   -0.261458640343007971E+03
    0.273440753500112308E+02   -0.268961588824568221E+01   -0.140028153938865385E+01    0.776778697092817272E-01   -0.261400236378819272E+03
    0.297332265702838363E+02   -0.274351617693821570E+01   -0.138122282761395931E+01    0.896321160353368701E-01   -0.261379557659149782E+03
    0.271215673607408831E+02   -0.272810294184660540E+01   -0.140669093738645135E+01    0.117586656119855248E+00   -0.261376472145624689E+03
    0.275417708785771325E+02   -0.265464911237187629E+01   -0.144666169675229095E+01    0.824555300176100653E-01   -0.261340050275089993E+03
    0.289610249817288334E+02   -0.274756997238124345E+01   -0.138657225009682650E+01    0.111156281275603397E+00   -0.261329689423795173E+03
    0.271611957233010344E+02   -0.261056688691794525E+01   -0.141171946078137944E+01    0.110249710979283266E+00   -0.261298212159222146E+03
    0.299373363363306098E+02   -0.266744292024479135E+01   -0.137660283017038187E+01    0.990460565771397738E-01   -0.261272822554306856E+03
    0.274919543520412546E+02   -0.260098579050217360E+01   -0.141636662995910578E+01    0.849826048121276600E-01   -0.261271868735248347E+03
    0.280281719568699259E+02   -0.274788322004852414E+01   -0.141306171863239016E+01    0.836170685297347449E-01   -0.261259636940137000E+03
    0.272533765330974482E+02   -0.273718005164139644E+01   -0.141720756940160464E+01    0.124807248320036521E+00   -0.261229956775132166E+03
    0.277052487276668842E+02   -0.269747533046780363E+01   -0.138949391334753258E+01    0.125794731827413520E+00   -0.261212002709312571E+03
    0.276415003265945032E+02   -0.266009028691946403E+01   -0.139147746338031952E+01    0.125063507701100474E+00   -0.261206737909190053E+03
    0.272088452456821841E+02   -0.262915373218077342E+01   -0.140644647652205479E+01    0.103823465450786162E+00   -0.261143218620633320E+03
    0.288580642061719033E+02   -0.254720430848577717E+01   -0.142601960357906776E+01    0.114416754507247503E+00   -0.261034636940761686E+03
    0.283416240598309770E+02   -0.275572535319283629E+01   -0.142664963640020970E+01    0.117242252873445765E+00   -0.260995701856877588E+03
    0.265488698751945371E+02   -0.263708750974644790E+01   -0.141142038536841197E+01    0.125291130756525454E+00   -0.260989318478698749E+03
    0.285015652442864500E+02   -0.254752812900650349E+01   -0.143973000358938119E+01    0.125953628529836659E+00   -0.260954023377141027E+03
