log10_mej log10_vej log10_Xlan luminosity_distance timeshift em_syserr Ebv log_likelihood log_prior
-2.116184600670299 -0.6948502994377401 -3.151223331237383 13.412598078688204 0.0 1.0 0.0 -165.89003913328096 -8.58883164432333
-2.1088755494287943 -0.7174666789329478 -3.3540613764830107 15.01350777309327 0.0 1.0 0.0 -165.87923975845214 -8.70158753799467
-2.121082330180238 -0.7222211446127302 -3.2015742380066126 14.503145736365473 0.0 1.0 0.0 -165.83624822345493 -8.667002797141915
-1.7048098028586156 -0.7049168039107754 -3.3065874625681957 27.542390442129133 0.0 1.0 0.0 -165.82999149590853 -9.308363512358572
-1.7255116515283375 -0.6905948896876859 -3.0871457821649573 21.689194515058706 0.0 1.0 0.0 -165.81235665022436 -9.06945141182353
-1.7168160555528083 -0.6910244197878306 -3.155418249011621 21.473681334915785 0.0 1.0 0.0 -165.79634656473462 -9.059465285233983
-1.6715986277316333 -0.7011054574645743 -3.419284431936756 27.20320195395863 0.0 1.0 0.0 -165.78308447316095 -9.29597190917867
-2.0483677434676846 -0.7154166172537937 -3.1000658999165305 15.625852674832524 0.0 1.0 0.0 -165.77980693247918 -8.7415639892323
-1.829320493032859 -0.7088783877584881 -3.1049187866621946 20.439626027279786 0.0 1.0 0.0 -165.7632465331756 -9.010112692956293
-2.090488490632182 -0.6939384491034661 -3.331540946465731 14.105070026896422 0.0 1.0 0.0 -165.76049222434662 -8.63917153303717
-1.7281616094272696 -0.6930139535361017 -3.2768664537174033 26.247102141940584 0.0 1.0 0.0 -165.755498901216 -9.260192812260467
-2.20960548288099 -0.7170505922939112 -3.356317535772959 12.28174909607317 0.0 1.0 0.0 -165.74464273132844 -8.500751571019313
-1.8335400909693664 -0.6989897163688306 -3.3693076849342267 19.920739896973405 0.0 1.0 0.0 -165.73563792446132 -8.984398618798519
-1.853540320267311 -0.6972551415405017 -3.06957917988513 18.40742104772704 0.0 1.0 0.0 -165.7325007459302 -8.905391125024932
-1.73447317680115 -0.7099717901052176 -3.2312386654958285 23.597858922465353 0.0 1.0 0.0 -165.73198784141945 -9.153793208201083
-2.0218985540766568 -0.7141102054307573 -3.3256856546357065 16.953279660037218 0.0 1.0 0.0 -165.7306792176918 -8.82309852928682
-2.0257973843357497 -0.7160201180850687 -3.3071359877478272 17.431523604031266 0.0 1.0 0.0 -165.7236109105073 -8.85091749235962
-2.197514516279562 -0.7122209671167963 -3.3713767282262053 11.905639892996872 0.0 1.0 0.0 -165.71751920931266 -8.469649452340594
-1.832825498668698 -0.6892999089339664 -3.3822829555769136 22.98580282918521 0.0 1.0 0.0 -165.7120192891065 -9.127513980953852
-1.67597730262155 -0.7050243627767023 -3.378686902574298 26.77011492572811 0.0 1.0 0.0 -165.70451833018427 -9.279923374511675
-2.0720390037700067 -0.7179306062019577 -3.288661798137155 16.37969157177422 0.0 1.0 0.0 -165.6928037517845 -8.788679472595138
-2.1835151085113162 -0.7218429503359938 -3.2929222535416827 13.092663364932486 0.0 1.0 0.0 -165.68877837386876 -8.564689248752448
-1.7603984063739206 -0.6992669411972485 -3.0390188603319856 22.395644269499492 0.0 1.0 0.0 -165.68038578841885 -9.101503711607723
-1.6014861869012478 -0.6882757434525415 -3.3180140051162645 28.69245998432796 0.0 1.0 0.0 -165.67517511216917 -9.34927159384248
-1.8050595060146097 -0.7046503619158366 -3.1812849920612045 24.62609580131778 0.0 1.0 0.0 -165.6667022552997 -9.196443909523483
-1.6673128490549245 -0.6898629120731534 -3.3555080768178307 24.42392345788524 0.0 1.0 0.0 -165.651056434595 -9.18820034544777
-1.8730040503708016 -0.6931448839405907 -3.4549354876766794 20.707707653785675 0.0 1.0 0.0 -165.64685556661274 -9.023143205300043
-2.067583176565166 -0.7097760353719447 -3.2402070569355956 14.220804068800717 0.0 1.0 0.0 -165.6432455467266 -8.647343191608691
-1.7401980999601898 -0.686491063158051 -3.362372783861762 23.774644774095513 0.0 1.0 0.0 -165.63957021705897 -9.16125689107668
-1.6917182998963902 -0.687145132198157 -3.263799853797254 23.015091223890593 0.0 1.0 0.0 -165.63749237430244 -9.128787364841966
-1.6991924504490425 -0.704883694851808 -3.2690386949833563 27.41317048079037 0.0 1.0 0.0 -165.62965794189955 -9.303660796297958
-1.8937604584984427 -0.6971904832572093 -3.137758866496614 17.45145919348743 0.0 1.0 0.0 -165.61230714565355 -8.85206049046516
-2.053367584699422 -0.6971567919211734 -3.3668314787379696 14.972667144100736 0.0 1.0 0.0 -165.61182190198068 -8.69886357240997
-1.922524670618 -0.7017051611892757 -3.1891786085018072 21.45961984565812 0.0 1.0 0.0 -165.60325710814055 -9.058810246400547
-1.7350090860968765 -0.7101782314297205 -3.3116026999915995 24.55254905091656 0.0 1.0 0.0 -165.59274404268206 -9.193452903754537
-2.0436910606619603 -0.710001627164583 -3.374399806187691 17.356171075393082 0.0 1.0 0.0 -165.58083094171178 -8.84658534864153
-2.124595023964134 -0.7186751604894892 -3.233905381802212 13.430219189000708 0.0 1.0 0.0 -165.56039868057374 -8.590144555160368
-1.8736104949831915 -0.699188916232875 -3.4131127466192765 22.936947026525 0.0 1.0 0.0 -165.55607554810305 -9.125386241598274
-2.1622424813102845 -0.704282268401496 -3.3289172562245515 12.119194544318558 0.0 1.0 0.0 -165.5418912081863 -8.487427745602934
-1.7458670648771126 -0.7004840098304597 -3.1067799804063316 24.575002126663698 0.0 1.0 0.0 -165.5369381720842 -9.19436697648042
-1.7138212785194105 -0.7044546142314196 -3.126471091390684 23.219150009215404 0.0 1.0 0.0 -165.50238945400127 -9.137614593532295
-2.1722609645005235 -0.7163415965319821 -3.218205178994711 13.39620805886451 0.0 1.0 0.0 -165.4879985377825 -8.58760891013803
-1.7702598242842513 -0.6943455894157333 -3.0396999006274843 21.25027750578187 0.0 1.0 0.0 -165.48274893594217 -9.04900717829028
-1.8032744549135389 -0.7024706104210117 -3.3927890185081147 25.09817839760262 0.0 1.0 0.0 -165.47194606324342 -9.215432493612946
-1.7692399431110606 -0.695967593047714 -3.3666442629077302 25.673135551551336 0.0 1.0 0.0 -165.46422899627302 -9.238082359815753
-2.0732527975261297 -0.6924494402126409 -3.301986234032915 14.896987000449647 0.0 1.0 0.0 -165.463274321769 -8.693796201677841
-1.7845977848119126 -0.7032218600941744 -3.391075237080411 25.509497814600103 0.0 1.0 0.0 -165.45529524909568 -9.231688070044296
-1.8023261692828152 -0.6891989764045621 -3.1733816071167515 19.402489426663198 0.0 1.0 0.0 -165.4388377674723 -8.95803860270838
-2.0411386045741335 -0.7008258267163887 -3.029339106008716 14.75114980851607 0.0 1.0 0.0 -165.43280365770943 -8.683958256776883
-1.5500866464449383 -0.6996567951699857 -3.2551535819105224 28.77650411519867 0.0 1.0 0.0 -165.41536341841598 -9.352196448748167
-2.09480772278992 -0.695073021764385 -3.14300578066932 13.249169195873971 0.0 1.0 0.0 -165.40897514041552 -8.576572072177681
-2.0601793034961227 -0.717661106335326 -3.2693828927666093 16.115097481331322 0.0 1.0 0.0 -165.40580551467986 -8.772393788263875
-1.8484983339956713 -0.7080487697355364 -3.208697247904027 23.614943089538237 0.0 1.0 0.0 -165.3892077770434 -9.154516917326173
-1.9849731726998003 -0.6895485675844426 -3.178250389741584 17.662008878481327 0.0 1.0 0.0 -165.3837264803546 -8.864053165644323
-1.7482850149995857 -0.6993574947209962 -3.320067001288014 26.450103703657565 0.0 1.0 0.0 -165.3776051056899 -9.267897302949326
-2.0053676162269185 -0.6973017367540439 -3.4102736751011395 17.664600637256438 0.0 1.0 0.0 -165.36873116551934 -8.864199896893956
-2.1313085587895095 -0.7135893469129018 -3.363569530606367 13.754650577633786 0.0 1.0 0.0 -165.35745705866472 -8.614014214665213
-2.1148995684180547 -0.7093817489700827 -3.367592183973832 13.851364691991671 0.0 1.0 0.0 -165.3280052566367 -8.621020985406536
-1.7980366061748305 -0.6855143173238982 -3.3231439393637077 20.873841295125366 0.0 1.0 0.0 -165.32466611390373 -9.031133986285523
-2.0245094265300034 -0.6901596934447041 -3.3067159421401335 16.011903124010498 0.0 1.0 0.0 -165.31927416044496 -8.765969614809846
-2.0048634691977387 -0.6938273473059287 -3.126373315605324 17.289670357774366 0.0 1.0 0.0 -165.31640246922376 -8.842746457938535
-2.048313880908559 -0.7163542807179608 -3.166710313927738 15.797308123279546 0.0 1.0 0.0 -165.3159184869377 -8.752476777483146
-1.953512698964202 -0.7122767951486624 -3.1555923433599977 18.036167888499985 0.0 1.0 0.0 -165.3072596910575 -8.885016292946865
-1.8507204289137564 -0.6945816150597202 -3.1682542139285523 18.346900363498104 0.0 1.0 0.0 -165.2960935546244 -8.902097866621375
-1.911803430189516 -0.6997699485110771 -3.241868856133167 21.925761666450548 0.0 1.0 0.0 -165.27148535142982 -9.08029950119721
-1.7339112103466294 -0.6936845888062122 -3.3339157241767463 26.106035227394006 0.0 1.0 0.0 -165.26270773833653 -9.25480374627357
-2.063995483563833 -0.6938242373676067 -3.145909036169093 13.930487152335154 0.0 1.0 0.0 -165.2614954672258 -8.626716982542366
-1.9921862361353613 -0.7126875115844062 -3.207990937978866 18.912808108890342 0.0 1.0 0.0 -165.25066622665 -8.932476594174311
-2.1932926385623817 -0.7121190779028075 -3.321092968213864 12.67955264606281 0.0 1.0 0.0 -165.24851582329333 -8.532627892017263
-1.7967197976566553 -0.7100690800966643 -3.135853816610144 23.027076488452632 0.0 1.0 0.0 -165.24649172340756 -9.129307986065
-2.196983299348036 -0.7109547194303949 -3.2725550062485 11.38210087464099 0.0 1.0 0.0 -165.2421275067259 -8.424679246697536
-1.9856134685834639 -0.6954568140154886 -3.093550043376019 17.75207540123015 0.0 1.0 0.0 -165.20203682585642 -8.869139657008818
-2.1425002462272333 -0.7092005329387692 -3.301072637828356 12.578162460365048 0.0 1.0 0.0 -165.1968888103975 -8.52459939617932
-2.10974358785515 -0.7095420627365012 -3.1684548506590406 15.080140494806683 0.0 1.0 0.0 -165.18859439823416 -8.70601590307766
-1.502462223978693 -0.6952438744111815 -3.2354265547507683 30.613567236384622 0.0 1.0 0.0 -165.17299875795337 -9.414080508344808
-1.5499750279160147 -0.6917852292463187 -3.201371766530751 27.738672691384316 0.0 1.0 0.0 -165.1633513344936 -9.315464789467736
-2.18792627423623 -0.7081760779869966 -3.202526218326522 11.408867832551275 0.0 1.0 0.0 -165.15797255084635 -8.427028156966434
-1.7972206173635836 -0.7095166367314014 -3.2355870857366735 21.56280359875906 0.0 1.0 0.0 -165.15559898098059 -9.063606998544412
-1.991132132332106 -0.7069063098589867 -3.287456546639386 16.56005153237986 0.0 1.0 0.0 -165.15365287478238 -8.799630484720465
-2.1801260010150942 -0.7099177118884685 -3.1813701250008934 11.543720000939551 0.0 1.0 0.0 -165.14640413805793 -8.438778790144054
-1.6747454642358521 -0.6994617677825119 -3.185224317005848 23.633365190129872 0.0 1.0 0.0 -165.1455778356333 -9.155296716738931
-1.8690816963665706 -0.6889175739494378 -3.3875614906523115 21.368549360655923 0.0 1.0 0.0 -165.13954115562936 -9.054557408889487
-1.691987305525172 -0.6905633518954586 -3.2297861837723847 22.701745959246118 0.0 1.0 0.0 -165.12762252764213 -9.115079059943328
-2.050447530374563 -0.7120657021916195 -3.273791400837723 15.334241417188727 0.0 1.0 0.0 -165.1180864300122 -8.722725552837021
-2.069701756519244 -0.7023273751844787 -3.2966362826944984 16.55577033261108 0.0 1.0 0.0 -165.10181845855126 -8.799371925545332
-1.8194361084657222 -0.7084037875616795 -3.3509920155877326 21.74728305398877 0.0 1.0 0.0 -165.09616255411927 -9.072126056583427
-1.8123373040444264 -0.6987200429213691 -3.42397841348535 24.216417214517847 0.0 1.0 0.0 -165.08849942376574 -9.179668024358847
-1.77947328283271 -0.6895499023307272 -3.132478551278277 22.736998393812026 0.0 1.0 0.0 -165.062967846668 -9.11663070676547
-2.061055657960245 -0.7080943919390905 -3.3814161763796013 15.956946894163487 0.0 1.0 0.0 -165.0528092798145 -8.762531500273319
-1.7482049499124646 -0.7064705573141763 -3.1606356570008334 22.426695057212946 0.0 1.0 0.0 -165.05087789957753 -9.102889216833333
-1.789733397291832 -0.6922926087636145 -3.4286511963407467 23.64879672530071 0.0 1.0 0.0 -165.0455535078249 -9.155949459130294
-1.5887838380554893 -0.6904339033913838 -3.2774339024712003 29.391108746901093 0.0 1.0 0.0 -165.04363346782876 -9.373329428940117
-1.7693656720342674 -0.7016297134988994 -3.2718296237444404 25.824160193660134 0.0 1.0 0.0 -165.0428516651704 -9.2439477192639
-1.69965176393415 -0.6999954958964936 -3.407389728967461 26.393064375669187 0.0 1.0 0.0 -165.02226292956448 -9.265738486503826
-1.8315193678792232 -0.7079101964260941 -3.3046278496842323 24.299062105035752 0.0 1.0 0.0 -165.018760781511 -9.183074977010559
-2.138409839033522 -0.7173063909078625 -3.311263955504283 13.638667853079776 0.0 1.0 0.0 -165.012056888878 -8.60554620682509
-2.1491795485444705 -0.7066428029073579 -3.2630412938771824 12.223509108318451 0.0 1.0 0.0 -165.00031068380136 -8.495998297503629
-1.9023421686183704 -0.6900336552511737 -3.3252920169649425 18.214227896414265 0.0 1.0 0.0 -164.99876963995317 -8.894840265133125
-1.793297261191995 -0.6977777441107542 -3.2356677915640084 20.010938490276658 0.0 1.0 0.0 -164.99399844394117 -8.988916272468629
-1.7534158747789124 -0.6985639909848504 -3.06035893645383 22.489739730263206 0.0 1.0 0.0 -164.9934816965701 -9.105696417126492
-1.784247261151818 -0.6905860936315549 -3.4148392714588125 23.453257614713703 0.0 1.0 0.0 -164.9846481801331 -9.147646626625455
-2.167343484540347 -0.7155439187079986 -3.242394080046047 12.193450382841851 0.0 1.0 0.0 -164.98369105636348 -8.493536177625662
-1.99505644999165 -0.7140097191038539 -3.267654747893995 17.855080091223932 0.0 1.0 0.0 -164.9807410334241 -8.874925290592675
-1.7040342987989838 -0.6919022659900769 -3.338842817033812 26.21126346099655 0.0 1.0 0.0 -164.97552695061773 -9.25882644538617
-2.0003982215093976 -0.6947003218311218 -3.3688536567653253 17.91473166173018 0.0 1.0 0.0 -164.97430652025622 -8.878260596141194
-2.0710900139942896 -0.7020269073525407 -3.20000715874216 13.745968740513373 0.0 1.0 0.0 -164.95636885405324 -8.613382822527575
-1.7731530357040555 -0.7035879999224826 -3.332462021432458 21.845283904051914 0.0 1.0 0.0 -164.95200598431083 -9.076622282522889
-1.8476338890667372 -0.7102803514986347 -3.361063066514406 22.18715785756854 0.0 1.0 0.0 -164.95116973632378 -9.09215087052229
-1.8340989838259842 -0.6971341705232346 -3.197035808357537 23.542136749349307 0.0 1.0 0.0 -164.94982563424912 -9.151429092622594
-2.1905999553578375 -0.7096625024123124 -3.1784221108312405 11.897859568863051 0.0 1.0 0.0 -164.94797903907343 -8.468995739686003
-2.0929422537371765 -0.6959617662511792 -3.208711192510723 13.388103790513103 0.0 1.0 0.0 -164.94525011787871 -8.587003759731756
-1.742199166551973 -0.7036009827554046 -3.2101410181705727 22.02024908403493 0.0 1.0 0.0 -164.94165118795078 -9.08459966685827
-2.097952989264318 -0.7109684446008369 -3.2111933701384654 13.54963644736177 0.0 1.0 0.0 -164.93576270680643 -8.598996940422268
-1.9771400241145982 -0.7016256563599923 -3.4047631247561707 18.023043541650917 0.0 1.0 0.0 -164.93501515610254 -8.884288359810888
-2.173056212387566 -0.7068090751387115 -3.249072387024028 12.920034631808498 0.0 1.0 0.0 -164.93490894868944 -8.551416402740903
-1.9680609412688623 -0.7060473247169625 -3.35592359916249 19.94972794250904 0.0 1.0 0.0 -164.93335941340067 -8.985852730185428
-1.887438703654582 -0.7013357856283584 -3.077594131411436 20.803531290802745 0.0 1.0 0.0 -164.91950482494389 -9.027759969803158
-2.0495694466742624 -0.6960753159272317 -3.278716668708581 14.578174216554165 0.0 1.0 0.0 -164.91492511981764 -8.672162717446643
-1.8049474593378934 -0.6974785263255112 -3.0433088984808556 21.275731238501745 0.0 1.0 0.0 -164.90985035936654 -9.050204268565674
-2.0941786867280094 -0.6993967677246808 -3.092634683660836 13.38743378388299 0.0 1.0 0.0 -164.9041005890745 -8.586953713555959
-1.9720738733862744 -0.7126011700175869 -3.205251428614906 19.243354467115385 0.0 1.0 0.0 -164.90329940666896 -8.949803002552786
-2.160507730876757 -0.7172713109601636 -3.2416253334899388 13.589925336070298 0.0 1.0 0.0 -164.9029955728877 -8.601965958022904
-2.1662421780205667 -0.7123949380685153 -3.3512524601191753 13.160268398545492 0.0 1.0 0.0 -164.90111877748544 -8.569839544624955
-1.830206909507086 -0.6873079878249961 -3.368281631633508 21.82429284484677 0.0 1.0 0.0 -164.89395560230577 -9.075660923957747
-1.929997604425501 -0.6867509623227659 -3.169416273975802 17.98358446358925 0.0 1.0 0.0 -164.8930819375343 -8.882096591459115
-2.125678693954148 -0.6996024809581469 -3.3040284092153325 13.057091467974374 0.0 1.0 0.0 -164.8888738837051 -8.561968617593429
-1.9146498408686252 -0.6904284242710119 -3.1379821421267353 17.28878367085189 0.0 1.0 0.0 -164.88467219228875 -8.842695172422882
-1.6066164260562061 -0.6977444686037271 -3.2473113728745213 26.298100057003012 0.0 1.0 0.0 -164.87350898424205 -9.262133919305112
-2.071676999232771 -0.6941009258667232 -3.1397600958176257 14.421635146368368 0.0 1.0 0.0 -164.8707853433573 -8.661366743676655
-1.6629921840506263 -0.6956947968307816 -3.1922543466584576 27.00710340851462 0.0 1.0 0.0 -164.86927118690565 -9.288737144516185
-1.9219586193977394 -0.6983936890808355 -3.4277817231429903 20.36272489567399 0.0 1.0 0.0 -164.86822725837212 -9.006343242376998
-1.943200483983539 -0.693324559721362 -3.218288999767518 16.707852005216644 0.0 1.0 0.0 -164.8673031370644 -8.808516012785349
