2massj,2massh,2massks
18.808116569749124,25.054582609187722,26.15665552711014
18.922396329811487,23.142644987507147,23.48309939637493
18.507289725924373,21.232836784762465,20.806701578311518
18.428047512349437,19.854445280423356,19.766223175484015
18.110207361187776,19.054928387945722,18.76796209738572
18.006957611411565,18.952886841900224,18.17953008293149
17.657445095076174,18.895504663226,17.60986601240164
17.425889026311147,18.860986723410164,17.425159993652425
17.097794338822784,18.83367262573661,17.265765289178134
17.016078649711083,18.66796094906068,17.12160768030817
16.956704799806438,18.491506195311132,16.97725661559801
16.89824421149729,18.38166891810392,17.351445315535326
16.717482878133936,18.281977062388986,17.781609606721815
16.634677926806383,18.082730021281158,17.93066168614768
16.46034490761522,17.873750292918338,18.041864503418207
16.34038536401071,17.73595092192471,17.976084959012873
16.21419450453338,17.60913543654035,17.882531340571653
16.250773430924628,17.524477232541678,17.815038048336337
16.317137881101704,17.453101735524044,17.75181852541268
16.33403031809802,17.423073677075987,17.70534376127079
16.34076429442474,17.405997192701555,17.66202251858158
16.39379423807857,17.411060449747872,17.65433999960986
16.45756326372561,17.42549695737565,17.654613809766623
16.501844312513068,17.444781920383342,17.68286014357171
16.54106243873327,17.46504081061094,17.717891225287275
16.606975410258116,17.48564942622852,17.747830100636307
16.680600928469993,17.506359082828617,17.776134997656122
16.744479907957075,17.547367943803344,17.813321557943226
16.805245735401602,17.595505548965313,17.853106471558107
16.88890066995309,17.648051642434673,17.904140932684218
16.98059849129669,17.70230277067627,17.958906690488384
17.037030450575955,17.742520918088896,18.00307825086364
17.07988692419924,17.778015289294377,18.04279141868962
17.18530305713599,17.83251662228051,18.08759280534467
17.290864787230895,17.896617679690976,18.134580274360097
17.361808668106423,17.9523219706596,18.186800077196356
17.42216384632806,18.003838599045984,18.241089969512352
17.483807443652484,18.062762769754563,18.28963619028022
17.543659847105104,18.128262819589015,18.335380853497274
17.629457684011733,18.18276922101361,18.37494878958504
17.719477288128765,18.232506444335755,18.41117628174716
17.790039781782788,18.28661117677092,18.449560171343947
17.84485874874334,18.34290423643335,18.48883871199869
17.902516013658914,18.39643808502003,18.533184385655424
17.948842513911607,18.44879218350465,18.580848799399135
18.006919095958775,18.496792596105294,18.621476353745194
18.05706362049918,18.542197125005494,18.6573443121839
18.098958650051024,18.591338763249247,18.695297669219947
18.146585598885494,18.644166384678982,18.734538629668478
18.203065464167686,18.70085859123649,18.76891264739316
18.266482621745517,18.76001492180576,18.799385783425393
18.328195631548528,18.816132825307,18.837486377964197
18.385324017464566,18.869553746776276,18.882166838571717
18.442482361708944,18.91877100092119,18.918294882053097
18.494550895222915,18.96418179405204,18.94667862993382
18.52895430781158,19.008029738218724,18.982569237251536
18.548712377088187,19.05035714793996,19.025763453947278
18.576941115197208,19.093892653713166,19.065408966830667
18.618668396420272,19.139321819558276,19.10131104832687
18.6696196214143,19.180585172267264,19.13422031004387
18.724457360334892,19.21700924792517,19.163753001979124
18.774871922997356,19.25678158238361,19.19504793234197
18.826426037095793,19.29974230027869,19.228523980805576
18.873770134237787,19.338082888850046,19.261938982329806
18.917392095922413,19.37100531479393,19.295316591359487
18.94570535488765,19.40208766560787,19.325301345379142
18.957362305066155,19.430064688648713,19.35054651568793
18.97921925048992,19.460331227625666,19.379038462610644
19.016422946222278,19.492831905681708,19.41241420024138
19.064027039359623,19.526734684119695,19.44218768855312
19.12548386975479,19.5629121770801,19.466120211376644
19.172700555271394,19.59575858558344,19.495487300878665
19.201015125063332,19.623123136625253,19.534374467343543
19.228138743074798,19.6528045830404,19.565029962510316
19.262927016593046,19.686281374823047,19.580062633300383
19.299994571536004,19.717163253245023,19.60165308777559
19.341741661,19.740186243467654,19.6368168945138
19.378976911166944,19.76371435520929,19.665323036523947
19.406151176750523,19.78849147595274,19.678983201587613
19.433927370158898,19.813646321980833,19.696192304767827
19.463165335819706,19.83914099683669,19.722019948328885
19.50359444782284,19.862701098977148,19.74813843077819
19.571566814423928,19.880352360235484,19.775028531404978
19.63177803820261,19.899394846348244,19.79946068823788
19.685304222018104,19.9224846271812,19.816742295030014
19.724630014160702,19.945865833157615,19.8355898039164
19.732694824689403,19.97018072161889,19.859454228436817
19.75226469605655,19.993902272487606,19.88538794716984
19.81263834466781,20.01551949593928,19.918660611892705
19.858886161761973,20.036475714272086,19.948579151604964
19.849334303715047,20.054820838818664,19.96524827051336
19.853998203812694,20.07292904006325,19.981185974459745
19.921672210590568,20.089987099459513,19.993881745452914
19.984563498241553,20.10724195894548,20.008403869337794
20.02345160326758,20.125484505219767,20.032082851205324
20.06172592321872,20.143087818137037,20.054935283975905
20.096472866355185,20.157017504869867,20.07331045603223
20.134798076329336,20.17119224332589,20.09210116948278
20.197010281885127,20.187002843414025,20.113999132165823
20.255997756923207,20.20258892101073,20.13518353371017
20.289507693061402,20.216401119990948,20.150730322570656
20.32177332965946,20.230561414986656,20.166424183278256
20.342104745915556,20.2480603389981,20.183528627027105
20.36205882346484,20.26469292504712,20.200363398135366
20.377456834481183,20.27086516519049,20.213942085331574
20.394868352989146,20.277813856248173,20.227763514692562
