    0.719803047180175781E+02   -0.199226951599121094E+01   -0.218204456567764282E+01    0.369349646854814639E+00    0.476019896423515405E+02   -0.195127004615900319E+03   -0.762461894642300742E+01    1
    0.708344757556915283E+02   -0.172648704051971436E+01   -0.220992285013198853E+01    0.417277112642103543E+00    0.450517700702755448E+02   -0.194798364219472973E+03   -0.762510722767309002E+01    1
    0.746913707256317139E+02   -0.164566493034362793E+01   -0.230799439549446106E+01    0.359844518951922987E+00    0.479623530386187795E+02   -0.192845824437309489E+03   -0.762559550892310245E+01    1
    0.739309608936309814E+02   -0.170029759407043457E+01   -0.197606089711189270E+01    0.390416534787440983E+00    0.406822375003807863E+02   -0.190645227640846940E+03   -0.762608379017301452E+01    1
    0.722906255722045898E+02   -0.182984912395477295E+01   -0.220644938945770264E+01    0.418010071439402331E+00    0.431634094411725897E+02   -0.188476829121343002E+03   -0.762657207142296922E+01    1
    0.725082314014434814E+02   -0.171483016014099121E+01   -0.188611391186714172E+01    0.372580791054197002E+00    0.470416937125055483E+02   -0.185180629450503119E+03   -0.762706035267305182E+01    1
    0.749723768234252930E+02   -0.143963789939880371E+01   -0.219316411018371582E+01    0.381431053675932719E+00    0.478452619108393193E+02   -0.184350087690987181E+03   -0.762754863392306248E+01    1
    0.677530145645141602E+02   -0.216898715496063232E+01   -0.239608320593833923E+01    0.405020066000650714E+00    0.475032310016794455E+02   -0.181179731846113611E+03   -0.762803691517297189E+01    1
    0.688807690143585205E+02   -0.205876326560974121E+01   -0.236492949724197388E+01    0.408464069198761381E+00    0.462749336667538174E+02   -0.180266475993328157E+03   -0.762852519642303761E+01    1
    0.679057037830352783E+02   -0.192689716815948486E+01   -0.220162290334701538E+01    0.392462520311796792E+00    0.452127518785752471E+02   -0.179641693049994956E+03   -0.762901347767311488E+01    1
    0.730674433708190918E+02   -0.182857143878936768E+01   -0.239284086227416992E+01    0.412601898500279840E+00    0.448096028075811859E+02   -0.178244002480995334E+03   -0.762950175892311666E+01    1
    0.749095022678375244E+02   -0.232060503959655762E+01   -0.231360736489295959E+01    0.397119545285667674E+00    0.454778659203891351E+02   -0.175514219098523284E+03   -0.762999004017312821E+01    1
    0.742170882225036621E+02   -0.230846130847930908E+01   -0.229063573479652405E+01    0.368687572510661477E+00    0.453645225120275057E+02   -0.174344939575072516E+03   -0.763047832142306248E+01    1
    0.679747509956359863E+02   -0.211806762218475342E+01   -0.233895438909530640E+01    0.345251462621346816E+00    0.461509261398168675E+02   -0.174329259749581979E+03   -0.763096660267300297E+01    1
    0.691312336921691895E+02   -0.171168518066406250E+01   -0.219179677963256836E+01    0.369864819370804343E+00    0.431086903036596212E+02   -0.174177448874271477E+03   -0.763145488392297544E+01    1
    0.719783020019531250E+02   -0.248494243621826172E+01   -0.225162583589553833E+01    0.371499696031963922E+00    0.462782006706043560E+02   -0.173443690103276367E+03   -0.763194316517294968E+01    1
    0.686861085891723633E+02   -0.149614834785461426E+01   -0.207905697822570801E+01    0.356603082274119354E+00    0.466645973763822184E+02   -0.170907076967591195E+03   -0.763243144642295146E+01    1
    0.631890428066253662E+02   -0.211171007156372070E+01   -0.249918940663337708E+01    0.403192980477142138E+00    0.465181243705701064E+02   -0.169644728116128732E+03   -0.763291972767294791E+01    1
    0.742008054256439209E+02   -0.230470883846282959E+01   -0.235505449771881104E+01    0.345905453472034996E+00    0.451411715075739366E+02   -0.169581967266771841E+03   -0.763340800892296389E+01    1
    0.610912334918975830E+02   -0.216185855865478516E+01   -0.227081853151321411E+01    0.418617963479549271E+00    0.457746744459312325E+02   -0.168978737453500059E+03   -0.763389629017296745E+01    1
    0.623760402202606201E+02   -0.204476332664489746E+01   -0.247429299354553223E+01    0.415465782391337912E+00    0.458836761128176107E+02   -0.168814992584030080E+03   -0.763438457142298255E+01    1
    0.625795447826385498E+02   -0.285092580318450928E+01   -0.222388315200805664E+01    0.405857010724158307E+00    0.474011835367560934E+02   -0.168728666541290295E+03   -0.763487285267297366E+01    1
    0.714876079559326172E+02   -0.218696224689483643E+01   -0.241636815667152405E+01    0.359835153364188698E+00    0.447922933369842582E+02   -0.167250801460779428E+03   -0.763536113392296478E+01    1
