ps1__g,ps1__r,ps1__i,ps1__z,ps1__y
21.22353658182889,21.222370554022696,18.069055216150197,22.674520401064907,19.244141064216095
19.827082448239864,19.718179583761035,18.062647479400397,20.691834007298205,18.923567774637874
18.348500956379855,18.055454432987595,17.608393796089047,18.59069259346701,18.305149222996192
17.937670583869224,17.557776135761408,17.61081486137855,18.15853049000034,18.115133759386445
17.497959803482445,17.064932630792974,17.263598093843246,17.710527575768758,17.75845900485092
17.309048458580097,16.87342554701093,17.239493451384703,17.550956721957355,17.70395802974672
17.11579758758092,16.696109576378475,17.02739728164954,17.351605789191417,17.64162357998147
17.028403768662887,16.635057687924053,16.929287489142855,17.256592934550966,17.625229754769293
16.925845284741424,16.56949933933312,16.820081705361147,17.14996446885006,17.575728930068266
16.89972258329567,16.60819948081532,16.71371272381649,17.108516439587245,17.5381803874658
16.880460674940142,16.63955939604182,16.607725052792393,17.062671401683623,17.46811994769817
16.92462356243671,16.726426573695633,16.60085212347167,17.04909699019767,17.393760205159044
16.975726355773993,16.80093373180155,16.5934394240827,17.03916403398472,17.3027238201339
17.070054077441437,16.8480473844282,16.61185938356593,16.91303074423137,17.155623877748635
17.170084841477568,16.891842843218654,16.622712694828955,16.76467647870181,17.00139057362652
17.29383448901462,16.947610529652895,16.683092513728177,16.709694211344505,16.97920180935817
17.421269841694407,17.00523859459083,16.751417157617485,16.66583994614147,16.96858526058629
17.57330948159571,17.070661103564408,16.83873823761649,16.66324219488192,16.95698477000329
17.729773857766652,17.133876240119577,16.92947556044713,16.664709464187894,16.936717751987192
17.885453665632838,17.213468567252946,17.01410912413551,16.697990192656313,16.95658628373561
18.0409723721863,17.289774215227492,17.097489357037507,16.73794018167329,16.980915147238164
18.20549988548959,17.409490574403,17.192954681884245,16.787632788953974,16.993314928322924
18.37211713403189,17.539621001624564,17.29122333498575,16.83958535066272,16.999119802135457
18.544336290197815,17.65570402089954,17.40094338407637,16.908574243250133,17.064356987270763
18.718010806493307,17.768137562385384,17.5136384742191,16.98198912754979,17.145292237818964
18.882471998313783,17.90104837508825,17.62862829694327,17.05388530350301,17.213477766398583
19.044271320610555,18.039875382789894,17.74428110280019,17.125054989162024,17.27145316135615
19.19157460820997,18.168007817194745,17.812784914456323,17.198766768920557,17.33116857382352
19.33424770233237,18.29272428685116,17.866228816974946,17.270508610801045,17.383671468048494
19.495798258981466,18.428347837427978,17.968821514946917,17.34292269708184,17.4369198291035
19.652578126975826,18.56780397162919,18.088684357881398,17.41590396198483,17.478128779265692
19.803615583908513,18.702718676009084,18.17729986219083,17.4975545626752,17.527995581333567
19.927979793100313,18.835885170880182,18.25388679914189,17.58254239764085,17.583077802096852
20.03492601370582,18.957800078514033,18.341279248021458,17.66409623248739,17.63967578799064
20.13896213541681,19.06624190116454,18.43321237260816,17.736382991101422,17.689112240773024
20.255622691661088,19.18600079775438,18.478377698331844,17.8031523937248,17.747421856359683
20.37805682511822,19.31268923917354,18.502154541498225,17.86134548091453,17.81135351168353
20.50218525759672,19.43566564615386,18.585988209370992,17.937947300217523,17.870346877016267
20.627154808772932,19.54523160070662,18.69963651890304,18.025491509781936,17.926888675067268
20.722037271306355,19.65012313567985,18.802300652229498,18.097200221191812,17.96771808014593
20.800741778712652,19.739154608557854,18.888951300109305,18.15907071685446,18.000098864905617
20.900314083756292,19.828491485101836,18.96004195035529,18.22798533483499,18.046759271667245
21.006277390471247,19.918229751937456,19.0253729932591,18.297565757726286,18.101720538963242
21.106516459228267,20.00913111859461,19.10426812092859,18.34593026411949,18.152198391669362
21.20533922130673,20.098508448302816,19.170318116543086,18.37994659677337,18.1998630939634
21.299523504421977,20.18195051614896,19.21230093958924,18.431938360855888,18.245764930067626
21.37779815286555,20.25448015867157,19.24741679453388,18.49718957884538,18.29047439749882
21.45886081673987,20.33823179425228,19.30252585613916,18.55897625508911,18.34408739373627
21.517746501580763,20.412945811989154,19.37219670726214,18.61642306342874,18.404185158257373
21.59681749518733,20.48965926344439,19.44077755623264,18.675653218307716,18.45351409099485
21.70863457432481,20.552652558891033,19.50850426142133,18.734044631636415,18.49056287138889
21.8062436003255,20.614552112522436,19.560223590674937,18.790080206653187,18.523690613739703
21.892751026312958,20.684008256531747,19.59845591580123,18.840891307374616,18.552428165690394
21.973931355661463,20.754300131917354,19.62559013001077,18.8852125726256,18.58979299200646
22.05028794799423,20.821579307811376,19.64267489851619,18.928013012292418,18.62673518605297
22.12067396261594,20.882839712204863,19.708058461833378,18.964221571082206,18.667171522441606
22.175701168463256,20.939582681175533,19.80772933786966,18.994016725785187,18.71042612077855
22.249327510957382,20.998205976480286,19.88619950290139,19.039927423503215,18.750182309163904
22.348165887645592,21.055713873958084,19.94473451809835,19.102683457615022,18.797651389150325
22.435939267135467,21.122227753532677,19.991836530402352,19.155059097103802,18.834378567599277
22.513440841465773,21.20183232102521,20.035871383893898,19.195775941067055,18.8590409221057
22.588704941374488,21.26408419540242,20.091285326168144,19.242682049927964,18.900472199717257
22.6655862060529,21.311369914407003,20.150466547163433,19.2959767876852,18.95372875388189
22.745057230634366,21.37033594607037,20.195169589426214,19.343032493233277,18.993570058797403
22.823857605535515,21.44009315229975,20.225840913228154,19.382709552852063,19.02439979463464
22.90859504324782,21.494644902389613,20.262551112837755,19.423940809691988,19.059793240659786
22.983528409738113,21.56139723530962,20.310058105289798,19.460261651606906,19.109431914361586
23.032002425067827,21.604170909931945,20.328477210319182,19.498140451419662,19.157802404987848
23.095882064255235,21.633712096936808,20.380638020606476,19.549432246013353,19.2028539703239
23.16933272159828,21.668206187311945,20.437640273433423,19.58866908542538,19.232735827418715
23.2466216747385,21.730664556849973,20.475391339726375,19.63024346659085,19.249328876681687
23.315218256589894,21.79111237018904,20.49735334531593,19.672020997722647,19.273991591820682
23.39529935470129,21.851455234654587,20.561315926635018,19.71295762380867,19.316430719196035
23.46429374571494,21.905935241523654,20.60854604112265,19.75009003290402,19.353313604888818
23.542702042837362,21.945093580451502,20.650022449023894,19.78281918245718,19.39716086887259
23.599763857435537,21.99608632773223,20.68134667067477,19.81623805614977,19.431536373658055
23.660653962608666,22.083341292914945,20.72428440041624,19.856259855650315,19.47334048898778
23.70861224478897,22.130250719977262,20.767566150947154,19.897401793769905,19.512558363646065
23.81587854628225,22.149780023018085,20.833427852945196,19.938964069822955,19.542636456078384
23.892945036556107,22.18587789455117,20.863067992696816,19.974966228690803,19.570432494891786
23.982672028168363,22.265961564621378,20.87506423356797,20.01053247571189,19.61173976805803
24.0742108610238,22.34060581408964,20.89806994922189,20.04190858658599,19.649285629636125
24.161550724580756,22.403667507866878,20.963087328699615,20.08572879357238,19.676852173895533
24.228878297956832,22.455434085342795,20.97016842690732,20.12876309431228,19.711119360690592
24.30107918072833,22.490899331017218,21.03983864808252,20.167983022678296,19.764879784017623
24.35078263954852,22.532136415611877,21.101268255917546,20.201533872192005,19.815117977981068
24.41515520099587,22.593576525166775,21.133719414702583,20.231601514000175,19.853185953780155
24.470101544991458,22.628566015657253,21.166102190734563,20.26365269607406,19.886301779074344
24.573901665441667,22.681376664489676,21.2122436542641,20.305816687226084,19.91243344855348
24.644145238752976,22.728023559719585,21.22445109003065,20.347613305287936,19.94194425931348
24.70827624115163,22.769507436278428,21.325189981852958,20.38596702365718,19.98099471178052
24.747504452878147,22.804131345034946,21.327598034954832,20.416985766389402,20.00706549001596
24.871594870633288,22.865589718319033,21.357842092995227,20.449405831113857,20.046170446826366
24.92133745994848,22.8991703670359,21.373029656821686,20.473764632264242,20.08569669278171
24.99108818694635,22.9717368269656,21.44341292710949,20.526182918649923,20.127337275794183
25.02516870411015,23.007687087898763,21.457273219955873,20.56686860587306,20.168124473553565
25.104473731103184,23.0621262312211,21.520688669896273,20.60431343759641,20.20389959521436
25.183986432103698,23.10400197244951,21.582096864841745,20.629224850028006,20.23832350152344
25.263085988316703,23.143805311782526,21.626736948112388,20.658853953836118,20.268078993425842
25.33131092766773,23.184775371729604,21.651477351645724,20.69004324724943,20.29916343778043
25.410775231795288,23.228528877272115,21.70430740247544,20.732744556538307,20.344238853332143
25.44572620444014,23.224504855517758,21.70162568222152,20.769211309725172,20.374899296555242
25.52979892173666,23.29202440796589,21.77720443428114,20.811710677705065,20.422103416587206
25.538551180522774,23.3065374472617,21.76511569459594,20.83539479119988,20.452229245716428
25.63970457004083,23.378378644279614,21.832854569130202,20.87967078541697,20.47597659475111
25.695006255561168,23.39199250423313,21.83488258431033,20.9128314638631,20.48828627486421
25.788737789825603,23.474555709782706,21.93278026667886,20.94445939391295,20.52549019231885
25.83361537394176,23.512012362831044,21.912701415880843,20.976451970961648,20.562084814823535
25.944538232327773,23.576485064149544,22.0331200179186,21.016854623542166,20.584277296715765
25.968690697770207,23.64009487588629,22.027992803292015,21.051287933074484,20.606513374323193
26.020220696401857,23.69384443518634,22.092131812153283,21.094358981851947,20.646756969228758
26.033817876413792,23.725478828252832,22.107671381430478,21.11842575427265,20.68659780584474
26.185162135948982,23.775393859664714,22.175486187382322,21.15336184468455,20.721998167459702
26.214267855732874,23.797947290212264,22.188002184592733,21.180265674902998,20.757398529074656
26.33953211022001,23.871736548639795,22.215364678410616,21.21711991293575,20.783176216645558
26.383311378784516,23.92549323269181,22.242194683459132,21.254107451599996,20.803529561481582
26.48979086076799,23.982640458115547,22.29476728166633,21.304308533333227,20.830647379040386
26.515121920019155,24.004319701863295,22.247315530554502,21.33908777457949,20.85798622723587
26.573899821233574,24.083020788737876,22.296093445727596,21.37861002109201,20.90347491067466
26.620127351372,24.10954188086827,22.339447250922944,21.407808659768563,20.937874269994623
26.631473391587292,24.16799344108199,22.42610746046458,21.43658997458283,20.964230249064236
26.586971327603223,24.199307469118484,22.425774176707698,21.463828124375695,20.976120873997726
26.726355703129077,24.244584585910594,22.46989462860952,21.506163442606326,20.996229367533466
26.696431345843166,24.264085722565525,22.471907236203936,21.546681826633026,21.01720662679935
26.880118200761885,24.281426875971512,22.576729062143997,21.582550108320348,21.053418789515085
26.8004404683197,24.27002878905457,22.620573211079186,21.61542452126598,21.081413080384582
27.029298940468763,24.360941360202624,22.68219063847456,21.646910475202112,21.118936953966333
26.932094067584675,24.382279413727158,22.713556811497874,21.67073943578807,21.157942065981718
27.143178933350743,24.474339658149862,22.77061672577103,21.716330997351804,21.1977249652737
27.178333696218203,24.505316627438596,22.802567218046455,21.75185723624003,21.23598452841464
27.25514875967111,24.56383241607447,22.862288824942542,21.78121984413086,21.24593825960168
27.296247849570207,24.62985973570963,22.888686974026193,21.8098801550601,21.249719620578354
27.38080523340937,24.678876084769072,22.92663011259046,21.847880429817934,21.27662612566234
27.38565556677976,24.635368581482965,22.923942730911186,21.88418015622833,21.30846386176804
27.431674089462163,24.724055676307465,22.97001248525304,21.918600457426777,21.34598853239494
27.437246264714304,24.740371097797762,23.012723783908164,21.949773813709868,21.382397639908824
27.531640797092642,24.810244121665562,23.06038155452803,21.98621405426634,21.40087814905907
27.562782375688716,24.818485328138873,23.08943747462016,22.02382013565317,21.412330863747073
27.638065325276024,24.9165439436074,23.13204513950326,22.05102259794043,21.450311304973205
27.583375261485422,24.898887427059286,23.15695161735195,22.074753494654914,21.488082526260165
27.692372992438514,24.98842495097834,23.22126548325237,22.103516857728245,21.511646164075934
27.7164712182797,24.9900986348662,23.246631522786835,22.133968369328223,21.527661846067907
27.84926501378395,25.07578053915722,23.294390921501922,22.172968222917646,21.56103936793646
27.862688397935575,25.098666469584874,23.304504134767583,22.210266054258433,21.589866425017426
27.957231876872246,25.1625940087672,23.33967697628023,22.24665919694329,21.61308464908238
27.941262589751734,25.18075340134647,23.34881474658162,22.28340176391675,21.635759839149422
27.926581162792882,25.251777048837678,23.40271500057777,22.317092773791757,21.663152523637386
27.918638238899746,25.319884393045154,23.4430448672097,22.3414395046955,21.688291314169724
28.025377114114402,25.37327495478075,23.516990745628583,22.370166955166987,21.709151196909517
