    0.435425998784743697E+02   -0.224129624961962470E+01   -0.100076840012240997E+01    0.658130204218513093E+00    0.214463990913079641E+03    0.390531756792390009E-01    0.807879104876593317E+02
    0.381945788226575473E+02   -0.231851320776734227E+01   -0.102930725518862709E+01    0.760735980665061207E+00    0.209346928173131914E+03    0.364833835945442275E-01    0.809532888154191426E+02
    0.406005535720868096E+02   -0.222973008991350774E+01   -0.103782234685585939E+01    0.754774090170242107E+00    0.207883378324237214E+03    0.259078079490314313E-01    0.816229984414526086E+02
    0.389217794463676086E+02   -0.225741038664505478E+01   -0.101854085575894882E+01    0.761995098887591760E+00    0.211250554299456866E+03    0.556026301102511486E-01    0.817377576444860807E+02
    0.390330555003290698E+02   -0.226327988161852689E+01   -0.101767897904628879E+01    0.769914756484550322E+00    0.211448118017311600E+03    0.580388969177158195E-01    0.817978188599411595E+02
    0.395605896922211642E+02   -0.221988334831364131E+01   -0.103034759064975612E+01    0.779367419353193314E+00    0.207832010557346877E+03    0.453202439087486766E-01    0.821788385816525420E+02
    0.398215737937163112E+02   -0.229363549053044036E+01   -0.107510791327011535E+01    0.778326759100888110E+00    0.194457221231072737E+03    0.287022625336788330E-01    0.823417954569812167E+02
    0.421850090708499366E+02   -0.222103802861285882E+01   -0.106713307473081542E+01    0.778618727890466378E+00    0.195269729057562955E+03    0.438073558538011748E-01    0.825045241390869535E+02
    0.376347634759283167E+02   -0.226558145481062789E+01   -0.106048819774181746E+01    0.880628872064853296E+00    0.193588880269452801E+03    0.423190346458754696E-01    0.825715341507430480E+02
    0.409713380928358148E+02   -0.227112239825548157E+01   -0.103080050661300060E+01    0.767670918972151339E+00    0.206734552889518341E+03    0.567845880070804235E-01    0.826205926705489873E+02
    0.402411582083797441E+02   -0.222243329807571000E+01   -0.103805874195451864E+01    0.772843732217255996E+00    0.202630453513370242E+03    0.369749071198592835E-01    0.827197915407347466E+02
    0.411710232055516343E+02   -0.226880085483811644E+01   -0.104791755153477539E+01    0.789058802987691044E+00    0.200760587191870684E+03    0.518430357449394322E-01    0.828220322854024289E+02
    0.432569779421237186E+02   -0.221776657753981166E+01   -0.103839563218050812E+01    0.785178823591725528E+00    0.197333256106544098E+03    0.492090881955807094E-01    0.828418983855971192E+02
    0.387698090626166021E+02   -0.222963107825337392E+01   -0.103548453757397763E+01    0.802711380743484471E+00    0.203069171560946700E+03    0.284411756732420862E-01    0.829357638241826294E+02
