timeshift log10_mej_dyn log10_mej_wind KNphi inclination_EM luminosity_distance em_syserr Ebv log_likelihood log_prior
-0.009468988264200145 -2.7456876045047216 -0.9990207150851398 63.4271900038117 0.17807031472657478 51.313451109586225 1.0 0.0 -161.54014063509015 -12.28321454787002
-0.09380207487069667 -1.6598497355539028 -1.2072066383822913 30.471490936974334 0.7205372830883124 55.69667495237265 1.0 0.0 -157.13443458365975 -11.050150793680013
0.05154246590799333 -1.6369249955833862 -1.2213515005359525 42.86123248670887 1.498389307724884 31.750959430101947 1.0 0.0 -157.06929745336691 -10.07494103350733
0.013678545010162899 -2.3066841266942677 -1.1401135601807013 51.77916238181071 0.5707731305474552 58.71856987978072 1.0 0.0 -156.39057501297313 -11.302813034806649
-0.048878555719289445 -2.479101381639676 -1.4169694252171432 56.259277013987635 0.5805461309748027 35.992037344902705 1.0 0.0 -156.35651257635138 -10.798295373122436
0.008064604759473307 -1.9754777840235611 -1.3449787725160796 41.629953488390086 1.3776817046408627 27.587596414651472 1.0 0.0 -155.42382854533648 -9.95052436819968
0.07232795760931424 -2.2368320359383893 -0.9687881121099902 63.52654292910658 0.593159648936883 58.98715161450807 1.0 0.0 -154.59165899341122 -11.27334898508185
0.046223964782900334 -1.9265792487936095 -1.3277371374852303 45.72669200305643 1.0489627935588586 36.75489430951521 1.0 0.0 -154.42611341760224 -10.361489752714977
0.0026472565777404533 -1.902252800131904 -1.3839397013554242 40.5920467811287 1.105680848211319 32.69642218649338 1.0 0.0 -154.12451307160637 -10.21396712480177
0.09036419844668553 -1.9781740723306378 -1.4122630236937848 68.38219917489515 0.7217098256851295 32.240533423031636 1.0 0.0 -153.89554998760775 -10.50212094365612
-0.021078896653364113 -1.8852118698548976 -1.2447317597965841 68.19121688835182 0.9335362500474297 31.472342732390345 1.0 0.0 -153.85681723476117 -10.281996672957408
-0.03289847352273689 -2.079629905955099 -1.1405838522848928 45.48528531463266 0.8666651791671761 39.24922052386018 1.0 0.0 -153.74941451203415 -10.555905989390403
0.0748019263081961 -2.0108349313898 -1.2123909783014661 58.221376666878946 1.070597100670116 36.1359777154939 1.0 0.0 -153.61960271440827 -10.33237649399248
0.0245180062098294 -1.6703381982297132 -1.1858106381003994 33.21659513542356 1.5282109757249744 31.188434447730614 1.0 0.0 -153.39244468718667 -10.05534877396188
0.03255070110072353 -1.8489811246665186 -1.118292989695578 65.76078878888868 1.3443124204625247 35.327377401246714 1.0 0.0 -153.32412095946404 -10.204922426560966
0.07973832176854118 -1.8814649591288726 -1.0266643023960658 54.76850777439544 1.0305199866227832 45.65147891928793 1.0 0.0 -153.25891251726034 -10.589086879567148
0.06249890458800786 -2.1080238938498677 -1.3762017442249628 56.24665939970947 0.9363801840123097 31.082777855719097 1.0 0.0 -153.22997864204953 -10.267442325475193
0.0770657682594175 -2.029936680498888 -1.2324934589846528 46.661174422923466 0.9523005778639585 34.76874055237954 1.0 0.0 -153.15484568602832 -10.367985180171443
-0.08856285827500573 -2.695306306551567 -1.1489376289263735 48.488313421228106 0.6919593222686807 43.73408021212452 1.0 0.0 -153.14245150433322 -10.84186528103014
-0.053059107712775076 -2.382937747388399 -0.9988295166948302 59.20385717860174 0.49007498961909846 64.77023326824366 1.0 0.0 -153.10931926326631 -11.538791757877426
-0.08946601036063233 -1.9511148991581286 -1.0800093157312176 44.364083832455265 0.8844791766560935 41.10257664715758 1.0 0.0 -153.07209218988038 -10.587184880037421
0.04872008602270425 -1.80462491266496 -1.2242626133380523 68.72356455655967 0.9298890325232471 33.27352206550149 1.0 0.0 -153.07046242838425 -10.340359795688439
-0.009424309045306709 -2.011136298885739 -1.3086030648804 68.43895841343098 0.4232155811291821 44.37286882025662 1.0 0.0 -153.05228921888192 -11.296928396524724
-0.009901615470570321 -2.4894789047291903 -1.1976501646367592 29.940839123002327 0.7382793100512479 50.6476783135934 1.0 0.0 -152.98866607217818 -10.93527362110899
0.012132291788139418 -2.8148452186347295 -1.2410774222274523 45.42684291168493 0.7278967472670151 43.95997452222271 1.0 0.0 -152.94347953581104 -10.80518986131911
-0.00824623950793904 -1.8277066790954204 -1.168048390971131 71.42211200703655 1.0948444210670099 35.155446276837594 1.0 0.0 -152.93588168535092 -10.291992897143702
-0.039732169187103206 -2.8155071361521333 -1.1621524887780053 47.794274770718054 0.14379717631527572 48.318662444576205 1.0 0.0 -152.80242096465048 -12.435012400311638
0.0469381816401665 -2.138501790155415 -1.2746154254498128 64.46281061117088 0.6130904695558058 36.65381825062946 1.0 0.0 -152.79069570443275 -10.76860563348668
0.05460241460991358 -1.9890600707843353 -0.9804109811051314 61.76011341327188 0.5160864619303458 54.97232507040613 1.0 0.0 -152.7408222925277 -11.327497035492476
0.017593788562888846 -1.652959729155104 -1.1632237133340968 47.57125999594922 1.561788248153578 29.56530184353013 1.0 0.0 -152.7137630641124 -10.001036420381176
0.05171549677037249 -1.7617042763976705 -1.170499831071671 47.42537671584918 1.212232310636017 33.457234387539444 1.0 0.0 -152.68308411111386 -10.190373154194816
-0.08820910101957939 -2.0951568350379675 -0.8748664583866246 50.69032542271257 0.5777724516203019 74.46830949072096 1.0 0.0 -152.67794111354516 -11.529612622496387
0.057054997097621685 -2.5718223218477987 -1.1144171192202184 54.62013658848513 0.4868309871671861 48.95680556654496 1.0 0.0 -152.67066511442604 -11.264988641347777
-0.07112447717369445 -2.355923114733903 -1.1125094145346637 27.63027614506072 0.6569635359205325 56.75942960578765 1.0 0.0 -152.64143818373825 -11.14634068546252
0.031124158445425848 -2.689905337464577 -1.1766935955084534 58.87755099962958 0.41419325039768085 47.1671263317282 1.0 0.0 -152.5824433518489 -11.378272195199903
0.0073368224162835005 -2.587391680427959 -1.182339240710823 36.77406127029698 0.4643378945868693 53.1326711485208 1.0 0.0 -152.48629490293737 -11.390525998478
0.0018425866011850534 -1.6300718894267199 -1.1755808018038771 32.91824325605849 1.5473511216952263 30.933534975908476 1.0 0.0 -152.44457056380946 -10.046510142106875
0.0032351118633948267 -2.1674235097332195 -1.2130704793342884 34.9176388638586 1.004218708146403 40.44337794080445 1.0 0.0 -152.42761143901464 -10.484204818599006
-0.037614149654887165 -2.388474185244776 -1.168705037839036 56.64133178618826 0.4760559457306779 50.162281395464206 1.0 0.0 -152.41986436195845 -11.309938743327457
-0.07216777245183156 -1.9264924412050821 -0.947110809561079 73.57909737209985 0.7498320082350437 49.14633637826525 1.0 0.0 -152.4132127879274 -10.892632508568525
