timeshift log10_mej_dyn log10_mej_wind KNphi inclination_EM luminosity_distance em_syserr Ebv log_likelihood log_prior
0.05986847586458899 -2.823603503534172 -1.261249849816289 64.37924458704059 0.5680402134531879 44.84046385763493 1.0 0.0 -157.67980864136467 -8.434955640834684
-0.04950385749683675 -1.7967073515821654 -0.8797493419384672 39.16239466190445 1.4213486771436463 40.92625054712471 1.0 0.0 -156.47138295496623 -7.734893586232166
-0.048727659984032515 -2.645343883887867 -1.0615098648290635 46.441828823743066 0.9840615502561509 48.156896016099985 1.0 0.0 -155.20195697579308 -8.069395467321272
0.05489307057860077 -2.4412487317586598 -1.1907991238984421 32.02096785836868 1.076850104989722 45.217601878793566 1.0 0.0 -154.64246308107084 -7.95070000776869
-0.08000468609929169 -2.580315634198648 -1.0416559875573133 38.1881308508527 0.8331232603631099 59.68228639490593 1.0 0.0 -154.6155366057932 -8.40200506486622
-0.051787305252892026 -2.347985258737168 -1.15198182255216 55.930964088350116 0.512246456028144 44.693742162916195 1.0 0.0 -154.23043135828877 -8.524817443286157
0.015366051074193227 -2.5551869898891866 -1.3275917465341016 49.650407230370185 0.6502887710678155 42.20927179532785 1.0 0.0 -153.96211281327928 -8.256391709092005
0.0897526167389597 -2.425903861875332 -1.1271634978517195 49.239096351553506 0.556069335420694 56.29223102172792 1.0 0.0 -153.75440028478093 -8.681408985294912
-0.06435196013014405 -2.185027881388678 -1.02702928959649 41.36988015838527 0.40250145670063636 52.75068370909623 1.0 0.0 -153.53968290259823 -8.914694652976191
0.01840819828280442 -2.3090301513687175 -1.1017247033280833 35.502521132701915 0.9011013771703554 48.52919379414576 1.0 0.0 -153.29773886930795 -8.137410488132954
0.013881180633453713 -2.2574141043795857 -1.0755897310967883 35.79624573492896 0.7660963580702801 51.542169752046675 1.0 0.0 -153.28901993265302 -8.320565934049181
0.009003664622397725 -1.6651314815253937 -1.1746641633260342 67.36914955048664 0.5425769756683325 43.478634396203645 1.0 0.0 -153.2596074820436 -8.445163394235225
-0.04073498425943517 -2.616283951374403 -1.0869150981681188 29.74290653778705 0.1508519033685137 55.45175232813563 1.0 0.0 -153.19138149247956 -9.92267839590621
-0.013322031221181557 -2.2261137401573716 -1.1660540760217268 32.277081717292454 0.7130200205346746 55.930817437046606 1.0 0.0 -153.18415207087952 -8.460491144034567
-0.021437255714384887 -2.4176360012385056 -0.9644168168223333 45.655072299405234 1.0268459222889925 54.62454816221922 1.0 0.0 -153.14096211811312 -8.168265551528826
