KNphi log10_mej_dyn log10_mej_wind inclination_EM luminosity_distance Ebv timeshift em_syserr log_likelihood log_prior
41.203406053203494 -2.271364638626571 -0.8632730802558317 1.15232896526588 51.75564738455075 0.1415591865845765 0.0 0.25 -63.09842099265883 -11.001886219823753
42.464424204373415 -2.325111855757308 -1.0524573049055872 1.1375795734773106 45.695636585091236 0.25315988911015996 0.0 0.25 -62.314111385644594 -12.102687121724134
51.21663451471915 -2.0922242023401787 -0.8614406045607295 0.9465862205563039 53.622058665702156 0.2850646807983001 0.0 0.25 -61.69113362993014 -13.517689791457322
40.02846286689841 -2.249644038997353 -0.9562173211121943 1.1218337154754185 52.248221954337865 0.06572891531666834 0.0 0.25 -61.4157731751724 -10.634385151070626
53.43246554287244 -2.1930959714189067 -0.8603556809604394 0.8173836142290426 56.40464309091563 0.15559965989526486 0.0 0.25 -61.19191274814019 -11.406046777418206
62.97639551731184 -2.067889110766743 -0.920423842759349 0.3734521180244479 60.78423646986846 0.1021376651711908 0.0 0.25 -61.037319650925404 -11.858572709443791
36.146487038521734 -2.233335086503931 -1.0042306323479293 1.4538162747440013 42.75059891542402 0.18934637510301436 0.0 0.25 -60.95660585999863 -11.086331018153643
56.730853358750075 -2.1194098232534335 -0.8714286000562601 0.7201297026311713 58.71413009606467 0.018374670190737116 0.0 0.25 -60.791426382999106 -10.878897987037108
31.170108025211004 -2.202168650896732 -0.9681875203633918 1.3720278947025624 43.37682858323726 0.29737098460534056 0.0 0.25 -60.74761530515153 -14.853696715353994
32.78322951827481 -2.2366953935560616 -1.074799917513955 1.379514064528876 38.693454411875486 0.12211668970014948 0.0 0.25 -60.609317666718596 -10.523444599474798
33.62991888442221 -2.335776526776556 -1.0903406845181622 1.4497992788647591 40.59935358288495 0.12456085631054445 0.0 0.25 -60.31576986443904 -10.574292806642484
49.50932385205598 -2.216428410389712 -0.8595026155359511 1.0585887192816201 51.77268526534676 0.24559326757697897 0.0 0.25 -60.291029284744326 -12.118220077818004
45.07255116176281 -2.2359847416499985 -0.9676907623983722 1.12362584666592 46.1674819767649 0.0156977437044096 0.0 0.25 -60.16436185582343 -10.31623452999965
54.413885356372106 -2.17722936724795 -0.9091866927027317 0.8323987598726527 52.37391628275555 0.28265700309853076 0.0 0.25 -59.97048997645328 -13.437430648587544
51.71238503114497 -2.1618659100280846 -0.8593067547384527 0.8895809917713475 54.622547771778564 0.28732480174985375 0.0 0.25 -59.93821565481467 -13.74385650767026
59.146010126161855 -2.1484447167746605 -0.9381962251737992 0.5964709632343504 57.595953252840275 0.047505348386180944 0.0 0.25 -59.82920445711487 -11.129297569305903
59.582392446221576 -2.177057555992455 -0.9045113765308899 0.7467084559231665 54.85786372173329 0.2503926038094129 0.0 0.25 -59.67873776684997 -12.51790077031108
34.74606072766335 -2.2826263309124837 -1.0234039675485411 1.2521561540547674 45.764657505609996 0.20651039401150587 0.0 0.25 -59.52180230000109 -11.367805504364435
40.54773137423542 -2.275084947699796 -0.9308176176578877 1.0852177982813436 52.56770988993729 0.24433101232523735 0.0 0.25 -59.521326463048474 -12.09601372271961
39.41059513994605 -2.1158970115650924 -0.926503360921533 1.2369481380877412 47.196732913712296 0.054135857657241014 0.0 0.25 -59.512763092216794 -10.436834697303834
43.73442252861589 -2.1280991649111325 -0.8543559791257236 1.0016151212920301 55.972893626878694 0.06277614406384802 0.0 0.25 -59.507683923264466 -10.757926636200136
35.22986803209122 -2.3842933615953266 -1.0996646797575622 1.376805252965981 38.68844731368544 0.12592754786725358 0.0 0.25 -59.38581471700071 -10.54549972663855
39.762547164433066 -2.3172714670971586 -1.0613264931659612 1.2015362374813132 42.68109393700699 0.0653624610141286 0.0 0.25 -59.35072173621176 -10.395993559212464
32.24138410797768 -2.4209022853079496 -1.1561149849825627 1.506999406124864 37.141770908403245 0.2830328930497967 0.0 0.25 -59.34747938039377 -12.815996868364463
46.85628874493659 -2.094988665808155 -0.8425163848250583 1.0527016822076816 52.903414958441104 0.20156018168854337 0.0 0.25 -59.23139850665876 -11.550200701596891
44.19110993396113 -2.2355041267439 -0.9139107160794646 0.9815506710512004 56.218804387895354 0.237471830429423 0.0 0.25 -59.19029370531637 -12.10882114894637
31.791121725084402 -2.325974922105569 -1.1037188424711495 1.4141335894001994 40.2253897880188 0.23229085102657457 0.0 0.25 -59.12710187861941 -11.522094017981466
34.17209953777113 -2.377267850287191 -1.0867240330669388 1.3333006364932192 41.853407907014955 0.16990326320537974 0.0 0.25 -59.11996981219896 -10.924861010971323
33.390832664455296 -2.3101976735304874 -1.0856935984557443 1.3088494032153835 41.62662312523954 0.12774526016423693 0.0 0.25 -59.11360655501927 -10.644968101279222
44.6041204518331 -2.1103374605245495 -0.8901121510957353 1.094006104025433 52.75803186208168 0.02446185820569909 0.0 0.25 -59.104024708939306 -10.495736285564982
41.311957250639296 -2.163583967777947 -0.8242877802475741 1.1365347274625772 52.82186730881658 0.10435867017349464 0.0 0.25 -58.927559540839894 -10.818550364807413
46.73759894659054 -2.101284135749605 -0.8496825176228064 1.0584815602040003 52.234431344123685 0.2624128746772753 0.0 0.25 -58.9194521405553 -12.496985843587213
41.44278403115992 -2.2387111631802346 -0.8667349200269441 1.0849723117840508 54.71135028819378 0.055423794362089614 0.0 0.25 -58.86361346490968 -10.656008725451409
53.500670145686016 -2.155232817415728 -0.8630112673376842 0.8268455864004784 58.420861651059255 0.015052686058368847 0.0 0.25 -58.8111583798309 -10.752662034308106
59.4617116880869 -2.2079286273033407 -0.93505200681955 0.6717556094274051 54.927285813978685 0.15457722147791222 0.0 0.25 -58.71860588789253 -11.53109461658303
33.39039305597797 -2.4070141919114683 -1.1524304463627175 1.5186792114409315 36.60383760620672 0.2770801774353229 0.0 0.25 -58.71767352778521 -12.500004459927247
37.67948001833845 -2.341245201014437 -1.0405950355842981 1.2008792685809062 44.29246763542676 0.0443110837269773 0.0 0.25 -58.715070738609455 -10.347387038291805
35.70619603550646 -2.3133829608504692 -1.0748194588434974 1.4869223722863725 38.909231713021235 0.23984518701632834 0.0 0.25 -58.68494454913424 -11.598326448540533
48.49588480784037 -2.213868827083749 -0.9912649208469406 0.9212781254143467 51.12147026262062 0.23381595148837145 0.0 0.25 -58.683537199993765 -11.999944648164995
38.23960272388461 -2.2205448849361322 -1.0164152036252587 1.2543261340733276 43.31279315412608 0.05568922397716786 0.0 0.25 -58.679020213774535 -10.35143737808999
41.7753272875993 -2.189204715637994 -0.8528470488030173 1.1612436882580295 54.03635243226491 0.12504288062140279 0.0 0.25 -58.575892861237925 -10.941932650383134
34.80257723158242 -2.1559863397715047 -0.9582610592673437 1.3225186734846988 44.739233320403414 0.07006649430866198 0.0 0.25 -58.52699233254466 -10.424698312151692
50.06564925033791 -2.147460673617424 -0.8988519177898979 0.8597879771993283 54.88748407600501 0.2413108383705498 0.0 0.25 -58.48194462758339 -12.240987274783311
50.94966434999588 -2.159981231846019 -0.8525833900390851 0.8741084631035538 58.36771833689047 0.2201603940076223 0.0 0.25 -58.47075760546525 -11.982543425156864
44.01815432041636 -2.1884318792305346 -0.9742045507343802 1.128007724971302 47.31574348357382 0.052468047611770575 0.0 0.25 -58.442484327073046 -10.477210571396965
33.35201003852756 -2.3516890281702447 -1.1250324822866111 1.4347499034421067 36.7907876569897 0.2863308617271498 0.0 0.25 -58.43895516329696 -13.029884681893494
44.45801297735036 -2.2419875496125834 -0.9401378767144952 1.0321798045355435 49.59007746707895 0.00035924841433825457 0.0 0.25 -58.376011268966366 -10.384364082837951
30.50806273342765 -2.3050007436840922 -1.1245937968194393 1.4440461110615883 37.84959244218496 0.17601173736481704 0.0 0.25 -58.36511919573388 -10.851982527609897
68.64921217741103 -1.9752373644190628 -0.9498922909438092 0.019950653293949874 57.65062363196067 0.1899817577623035 0.0 0.25 -58.31121553218774 -15.298809412823204
43.062008475427035 -2.12380044925084 -0.8108850385038355 1.1188411562891016 54.2029623960298 0.15263287096332803 0.0 0.25 -58.2956096760395 -11.136114097053
51.76130870603057 -2.2699752844769945 -0.9149452765165877 0.8530358365949754 54.81511213905875 0.08505855808558666 0.0 0.25 -58.268404362346125 -10.947412663751939
52.81511198856242 -2.2862427193101054 -0.9579477499309821 0.884597400228925 51.77052518348125 0.04933294645129319 0.0 0.25 -58.22817457909243 -10.709813034545757
33.84336142173903 -2.2817376052843255 -0.9861762902521325 1.563916648050561 40.81962794851562 0.24064166733138237 0.0 0.25 -58.22684637248578 -11.656089008664832
30.141766525465414 -2.230640493190414 -0.9360753221726426 1.5566062376818661 42.956201053576805 0.2463453778568973 0.0 0.25 -58.21384731048013 -11.80820889070797
32.83205681052513 -2.157333359253571 -0.8891763401291075 1.427415316734209 44.55647559762344 0.07599537824775865 0.0 0.25 -58.20769847411263 -10.425900096190063
37.67107820348788 -2.143746982087624 -0.8713448461996505 1.2372061123006914 51.301078367940505 0.12588047366651753 0.0 0.25 -58.185071556563926 -10.865169481972579
36.16814372482932 -2.3337856547301477 -0.9832782217000897 1.297014350544844 45.59106092730308 0.2686345712331427 0.0 0.25 -58.17116412463278 -12.44245625344212
47.76650422361915 -2.2767950280561084 -0.9381533321879512 1.051184279262297 48.7235016538126 0.10650496340115155 0.0 0.25 -58.15752456864428 -10.792954320443823
32.860595769824585 -2.3184739095093394 -1.1279073705079052 1.5691922723980507 35.87256262928285 0.17432501737235986 0.0 0.25 -58.15467100038613 -10.776769756861347
35.15100448149904 -2.281090196630956 -1.0295850088002534 1.2499096919794856 43.576550692641135 0.12980751215194392 0.0 0.25 -58.14345605856303 -10.720476609346512
35.01770386850256 -2.3309861724091294 -1.1032868112736005 1.497584580657776 38.55631752047107 0.036238868454266535 0.0 0.25 -58.12236985242401 -10.110253264380074
31.59003004422917 -2.2895403341452574 -1.1307543227474346 1.5382269478348343 36.94647819550246 0.26060098064610193 0.0 0.25 -58.11640663306591 -11.966754690251292
31.15390730355994 -2.262998655330332 -1.1071463075769834 1.5320797280907532 37.66757204711739 0.2831652442796058 0.0 0.25 -58.069159207719046 -12.836598509533351
50.170508771475866 -2.2813927746874616 -0.9706384645594239 0.9496248015541658 49.66144552148736 0.21148690837433715 0.0 0.25 -58.05616584055524 -11.659354868816632
36.09444026592344 -2.3332707900618113 -1.0889304920784422 1.3666317519535056 38.682529550123725 0.2147978918305742 0.0 0.25 -58.05180821103534 -11.261844706037742
33.75623797035548 -2.3185747006979223 -1.080803423475669 1.3921608854167828 38.37396252570786 0.05497183709036746 0.0 0.25 -58.049448711419224 -10.19254172330858
33.652756183645586 -2.3806858260252945 -1.1219986040767282 1.4019049823357204 39.72854283618672 0.035156981256920856 0.0 0.25 -57.9652827814699 -10.147757900995439
39.65532612452341 -2.186909342002579 -0.9722335715132613 1.1560221822936483 47.401869708447755 0.13924342494282613 0.0 0.25 -57.949304175269205 -10.897869835809098
30.685478680311817 -2.3237936324655175 -1.1494320589848155 1.5437332981635425 36.05933514140296 0.14125455163485903 0.0 0.25 -57.946795138169286 -10.548724873451011
55.904909000700336 -2.1214371406106705 -0.8997921993069338 0.7971477922399272 55.42454812702406 0.09302539498779688 0.0 0.25 -57.937674987716434 -11.047882254931345
34.75039576666139 -2.1603495089608566 -0.875290767838953 1.5007325159066587 46.41722722715341 0.16860749508579273 0.0 0.25 -57.935335578097295 -10.99243289273351
44.00868317508995 -2.2418423867098833 -0.8699786863483694 1.1604485853060227 51.627448276404444 0.28938760061293123 0.0 0.25 -57.921849882834934 -13.69919248179909
35.619050078358555 -2.347239186834302 -1.010619013172631 1.36493640639332 42.84567531554788 0.08182009021368467 0.0 0.25 -57.910522359089114 -10.424120054566277
