    0.416210301733385961E+02   -0.223048322989937597E+01   -0.101631802424746276E+01    0.823705313297553920E+00    0.204120058192175264E+03    0.403505843257562571E-01    0.199674725574497216E+03
    0.402826080527933215E+02   -0.222852396453595691E+01   -0.100798885525701820E+01    0.782766130420171735E+00    0.207967740489900905E+03    0.363336552957067571E-01    0.201060117299216728E+03
    0.425598088376869583E+02   -0.226458648269705032E+01   -0.101721090552500848E+01    0.752892602034643921E+00    0.206044752627072484E+03    0.276385901984325354E-01    0.201588431418608025E+03
    0.431150525610986648E+02   -0.222097448138945675E+01   -0.100603528122588459E+01    0.718737461010239609E+00    0.210947543677970344E+03    0.241121371301070177E-01    0.201958501279449735E+03
    0.407954111280072098E+02   -0.226294171322247273E+01   -0.100724816222192803E+01    0.821033237977762620E+00    0.204634237716513525E+03    0.399055307249165242E-01    0.202306550229368526E+03
    0.404693095348611251E+02   -0.221828287955899217E+01   -0.100603057608990865E+01    0.789991873051143823E+00    0.208487734176410896E+03    0.302726517076535653E-01    0.202467700039443343E+03
    0.419845501253689548E+02   -0.221374981239473589E+01   -0.100403831838028079E+01    0.806046794434328806E+00    0.207086581491747012E+03    0.156077542284475210E-01    0.202638423451285661E+03
    0.408675849828406115E+02   -0.224187153654470706E+01   -0.100035588641793560E+01    0.786297041540625963E+00    0.209458676554391531E+03    0.142236492450659620E-01    0.202697118212259085E+03
    0.413371728466524075E+02   -0.227363872072667039E+01   -0.100575790047611391E+01    0.791710614790573475E+00    0.207784851064820288E+03    0.346852039416496033E-01    0.202758572627350475E+03
    0.423639567322526105E+02   -0.221714577955233461E+01   -0.100112849034307794E+01    0.787290634834774794E+00    0.208692413026417029E+03    0.203924467354568810E-01    0.202843916844151664E+03
    0.425730617524956330E+02   -0.223221813217360321E+01   -0.101845712680036438E+01    0.772947847905619212E+00    0.205213926790113931E+03    0.448816158328075449E-01    0.202933791167996503E+03
    0.425372113196308206E+02   -0.220831886431189206E+01   -0.100771912187986179E+01    0.783286136310291869E+00    0.207166112224888053E+03    0.103102951610820788E-01    0.203220614204379018E+03
    0.414776481664413552E+02   -0.223564979551520393E+01   -0.101318499985952704E+01    0.799775998933376364E+00    0.204220999625578457E+03    0.458851356010960276E-01    0.203474380353519734E+03
    0.430093518803821127E+02   -0.221845033147392456E+01   -0.101544937327651286E+01    0.765349069680926197E+00    0.207211227585644053E+03    0.169656260417874634E-01    0.203495271415263176E+03
    0.406198669673904647E+02   -0.222886057396558401E+01   -0.101061304568190580E+01    0.795393655584540338E+00    0.205980730665263565E+03    0.368587981692987052E-01    0.203585467379122463E+03
    0.415102126645987255E+02   -0.225899076217142358E+01   -0.100869616561725195E+01    0.820854738024136887E+00    0.205751352700485285E+03    0.239241793043528939E-01    0.203645795812247059E+03
    0.411661873772194582E+02   -0.223740955476208292E+01   -0.100497132564404046E+01    0.741910405245704285E+00    0.211471555324356814E+03    0.306524890948991525E-01    0.203719234110222260E+03
    0.432626615802899153E+02   -0.224631854183650592E+01   -0.101320788971057540E+01    0.770476528919487480E+00    0.207242986073666628E+03    0.341087236636361604E-01    0.203864672326060486E+03
    0.409680428029012660E+02   -0.221733993090103088E+01   -0.101524992488156407E+01    0.798800418130316325E+00    0.205656423782298219E+03    0.231304504548036916E-01    0.203892074882505739E+03
    0.427358025738645679E+02   -0.221503132625159882E+01   -0.100373194783027531E+01    0.753420356267536229E+00    0.210814477795280425E+03    0.200937747929971315E-01    0.204039928385170498E+03
    0.412773485792413908E+02   -0.222702707746061801E+01   -0.101298719024698181E+01    0.752734130163563053E+00    0.208467581471208746E+03    0.338492372749670256E-01    0.204214883365327637E+03
    0.421423840008665138E+02   -0.222282098479994561E+01   -0.101416285799171968E+01    0.811144014356243837E+00    0.204407979470245039E+03    0.193265956040814812E-01    0.204275371523118082E+03
    0.420405588275410054E+02   -0.223468659586563856E+01   -0.101936755051436512E+01    0.769158359829514415E+00    0.205411964571374398E+03    0.195623572118490303E-01    0.204297070217368514E+03
    0.411375941409982460E+02   -0.223976826661999784E+01   -0.101425178825243512E+01    0.781673078544046884E+00    0.208459133036875357E+03    0.402621297565629102E-01    0.204350411518100231E+03
    0.423208823230398608E+02   -0.224758024000237011E+01   -0.101414470985022276E+01    0.742723586394353985E+00    0.208153872805501408E+03    0.441735102507009245E-01    0.204440384717353652E+03
    0.405364464677842591E+02   -0.223692295682422859E+01   -0.101055140387069686E+01    0.788714059618531915E+00    0.209022790737837994E+03    0.145094083643460946E-01    0.204454976733362457E+03
    0.406562281328754267E+02   -0.223869352151541046E+01   -0.101267100413313216E+01    0.786548661683927786E+00    0.208816908165376873E+03    0.259673916611271281E-01    0.204459541077577427E+03
    0.427853140964005831E+02   -0.224237204043674687E+01   -0.100532735037396415E+01    0.781946388095073552E+00    0.207027237087794646E+03    0.393762152954082664E-01    0.204516579550384819E+03
    0.402382901403729960E+02   -0.225485638050291648E+01   -0.100523475072796198E+01    0.808434651703621387E+00    0.208431925163260701E+03    0.390127131829171789E-01    0.204517812901230798E+03
    0.414120112414395862E+02   -0.223286483607146069E+01   -0.100318749118236084E+01    0.764214218456421124E+00    0.209724278531344453E+03    0.130446341912381879E-01    0.204566356932201359E+03
    0.427487111101656652E+02   -0.222233180890529747E+01   -0.101033690405597043E+01    0.795729307927490193E+00    0.204881537120858951E+03    0.122936634151564594E-01    0.204599771542621113E+03
