KNphi log10_mej_dyn log10_mej_wind inclination_EM luminosity_distance em_syserr timeshift Ebv log_likelihood log_prior
67.19623629934722 -2.2056185764580287 -1.0875434233967969 0.6379502742365417 41.08661140281221 0.6508746863041731 0.0 0.0 -121.86309246425948 -13.949070023922944
67.1913749376942 -2.2486836550972384 -0.9293674547695372 0.6642105830436932 49.81408611367997 0.6616511894512179 0.0 0.0 -121.75807404385657 -14.123635108991596
51.761164823534216 -2.2567282932408688 -0.8744839310202961 0.7290698836877355 56.1107061337668 0.4826879809594382 0.0 0.0 -120.9573544611581 -13.849698923809067
62.8973493155489 -2.0780876839287785 -0.9706276461993668 0.711430891613512 53.12983653377488 0.47608105671626066 0.0 0.0 -119.58384344898309 -13.801430998980404
53.05679362899623 -2.4136742966369544 -1.0495643673756652 0.6166764409062332 49.034387724733705 0.5950757081994794 0.0 0.0 -118.82491696192808 -14.06562717501625
59.573882527293534 -1.8986997794932243 -0.9202564707624017 0.7104898767692193 54.16730693906895 0.5167738680075596 0.0 0.0 -118.64895552574903 -13.903879806815835
67.82805062610261 -2.200861226834923 -0.9826378767120159 0.36784575004772413 50.19846525269779 0.42775505389682716 0.0 0.0 -118.28070741271266 -14.234081955336107
69.89233547183892 -2.212087709872627 -0.9743986441892405 0.47437306743155006 50.96353802163835 0.44300326764626774 0.0 0.0 -118.0331899309429 -14.04504000757777
70.37318215404972 -1.7202063282140583 -0.8167023684837833 0.22120821065075558 60.46578748945333 0.5944996687546141 0.0 0.0 -118.00655026158758 -15.243418454785388
58.467130979093284 -2.06499792809756 -0.9960783281448173 0.5292010414847182 54.02318980451453 0.658910603323234 0.0 0.0 -117.72330260574607 -14.400308244240891
56.26152536325276 -2.140534904030849 -1.1136967103527036 0.6039943804520234 48.996683040600296 0.546853877334152 0.0 0.0 -117.41301754266408 -13.998483968194293
70.63102318744501 -2.2661926060665545 -1.0590939287815946 0.29922267851747697 48.36123535401051 0.5354706037074609 0.0 0.0 -116.96693396417703 -14.620179800560088
68.8296030480836 -2.077543411269554 -0.8849235970198324 0.6149146681623592 52.234912355668364 0.5621968313531612 0.0 0.0 -116.93996210462005 -14.074509663563413
