KNphi log10_mej_dyn log10_mej_wind inclination_EM luminosity_distance Ebv timeshift em_syserr log_likelihood log_prior
46.40592909762724 -2.2303873788053257 -1.0043812472299085 1.0773823647094969 45.18746490820319 0.04237827551014429 0.0 0.25 -172.543855985177 -10.4168365740573
35.95060467890083 -2.3232756411950417 -1.0374339482186268 1.2800185246277158 40.69457454285882 0.12912268777574537 0.0 0.25 -171.7576732173511 -10.638529165566245
48.07618480854219 -2.272221586911671 -1.0456169668042732 0.9322447758897741 46.375699652983606 0.03926047714719525 0.0 0.25 -171.6300343293627 -10.523198980898842
36.52646715423937 -2.2249704135305173 -1.0590057943544178 1.37792168214395 38.724303627758275 0.2647236200137116 0.0 0.25 -170.6146436345592 -12.142465391736097
32.253019596884684 -2.1819454145272963 -1.0392910396180914 1.3685298260016374 40.35679169512175 0.1987411809775209 0.0 0.25 -170.43459805782197 -11.131171597457511
44.383526643915864 -2.2693946484217395 -1.0140269686591257 1.1253882337473997 43.38038531090014 0.23614749537376112 0.0 0.25 -170.18253986937344 -11.746585088180666
35.61484642348414 -2.2247371845386263 -1.0199186959397863 1.317550323153336 39.986920954550556 0.050485661546983786 0.0 0.25 -170.16214081220073 -10.231946359731266
44.47319676243879 -2.3093320408206637 -1.0142216042311942 1.0271793856136213 46.96924305259975 0.028174444538281995 0.0 0.25 -170.0225923144096 -10.430495050014688
32.912203140342726 -2.253439775361452 -0.9999515057738853 1.2955065910003885 44.078874269959655 0.16511123474718517 0.0 0.25 -169.93447532676325 -10.950405685520542
46.99868190190977 -2.3103265012752274 -1.064210816239247 1.0007060495883475 46.1173542820908 0.10624191340091806 0.0 0.25 -169.92094664295115 -10.767224482689478
42.716457161606314 -2.2700672486750113 -1.042185616443291 1.2267386740305235 41.731997983151906 0.19082189107580777 0.0 0.25 -169.89519836236516 -11.129176214077619
35.85913994842491 -2.217528664789567 -1.007184132269893 1.27670802914061 41.42890163399122 0.10633089066826273 0.0 0.25 -169.8332337241085 -10.532204549209757
34.4969288655782 -2.2200229505498186 -1.0182856761238912 1.3700190538274042 41.712112819554584 0.17628389401683972 0.0 0.25 -169.81202237946326 -10.963589548218318
36.98342491973057 -2.1946062966610858 -0.9971993344379291 1.228617676971994 44.23502394335295 0.23673027044586403 0.0 0.25 -169.79175077803916 -11.732327208511403
37.17234833977369 -2.1793256980624456 -1.04073128230015 1.2902010232158798 40.21955774121035 0.2860704815444291 0.0 0.25 -169.76413655770858 -13.130732538073486
33.07354115227623 -2.2749553789084875 -1.06475299999533 1.354919465907192 39.056280341722974 0.13080128769644636 0.0 0.25 -169.74656078682338 -10.587909341759962
43.69216931067271 -2.269759726183566 -1.0768380377873923 1.0612490797297338 44.37470451212335 0.28787811803251395 0.0 0.25 -169.59579879711836 -13.464011462460046
36.3061498178503 -2.233641718696098 -1.0949219345720365 1.3474027526171977 37.04127462423144 0.21469076477150198 0.0 0.25 -169.53896851724934 -11.221407604388624
35.12602629797303 -2.255148043814515 -1.1081912383127608 1.39539238162879 37.125517184951235 0.2455305432040609 0.0 0.25 -169.51233495341668 -11.662622026670316
43.96726063991471 -2.3343433716762245 -1.036884803472507 1.1332004539138354 42.33387335656061 0.18250835601352913 0.0 0.25 -169.50853141612416 -11.108681638450575
33.83330500082835 -2.2922176322557304 -1.011023509968194 1.3101519994960482 43.48762191497784 0.29129823903205104 0.0 0.25 -169.47975052257667 -13.673805188621321
45.979089298382846 -2.256824205514298 -1.064962776492365 0.9751146191299976 45.34790327715308 0.26080448927091743 0.0 0.25 -169.45654416138916 -12.365321061421017
41.83860491641297 -2.2961001391479274 -1.053776483922381 1.2583053074874242 40.498238175075784 0.07689774615785432 0.0 0.25 -169.43294628336477 -10.37376435992649
41.06550832774472 -2.2633624177175315 -1.0164256227091304 1.226697974187854 43.64056014837621 0.27502232238806307 0.0 0.25 -169.31072973135215 -12.648907667405677
32.9826228360221 -2.203189105541064 -1.0095369940043826 1.3021117631596237 42.96803300223434 0.0755675414566737 0.0 0.25 -169.27420148461576 -10.413914967654195
38.28430749089617 -2.3434313224447765 -1.0953441503179424 1.2854373425230547 40.242288381843466 0.19097730751826567 0.0 0.25 -169.21012825851105 -11.07513690002712
34.69159089819752 -2.3367117269301962 -1.0705258813534186 1.3347194464484515 39.87790022892375 0.15537261575729694 0.0 0.25 -169.18944935257284 -10.770285331581716
37.57027380630423 -2.34620232115731 -1.1100271304608564 1.365025341432471 37.84207823866782 0.06380325522060853 0.0 0.25 -169.12486058368685 -10.220573312687296
38.87476019062204 -2.2120200081220496 -0.9900007425344963 1.2216179675301688 43.781019059694636 0.24055050955054996 0.0 0.25 -169.02286124350744 -11.786811540624024
41.12850367839931 -2.3065906973413695 -1.0381851441032113 1.2340271296040985 41.0189297753965 0.2267309322552037 0.0 0.25 -168.994719072572 -11.508202155595328
39.254837885552405 -2.291493904507932 -1.0420793338108079 1.1420520358435016 45.002153543639245 0.04013226560887596 0.0 0.25 -168.96299636544165 -10.371905291976256
35.808102439053684 -2.310192773169164 -1.073199284852717 1.3089140325352147 38.56170947561121 0.17927562426180446 0.0 0.25 -168.9125881210486 -10.923935001915199
40.54274136570912 -2.290650156025981 -1.0645530456996928 1.23363309037701 39.65683217861138 0.2184845748179003 0.0 0.25 -168.87188474710675 -11.367916037824896
38.28687559539354 -2.251467808540675 -1.0091684204415263 1.1891545005473347 45.103226988495855 0.2516714614330767 0.0 0.25 -168.7587349741057 -12.036091289821325
40.36782945354122 -2.2596531062723657 -1.0612020173029069 1.1734996615530353 40.99316053177793 0.2996935822194371 0.0 0.25 -168.7417252879957 -17.0077962306958
36.009664514095476 -2.324696275232986 -1.0336004068343516 1.2859034075898141 41.44260268438598 0.08241235547493411 0.0 0.25 -168.69596136502247 -10.413345615918999
40.34402342793762 -2.29139409754215 -1.022511224140585 1.172844131816427 45.312268292700715 0.04192552603594279 0.0 0.25 -168.6901475600156 -10.3721901187361
