

    0.174251568947786327E-04    0.169292927265769322E+03    0.294257634858431842E+02   -0.242709308462780982E+01   -0.122318019271874556E+01    0.618431573900512066E+00    0.163389613493520528E+03
    0.174286185987334486E-04    0.169291527978664647E+03    0.489153112786250546E+02   -0.175823428021782258E+01   -0.121170143070197445E+01    0.155796242196110901E+01    0.130718298844176729E+03
    0.174329620105846762E-04    0.169290027613790699E+03    0.580588230499344817E+02   -0.199899599685562279E+01   -0.873008633773775244E+00    0.808286667379426116E+00    0.264176154207100979E+03
    0.174468734460553869E-04    0.169287430254067601E+03    0.331446224750124827E+02   -0.147647589693326720E+01   -0.118651119746711320E+01    0.156179594228808649E+01    0.111663858522250081E+03
    0.174451309971777962E-04    0.169286628003430991E+03    0.303061114719894711E+02   -0.204430936073189562E+01   -0.966272662359521028E+00    0.520163245444852484E+00    0.210429189253984163E+03
    0.174539367208474244E-04    0.169284616720444205E+03    0.271554324937558107E+02   -0.287212641941573921E+01   -0.129024215962858801E+01    0.154680922279616007E+01    0.147354041015993005E+03
    0.174957538204657699E-04    0.169278828737627748E+03    0.599695614946193487E+02   -0.290059697256645688E+01   -0.127082311140829329E+01    0.138478306677804852E+01    0.153845015299094172E+03
    0.175542411552735407E-04    0.169271151994963191E+03    0.446656450460693861E+02   -0.263271976239458994E+01   -0.113904419970246207E+01    0.396360332721622299E+00    0.205921333418756632E+03
    0.176624775150737585E-04    0.169257856204970551E+03    0.624526181138171239E+02   -0.172871522815283329E+01   -0.121908792871328409E+01    0.115986091878514452E+01    0.139692924907573882E+03
    0.177220156014173789E-04    0.169250123778985341E+03    0.223687075335454679E+02   -0.216564213625527779E+01   -0.959847001520020449E+00    0.132907537965306166E+01    0.178776878359644002E+03
    0.177299189793272018E-04    0.169248230046146688E+03    0.438051980093812148E+02   -0.178403426895300443E+01   -0.104276486422954240E+01    0.154338970592324509E+01    0.156895679401503060E+03
    0.177574831493135254E-04    0.169244121116990641E+03    0.665310724038957915E+02   -0.286014994059336436E+01   -0.102835382614453752E+01    0.814740640506688929E+00    0.173953564620250205E+03
    0.177800313852226162E-04    0.169240581148329795E+03    0.436770039638363841E+02   -0.256489624337054378E+01   -0.838439316241560650E+00    0.865743338123721506E+00    0.283166550201919051E+03
