

    0.657106560431360004E-04    0.265658433671459704E+03    0.580339294450863292E+02   -0.193273027795999708E+01   -0.130172977157430680E+01    0.336546993336454825E+00    0.398582950172851369E+02    0.554541753354380829E+00
    0.658289380905631227E-04    0.265653824162258331E+03    0.635071230009457537E+02   -0.184514255046860298E+01   -0.115752222224329993E+01    0.400161677493326040E+00    0.435025863591893582E+02    0.547056896983781571E+00
    0.659202125147973780E-04    0.265650040345706600E+03    0.667590063673314660E+02   -0.192533819727074573E+01   -0.118139249917663669E+01    0.352265433161241148E+00    0.429588426428029493E+02    0.611771109531074275E+00
    0.659434930348704328E-04    0.265648321487991382E+03    0.594347844754057490E+02   -0.200246298210724127E+01   -0.126838325220873216E+01    0.410384042995039333E+00    0.431432707817320988E+02    0.626491786098017256E+00
    0.659314446051340974E-04    0.265647674279938883E+03    0.637571532637092346E+02   -0.193442091105344893E+01   -0.115589101050101739E+01    0.376959791190787763E+00    0.426709318540268754E+02    0.626549242048016652E+00
    0.659602859079260221E-04    0.265645786925378218E+03    0.590761382329634444E+02   -0.186642839629294111E+01   -0.119509476112802160E+01    0.362915910578557044E+00    0.449237087590572841E+02    0.548966295056620202E+00
    0.659555555577553049E-04    0.265644917702544376E+03    0.666681726003985204E+02   -0.189286167922585968E+01   -0.117571713237508879E+01    0.375351857582706672E+00    0.432059934339222735E+02    0.603967068251929695E+00
    0.660651112552276988E-04    0.265640585693634193E+03    0.587625410227873175E+02   -0.197699355753634176E+01   -0.121248805577197194E+01    0.366436823709165249E+00    0.418060541297955908E+02    0.572217490494812409E+00
    0.660573342212541418E-04    0.265639808484695891E+03    0.618897948964533100E+02   -0.195612071475458649E+01   -0.127182198741344354E+01    0.384278830144323402E+00    0.423452714789431894E+02    0.662781296917093310E+00
    0.660800813160513495E-04    0.265638107237398003E+03    0.670847419672422234E+02   -0.184874180655661458E+01   -0.115109170274731265E+01    0.376333703790641405E+00    0.413836760632265452E+02    0.601971428152179300E+00
    0.660505932845511319E-04    0.265637987272167607E+03    0.542195033280293259E+02   -0.195758317878928789E+01   -0.120321552369116769E+01    0.332794118164596975E+00    0.456036665612448999E+02    0.593495703541536468E+00
    0.660510737515197110E-04    0.265636960065539768E+03    0.555576323195485458E+02   -0.194617729283067620E+01   -0.127399784178305797E+01    0.346554768125132417E+00    0.442573847431346081E+02    0.599433184149029574E+00
