log10_mej_dyn log10_mej_wind KNphi inclination_EM luminosity_distance timeshift em_syserr Ebv log_likelihood log_prior
-2.180786324383292 -1.2607040405895813 62.14863461755897 0.4512698846971671 46.86152734879919 0.0 1.0 0.0 -153.60752183815256 -12.90089322334912
-1.9015729921000797 -1.0381292270955476 55.57254256953001 0.6390342789129324 57.13906129052893 0.0 1.0 0.0 -153.60287975567377 -12.786129508706251
-2.4357102855090136 -0.9839931202946564 47.8273043674634 0.4554960107239173 67.94465351591421 0.0 1.0 0.0 -153.53956152593184 -13.263715879652029
-2.782511516755744 -1.2060643658693133 51.359286421635886 0.7717743078873794 42.70800434913409 0.0 1.0 0.0 -153.4596836698397 -12.338603443291655
-2.417824580016239 -1.295271404090577 29.798001315930208 0.9472133042179889 41.86647926003474 0.0 1.0 0.0 -153.43512436609336 -12.166829709419059
-2.38114212695049 -1.2969582162310944 34.78796384972172 1.1228425161623228 35.009011015490856 0.0 1.0 0.0 -153.41727774222434 -11.883315823472898
-1.993099621631685 -1.037530188178339 60.07514503834491 0.23522639343360752 50.24596627378516 0.0 1.0 0.0 -153.4121445518075 -13.59720842173571
-1.785416419741256 -1.0650247375489903 42.981820874592934 1.0233727159309531 45.85353230517099 0.0 1.0 0.0 -153.3829206451479 -12.20726282641859
-2.0350037658037783 -1.1585911622554912 35.26250892199539 1.3014554376748888 35.15784243993873 0.0 1.0 0.0 -153.3154444305323 -11.820399519211907
-2.3899850223802996 -1.0650069140737823 49.89760222198069 0.40004292648422624 48.88247586002127 0.0 1.0 0.0 -153.28807572917086 -13.056250844715507
-2.3066286515329266 -0.9178770639584051 51.42697738253295 0.8624489479742742 61.81089951820058 0.0 1.0 0.0 -153.265087855055 -12.62308853257459
-2.071773502943538 -0.9463864092385816 44.954156352052046 0.7775346390090223 61.70863901779775 0.0 1.0 0.0 -153.17486694003233 -12.700755534836974
-2.105431466409214 -1.1208482063915135 30.221685921225806 1.1544641047589344 46.41299445037725 0.0 1.0 0.0 -153.17213018107236 -12.15070391130405
-2.7320446891706673 -1.2631003038266067 37.53523801128431 0.7037106201924076 43.58481201655403 0.0 1.0 0.0 -153.10185234670365 -12.433870784679762
-1.8762285796945155 -0.9984850038054769 73.8267966535033 0.6737223957902758 45.457550799110386 0.0 1.0 0.0 -153.07116709343438 -12.512377447454796
-2.0871517142587352 -1.2967492507147993 49.10961277768932 0.906201055294017 41.464610669978875 0.0 1.0 0.0 -153.04947044290762 -12.187988167517794
-1.8635234839048387 -1.174842606784023 36.936009313819895 1.1999780858946918 42.10029462578206 0.0 1.0 0.0 -153.01585240452943 -12.034276107193495
-1.6841281628512614 -1.1984204900274733 50.38276731715299 1.5014982180859116 29.52064089982422 0.0 1.0 0.0 -152.97049682947866 -11.611325069194777
-1.8914008042839328 -1.283567165498749 38.57444461309488 0.8072112821725286 43.20545078574788 0.0 1.0 0.0 -152.95528439328527 -12.315028495775113
-1.9580951612946926 -1.1489133905354176 35.78124124050805 1.3992367177725489 37.00273558837882 0.0 1.0 0.0 -152.94174126555222 -11.84961327730236
-2.175866201133105 -1.304498730625496 36.38655142638032 1.2541416881885536 35.55885003124298 0.0 1.0 0.0 -152.9173252735486 -11.846017421953995
-1.9467724889532438 -1.2689067986581573 37.77546356186907 1.5192223203533977 28.624973480783886 0.0 1.0 0.0 -152.9171712872544 -11.579442385323407
-1.8547169096316842 -1.2641625837627157 46.028182071812154 0.0751387179615394 52.752996756765036 0.0 1.0 0.0 -152.90349499605867 -14.778813351398135
-1.6665033203653667 -1.1933873135828919 36.926468304284995 1.1098068041079456 37.756841741792876 0.0 1.0 0.0 -152.89548879213535 -11.965246162769382
-1.85315692137353 -1.054066205290725 49.4946614325034 1.4445621198959824 34.267759008422566 0.0 1.0 0.0 -152.88351372807242 -11.766026050742294
-1.9936325476322354 -1.0945834698934216 44.3815106744925 0.24131513192135146 63.90514799249504 0.0 1.0 0.0 -152.81618737841632 -13.812608248660457
-1.7846451678066728 -1.141670152486882 71.25267157247916 1.0120450879844496 35.79326020770072 0.0 1.0 0.0 -152.75469494787959 -11.966563545547604
-1.8637082859658423 -1.3428045295353814 34.70595894371053 1.4693588396454234 27.25807515479394 0.0 1.0 0.0 -152.74117162874902 -11.534335763094536
-1.907431379268141 -0.9905775842480375 67.00412620179429 0.878125475285372 45.89903958626289 0.0 1.0 0.0 -152.6955270170874 -12.312234739654436
-1.6238899762356327 -1.1998150041142601 33.73254407445293 1.2659718494308274 33.76816395005689 0.0 1.0 0.0 -152.63447928205926 -11.790547590284483
-1.9428283250053346 -1.150081983328656 32.48085711247544 1.3762098930099564 34.135910068528055 0.0 1.0 0.0 -152.61848737290146 -11.773234865445001
-1.7039871120949912 -1.1424129185494847 50.98072697965177 0.9578529927964294 37.28213167328672 0.0 1.0 0.0 -152.5894039890903 -12.043290374542256
-1.8047736109628343 -1.0699891182278896 62.21243913161456 0.6518948794343948 51.11017209863591 0.0 1.0 0.0 -152.57010258333705 -12.657546922188033
-1.967531858009187 -1.2638377385563424 39.12595196703397 0.7317026078625196 44.14211848659782 0.0 1.0 0.0 -152.55270189551698 -12.414508141801893
-1.9979817929683996 -1.1697560476022957 50.725119686305 0.5125339587755454 57.76490488867683 0.0 1.0 0.0 -152.5489288249443 -12.992773775336872
-2.025837489953943 -1.0548100211101943 33.05065361078489 0.7744776867128463 54.06317988540963 0.0 1.0 0.0 -152.5359754182949 -12.57159988293429
-1.9878747622960915 -1.3506577503068362 52.64744880952552 0.38887851206105395 48.293992985493816 0.0 1.0 0.0 -152.51677076274163 -13.070960500014102
-2.4726140872319915 -0.9326577588691478 48.873777579004994 0.5451413621277187 62.451646632530114 0.0 1.0 0.0 -152.50939060863342 -13.01496502325653
-2.335266801575242 -1.217511659536837 44.09814721707341 0.7053765722093941 43.88314161037066 0.0 1.0 0.0 -152.41820733966713 -12.438732523684736
-2.2460553870718463 -0.9615458698993642 40.450215040368455 0.8963874115584445 52.917236233712636 0.0 1.0 0.0 -152.4034916642032 -12.439644023046124
-2.06997029896023 -1.0392115658692171 57.270166128322145 0.6293365322064653 60.32193163357257 0.0 1.0 0.0 -152.39582100034642 -12.85352202163161
-1.7859402016461983 -1.1935174961559467 56.097552379763385 0.6887224106518751 39.34090504455683 0.0 1.0 0.0 -152.38371182874909 -12.349359564025672
-1.7667443251582198 -1.1853946558453057 31.80968315856093 1.5523521830691112 27.692114894240024 0.0 1.0 0.0 -152.3552910855287 -11.545150135492483
-2.5206316667354303 -1.0568525490689398 39.89900902574972 0.8120171648889816 55.86186946458057 0.0 1.0 0.0 -152.33841117944507 -12.567365259511837
-2.6743740833958776 -1.2624249583098652 40.41675594638948 0.5983188574237702 43.733532054211885 0.0 1.0 0.0 -152.30883970417895 -12.575971750050268
-1.83272737211078 -1.113177763962773 47.30374663773823 0.9359910678272101 49.79579197676899 0.0 1.0 0.0 -152.30753500314393 -12.348443288300311
-2.151903266980689 -1.2709380411587254 64.96416191704397 0.5544285141558856 37.80827138930557 0.0 1.0 0.0 -152.27155284167392 -12.497944876335783
-2.549014938506767 -1.0767799098171278 39.355012418970944 0.837685866012771 53.67448230743415 0.0 1.0 0.0 -152.24819638164954 -12.503699344285893
-1.900461319073649 -1.2397968855713388 44.950571871415846 0.4071409586404705 48.07670807456083 0.0 1.0 0.0 -152.2218427274181 -13.02300753251623
-1.915598982976869 -1.1112512393192706 37.011203012136605 1.3835316978551067 38.65235030083219 0.0 1.0 0.0 -152.21337229228232 -11.896077373772114
-2.0889009044121005 -1.3848772521349235 66.12382784122383 0.08404642008724063 42.74459796631739 0.0 1.0 0.0 -152.17892849223398 -14.456638734998089
-2.102912767788525 -1.200616550775155 31.43238633455458 1.1762230078273626 40.131372774272556 0.0 1.0 0.0 -152.17785593924296 -11.995942697893991
-2.467016590669033 -0.9890803369226351 54.86977415663577 0.7551235585327811 55.16020465520623 0.0 1.0 0.0 -152.1520005904307 -12.611857907182918
-1.8782196839382002 -1.2156447524854501 30.68298175916426 1.4912417103095583 30.336474717361742 0.0 1.0 0.0 -152.1464463163653 -11.639350907514324
-1.7798952897332412 -1.1689584289528971 53.28765315223146 0.7427340321602068 41.72199993946831 0.0 1.0 0.0 -152.14514291347288 -12.345972916455242
-2.0648252392734356 -0.9216822107609537 70.90004960354014 0.5669305539455852 49.8529313758065 0.0 1.0 0.0 -152.10178230003783 -12.75458237339079
-2.165390333844839 -1.1457690448955669 56.88280048510928 0.5029926609361427 55.78909777308249 0.0 1.0 0.0 -152.0813001275841 -12.975118859571527
-2.118787400510625 -0.967328077134292 43.98971440927136 1.1600264680907613 45.38124357869882 0.0 1.0 0.0 -152.07820559954766 -12.125782217090798
-1.87349684880896 -1.3028811631358488 42.51319615161992 1.0400945864639957 37.8974107489636 0.0 1.0 0.0 -152.07413891839 -12.006690774690696
-2.017808752470093 -1.3446963186530112 74.64806830470236 0.2716571195751543 39.09133556445746 0.0 1.0 0.0 -152.06091658601846 -13.205277761146231
-1.9078018934676568 -1.2290000422323732 31.48587339763947 1.3020171155752902 36.00431855314897 0.0 1.0 0.0 -152.0523223494356 -11.84403582270741
-2.2205757884400668 -0.8477126181975825 56.777383777406484 0.5458258211423296 67.89177078200136 0.0 1.0 0.0 -152.0478371059725 -13.097359470618708
-1.92087031333956 -0.920833399834251 49.07491227358769 1.1294325505817135 50.30323274686363 0.0 1.0 0.0 -152.0354122471809 -12.242639619220348
-2.608477134531352 -1.1946586568334177 37.82252984592314 0.6153405794128597 46.076916973507934 0.0 1.0 0.0 -151.99664839615048 -12.603647360865558
-2.303549024285398 -1.1971020979165286 50.33356678079926 0.578867731704009 49.443511303491775 0.0 1.0 0.0 -151.989464193142 -12.727829811935539
-1.9614895484190096 -1.3032687670297303 60.02919719994905 1.0231736525529314 33.90558744965685 0.0 1.0 0.0 -151.9826920083089 -11.905511781984368
-2.154932166944074 -1.382079170975938 65.83591350575817 0.13143758156688903 36.008960695824335 0.0 1.0 0.0 -151.9594264001446 -13.839704307671818
-1.7508228086355877 -1.2094765109402519 39.28831945883728 1.3688090531704067 32.69113046753735 0.0 1.0 0.0 -151.94538601660548 -11.731475792084542
-1.8267994343930962 -1.2065851408804837 34.01767195266761 1.2149445611560734 32.68149715116315 0.0 1.0 0.0 -151.92679466085576 -11.775339847404801
-1.9963217774097626 -1.1794505317647392 32.281078677258854 1.2436259922089083 37.28468845607999 0.0 1.0 0.0 -151.9226034870368 -11.896918255918658
-1.945801944173435 -1.170313480176936 42.43903496156817 0.35095216415299557 54.284516135958874 0.0 1.0 0.0 -151.91980611690298 -13.285789550103313
-2.3705836937894897 -0.992020959048201 48.01064314566785 0.29862087425418754 68.85232541663292 0.0 1.0 0.0 -151.91094310437896 -13.679283644228478
-2.0555762186680395 -1.0914481842225403 54.13443826252709 0.16126199565120142 50.91146147534311 0.0 1.0 0.0 -151.89866874757274 -13.982983331676298
-1.9735969559892537 -1.261695569972748 57.12639280455463 0.9864737653978234 38.306300585322276 0.0 1.0 0.0 -151.85540197946497 -12.050865503147353
-2.5032726294473173 -1.221800144037886 35.02457038453356 1.090373463293248 41.13935197749667 0.0 1.0 0.0 -151.85105439788302 -12.060933734983083
-1.7908117469583373 -1.0764996253144288 56.99797726445463 0.7712917437556854 43.604220232073004 0.0 1.0 0.0 -151.84895009097121 -12.359867159942162
-1.8955627254548582 -1.2731995405102141 54.058455715405074 0.927771043874022 40.43541572642759 0.0 1.0 0.0 -151.83624646237826 -12.146325207413664
-2.1782063252863795 -1.122162932857013 74.01518591579898 0.15839907318862007 48.89505403204667 0.0 1.0 0.0 -151.82930682552194 -13.960331432332072
-2.4073984184659327 -0.9839266618306013 43.389828182990755 0.9079692773459268 56.596175927608904 0.0 1.0 0.0 -151.8023416792883 -12.497706407213421
-2.2169112372389637 -1.1671115409735378 35.13718211278638 0.8517264656445942 45.217783287430684 0.0 1.0 0.0 -151.79184359731497 -12.319785063154589
-2.5501450510247192 -1.1273959945948537 43.703817159116 0.6183227579208093 47.128779069635016 0.0 1.0 0.0 -151.7880005560691 -12.622013713363136
-2.7293335448160443 -1.171570890449116 52.16401806822941 0.5468849740022474 46.653223618609644 0.0 1.0 0.0 -151.7819909730752 -12.720444929874905
-2.0643130049354124 -1.100595798105954 40.47155327226482 1.2057204155789614 43.991531225943305 0.0 1.0 0.0 -151.7694556042097 -12.0760048176557
-2.5898334064427564 -1.110213885955797 49.34873393522578 0.5581402544160773 47.822765068967755 0.0 1.0 0.0 -151.75974470252746 -12.726949248824525
-1.7588132602921072 -1.2437419237523522 59.798850602871916 0.4421110644206491 50.2231296572919 0.0 1.0 0.0 -151.75545086572745 -12.98929410121944
-2.3728215676231574 -1.2272432518011276 40.876963092618695 0.6214970584232967 46.72088410817365 0.0 1.0 0.0 -151.73552284107882 -12.608873916305987
-2.2681203386529507 -1.049430435993234 38.624914629659145 0.6490416697070394 54.45203021817696 0.0 1.0 0.0 -151.73136752398253 -12.724633091879493
-1.7693135375786133 -1.1000819517875968 61.066985415929736 1.0550120934875438 34.55631181939195 0.0 1.0 0.0 -151.71852454184597 -11.905792438752279
-1.903689673724623 -1.1992646631165442 40.96205325865789 1.5568910821940392 30.634147595379495 0.0 1.0 0.0 -151.67383617859178 -11.646044323102092
-2.2935134133799773 -0.8749402082966706 52.876754794847834 0.6713704391175003 65.86718984413196 0.0 1.0 0.0 -151.6713310768406 -12.886192157936422
-2.3643704117249933 -0.9227713871882717 60.26604974765358 0.6724113350395378 58.40410988010135 0.0 1.0 0.0 -151.66076335878716 -12.76462923101424
-2.1054904165424686 -1.2757919338257335 72.22484968362446 0.44187818998850886 39.20124556561147 0.0 1.0 0.0 -151.65681216063962 -12.742019057984194
-2.117757146701696 -1.3099315562350575 53.018131356043625 0.7403206743512208 36.09877829623407 0.0 1.0 0.0 -151.656388642325 -12.203838350074491
-2.1686970926379923 -1.1136971326974758 50.93759138445693 0.5829276677684164 59.11858121725136 0.0 1.0 0.0 -151.65166778617044 -12.900359566282058
-1.862010139078966 -1.3084583565654244 44.72802549830844 0.9838689400952679 38.47503931769737 0.0 1.0 0.0 -151.6469030230439 -12.056988435830643
-1.9600782799705567 -0.9616809112702565 74.1259166272374 0.15067436622711072 52.75215979373204 0.0 1.0 0.0 -151.6402237531695 -14.085857983798736
-2.401684374387755 -1.1577343802314997 40.3417905939165 0.2480767483988615 57.48312743889362 0.0 1.0 0.0 -151.6379380577815 -13.679619037097979
-2.3323976567969273 -1.0506715339443857 50.582866048497635 0.796697673647479 56.17961115364606 0.0 1.0 0.0 -151.6376442744832 -12.587787028933775
-1.7579887954584532 -1.1078049933677643 72.9594673218638 0.41186940458171706 46.040816614713954 0.0 1.0 0.0 -151.5932478643626 -12.968843948639135
-2.483643296721758 -1.0226753540400613 63.78141181319355 0.33008178814788164 53.85849035544041 0.0 1.0 0.0 -151.58855017164765 -13.336832598750805
-2.588946613251026 -1.2334685511272354 53.09739227017468 0.573940032618017 44.58782077026927 0.0 1.0 0.0 -151.58206897660793 -12.632040376290025
-2.1300791095410196 -1.13485587837806 39.955788137531385 1.1489534155074868 39.06591279950197 0.0 1.0 0.0 -151.57562557252618 -11.980829631364884
-1.7051275158896022 -1.2961726386944579 39.19214074545622 1.1923497241819234 30.73774521968367 0.0 1.0 0.0 -151.55182658498026 -11.722712258353763
-2.0425614851528975 -1.019265484777033 45.72064620077052 0.5344471511410152 59.061205852299395 0.0 1.0 0.0 -151.52080609235895 -12.976996328748559
-1.8578104954837702 -1.0005252955389752 73.59764847609466 0.526043587506315 46.18332493236258 0.0 1.0 0.0 -151.51890256417164 -12.745375684255368
-1.8750158940378345 -1.3078703262381497 32.77150826176684 1.2918489044761574 31.330354195050194 0.0 1.0 0.0 -151.49377213962842 -11.70784084092342
-2.1787563640804604 -0.9872576658099823 35.22783871837264 1.07799894062933 56.18120090762961 0.0 1.0 0.0 -151.48330094618868 -12.37909754527839
-1.7456470062138125 -1.2348160768792948 39.118739250071826 1.5610532038659481 29.87628524782326 0.0 1.0 0.0 -151.46228679667703 -11.620944815963998
-1.9877525316434599 -1.321263461567554 58.11292697551334 1.0019935882729485 31.276626414850025 0.0 1.0 0.0 -151.429300376815 -11.838029861543486
-2.4778454008262667 -1.0025030918292632 47.38753469751414 0.646135770452628 60.698067103419525 0.0 1.0 0.0 -151.41863506487056 -12.837066534876548
-1.8489772342350415 -1.1210363322617414 68.04044700765758 0.9704442269715422 36.26119228301796 0.0 1.0 0.0 -151.41452403790024 -12.006786551981481
-2.094499225434049 -1.1816728295689982 39.161922366814935 1.032224700062076 38.27715869696844 0.0 1.0 0.0 -151.40591186448455 -12.021321606420447
-2.497296277907081 -1.2043220531976413 41.21115377443034 0.6490840604363627 45.16954975752166 0.0 1.0 0.0 -151.40544326166878 -12.537680268284433
-1.7874911674394947 -1.2711300722213257 34.50617882807421 1.282421653457031 29.142883923970633 0.0 1.0 0.0 -151.402293191284 -11.638212470374242
-2.6761592313629974 -1.11936194741705 50.061636489565956 0.5737859709251036 49.67042691577218 0.0 1.0 0.0 -151.39872159988892 -12.740227681730392
-1.7936404837984843 -1.0869910563799754 62.23010510914143 1.0088188277210266 35.230614482367024 0.0 1.0 0.0 -151.39821159752094 -11.952743709251013
-1.8303455859474815 -1.1655466580922387 31.445375965851795 1.2918701035399278 34.19275299822121 0.0 1.0 0.0 -151.39552995999603 -11.795261080212892
-1.7690162795546238 -1.277093143889231 46.76329592108371 0.8315282996177876 39.42618500905636 0.0 1.0 0.0 -151.3890940102683 -12.200771397234826
-1.8615313929351507 -1.2385383072616516 58.850626087792236 1.1178875955965706 31.32442644540128 0.0 1.0 0.0 -151.3770171247584 -11.774504669967708
-1.8408856866562147 -1.2538037022303303 55.40010192990986 0.9106044668566675 40.11348295556838 0.0 1.0 0.0 -151.37690264570188 -12.151425931973456
-2.2248700567411754 -1.124798502782812 62.795841365284545 0.3628452656470469 54.061546513067455 0.0 1.0 0.0 -151.3587494594093 -13.24977416088933
-1.9514953667981367 -1.3938840454774728 52.618916383522034 0.481018046793661 42.39633168560638 0.0 1.0 0.0 -151.35511667525887 -12.741609581469799
-2.322027849561402 -0.8699092070558825 59.21288131178305 0.5863860343070247 62.34587026088357 0.0 1.0 0.0 -151.34578595502754 -12.94828636147706
-1.7526240300751335 -1.2812749405400734 33.810472528202595 1.3301856920668391 30.137215968781327 0.0 1.0 0.0 -151.30558453094986 -11.658823572311565
-2.213038880170351 -0.9514175132083937 43.55599102842557 0.7752569448005106 57.28607551063897 0.0 1.0 0.0 -151.29588039250305 -12.628708260346507
-1.932420212776811 -1.015845096283662 59.40183976983969 0.7046793513630845 46.47893866868376 0.0 1.0 0.0 -151.28504672135938 -12.497020946470254
-2.3490204915597728 -1.046866487760307 45.314403176701155 0.5370423142622693 62.53504479961825 0.0 1.0 0.0 -151.28379924535517 -13.029777678927605
-1.7206729865673593 -1.1567082798385904 39.78418919693493 1.5469934804958874 28.38331429147111 0.0 1.0 0.0 -151.28254967263592 -11.569917082876083
-1.9246603663571205 -1.330584405233653 59.78553140704029 1.0084377872064567 31.86969628576941 0.0 1.0 0.0 -151.27937466066913 -11.852723919191014
-2.0056030320831275 -1.144704904811046 50.01614751947483 1.1034673711168808 43.44162391282749 0.0 1.0 0.0 -151.27395809492654 -12.108671308254838
-1.8661103778647588 -1.1519773168377867 73.79278340019879 0.17317104072268663 49.652228454690395 0.0 1.0 0.0 -151.2710404528135 -13.887354132276675
-1.745710475844474 -1.165303571803445 36.56264900900969 1.5201566668643285 28.200707080150558 0.0 1.0 0.0 -151.24781954383127 -11.564462108166449
-1.8229540942836577 -1.3009614109123717 42.63608178156246 0.9484679161501158 39.14873143950007 0.0 1.0 0.0 -151.2469241381201 -12.098810950628721
-2.309247796014173 -0.9790999906197757 68.04840751438626 0.4778736126112063 51.37179131985929 0.0 1.0 0.0 -151.23983147987974 -12.939685052291221
-1.7955907076713746 -1.242134869081952 49.86510852547286 0.5687869309763783 49.92174568274399 0.0 1.0 0.0 -151.2356459592728 -12.753051862855047
-2.4894424489823654 -1.1734156875112052 37.377247036453525 0.5098698746082343 53.67369867004394 0.0 1.0 0.0 -151.23361101351202 -12.924064816618628
-1.870635912467255 -1.326134203393375 60.10669984293363 0.9679311994213148 32.16633937699044 0.0 1.0 0.0 -151.22886515465655 -11.888684207593531
-2.203738347030298 -1.040489220244503 69.72960834968015 0.4946861193796836 50.75550040383096 0.0 1.0 0.0 -151.19596921763684 -12.89580782223334
-2.081469048248466 -1.1635803880586255 54.35859530525677 0.8000994679667949 48.98431846193097 0.0 1.0 0.0 -151.18429961623644 -12.447418862828407
-1.8705168726063124 -1.0890549555563487 48.27090271223671 1.4580106315183392 33.98950656634722 0.0 1.0 0.0 -151.18429017201228 -11.756258004343543
-2.2567559352131004 -1.13656594547166 36.07640175813745 0.6887324925943538 55.74044338757809 0.0 1.0 0.0 -151.18382385553593 -12.697788474937681
-2.379160415645302 -1.155045603472001 38.74266982381063 0.9624883712538491 47.41877225910794 0.0 1.0 0.0 -151.17499905833523 -12.280550315058308
-2.066177192288274 -0.9297860624504506 53.08775525616158 0.6481441950303294 64.75733727488605 0.0 1.0 0.0 -151.16643186299373 -12.899143993194675
-1.7981671485254773 -1.0854390614644491 37.918764331885015 1.216616172642586 37.81158495906209 0.0 1.0 0.0 -151.16624022487574 -11.920526596605983
-2.2595194459175936 -1.0982951413645277 42.42088655555591 0.8873208928504066 52.60720468869849 0.0 1.0 0.0 -151.1411863199694 -12.441083969411492
-1.8460557609547903 -1.190863768922643 45.549023432001334 1.24679066228086 30.238359638427482 0.0 1.0 0.0 -151.10746675699932 -11.686378413806143
-2.2482624119959023 -0.8968236017090727 53.46035899558271 0.8108805171307853 60.49532669457659 0.0 1.0 0.0 -151.08903189151377 -12.648128267864102
-2.1663382886250138 -0.888624818468744 52.24747987956006 0.7426969790794781 56.02632235735725 0.0 1.0 0.0 -151.07974733575122 -12.640806331932477
-2.3232633502177293 -1.1930189352480431 33.89728041233671 1.138569721203735 42.34141764746098 0.0 1.0 0.0 -151.07561817963185 -12.066070103525718
-1.9777425497427679 -1.3897397702187413 63.45127445745115 0.0424688642690359 44.12761439092947 0.0 1.0 0.0 -151.06006902692303 -15.170202779753602
-2.4701622719126095 -1.1479945563799283 37.12975060255064 0.9358784197262013 47.01235811276917 0.0 1.0 0.0 -151.05616943273108 -12.291006287178268
-1.9722741794358305 -1.065839819070655 56.14914831887874 1.063826792668311 46.33203020542024 0.0 1.0 0.0 -151.05077479839503 -12.194089170276262
-2.0660718255585317 -1.333615342534439 53.944919938977385 0.8987206216242627 32.91304250498984 0.0 1.0 0.0 -151.04753349408722 -11.962923076630808
-2.363719971685111 -1.1028103844004395 37.95353282185815 0.8166028422790808 53.046139959914164 0.0 1.0 0.0 -151.04523993257925 -12.511317420661147
-2.118630589893764 -1.1383986685771694 46.378777082995484 1.120427963755835 40.18125182347872 0.0 1.0 0.0 -151.02771465009104 -12.022274717045416
-2.308395288602667 -1.05014086491081 67.36115010069611 0.5509101121810159 49.23896484404772 0.0 1.0 0.0 -151.02010063801077 -12.767806709449516
-2.2192354629177524 -1.0993712552443298 37.3573035077503 0.8561427697506792 53.96487842436975 0.0 1.0 0.0 -151.01036191879538 -12.49277909789345
-1.8571166750768127 -1.1279911059509118 32.97397155098979 1.3856566889017368 33.995709350002336 0.0 1.0 0.0 -151.00601579290438 -11.76730379657481
-1.7479467135574986 -1.2184090674380161 47.527620634262966 0.8614885947664056 43.00778058889168 0.0 1.0 0.0 -150.99356899242426 -12.261213354688145
-2.4858061870567414 -1.120036950427974 38.043436508965215 0.8506201925913547 50.98683047314461 0.0 1.0 0.0 -150.9920004706071 -12.440831530597022
-1.948778826051329 -1.0304918030339363 48.2475372192824 0.9826208731704922 52.64940567077132 0.0 1.0 0.0 -150.98379911031648 -12.371464916055526
-2.0858057632758102 -1.2575521437942048 50.717791077968066 0.3030910003712854 51.83086637636045 0.0 1.0 0.0 -150.9766810906709 -13.380898207145885
-2.0090825034597835 -1.4497626096900427 70.93675685131538 0.31140104449765177 32.0160767667927 0.0 1.0 0.0 -150.97367182865534 -12.872958494773762
-2.16479557852311 -0.8697670633317514 61.86605877413881 0.510192176018385 59.55402781215308 0.0 1.0 0.0 -150.95506353430312 -13.027449492634528
